name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997
TotalRevenue,"2,756,500,000","2,750,109,000","2,536,629,000","2,252,422,000","1,958,615,000","1,772,262,000","1,664,150,000","1,413,169,000","1,267,601,000","1,161,304,000","1,038,269,000","1,032,694,000","1,045,665,000","917,574,000","629,181,000","531,159,000","381,080,000","204,407,000","74,048,000","64,171,000","52,740,000","41,500,000","11,900,000","5,300,000"
	OperatingRevenue,"2,756,500,000","2,750,109,000","2,536,629,000","2,252,422,000","1,958,615,000","1,772,262,000","1,664,150,000","1,413,169,000","1,267,601,000","1,161,304,000","1,038,269,000","1,032,694,000","1,045,665,000","917,574,000","629,181,000","531,159,000","381,080,000","204,407,000","71,048,000","64,171,000","52,740,000","41,500,000","11,900,000","5,300,000"
CostOfRevenue,"1,562,150,000","1,556,483,000","1,488,406,000","1,356,250,000","1,174,545,000","1,081,849,000","1,033,479,000","892,928,000","812,059,000","740,729,000","675,571,000","678,370,000","703,842,000","623,910,000","435,476,000","370,758,000","264,602,000","133,977,000","29,609,000","28,101,000","24,757,000","22,800,000","9,900,000","8,200,000"
GrossProfit,"1,194,350,000","1,193,626,000","1,048,223,000","896,172,000","784,070,000","690,413,000","630,671,000","520,241,000","455,542,000","420,575,000","362,698,000","354,324,000","341,823,000","293,664,000","193,705,000","160,401,000","116,478,000","70,430,000","44,439,000","36,070,000","27,983,000","18,700,000","2,000,000","-2,900,000"
OperatingExpense,"743,650,000","718,432,000","683,260,000","596,119,000","534,297,000","485,572,000","471,940,000","402,724,000","368,797,000","341,438,000","286,504,000","272,175,000","270,767,000","216,487,000","141,407,000","107,604,000","81,174,000","57,113,000","44,858,000","42,037,000","51,411,000","45,400,000","23,600,000","5,600,000"
	SellingGeneralAndAdministration,"627,746,000","606,688,000","577,239,000","501,089,000","453,768,000","415,547,000","400,485,000","337,671,000","304,630,000","280,981,000","229,008,000","216,152,000","214,516,000","180,347,000","112,357,000","85,229,000","65,373,000","45,051,000","32,199,000","32,925,000","40,796,000","35,200,000","18,500,000","3,800,000"
		GeneralAndAdministrativeExpense,"627,746,000","606,688,000","577,239,000","501,089,000","453,768,000","415,547,000","400,485,000","337,671,000","304,630,000","280,981,000","229,008,000","216,152,000","214,516,000",,,,,,,,,,,
			SalariesAndWages,"403,149,000","394,744,000","360,432,000","310,787,000","288,420,000","259,162,000","243,220,000","208,244,000","184,055,000","168,474,000","136,384,000","129,447,000","129,098,000",,,,,,,,,,,
			OtherGandA,"224,597,000","211,944,000","216,807,000","190,302,000","165,348,000","156,385,000","157,265,000","129,427,000","120,575,000","112,507,000","92,624,000","86,705,000","85,418,000",,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"115,904,000","111,744,000","106,021,000","95,030,000","80,529,000","70,025,000","71,455,000","65,053,000","64,167,000","60,457,000","57,496,000","56,023,000","56,251,000","48,331,000","29,050,000","22,375,000","15,801,000","12,062,000","9,659,000","9,112,000","10,615,000","10,200,000","5,100,000","1,800,000"
		DepreciationAndAmortizationInIncomeStatement,"115,904,000","111,744,000","106,021,000","95,030,000","80,529,000","70,025,000","71,455,000","65,053,000","64,167,000","60,457,000","57,496,000","56,023,000","56,251,000","48,331,000","29,050,000","22,375,000","15,801,000","12,062,000","9,659,000","9,112,000","10,615,000","10,200,000","5,100,000","1,800,000"
	OtherTaxes,,,,,,,,,,,,,"0",,,,,,,,,,,
	OtherOperatingExpenses,,,,,,,,,,,,,"129,000,000","-12,191,000",,,,,"3,000,000",,,,,
OperatingIncome,"450,700,000","475,194,000","364,963,000","300,053,000","249,773,000","204,841,000","158,731,000","117,517,000","86,745,000","79,137,000","76,194,000","82,149,000","71,056,000","77,177,000","52,298,000","52,797,000","35,304,000","13,317,000","-419,000","-5,967,000","-23,428,000","-26,700,000","-21,600,000","-8,500,000"
NetNonOperatingInterestIncomeExpense,"-35,112,000","-34,268,000","-36,253,000","-30,128,000","-26,636,000","-22,644,000","-9,781,000","-8,141,000","-15,660,000","-15,636,000","-17,210,000","-22,466,000","-13,927,000",,,,,,,,,,,
	InterestIncomeNonOperating,"2,226,000","1,969,000","1,320,000","2,443,000","1,696,000","2,170,000","2,549,000","1,998,000","3,993,000","5,749,000","3,237,000","3,250,000","10,611,000",,,,,,,,,,,
	InterestExpenseNonOperating,"37,338,000","36,237,000","37,573,000","32,571,000","28,332,000","24,814,000","12,330,000","10,139,000","19,653,000","21,385,000","20,447,000","25,716,000","24,538,000",,,,,,,,,,,
OtherIncomeExpense,"-28,224,000","-7,119,000","-33,794,000","-13,590,000","9,756,000","-41,103,000","-7,447,000","5,709,000","-23,751,000","-709,000","-74,002,000","-2,510,000","-241,862,000","15,996,000","10,826,000","-6,310,000","-1,023,000","8,873,000","-5,620,000","5,300,000","-15,195,000","-2,100,000","-400,000","1,400,000"
	GainOnSaleOfSecurity,"-19,307,000","2,701,000","-26,655,000","20,300,000","-10,200,000","-41,418,000","-5,646,000","2,211,000","-99,000","-3,561,000","-7,648,000","5,440,000",,,,,,,,,,,,
	EarningsFromEquityInterest,,"0","-117,000","48,000",,"0","-46,000","206,000","942,000","1,852,000","1,461,000","1,934,000","1,250,000","908,000","660,000","1,185,000","345,000","518,000","-183,000",,,,,
	SpecialIncomeCharges,"928,000","0","-7,049,000","-34,056,000",,"0","0","894,000","-28,740,000","1,000,000","-67,815,000","-9,884,000","-243,112,000","15,088,000","10,166,000","-7,495,000","-1,368,000","8,355,000","-5,437,000","5,300,000","-15,195,000","-2,100,000","-400,000","1,400,000"
		RestructuringAndMergernAcquisition,,,"6,600,000",,,"0","0","-19,319,000",,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,,"0","7,049,000","34,056,000",,"0","0","18,425,000","28,740,000","0","70,925,000","9,884,000","238,837,000",,,,,,,,,,,
		OtherSpecialCharges,,"9,800,000",,,,,,,,"-1,000,000","-3,110,000","-3,600,000","4,275,000",,,,,,,,,,,
		GainOnSaleOfBusiness,,,,,,,,,,,,"1,900,000",,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,,"-9,820,000","27,000","118,000","19,956,000","315,000","-1,755,000","2,398,000","4,146,000",,,,,,,,,,,,,,,
PretaxIncome,"387,364,000","433,807,000","294,916,000","256,335,000","232,893,000","141,094,000","141,503,000","115,085,000","47,334,000","62,792,000","-15,018,000","57,173,000","-184,733,000","83,256,000","62,127,000","43,902,000","30,003,000","16,231,000","-12,045,000","-9,856,000","-48,363,000","-37,900,000","-29,900,000","-8,100,000"
TaxProvision,"73,548,000","87,112,000","62,785,000","99,395,000","58,795,000","42,602,000","40,015,000","27,732,000","26,937,000","24,704,000","22,899,000","25,836,000","10,228,000","28,056,000","14,843,000","14,976,000","11,518,000","4,246,000","-2,312,000","-2,030,000","1,188,000","-4,200,000","1,400,000","-100,000"
NetIncomeCommonStockholders,"314,106,000","346,749,000","232,851,000","156,845,000","174,415,000","98,808,000","101,648,000","87,986,000","20,535,000","36,961,000","-38,372,000","30,317,000","-195,097,000","53,504,000","46,307,000","27,375,000","18,427,000","14,660,000","-6,514,000","670,000","-49,551,000","-30,900,000","-28,400,000","-8,000,000"
	NetIncome,"314,106,000","346,749,000","232,851,000","156,845,000","174,415,000","98,808,000","101,648,000","87,986,000","20,535,000","36,961,000","-38,372,000","30,317,000","-195,097,000","53,504,000","46,307,000","27,375,000","18,427,000","14,660,000","-6,514,000","670,000","-49,551,000","-30,900,000","-28,400,000","-8,000,000"
		NetIncomeIncludingNoncontrollingInterests,"313,816,000","346,695,000","232,131,000","156,940,000","174,098,000","98,492,000","101,488,000","87,353,000","20,397,000","38,088,000","-37,917,000","31,812,000","-194,961,000","55,544,000","47,284,000","28,291,000","18,485,000","14,660,000","-6,614,000","670,000","-49,551,000","-30,900,000","-28,400,000","-8,000,000"
			NetIncomeContinuousOperations,"313,816,000","346,695,000","232,131,000","156,940,000","174,098,000","98,492,000","101,488,000","87,353,000","20,397,000","38,088,000","-37,917,000","31,337,000","-194,026,000","53,160,000","46,307,000","28,010,000","18,427,000","11,985,000","-9,633,000","-7,826,000","-49,551,000","-33,700,000","-31,300,000","-8,000,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,"0","0","475,000","-1,071,000","344,000",,"-635,000",,"-201,000","3,119,000",,,,,
			NetIncomeFromTaxLossCarryforward,,,,,,,,,,,,,"136,000",,,,,"2,876,000",,"8,496,000",,"2,800,000","2,900,000",
		MinorityInterests,"290,000","54,000","720,000","-95,000","317,000","316,000","160,000","633,000","138,000","-1,127,000","-455,000","-1,495,000","935,000","-2,040,000","-977,000","-916,000","-58,000",,"100,000",,,,,
DilutedNIAvailtoComStockholders,"314,106,000","346,749,000","232,851,000","156,845,000","174,415,000","98,808,000","101,648,000","87,986,000","20,535,000","36,961,000","-38,372,000","30,317,000","-195,097,000","53,504,000","46,307,000","27,375,000","18,427,000","14,660,000","-6,514,000","670,000","-49,551,000","-30,900,000","-28,400,000","-8,000,000"
BasicEPS,,"6.396","4.492","2.971","3.334","1.863","1.969","1.738","0.416","0.732","-0.753","0.598","-3.877","1.18","1.25","0.78","0.59","0.45","-0.28","0.03","-3","-2.03","-1.87","-0.56"
DilutedEPS,,"6.32","4.26","2.85","3.23","1.83","1.89","1.69","0.4","0.71","-0.753","0.59","-3.97","1.11","1.17","0.74","0.55","0.41","-0.28","0.03","-3","-2.03","-1.87","-0.56"
BasicAverageShares,,"54,220,854","51,819,998","52,808,158","52,303,401","53,031,802","51,596,767","50,626,242","49,322,600","50,438,786","50,979,356","50,426,113","48,909,078","45,260,803","37,037,435","35,020,499","31,267,617","26,463,831","23,156,129","19,719,253","16,499,699","15,252,030","15,180,651","14,285,714"
DilutedAverageShares,,"54,913,887","54,627,747","55,116,327","54,001,079","54,076,676","53,901,040","51,982,620","51,412,510","51,729,513","50,979,356","51,482,723","49,180,908","51,014,086","42,456,137","37,187,987","33,796,699","28,933,484","23,156,129","19,719,253","16,499,699","15,252,030","15,221,239","16,666,667"
TotalOperatingIncomeAsReported,"450,700,000","475,194,000","357,914,000","265,997,000","249,773,000","204,841,000","158,731,000","118,411,000","58,005,000","79,137,000","5,269,000","72,265,000","-149,021,000","77,177,000","52,298,000","52,797,000","35,304,000","13,317,000","-419,000","-5,967,000","-23,428,000","-26,700,000","-21,600,000","-8,500,000"
TotalExpenses,"2,305,800,000","2,274,915,000","2,171,666,000","1,952,369,000","1,708,842,000","1,567,421,000","1,505,419,000","1,295,652,000","1,180,856,000","1,082,167,000","962,075,000","950,545,000","974,609,000","840,397,000","576,883,000","478,362,000","345,776,000","191,090,000","74,467,000","70,138,000","76,168,000","68,200,000","33,500,000","13,800,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"314,106,000","346,749,000","232,851,000","156,845,000","174,415,000","98,808,000","101,648,000","87,986,000","20,535,000","36,961,000","-38,372,000","30,317,000","-195,233,000","53,504,000","46,307,000","27,375,000","18,427,000","11,784,000","-6,514,000","-7,826,000","-49,551,000","-33,700,000","-31,300,000","-8,000,000"
NormalizedIncome,"328,995,417.354","344,590,901","259,376,048","165,263,672","182,044,600","127,717,764","105,696,182","85,629,305","39,280,350","38,514,436.234","10,678,950","32,730,600","-36,139,200","43,156,425.483","38,569,798.075","32,948,280.033","19,269,831.717","5,815,652.763","-5,239,615.11","-12,034,380.682","-40,434,000","-31,832,717.678","-31,060,000","-9,382,716.049"
InterestIncome,"2,226,000","1,969,000","1,320,000","2,443,000","1,696,000","2,170,000","2,549,000","1,998,000","3,993,000","5,749,000","3,237,000","3,250,000","10,611,000",,,,,,,,,,,
InterestExpense,"37,338,000","36,237,000","37,573,000","32,571,000","28,332,000","24,814,000","12,330,000","10,139,000","19,653,000","21,385,000","20,447,000","25,716,000","24,538,000",,,,,,,,,,,
NetInterestIncome,"-35,112,000","-34,268,000","-36,253,000","-30,128,000","-26,636,000","-22,644,000","-9,781,000","-8,141,000","-15,660,000","-15,636,000","-17,210,000","-22,466,000","-13,927,000",,,,,,,,,,,
EBIT,"424,702,000","470,044,000","332,489,000","288,906,000","261,225,000","165,908,000","153,833,000","125,224,000","66,987,000","84,177,000","5,429,000","82,889,000","-160,195,000","77,177,000","52,298,000","52,797,000","35,304,000","13,317,000","-419,000","-5,967,000","-23,428,000","-26,700,000","-21,600,000","-8,500,000"
EBITDA,"540,606,000"
ReconciledCostOfRevenue,"1,562,150,000","1,556,483,000","1,488,406,000","1,356,250,000","1,174,545,000","1,081,849,000","1,033,479,000","892,928,000","812,059,000","740,729,000","675,571,000","678,512,000","702,885,000","621,556,000","433,445,000","369,190,000","264,602,000","133,977,000","29,609,000","28,101,000","24,757,000","22,800,000","9,900,000","8,200,000"
ReconciledDepreciation,"115,904,000","111,744,000","106,021,000","95,030,000","80,529,000","70,025,000","71,455,000","65,053,000","64,167,000","60,457,000","57,496,000","55,881,000","57,208,000","50,685,000","31,081,000","23,943,000","15,801,000","12,062,000","9,659,000","9,112,000","10,615,000","10,200,000","5,100,000","1,800,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"314,106,000","346,749,000","232,851,000","156,845,000","174,415,000","98,808,000","101,648,000","87,986,000","20,535,000","36,961,000","-38,372,000","29,842,000","-194,162,000","53,160,000","46,307,000","28,010,000","18,427,000","11,985,000","-9,633,000","-7,826,000","-49,551,000","-33,700,000","-31,300,000","-8,000,000"
TotalUnusualItemsExcludingGoodwill,"-18,379,000","2,701,000","-33,704,000","-13,756,000","-10,200,000","-41,418,000","-5,646,000","3,105,000","-28,839,000","-2,561,000","-75,463,000","-4,444,000","-243,112,000","15,088,000","10,166,000","-7,495,000","-1,368,000","8,355,000","-5,437,000","5,300,000","-15,195,000","-2,100,000","-400,000","1,400,000"
TotalUnusualItems,"-18,379,000","2,701,000","-33,704,000","-13,756,000","-10,200,000","-41,418,000","-5,646,000","3,105,000","-28,839,000","-2,561,000","-75,463,000","-4,444,000","-243,112,000","15,088,000","10,166,000","-7,495,000","-1,368,000","8,355,000","-5,437,000","5,300,000","-15,195,000","-2,100,000","-400,000","1,400,000"
NormalizedEBITDA,"558,985,000","579,087,000","472,214,000","397,692,000","351,954,000","277,351,000","230,934,000","187,172,000","159,993,000","147,195,000","138,388,000","143,356,000","140,125,000","112,774,000","73,213,000","84,235,000","52,473,000","17,024,000","14,677,000","-2,155,000","2,382,000","-14,400,000","-16,100,000","-8,100,000"
TaxRateForCalcs,"0.19","0.201","0.213","0.388","0.252","0.302","0.283","0.241","0.35","0.393","0.35","0.35","0.35","0.337","0.239","0.341","0.384","0.262","0.192","0.206","0.4","0.111","0.4","0.012"
TaxEffectOfUnusualItems,"-3,489,582.646","542,901","-7,178,952","-5,337,328","-2,570,400","-12,508,236","-1,597,818","748,305","-10,093,650","-1,007,563.766","-26,412,050","-1,555,400","-85,089,200","5,084,425.483","2,428,798.075","-2,556,719.967","-525,168.283","2,185,652.763","-1,043,615.11","1,091,619.318","-6,078,000","-232,717.678","-160,000","17,283.951"
