name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,03/31/2005
				AllowanceForDoubtfulAccountsReceivable,"-1,590,000",,,,"-1,182,000",,,,"-564,000","-2,548,000","-2,653,000","-1,688,000","-1,713,000","-1,668,000","-2,045,000","-2,003,000","-4,446,000","-4,732,000","-5,140,000","-5,556,000","-5,336,000","-6,116,000","-5,278,000","-5,204,000","-4,999,000","-5,681,000","-5,649,000","-5,382,000","-5,145,000","-5,925,000","-5,623,000","-5,619,000",,"-5,038,000","-5,007,000","-4,542,000",,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"5,953,000","5,764,000","4,344,000","4,277,000","1,117,000","810,000","1,055,000","928,000","6,569,000","6,111,000","5,873,000","7,607,000","8,029,000","7,090,000","6,312,000","4,937,000","5,871,000","4,986,000","5,438,000","7,011,000","5,971,000","5,100,000","4,966,000","5,108,000","5,710,000","5,681,000","4,766,000","4,894,000","4,588,000","15,285,000",,,,,,,,,"9,513,000",,,,,,,,,,,,,,,,,,,
			DuefromRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"288,000","556,000",,"319,000","594,000",,"840,000","1,174,000","344,000",,,,,,,,,,,,,,
			OtherReceivables,"66,738,000","75,403,000","72,551,000","68,653,000","71,994,000","62,313,000","72,338,000","69,239,000","62,820,000","57,176,000","55,297,000","55,976,000","50,130,000","45,327,000","46,579,000","46,754,000","45,637,000","45,203,000","46,866,000","48,697,000","40,778,000","41,055,000","34,992,000","34,329,000","36,114,000","33,265,000","31,969,000","29,834,000","26,720,000","37,075,000","33,988,000","33,771,000","35,878,000","34,480,000","37,606,000","31,096,000","32,069,000","34,467,000","34,620,000","33,810,000","1,526,000","1,585,000","1,481,000","1,098,000","745,000","1,126,000","1,963,000","1,073,000","1,179,000","1,161,000","1,452,000","1,526,000","1,289,000",,,,"922,000","779,000"
		PrepaidAssets,"8,890,000","8,430,000","9,528,000","10,462,000","9,529,000","8,646,000","10,395,000","11,207,000","10,871,000","10,689,000","12,698,000","14,044,000","10,906,000","8,887,000","10,434,000","9,319,000","8,293,000","9,122,000","8,571,000","7,206,000","5,745,000","6,460,000","7,901,000","7,386,000","5,724,000","5,923,000","6,021,000","5,884,000","4,211,000","7,254,000","24,006,000","24,928,000","21,925,000","22,236,000","22,754,000","20,795,000","10,809,000","8,643,000","8,743,000","8,366,000","7,703,000","9,262,000","9,251,000","9,253,000","7,850,000","7,696,000","7,607,000","9,883,000","6,552,000","8,907,000","6,284,000","6,809,000","5,387,000","3,029,000","3,500,000","2,578,000","3,713,000","3,691,000"
		RestrictedCash,"15,833,000","9,074,000","11,828,000","9,050,000","8,598,000","11,471,000","10,259,000","9,876,000","11,601,000","11,621,000","10,999,000","10,478,000","10,746,000","10,612,000","12,719,000","13,013,000","11,895,000","13,157,000","12,500,000","11,947,000","12,737,000","11,993,000","13,974,000","14,563,000","15,936,000","13,841,000","18,029,000","19,705,000","19,877,000","24,307,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,"0","0","0","0","571,000","1,099,000","545,000","425,000","423,000","427,000","346,000","377,000","191,000",,,"151,000","132,000","155,000","401,000","873,000","702,000","202,000","308,000","862,000","498,000","1,764,000","3,964,000","3,389,000","3,860,000","3,634,000","3,405,000","6,373,000","3,078,000","1,923,000","3,965,000","2,200,000","42,851,000","1,219,000","1,207,000","1,691,000","1,743,000","672,000","538,000","743,000","618,000","800,000","744,000","588,000","701,000",,,"339,000","353,000","432,000"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,964,000","3,389,000","3,860,000","3,634,000","3,405,000","6,373,000","3,078,000","1,923,000","2,353,000","2,200,000","1,959,000","1,219,000","1,207,000","1,691,000","1,743,000","672,000","538,000","743,000","618,000","800,000","744,000","588,000","701,000",,,"339,000","353,000","432,000"
		HedgingAssetsCurrent,"13,198,000","16,858,000","20,017,000","19,532,000","13,394,000","14,955,000","2,883,000","5,675,000","11,738,000","18,803,000","17,328,000","26,898,000","35,401,000","27,702,000","24,717,000","19,363,000","13,890,000","12,535,000","12,661,000","13,679,000","24,152,000","13,256,000","11,039,000","6,689,000","6,792,000","5,525,000","4,380,000","4,156,000","7,589,000","3,070,000","7,923,000","3,081,000","3,724,000","3,113,000","5,840,000","8,332,000",,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"5,880,000","5,185,000","8,220,000","5,815,000","3,550,000","3,126,000","3,295,000","3,638,000","4,202,000","6,029,000","4,757,000","5,599,000","5,201,000","5,009,000","4,947,000","5,574,000","6,927,000","8,936,000","4,050,000","5,375,000","3,807,000","3,716,000","3,875,000","3,208,000","3,391,000","3,771,000","3,075,000","2,479,000","1,534,000","1,124,000","21,103,000","24,564,000","20,706,000","9,825,000","12,114,000","7,944,000","33,121,000","26,369,000","21,678,000","29,020,000","36,308,000","36,316,000","30,409,000","36,498,000","38,647,000","33,052,000","22,668,000","17,042,000","15,069,000","14,746,000","13,552,000","14,526,000","11,113,000","11,025,000","11,777,000","10,217,000","5,777,000","4,758,000"
	TotalNonCurrentAssets,"583,495,000","616,445,000","616,069,000","633,899,000","450,219,000","437,455,000","425,862,000","433,542,000","359,014,000","353,732,000","346,638,000","343,239,000","341,069,000","203,315,000","213,344,000","209,883,000","202,993,000","199,610,000","207,500,000","216,211,000","215,221,000","225,827,000","235,835,000","248,909,000","284,565,000","260,322,000","267,139,000","271,305,000","331,087,000","290,180,000","300,063,000","290,724,000","299,398,000","297,403,000","317,175,000","336,337,000","343,654,000","347,508,000","355,600,000","356,936,000","372,953,000","383,050,000","382,882,000","398,381,000","388,385,000","393,793,000","413,496,000","185,070,000","164,427,000","136,672,000","130,902,000","135,348,000","92,459,000","91,983,000","88,506,000","82,152,000","77,408,000","53,985,000"
		NetPPE,"216,082,000","227,200,000","231,979,000","244,138,000","60,998,000","57,377,000","58,019,000","59,811,000","60,606,000","59,428,000","58,621,000","58,004,000","54,796,000","46,008,000","49,243,000","47,771,000","50,417,000","45,625,000","47,388,000","47,905,000","48,230,000","47,202,000","46,049,000","43,802,000","45,165,000","45,804,000","45,197,000","46,175,000","48,440,000","49,522,000","49,458,000","45,707,000","45,418,000","45,113,000","48,501,000","49,351,000","48,592,000","46,404,000","48,982,000","47,232,000","51,700,000","53,835,000","52,655,000","57,335,000","55,992,000","54,014,000","48,891,000","46,126,000","50,840,000","53,533,000","53,016,000","47,343,000","41,830,000","42,914,000","39,183,000","34,369,000","30,623,000","24,670,000"
			GrossPPE,"421,530,000","432,671,000","424,329,000","423,760,000","236,129,000","229,246,000","223,230,000","227,916,000","232,881,000","230,509,000","223,355,000","219,960,000","211,855,000","195,277,000","197,858,000","194,655,000","197,442,000","188,926,000","188,856,000","191,252,000","189,532,000","187,285,000","189,694,000","188,894,000","188,650,000","182,317,000","177,071,000","179,300,000","187,749,000","191,093,000","191,100,000","177,773,000","184,839,000","176,133,000","182,936,000","194,077,000","188,234,000","180,398,000","179,308,000","168,699,000","171,505,000",,,,"146,141,000","119,479,000","114,356,000","111,591,000","116,305,000","99,043,000","98,526,000","92,853,000","87,340,000","71,970,000","68,239,000","63,425,000","59,679,000","47,661,000"
				Properties,"183,839,000","188,373,000","184,444,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0","0"
				BuildingsAndImprovements,"9,602,000","9,831,000","9,860,000","9,972,000","9,963,000","9,926,000","9,768,000","10,006,000","10,223,000","10,315,000","10,216,000","10,265,000","10,246,000","10,041,000","10,126,000","10,066,000","10,150,000","10,139,000","10,179,000","10,323,000","10,405,000","10,377,000","10,484,000","10,608,000","10,623,000","10,465,000","10,400,000","10,665,000","11,132,000","11,083,000","11,277,000","11,000,000","11,495,000","11,618,000","12,091,000","12,665,000","12,673,000",,,,"12,424,000",,,,"11,048,000",,,,"24,349,000",,,,"17,884,000",,,,"9,857,000","8,564,000"
				MachineryFurnitureEquipment,"154,210,000","157,506,000","154,562,000","154,732,000","151,150,000","147,740,000","144,245,000","147,822,000","151,126,000","149,919,000","145,448,000","143,107,000","139,335,000","129,453,000","131,178,000","129,086,000","130,522,000","127,011,000","127,042,000","126,957,000","126,611,000","123,891,000","123,883,000","126,378,000","125,279,000","120,589,000","116,078,000","118,157,000","122,619,000","125,464,000","124,457,000","117,541,000","122,177,000","116,958,000","123,331,000","129,862,000","125,526,000",,,,"53,568,000",,,,"46,138,000",,,,"87,510,000",,,,"68,680,000",,,,"47,948,000","38,484,000"
				OtherProperties,"216,100,000",,,"180,745,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59,828,000",,,,"49,010,000",,,,,,,,,,,,,
				ConstructionInProgress,"2,951,000","4,046,000","3,572,000","6,172,000","3,315,000","1,924,000","1,719,000","2,230,000","2,366,000","3,463,000","3,082,000","4,255,000","1,282,000","2,308,000","2,909,000","2,683,000","4,181,000","2,129,000","1,431,000","4,689,000","3,158,000","4,165,000","5,740,000","2,335,000","5,574,000","6,037,000","6,702,000","4,955,000","6,113,000","5,522,000","6,168,000","3,470,000","3,243,000","3,329,000",,"3,450,000","5,592,000",,,,"5,492,000",,,,"8,181,000",,,,"4,446,000",,,,"776,000",,,,"1,874,000","613,000"
				Leases,"70,928,000","72,915,000","71,891,000","72,139,000","71,701,000","69,656,000","67,498,000","67,858,000","69,166,000","66,812,000","64,609,000","62,333,000","60,992,000","53,475,000","53,645,000","52,820,000","52,589,000","49,647,000","50,204,000","49,283,000","49,358,000","48,852,000","49,587,000","49,573,000","47,174,000","45,226,000","43,891,000","45,523,000","47,885,000","49,024,000","49,198,000","45,762,000","47,924,000","44,228,000","47,514,000","48,100,000","44,443,000",,,,"40,193,000",,,,"31,764,000",,,,,,,,,,,,,
			AccumulatedDepreciation,"-205,448,000","-205,471,000","-192,350,000","-179,622,000","-175,131,000","-171,869,000","-165,211,000","-168,105,000","-172,275,000","-171,081,000","-164,734,000","-161,956,000","-157,059,000","-149,269,000","-148,615,000","-146,884,000","-147,025,000","-143,301,000","-141,468,000","-143,347,000","-141,302,000","-140,083,000","-143,645,000","-145,092,000","-143,485,000","-136,513,000","-131,874,000","-133,125,000","-139,309,000","-141,571,000","-141,642,000","-132,066,000","-139,421,000","-131,020,000","-134,435,000","-144,726,000","-139,642,000","-133,994,000","-130,326,000","-121,467,000","-119,805,000",,,,"-90,149,000","-65,465,000","-65,465,000","-65,465,000","-65,465,000","-45,510,000","-45,510,000","-45,510,000","-45,510,000","-29,056,000","-29,056,000","-29,056,000","-29,056,000","-22,991,000"
		GoodwillAndOtherIntangibleAssets,"191,404,000","203,747,000","204,883,000","209,276,000","210,999,000","212,147,000","213,413,000","216,975,000","224,838,000","227,554,000","226,140,000","229,110,000","230,632,000","103,045,000","108,325,000","95,213,000","103,359,000","109,652,000","116,798,000","125,091,000","122,332,000","129,508,000","138,353,000","148,122,000","152,876,000","154,700,000","157,309,000","165,147,000","179,236,000","187,190,000","196,692,000","184,084,000","201,836,000","201,130,000","219,717,000","242,117,000","250,623,000","256,687,000","265,200,000","269,292,000","278,741,000","287,572,000","293,943,000","303,987,000","299,051,000","312,511,000","340,083,000","120,638,000","96,863,000","64,244,000","63,451,000","77,896,000","44,447,000","44,657,000","44,191,000","42,785,000","42,487,000","26,701,000"
			Goodwill,"121,304,000","129,530,000","128,973,000","130,834,000","130,811,000","130,049,000","128,476,000","131,454,000","135,186,000","135,760,000","134,072,000","135,024,000","134,008,000","84,116,000","85,563,000","73,251,000","76,242,000","76,904,000","78,539,000","81,691,000","79,058,000","80,970,000","83,366,000","86,465,000","85,654,000","84,066,000","82,938,000","83,092,000","87,132,000","89,654,000","90,861,000","81,675,000","86,695,000","83,326,000","87,555,000","93,502,000","94,036,000","92,319,000","92,820,000","89,308,000","90,662,000","91,126,000","89,565,000","91,179,000","81,679,000","85,093,000","96,596,000","95,142,000","87,470,000","54,060,000","54,279,000","62,116,000","37,356,000","37,218,000","36,253,000","34,542,000","33,774,000","26,550,000"
			OtherIntangibleAssets,"70,100,000","74,217,000","75,910,000","78,442,000","80,188,000","82,098,000","84,937,000","85,521,000","89,652,000","91,794,000","92,068,000","94,086,000","96,624,000","18,929,000","22,762,000","21,962,000","27,117,000","32,748,000","38,259,000","43,400,000","43,274,000","48,538,000","54,987,000","61,657,000","67,222,000","70,634,000","74,371,000","82,055,000","92,104,000","97,536,000","105,831,000","102,409,000","115,141,000","117,804,000","132,162,000","148,615,000","156,587,000","164,368,000","172,380,000","179,984,000","188,079,000","196,446,000","204,378,000","212,808,000","217,372,000","227,418,000","243,487,000","25,496,000","9,393,000","10,184,000","9,172,000","15,780,000","7,091,000","7,439,000","7,938,000","8,243,000","8,713,000","151,000"
		InvestmentsAndAdvances,"80,135,000","83,713,000","83,150,000","84,110,000","82,487,000","80,311,000","75,892,000","78,899,000","542,000","468,000","425,000","439,000","429,000",,,"87,000",,,,,"0","0","0","0","28,674,000","2,000","2,000","2,000","43,218,000","2,000","2,000","2,000","2,000","2,000","2,000","2,000","2,000",,,,,,,,,,,,,,,,,,,,,
		FinancialAssets,"2,095,000","1,507,000","3,257,000","5,585,000","5,687,000","6,742,000","2,191,000","2,081,000","3,245,000","3,752,000","2,652,000","3,790,000","6,581,000","6,926,000","7,071,000","6,755,000","4,847,000","2,970,000","2,593,000","2,087,000","5,715,000","4,001,000","3,383,000","2,626,000","4,131,000","2,671,000","1,737,000","1,697,000","3,756,000","1,636,000","3,077,000","1,521,000","1,550,000","1,319,000","1,919,000","2,126,000",,,,,,,,,,,,,,,,,,,,,,
		NonCurrentAccountsReceivable,"53,845,000","61,088,000","57,979,000","56,296,000","54,199,000","47,414,000","38,149,000","38,414,000","24,005,000","23,508,000","22,374,000","18,180,000","16,438,000","12,284,000","13,715,000","12,394,000","12,116,000","10,672,000","10,166,000","9,731,000","9,454,000","9,768,000","8,845,000","8,812,000","7,612,000","6,935,000","9,144,000","7,902,000","8,025,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"28,942,000","28,333,000","24,475,000","24,383,000","23,772,000","21,853,000","27,229,000","25,519,000","29,862,000","22,784,000","23,172,000","20,180,000","17,052,000","21,078,000","20,768,000","21,701,000","22,745,000","21,603,000","22,501,000","23,778,000","21,448,000","27,002,000","30,986,000","37,033,000","37,813,000","42,369,000","46,013,000","42,625,000","41,916,000","45,767,000","44,028,000","44,843,000","43,712,000","43,229,000","39,586,000","34,829,000","33,742,000","32,128,000","29,297,000",,"25,184,000","24,980,000","21,370,000","18,152,000","15,584,000","16,129,000","14,657,000","10,460,000","8,055,000","8,681,000","7,037,000","4,587,000","3,101,000","1,666,000","2,682,000","2,604,000","1,308,000","722,000"
			NonCurrentDeferredTaxesAssets,"28,942,000","28,333,000","24,475,000","24,383,000","23,772,000","21,853,000","27,229,000","25,519,000","27,395,000","21,883,000","22,534,000","19,712,000","16,687,000","20,643,000","20,213,000","21,273,000","22,522,000","21,603,000","22,501,000","23,728,000","21,331,000","26,900,000","30,860,000","36,372,000","37,066,000","42,248,000","45,865,000","42,177,000","41,642,000","45,410,000","44,028,000","44,843,000","43,712,000","43,229,000","39,586,000","34,829,000","33,742,000","32,128,000","29,297,000",,"25,184,000","24,980,000","21,370,000","18,152,000","15,584,000","16,129,000","14,657,000","10,460,000","8,055,000","8,681,000","7,037,000","4,587,000","3,101,000","1,666,000","2,682,000","2,604,000","1,308,000","722,000"
		NonCurrentPrepaidAssets,"9,491,000","9,521,000","9,010,000","8,982,000","9,205,000","8,672,000","8,084,000","8,277,000","8,708,000","8,953,000","8,009,000","7,935,000","7,569,000","6,978,000","6,593,000","6,411,000","6,348,000","6,276,000","6,170,000","6,319,000","6,476,000","6,261,000","6,297,000","6,675,000","6,355,000","5,787,000","5,573,000","5,776,000","6,085,000","5,990,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"1,501,000","1,336,000","1,336,000","1,129,000","2,872,000","2,939,000","2,885,000","3,566,000","7,208,000","7,285,000","5,245,000","5,601,000","7,572,000","6,996,000","7,629,000","19,551,000","3,161,000","2,812,000","1,884,000","1,300,000","1,566,000","2,085,000","1,922,000","1,839,000","1,939,000","2,054,000","2,164,000","1,981,000","411,000","73,000","6,806,000","14,567,000","6,880,000","6,610,000","7,450,000","7,912,000","10,695,000","12,289,000","12,121,000","40,412,000","17,328,000","16,663,000","14,914,000","18,907,000","17,758,000","11,139,000","9,865,000","7,846,000","8,669,000","10,214,000","7,398,000","5,522,000","3,081,000","2,746,000","2,450,000","2,394,000","2,990,000","1,892,000"
TotalLiabilitiesNetMinorityInterest,"425,219,000","427,522,000","413,911,000","429,149,000","233,211,000","238,583,000","241,126,000","246,628,000","264,607,000","269,709,000","274,356,000","283,297,000","289,057,000","122,144,000","127,058,000","124,749,000","117,262,000","116,204,000","112,540,000","126,278,000","141,195,000","155,941,000","177,790,000","203,603,000","213,455,000","219,291,000","233,519,000","221,731,000","234,296,000","239,465,000","229,032,000","241,346,000","240,894,000","257,371,000","232,450,000","235,429,000","257,200,000","273,930,000","276,000,000","298,054,000","296,009,000","323,155,000","324,147,000","367,938,000","363,930,000","332,135,000","365,046,000","147,148,000","119,355,000","90,969,000","81,838,000","75,320,000","70,353,000","65,038,000","61,273,000","53,472,000","56,639,000","55,028,000"
	CurrentLiabilities,"205,839,000","192,034,000","182,552,000","188,665,000","161,960,000","157,253,000","157,911,000","150,480,000","167,261,000","152,148,000","150,698,000","142,969,000","148,764,000","98,665,000","103,185,000","107,195,000","103,331,000","101,931,000","97,980,000","111,276,000","128,044,000","142,315,000","163,939,000","180,208,000","184,844,000","169,275,000","181,262,000","168,771,000","182,385,000","181,369,000","172,749,000","184,258,000","187,601,000","237,348,000","211,676,000","174,811,000","194,680,000","178,744,000","177,138,000","180,004,000","173,903,000","178,744,000","159,441,000","174,103,000","167,710,000","122,021,000","162,923,000","131,367,000","111,801,000","83,729,000","73,320,000","63,876,000","63,410,000","63,531,000","58,705,000","50,446,000","53,463,000","54,828,000"
		PayablesAndAccruedExpenses,"67,128,000","64,389,000","67,428,000","71,241,000","52,794,000","53,835,000","61,217,000","53,246,000","54,908,000","52,684,000","22,636,000","55,402,000","48,134,000","47,538,000","54,276,000","50,867,000","50,150,000","49,388,000","51,997,000","62,676,000","53,551,000","56,093,000","55,086,000","60,822,000","58,797,000","53,354,000","56,490,000","63,327,000","71,826,000","88,775,000","79,069,000","75,092,000","87,341,000","77,347,000","36,777,000","35,202,000","46,836,000","70,130,000","75,017,000","56,330,000","61,427,000","72,502,000","68,440,000","74,511,000","58,670,000","48,120,000","55,707,000","50,258,000","76,115,000","44,766,000","38,705,000","32,588,000","37,243,000","34,408,000","34,286,000","25,523,000","34,410,000","26,673,000"
			Payables,"38,145,000","32,529,000","31,705,000","38,563,000","25,175,000","26,132,000","33,007,000","26,772,000","26,082,000","25,680,000","22,636,000","25,916,000","20,917,000","25,119,000","30,643,000","27,764,000","25,409,000","24,459,000","26,497,000","35,798,000","28,682,000","32,364,000","30,960,000","35,303,000","35,593,000","29,783,000","32,196,000","36,450,000","45,757,000","56,940,000","79,069,000","41,898,000","87,341,000","42,461,000","36,777,000","35,202,000","46,836,000","42,726,000","33,136,000","33,011,000","30,450,000","28,923,000","33,852,000","37,327,000","34,916,000","22,905,000","31,599,000","31,201,000","15,568,000","19,926,000","18,180,000","16,778,000","18,751,000","19,051,000","22,201,000","17,286,000","23,074,000","22,966,000"
