name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990
TotalAssets,"46,651,553,000","23,699,612,000","23,002,159,000","21,441,326,000","20,691,704,000","19,394,611,000","18,379,840,000","18,225,917,000","18,979,388,000","18,465,025,000","17,885,175,000","16,740,357,000","15,977,054,000","14,669,734,000","13,365,360,000","12,340,567,000","11,319,015,000","12,202,069,000","11,358,715,000","11,197,462,000","10,661,700,000","10,164,600,000","9,744,700,000","7,090,900,000","7,239,900,000","5,068,300,000","5,025,500,000","4,049,600,000","4,036,800,000","4,186,000,000"
	CashCashEquivalentsAndFederalFundsSold,"1,228,371,000","587,057,000","621,782,000","609,603,000","889,337,000","1,115,250,000","915,076,000","1,100,347,000","1,389,704,000","663,901,000","299,127,000","342,380,000","358,174,000","348,980,000","374,701,000","359,798,000","370,054,000","416,397,000","386,700,000","392,007,000","429,300,000","420,500,000","426,600,000","610,800,000","234,100,000","368,300,000","281,900,000","222,200,000","210,900,000","233,700,000"
		CashAndCashEquivalents,"1,228,371,000","587,057,000","621,782,000","609,603,000","889,337,000","1,115,250,000","915,076,000","1,100,347,000","1,389,704,000","663,901,000","299,127,000","342,380,000","358,174,000","348,980,000","374,701,000","359,798,000","370,054,000","416,397,000","386,700,000","392,007,000","429,300,000","420,500,000","317,600,000","610,800,000","234,100,000","361,400,000","176,400,000","122,200,000","110,900,000","144,900,000"
			CashFinancial,"491,787,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CashEquivalents,,,,,,,,,,,,,,,,,,,,,,,"297,000,000","238,700,000","233,600,000","170,700,000","165,900,000","122,100,000","100,200,000","102,500,000"
			CashAndDueFromBanks,"736,584,000","587,057,000","621,782,000","609,603,000","889,337,000","1,115,250,000","915,076,000","1,100,347,000","1,389,704,000","663,901,000","299,127,000","342,380,000","358,174,000","348,980,000","374,701,000","359,798,000","370,054,000","416,397,000","386,700,000","392,007,000","429,300,000","420,500,000","20,600,000","372,100,000","500,000","190,700,000","10,500,000","100,000","10,700,000","42,400,000"
		MoneyMarketInvestments,,,,,,,,,,,,,,,,,,,,,,,"109,000,000",,,"6,900,000","105,500,000","100,000,000","100,000,000","88,800,000"
			FederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,,,,,,,,,,,,,,,,,,,,,,,"109,000,000",,,"6,900,000","105,500,000","100,000,000","100,000,000","88,800,000"
	FederalHomeLoanBankStock,"442,440,000",,"82,644,000","74,714,000","70,537,000","85,492,000","114,238,000","120,867,000",,,,,,,,,,,,,,,,,,,,,,
	SecuritiesAndInvestments,"6,859,446,000","2,710,571,000","1,870,594,000","1,604,749,000","1,090,805,000","677,748,000","551,064,000","832,958,000","2,481,818,000","1,931,174,000","1,910,476,000","1,966,104,000","2,111,948,000","1,986,255,000","1,728,558,000","1,723,167,000","1,608,511,000","2,580,516,000","1,740,603,000","1,537,947,000","1,669,900,000","1,955,600,000","1,426,100,000","999,600,000","1,205,200,000","1,183,900,000","1,318,500,000","1,185,000,000","368,500,000","109,300,000"
		AvailableForSaleSecurities,,"91,654,000",,"74,714,000",,,,"120,867,000","2,481,818,000","1,931,174,000","1,910,476,000","1,966,104,000","2,111,948,000","1,986,255,000","1,728,558,000","1,723,167,000","1,608,511,000","2,580,516,000","1,740,603,000","1,537,947,000","1,669,900,000","1,955,600,000","1,426,100,000","999,600,000","1,205,200,000","1,183,900,000","1,318,500,000","1,185,000,000","368,500,000","109,300,000"
		HeldToMaturitySecurities,"139,445,000","148,852,000","161,576,000","181,314,000","201,920,000","214,454,000",,,,,,,,,,,,,,,,,,,,,,,,
		OtherShortTermInvestments,"6,720,001,000","2,470,065,000","1,709,018,000","1,423,435,000","888,885,000","463,294,000","551,064,000","712,091,000",,,,,,,,,,,,,,,,,,,,,,
	LongTermEquityInvestment,,,,,,,,,,"179,768,000","163,692,000","155,725,000",,,,,,,,,,,,,,,,,,
	NetLoan,"34,584,198,000","19,005,529,000","19,068,281,000","17,952,390,000","17,437,570,000","16,369,743,000","15,674,477,000","15,168,885,000","13,908,904,000","14,522,485,000","14,346,273,000","5,809,865,000","12,413,429,000","11,419,711,000","10,363,976,000","9,461,058,000","8,606,531,000","8,520,595,000","8,620,783,000","8,707,809,000","8,038,900,000","7,274,300,000","7,231,200,000","4,925,200,000","5,211,400,000","3,050,200,000","2,719,100,000","2,194,700,000","3,170,500,000","3,524,400,000"
