name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988
TotalExpenses,"20,502,500,000","20,502,500,000","20,626,800,000","20,691,200,000","20,719,500,000","19,973,500,000","18,288,000,000","16,777,300,000","15,019,300,000","13,260,300,000","11,964,400,000","10,346,100,000","13,670,200,000","16,986,700,000","18,192,000,000","18,446,400,000","18,657,800,000","18,667,000,000","18,750,700,000","19,544,800,000","19,888,600,000","19,710,800,000","15,583,000,000","9,926,900,000","2,329,700,000","223,700,000","39,300,000","94,700,000","100,000,000","41,200,000","27,900,000","1,000,000","900,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"450,000,000","450,000,000","396,000,000","434,600,000","430,500,000","442,600,000","418,700,000","374,900,000","316,400,000","281,400,000","226,600,000","198,000,000","-1,243,100,000","278,700,000","316,900,000","496,500,000","433,600,000","493,800,000","381,600,000","232,300,000","341,200,000","-62,100,000","499,500,000","439,700,000","-27,900,000","22,900,000","11,200,000","-18,500,000","-14,000,000","2,100,000","1,900,000","-400,000","-1,500,000"
NormalizedIncome,"457,865,600","457,865,600","401,958,800","435,000,000","431,700,000","453,155,600","420,784,000","375,800,000","319,878,800","285,863,429.439","246,469,499.082","222,923,703.704","247,284,979.265","290,006,531.679","328,526,766.279","395,944,453.363","402,346,653.478","508,840,304.569","371,164,660.194","293,474,301.397","304,851,771.429","217,020,000","328,518,691.41","229,715,852.885","-20,340,000","19,596,730.245","8,440,000","-3,740,000","6,438,461.538","4,920,000","1,900,000","-460,000","-400,000"
InterestIncome,"500,000","500,000","1,100,000","1,000,000","1,100,000","100,000","200,000","200,000","300,000","700,000","1,400,000","1,100,000","2,200,000",,,,,,,,,,,,,,,,,,,,
InterestExpense,"245,100,000","245,100,000","249,800,000","217,200,000","192,000,000","149,200,000","140,000,000","141,700,000","132,400,000","108,700,000","98,600,000","78,700,000","176,800,000",,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-244,600,000","-244,600,000","-248,700,000","-216,200,000","-190,900,000","-149,100,000","-139,800,000","-141,500,000","-132,100,000","-108,000,000","-97,200,000","-77,600,000","-174,600,000",,,,,,,,,,,,,,,,,,,,
EBIT,"857,700,000","857,700,000","779,200,000","853,700,000","894,300,000","871,900,000","822,300,000","746,100,000","649,200,000","570,000,000","479,900,000","429,700,000","-1,245,900,000","704,800,000","796,600,000","807,000,000","766,900,000","714,100,000","727,800,000","444,500,000","721,000,000","401,000,000","535,200,000","378,700,000","35,800,000","36,600,000","9,500,000","8,000,000","10,000,000","10,400,000","3,900,000","-400,000","-300,000"
EBITDA,"1,038,200,000"
ReconciledCostOfRevenue,"17,812,700,000","17,812,700,000","18,015,500,000","18,175,600,000","18,295,800,000","17,600,500,000","16,120,100,000","14,757,700,000","13,182,400,000","11,528,300,000","10,333,500,000","8,829,000,000","11,752,400,000","14,842,800,000","15,940,500,000","16,182,000,000","16,405,400,000","16,412,300,000","16,487,000,000","17,112,500,000","17,577,100,000","17,276,600,000","12,480,900,000","7,641,500,000","692,400,000","148,600,000","26,100,000","65,700,000","72,100,000","28,500,000","18,100,000","800,000","800,000"
ReconciledDepreciation,"180,500,000","180,500,000","166,200,000","158,600,000","143,400,000","127,400,000","106,900,000","95,300,000","87,300,000","83,700,000","76,800,000","77,500,000","90,800,000","96,000,000","86,600,000","88,400,000","89,700,000","77,000,000","74,700,000","154,800,000","133,800,000","123,000,000","1,051,600,000","1,003,600,000","540,500,000","21,000,000","4,700,000","6,700,000","5,200,000","2,700,000","1,600,000",,"100,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"450,800,000","450,800,000","395,900,000","435,000,000","431,700,000","443,700,000","419,800,000","375,800,000","317,300,000","284,200,000","235,300,000","234,200,000","-1,225,400,000","288,000,000","331,400,000","395,500,000","396,400,000","506,100,000","381,600,000","245,000,000","328,100,000","-31,500,000","334,600,000","200,200,000","-27,900,000","23,200,000","8,500,000","-18,500,000","6,200,000","2,100,000","1,900,000","-400,000","-700,000"
TotalUnusualItemsExcludingGoodwill,"-9,600,000","-9,600,000","-8,100,000","0","0","-15,400,000","-1,600,000","0","-4,200,000","-2,700,000","-18,100,000","16,900,000","-1,709,800,000","-3,200,000","4,700,000","-700,000","-9,100,000","-3,200,000","16,900,000","-79,300,000","37,200,000","-414,200,000","9,500,000","-46,500,000","-12,600,000","5,700,000","100,000","-24,600,000","-300,000","-4,700,000",,"100,000","-500,000"
TotalUnusualItems,"-9,600,000","-9,600,000","-8,100,000","0","0","-15,400,000","-1,600,000","0","-4,200,000","-2,700,000","-18,100,000","16,900,000","-1,709,800,000","-3,200,000","4,700,000","-700,000","-9,100,000","-3,200,000","16,900,000","-79,300,000","37,200,000","-414,200,000","9,500,000","-46,500,000","-12,600,000","5,700,000","100,000","-24,600,000","-300,000","-4,700,000",,"100,000","-500,000"
NormalizedEBITDA,"1,047,800,000","1,047,800,000","953,500,000","1,012,300,000","1,037,700,000","1,014,700,000","930,800,000","841,400,000","740,700,000","656,400,000","574,800,000","490,300,000","554,700,000","804,000,000","878,500,000","896,100,000","865,700,000","794,300,000","785,600,000","678,600,000","817,600,000","938,200,000","1,577,300,000","1,428,800,000","588,900,000","51,900,000","14,100,000","39,300,000","15,500,000","17,800,000","5,500,000","-500,000","300,000"
TaxRateForCalcs,"0.264","0.264","0.252","0.317","0.385","0.386","0.385","0.378","0.386","0.384","0.383","0.333","0.139","0.373","0.389","0.365","0.347","0.144","0.383","0.389","0.375","0.4","0.36","0.365","0.4","0.368","0.4","0.4","0.205","0.4","0.4","0.4","0.4"
TaxEffectOfUnusualItems,"-2,534,400","-2,534,400","-2,041,200","0","0","-5,944,400","-616,000","0","-1,621,200","-1,036,570.561","-6,930,500.918","5,623,703.704","-237,115,020.735","-1,193,468.321","1,826,766.279","-255,546.637","-3,153,346.522","-459,695.431","6,464,660.194","-30,825,698.603","13,951,771.429","-165,680,000","3,418,691.41","-16,984,147.115","-5,040,000","2,096,730.245","40,000","-9,840,000","-61,538.462","-1,880,000","0","40,000","-200,000"
