name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994
TotalAssets,"3,809,815,000","3,165,933,000","2,989,279,000","2,643,943,000","2,515,131,000","2,351,335,000","2,486,148,000","2,604,842,000","1,779,485,000","2,260,061,000","2,395,770,000","2,103,236,000","2,194,416,000","2,473,808,000","2,269,588,000","1,777,967,000","1,363,105,000","1,182,288,000","995,047,000","841,260,000","767,300,000","724,400,000","564,600,000","501,200,000","613,900,000","565,600,000"
	CurrentAssets,"2,526,089,000","2,003,679,000","1,954,713,000","1,525,860,000","1,442,334,000","1,424,445,000","1,613,679,000","1,840,153,000","1,272,623,000","1,808,913,000","1,936,495,000","1,559,807,000","1,363,918,000","1,301,948,000","1,012,063,000","969,925,000","778,349,000","590,326,000","546,731,000","479,059,000","414,800,000","358,600,000","273,100,000","249,400,000","218,200,000","190,700,000"
		CashCashEquivalentsAndShortTermInvestments,"1,140,304,000","711,875,000","666,794,000","395,405,000","424,326,000","544,938,000","865,585,000","1,152,601,000","732,684,000","1,370,636,000","1,509,782,000","1,147,643,000","664,209,000","556,119,000","177,526,000","367,365,000","232,219,000","142,845,000","138,611,000","137,708,000","89,100,000","68,500,000","45,700,000","74,800,000","55,600,000","71,500,000"
			CashAndCashEquivalents,"1,140,304,000","711,875,000","666,794,000","395,405,000","424,326,000","544,938,000","865,585,000","1,152,601,000","480,332,000","1,193,392,000","1,250,150,000","1,147,643,000","664,209,000","556,119,000","177,526,000","367,365,000","232,219,000","142,845,000","138,611,000","137,708,000","89,100,000","68,500,000","45,700,000","74,800,000","55,600,000","71,500,000"
			OtherShortTermInvestments,,,,,,,,,"252,352,000","177,244,000","259,632,000",,,,,,,,,,,,,,,
		Receivables,"18,278,000","18,641,000","20,026,000","18,937,000","11,482,000","10,021,000","9,529,000","9,421,000","6,789,000","6,948,000","7,995,000","11,594,000","10,855,000","12,213,000","40,562,000","14,020,000","9,550,000","10,807,000","5,745,000","6,670,000","2,200,000","1,500,000","3,400,000","2,900,000","7,900,000","4,700,000"
			AccountsReceivable,"18,278,000","18,641,000","20,026,000","18,937,000","11,482,000","10,021,000","9,529,000","9,421,000",,,,,"10,855,000","12,213,000","40,562,000","14,020,000","9,550,000","10,807,000","5,745,000",,,,,,,
		Inventory,"1,347,288,000","1,253,110,000","1,246,199,000","1,092,100,000","1,006,526,000","869,486,000","738,565,000","678,131,000","533,150,000","431,329,000","418,718,000","400,570,000","688,854,000","733,616,000","793,975,000","588,540,000","536,580,000","436,674,000","402,375,000","334,681,000","323,500,000","288,600,000","224,000,000","171,700,000","154,700,000","109,500,000"
			RawMaterials,"18,320,000","21,718,000","17,273,000","16,168,000","12,101,000","12,904,000","10,939,000","12,365,000","8,694,000","7,457,000","7,522,000","7,693,000",,,,,,,,,,,,,,
			WorkInProcess,"69,196,000","38,857,000","34,212,000","46,999,000","60,611,000","33,689,000","41,328,000","68,336,000","78,045,000","78,058,000",,,,,,,,,,,,,,,,
