name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000
TotalRevenue,"476,106,000,000","99,050,000,000","133,882,000,000","125,149,000,000","118,025,000,000","130,064,000,000","127,958,000,000","114,346,000,000","107,925,000,000",,"114,567,000,000",,"104,683,000,000","111,590,000,000","112,182,000,000",,"108,090,000,000","113,325,000,000","115,035,000,000",,,"107,188,000,000","107,148,000,000","98,860,000,000","97,562,000,000","104,751,000,000","103,388,000,000","97,450,000,000",,"88,488,241,712.52",,"101,139,682,711.62","88,381,222,038","96,514,611,432.33","104,356,655,430.16","87,675,349,368.96","83,732,440,457.85","93,225,224,235.4","88,478,432,514","86,839,690,759.36","77,188,034,449.35","112,956,320,515.11","68,064,747,938.45","63,046,785,434.15","61,374,356,883.54","101,939,114,206.92","72,149,414,390.08",,"55,799,062,875.36","55,509,183,821.13","55,056,934,310.42",,"45,246,434,914.23","45,374,084,460.92","48,161,233,852.68","40,081,052,322.39",,"39,189,296,864.2",,"35,431,753,874.4","29,443,673,494.2","25,587,042,572.76",,,"23,105,286,869.55","22,573,843,750","18,938,718,750","14,390,163,736.65","13,244,376,424.06","12,334,856,464.44",,"7,727,723,316.04","8,533,902,749.55","7,728,237,331.92","5,999,177,524.2","4,787,778,555.47","5,067,028,588.76","4,063,544,109.4","3,368,857,822.5","2,924,237,916.68"
	OperatingRevenue,"476,106,000,000","99,050,000,000","133,882,000,000","125,149,000,000","118,025,000,000","130,064,000,000","127,958,000,000","114,346,000,000","107,925,000,000",,"114,567,000,000",,"104,683,000,000","111,590,000,000","112,182,000,000",,"108,090,000,000","113,325,000,000","115,035,000,000",,,"107,188,000,000","107,148,000,000","98,860,000,000","97,562,000,000","104,751,000,000","103,388,000,000","97,450,000,000",,"88,488,241,712.52",,"101,139,682,711.62","88,381,222,038","96,514,611,432.33","104,356,655,430.16","87,675,349,368.96","83,732,440,457.85","93,225,224,235.4","88,478,432,514","86,839,690,759.36","77,188,034,449.35","112,956,320,515.11","68,064,747,938.45","63,046,785,434.15","61,374,356,883.54","101,939,114,206.92","72,149,414,390.08",,"55,799,062,875.36","55,509,183,821.13","55,056,934,310.42",,"45,246,434,914.23","45,374,084,460.92","48,161,233,852.68","40,081,052,322.39",,"39,189,296,864.2",,"35,431,753,874.4","29,443,673,494.2","25,587,042,572.76",,,"23,105,286,869.55","22,573,843,750","18,938,718,750","14,390,163,736.65","13,244,376,424.06","12,334,856,464.44",,"7,727,723,316.04","8,533,902,749.55","7,728,237,331.92","5,999,177,524.2","4,787,778,555.47","5,067,028,588.76","4,063,544,109.4","3,368,857,822.5","2,924,237,916.68"
CostOfRevenue,"178,884,000,000","40,631,000,000","49,061,000,000","46,613,000,000","42,579,000,000","50,145,000,000","49,411,000,000","40,345,000,000","36,369,000,000",,"43,127,000,000",,"39,574,000,000","45,180,000,000","44,550,000,000",,"44,344,000,000","46,870,000,000","45,174,000,000",,,"32,343,000,000","29,959,000,000","26,219,000,000","26,161,000,000","29,027,000,000","27,139,000,000","25,244,000,000",,"65,767,664,846.76",,"28,198,477,534.17","25,034,513,400.27","27,746,015,247.93","29,955,065,525.7","24,793,837,770.04","24,380,220,223.23","28,187,888,508","22,051,807,620","21,644,798,944.64","19,600,588,444.8","24,541,562,842.8","17,632,580,047.67","15,824,426,260.16","15,287,431,454.82","24,428,680,824.52","16,578,234,572.52",,"13,673,445,889.62","12,970,261,156.25","12,430,539,944.69",,"10,493,899,334.38","10,315,161,163.72","10,399,883,362.28","8,957,099,760.76",,"8,264,700,306.92",,"6,714,413,748.9","5,648,690,158.2","4,603,575,326.58",,,"4,354,800,217.74","3,918,093,750","6,350,218,750","5,275,904,122.71","9,969,740,237.18","2,627,206,204.71",,"3,083,392,937.95","5,740,730,207.27","1,712,460,811.2",,"1,878,226,327.6","4,109,234,085","967,229,738.12","847,077,150","750,940,605.92"
GrossProfit,"297,222,000,000","58,419,000,000","84,821,000,000","78,536,000,000","75,446,000,000","79,919,000,000","78,547,000,000","74,001,000,000","71,556,000,000",,"71,440,000,000",,"65,109,000,000","66,410,000,000","67,632,000,000",,"63,746,000,000","66,455,000,000","69,861,000,000",,,"74,845,000,000","77,189,000,000","72,641,000,000","71,401,000,000","75,724,000,000","76,249,000,000","72,206,000,000",,"22,720,576,865.76",,"72,941,205,177.45","63,346,708,637.73","68,768,596,184.4","74,401,589,904.46","62,881,511,598.92","59,352,220,234.62","65,037,335,727.4","66,426,624,894","65,194,891,814.72","57,587,446,004.55","88,414,757,672.31","50,432,167,890.78","47,222,359,173.99","46,086,925,428.72","77,510,433,382.4","55,571,179,817.56",,"42,125,616,985.74","42,538,922,664.88","42,626,394,365.73",,"34,752,535,579.85","35,058,923,297.2","37,761,350,490.4","31,123,952,561.63",,"30,924,596,557.28",,"28,717,340,125.5","23,794,983,336","20,983,467,246.18",,,"18,750,486,651.81","18,655,750,000","12,588,500,000","9,114,259,613.94","3,274,636,186.88","9,707,650,259.73",,"4,644,330,378.09","2,793,172,542.28","6,015,776,520.72",,"2,909,552,227.87","957,794,503.76","3,096,314,371.28","2,521,780,672.5","2,173,297,310.76"
OperatingExpense,"180,009,000,000","31,543,000,000","50,235,000,000","50,591,000,000","47,640,000,000","52,869,000,000","46,678,000,000","47,485,000,000","45,502,000,000",,"43,611,000,000",,"44,175,000,000","45,871,000,000","44,275,000,000",,"43,416,000,000","44,995,000,000","43,425,000,000",,,"53,305,000,000","44,433,000,000","47,668,000,000","47,964,000,000","48,574,000,000","48,844,000,000","46,636,000,000",,"-2,341,322,766.06",,"63,355,944,390.18","44,235,801,629.91","45,299,827,695.85","47,161,342,607.89","43,993,167,981.16","42,985,783,475.82","45,135,685,727.8","42,241,586,211","41,553,445,051.52","37,622,818,625.25","58,934,382,092.97","31,267,471,046.27","30,135,479,030.86","30,337,577,052","46,918,075,236.72","31,572,257,120.2",,"25,600,743,708.9","27,301,619,007.6","22,705,699,001.79",,"19,235,498,368.9","18,681,598,660.94","19,396,240,864.32","18,626,704,640.93",,"20,195,150,996.76",,"16,262,524,254.6","14,359,942,638.3","13,956,681,916.68",,,"9,983,429,070.6","10,068,656,250","5,544,125,000","4,287,936,212.82","-738,830,319.69","5,079,269,561.91",,"2,069,504,553.09","-1,186,678,951.28","2,867,120,920.56",,"386,297,376.82","-93,800,351.67","2,068,622,345.2","1,536,499,152.5","1,228,058,990.44"
	SellingGeneralAndAdministration,"85,497,000,000","15,274,000,000","24,189,000,000","23,770,000,000","22,264,000,000","17,869,000,000","21,666,000,000","21,927,000,000","19,622,000,000",,"23,192,000,000",,"23,263,000,000","12,046,000,000","22,846,000,000",,"23,667,000,000","13,666,000,000","21,561,000,000",,,"17,108,000,000","27,093,000,000","27,810,000,000","27,723,000,000","27,426,000,000","27,350,000,000","27,163,000,000",,"-30,994,758,357.54",,"26,225,850,384.72","24,148,384,464.6","24,378,049,680.32","25,789,769,352.69","24,392,576,499.57","25,185,442,747.38","25,697,798,598","24,707,836,686","23,777,975,581.76","21,461,468,085","35,758,877,010.84","16,825,760,450.87","16,053,960,495.79","15,876,506,997.6","18,436,305,578.16","18,289,566,329.56",,"14,556,909,475.32","15,713,631,587.47","13,440,714,019.46",,"11,287,269,780.93","11,450,078,366.5","11,966,941,364.44","11,506,273,998.07",,"15,068,421,502.86",,"9,450,460,059.3","8,259,302,671.35","9,649,709,876.07",,,"6,159,086,022.24","6,526,843,750","2,432,125,000","1,862,451,929.52","-2,648,200,793.99","3,172,222,047.75",,"789,644,463.01","-2,414,596,936.91","1,782,012,975.12",,"597,957,707.3","-880,731,131.31","1,429,652,213.7","976,019,245","688,037,437.32"
		GeneralAndAdministrativeExpense,"67,981,000,000",,,,,,,,,,,,,,,,,,,,,"11,069,000,000","21,664,000,000","22,415,000,000","22,678,000,000","21,333,000,000","21,565,000,000","21,346,000,000",,"-36,849,316,899.53",,"20,326,271,495.52","19,603,986,132.96","17,952,456,139.94","18,830,751,193.87","18,052,917,484.48","18,468,634,042.21","17,274,582,737.4","18,156,979,216","17,783,708,817.92","16,370,680,308.75","28,671,320,789.41","11,238,684,821.08","10,502,711,013.06","10,497,541,269.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,"51,091,000,000"
			OtherGandA,"16,890,000,000",,,,,,,,,,,,,,,,,,,,,"-54,438,000,000","21,664,000,000","22,415,000,000","22,678,000,000","21,333,000,000","21,565,000,000","21,346,000,000",,"-50,256,546,230.75",,"20,326,271,495.52","19,603,986,132.96","17,952,456,139.94","18,830,751,193.87","18,052,917,484.48","18,468,634,042.21","17,274,582,737.4","18,156,979,216","17,783,708,817.92","16,370,680,308.75","28,671,320,789.41","11,238,684,821.08","10,502,711,013.06","10,497,541,269.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,"17,516,000,000",,,,,,,,,,,,,,,,,,,,,"6,039,000,000","5,429,000,000","5,395,000,000","5,045,000,000","6,093,000,000","5,785,000,000","5,817,000,000",,"5,854,558,541.99",,"5,899,578,889.2","4,544,398,331.64","6,425,593,540.38","6,959,018,158.82","6,339,659,015.09","6,716,808,705.17","8,423,215,860.6","6,550,857,470","5,994,266,763.84","5,090,787,776.25","7,087,556,221.43","5,587,075,629.79","5,551,249,482.73","5,378,965,727.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
