name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000
	DepreciationAmortizationDepletionIncomeStatement,"96,279,000,000","15,956,000,000","26,930,000,000","26,975,000,000","26,418,000,000","26,525,000,000","26,455,000,000","26,286,000,000","25,322,000,000",,"20,049,000,000",,"20,130,000,000","20,390,000,000","21,539,000,000",,"20,248,000,000","21,104,000,000","20,700,000,000",,,"19,404,000,000","19,034,000,000","18,258,000,000","18,014,000,000","17,769,000,000","18,895,000,000","18,819,000,000",,"14,698,411,972.12",,"18,758,049,918.51","17,872,871,952.15","17,990,166,137.3","18,709,495,622.72","17,670,714,512.81","16,037,869,439.27","16,450,403,355.4","15,616,853,911","15,039,504,627.52","14,098,935,639.15","19,503,810,258.79","12,729,320,044.9","12,646,017,722.59","12,461,137,721.52","19,240,679,026.6","13,282,690,790.64",,"11,043,834,233.58","11,587,987,420.13","9,264,984,982.33",,"7,948,228,587.97","7,231,520,294.44","7,429,299,499.88","7,120,430,642.86",,"7,357,016,814.32",,"6,214,814,810.1","5,519,999,365.2","5,538,661,745.73",,,"3,824,343,048.36","3,541,812,500","3,112,000,000","2,425,484,283.3","1,909,370,474.3","1,907,047,514.16",,"1,279,860,090.08","1,303,415,785.23","1,029,654,590.88",,"786,068,234.96","786,930,779.64","638,970,131.5","560,479,907.5","540,021,553.12"
		DepreciationAndAmortizationInIncomeStatement,"96,279,000,000","15,956,000,000","26,930,000,000","26,975,000,000","26,418,000,000","26,525,000,000","26,455,000,000","26,286,000,000","25,322,000,000",,"20,049,000,000",,"20,130,000,000","20,390,000,000","21,539,000,000",,"20,248,000,000","21,104,000,000","20,700,000,000",,,"19,404,000,000","19,034,000,000","18,258,000,000","18,014,000,000","17,769,000,000","18,895,000,000","18,819,000,000",,"14,698,411,972.12",,"18,758,049,918.51","17,872,871,952.15","17,990,166,137.3","18,709,495,622.72","17,670,714,512.81","16,037,869,439.27","16,450,403,355.4","15,616,853,911","15,039,504,627.52","14,098,935,639.15","19,503,810,258.79","12,729,320,044.9","12,646,017,722.59","12,461,137,721.52","19,240,679,026.6","13,282,690,790.64",,"11,043,834,233.58","11,587,987,420.13","9,264,984,982.33",,"7,948,228,587.97","7,231,520,294.44","7,429,299,499.88","7,120,430,642.86",,"7,357,016,814.32",,"6,214,814,810.1","5,519,999,365.2","5,538,661,745.73",,,"3,824,343,048.36","3,541,812,500","3,112,000,000","2,425,484,283.3","1,909,370,474.3","1,907,047,514.16",,"1,279,860,090.08","1,303,415,785.23","1,029,654,590.88",,"786,068,234.96","786,930,779.64","638,970,131.5","560,479,907.5","540,021,553.12"
	ProvisionForDoubtfulAccounts,,,,,,,,,,,,,,,,,,,,,,"769,000,000","764,000,000","674,000,000","1,059,000,000","1,506,000,000","525,000,000","567,000,000",,"498,094,022.8",,"444,930,353.85","1,149,794,596.08","828,894,583.58","756,341,583.62","856,670,531.06","896,689,410.2","1,273,838,589","714,785,455","746,459,880.64","1,006,200,072","1,632,962,782.99","497,628,798.19","333,343,688.93","963,155,306.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherTaxes,"2,490,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-9,317,007,906.61",,"16,196,955,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,"-4,257,000,000","-2,177,000,000","-884,000,000","-154,000,000","-1,042,000,000","4,465,000,000","-1,443,000,000","-728,000,000","558,000,000",,"370,000,000",,"782,000,000","9,629,000,000","-110,000,000",,"-499,000,000","7,734,000,000","1,164,000,000",,,"10,111,000,000","-2,458,000,000","926,000,000","1,168,000,000","1,873,000,000","2,074,000,000","87,000,000",,"22,773,937,503.17",,"1,730,158,733.1","1,064,750,617.08","2,102,717,294.65","1,905,736,048.86","1,073,206,437.72","865,781,878.97","1,713,645,185.4","1,202,110,159","1,989,504,961.6","1,056,214,829.1","2,038,732,040.35","1,214,761,752.31","1,102,157,123.55","1,036,777,026.54",,,,,,,,,,,,,,,"597,249,385.2","580,640,601.75",,,,,,,,,,,,,"55,453,354.56",,"-997,728,565.44",,,,
OperatingIncome,"117,213,000,000","26,876,000,000","34,586,000,000","27,945,000,000","27,806,000,000","27,050,000,000","31,869,000,000","26,516,000,000","26,054,000,000",,"27,829,000,000",,"20,934,000,000","20,539,000,000","23,357,000,000",,"20,330,000,000","21,460,000,000","26,436,000,000",,,"21,540,000,000","32,756,000,000","24,973,000,000","23,437,000,000","27,150,000,000","27,405,000,000","25,570,000,000",,"25,061,899,631.82",,"9,585,260,787.27","19,110,907,007.82","23,468,768,488.55","27,240,247,296.57","18,888,343,617.76","16,366,436,758.8","19,901,649,999.6","24,185,038,683","23,641,446,763.2","19,964,627,379.3","29,480,375,579.34","19,164,696,844.51","17,086,880,143.13","15,749,348,376.72","30,592,358,145.68","23,998,922,697.36",,"16,524,873,276.84","15,237,303,657.28","19,920,695,363.94",,"15,517,037,210.95","16,377,324,636.26","18,365,109,626.08","12,497,247,920.7",,"10,729,445,560.52",,"12,454,815,870.9","9,435,040,697.7","7,026,785,329.5",,,"8,767,057,581.21","8,587,093,750","7,044,375,000","4,826,323,401.12","4,013,466,506.57","4,628,380,697.82",,"2,574,825,825","3,979,851,493.56","3,148,655,600.16","5,999,177,524.2","2,523,254,851.05","1,051,594,855.43","1,027,692,026.08","985,281,520","945,238,320.32"
NetNonOperatingInterestIncomeExpense,"-42,232,000,000","-9,513,000,000","-11,906,000,000","-11,289,000,000","-9,524,000,000","-8,939,000,000","-5,979,000,000","-7,859,000,000","-8,399,000,000",,"-4,398,000,000",,"-5,472,000,000","-4,349,000,000","-4,684,000,000",,"-5,038,000,000","-5,370,000,000","-4,836,000,000",,,"-3,176,000,000","-3,062,000,000","-2,481,000,000","-3,215,000,000","-2,308,000,000","-3,414,000,000","-3,240,000,000",,"-3,660,505,399.84",,"-3,952,737,292.11","-3,867,712,188.39","-3,410,945,507.48","-5,024,728,892.68","-4,077,999,485.73","-4,549,343,163.29","-3,748,512,389.4","-5,163,872,757","-6,191,259,240","-6,057,897,211.65","-7,939,892,424.41","-2,759,154,933.64","-1,686,732,159.07","-1,847,260,562.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,"3,413,000,000","-563,000,000","1,053,000,000","1,166,000,000","1,757,000,000","1,702,000,000","1,415,000,000","1,251,000,000","1,171,000,000",,"1,696,000,000",,"973,000,000","602,000,000","1,180,000,000",,"1,696,000,000","1,217,000,000","1,935,000,000",,,"1,106,000,000","1,097,000,000","1,358,000,000","958,000,000","675,000,000","622,000,000","942,000,000",,"339,792,429.7",,"950,631,682.86","845,278,500.24",,,"446,580,783.94","315,182,617.64","836,919,598.4","598,942,488","495,614,022.4","675,819,238.5","1,624,369,345.36","860,967,757.24","550,782,408.68","288,447,864.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"43,573,000,000","6,878,000,000","12,959,000,000","12,455,000,000","11,281,000,000","13,634,000,000","7,394,000,000","9,110,000,000","9,570,000,000",,"6,094,000,000",,"6,445,000,000","2,552,000,000","5,864,000,000",,"6,734,000,000","6,662,000,000","6,771,000,000",,,"4,282,000,000","4,159,000,000","3,839,000,000","4,173,000,000","2,983,000,000","4,036,000,000","4,182,000,000",,"4,000,297,829.54",,"4,903,368,974.97","4,712,990,688.63","5,412,129,093.14","5,024,728,892.68","4,524,580,269.67","4,864,525,780.93","4,585,431,987.8","5,762,815,245","6,686,873,262.4","6,733,716,450.15","9,564,261,769.77","3,620,122,690.88","2,237,514,567.75","2,135,708,427",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,"2,072,000,000"
OtherIncomeExpense,"-8,108,000,000","-10,482,000,000","2,447,000,000","-305,000,000","232,000,000","1,568,000,000","-268,000,000","-386,000,000","2,624,000,000",,"197,000,000",,"812,000,000","356,000,000","1,090,000,000",,"2,288,000,000","-6,837,000,000","-3,507,000,000",,,"-14,059,000,000","-9,536,000,000","4,753,000,000","-3,190,000,000","746,000,000","650,000,000","7,501,000,000",,"-577,156,838.9",,"-25,096,793,045.58","4,705,366,056.03","8,825,574,086.35","-5,785,404,446.78","-41,395,746.07","2,531,164,136.52","-4,010,249,976.8","463,067,898","-1,494,768,132.16","-2,201,239,805.4","-5,644,406,016.57","354,484,354.1","280,659,612.03","263,748,964.44","-14,096,806,042.52","-4,773,108,636.84",,"2,499,449,115.54","279,213,861.71","2,372,451,914.7",,"1,454,231,010.1","-8,618,440,013.52","489,980,233.22","308,099,431.23",,"2,621,975,517.74",,"-403,553,077.2","-356,629,485.45","386,769,637.74",,,"522,742,883.28","-248,843,750","1,906,250","15,870,970.44","131,907,571.23","-56,190,473.1",,"-83,892,506.88","-159,433,832.07","-105,108,242.64",,"-50,093,712.6","-16,031,449.74","-27,116,251.5","40,529,470","-13,526,330.56"
	GainOnSaleOfSecurity,"-6,129,000,000","-8,095,000,000","63,000,000","799,000,000","1,104,000,000","3,728,000,000","-1,849,000,000","-1,501,000,000","404,000,000",,"83,000,000",,"911,000,000","315,000,000","-205,000,000",,"2,273,000,000","-2,171,000,000","-3,345,000,000",,,"-8,936,000,000","-9,523,000,000","4,201,000,000","-3,766,000,000","-840,000,000","-28,000,000","-3,134,000,000",,"775,885,385.41",,"-6,444,509,243.22","5,106,802,962.42","8,631,284,209.1","-6,096,876,707.6","-280,605,422.92","2,544,234,911.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	EarningsFromEquityInterest,"8,079,000,000","4,579,000,000","1,298,000,000","1,169,000,000","1,033,000,000","81,000,000","974,000,000","1,085,000,000","750,000,000",,"891,000,000",,"781,000,000","-429,000,000","795,000,000",,"701,000,000","-2,850,000,000","883,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-7,608,000,000","148,000,000",,,,"-3,843,000,000","0",,,,"-1,146,000,000",,,,,,,"-3,516,000,000",,,,,,,"0","0","-10,000,000","-3,000,000",,"-1,497,787,056.86",,"-18,652,283,802.36","-401,436,906.39","-1,387,329,394.57","311,472,260.82","239,209,676.85","-13,070,774.98","-6,790,519,661.6","463,067,898","-1,494,768,132.16","-2,201,239,805.4","-7,461,883,989.87","354,484,354.1","280,659,612.03","263,748,964.44","-16,341,826,944.6","-4,773,108,636.84",,"2,499,449,115.54","-1,505,991,518.94","2,372,451,914.7",,"1,454,231,010.1","-10,147,185,735.18","489,980,233.22","308,099,431.23",,"1,404,561,891.52",,"-403,553,077.2","-356,629,485.45","386,769,637.74",,,"522,742,883.28","-248,843,750","1,906,250","15,870,970.44","131,907,571.23","-56,190,473.1",,"-83,892,506.88","-159,433,832.07","-105,108,242.64",,"-50,093,712.6","-16,031,449.74","-27,116,251.5","40,529,470","-13,526,330.56"
		ImpairmentOfCapitalAssets,"148,000,000","148,000,000",,,,"149,000,000",,,,,,,,,,,,"3,516,000,000",,,,,,,"0","0","10,000,000","3,000,000",,"597,258,511.8",,"18,798,283,154.73","59,354,832.24","183,536,784.06","63,001,909.11","48,010,096.83","275,057,050.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		WriteOff,"7,756,000,000","148,000,000",,,,"3,694,000,000","0",,,,"1,146,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-145,999,352.37","342,082,074.15","1,203,792,610.51","-374,474,169.93","-287,219,773.68","-261,986,275.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"-2,450,000,000","642,000,000","1,086,000,000","-2,273,000,000","-1,905,000,000","1,602,000,000","607,000,000","30,000,000","1,470,000,000",,"369,000,000",,"-880,000,000","470,000,000","500,000,000",,"-686,000,000","1,700,000,000","-1,045,000,000",,,"-1,886,000,000","-13,000,000","552,000,000","576,000,000","-956,000,000","688,000,000","10,638,000,000",,"216,190,760.39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"66,873,000,000","6,881,000,000","25,127,000,000","16,351,000,000","18,514,000,000","19,679,000,000","25,622,000,000","18,271,000,000","20,279,000,000",,"23,628,000,000",,"16,274,000,000","16,546,000,000","19,763,000,000",,"17,580,000,000","9,253,000,000","18,092,000,000",,,"4,305,000,000","20,158,000,000","27,245,000,000","17,032,000,000","25,588,000,000","24,641,000,000","29,831,000,000",,"20,824,237,393.08",,"-19,464,269,550.42","19,948,560,875.46","17,488,100,523.67","16,853,026,620.64","14,768,948,385.96","14,348,257,732.03","10,960,261,951.4","20,056,366,158","15,955,419,391.04","16,264,923,012.45","6,667,415,923.61","18,692,281,158.72","21,842,288,324.57","-1,523,664,264.6","15,144,855,731.28","18,593,730,112.6",,"18,160,770,157.47","15,243,726,751.3","21,633,462,042.08",,"16,185,380,685.54","6,811,382,673.16","17,678,939,046.32","11,633,822,703.23",,"10,078,959,722.84",,"11,967,509,197.8","8,953,118,747.55","5,556,776,328.27",,,"8,673,314,719.38","6,870,312,500","5,764,593,750","3,893,129,694.09","2,503,553,443.68","4,275,587,066.43",,"2,185,293,690.19","3,598,696,540.24","3,027,888,554.64",,"1,560,850,989.84","1,123,570,087.34","1,075,750,367.2","1,003,553,462.5","866,344,277.88"
TaxProvision,"15,750,000,000","1,674,000,000","6,461,000,000","3,479,000,000","4,136,000,000","2,152,000,000","6,220,000,000","3,847,000,000","4,750,000,000",,"5,534,000,000",,"3,678,000,000","4,028,000,000","4,230,000,000",,"3,263,000,000","2,480,000,000","4,140,000,000",,,"2,805,000,000","3,819,000,000","5,931,000,000","3,792,000,000","5,669,000,000","6,282,000,000","4,209,000,000",,"4,378,783,095",,"2,348,752,838.46","4,737,976,023.15","4,032,400,133.79","4,360,420,446.9","3,615,527,443.82","4,031,820,382.75","4,263,562,043.2","4,286,189,779","3,517,575,097.92","3,693,976,584.75","6,844,472,127.96","3,847,911,155.17","4,297,711,366.62","402,205,296.3","3,801,411,535.88","5,184,022,209.12",,"3,891,390,906.75","4,231,120,172.92","5,359,321,421.3",,"4,367,395,832.03","4,208,666,206.72","4,551,198,100.44","3,656,064,895.99",,"2,696,649,942.84",,"3,044,470,431.6","2,336,991,374.7","1,941,737,576.82",,,"2,517,571,554.45","2,003,187,500","1,748,218,750","1,305,451,834.83","538,314,491.17","1,274,476,120.38",,"816,422,651.59","1,055,737,903.58","721,982,661.36",,"662,187,059.49","660,958,539.94","281,452,784.8","216,849,505","313,570,146.16"
NetIncomeCommonStockholders,"54,241,000,000","5,546,000,000","18,394,000,000","12,707,000,000","17,594,000,000","14,164,000,000","-37,020,000,000","14,282,000,000","15,422,000,000",,"17,953,000,000",,"12,481,000,000","12,360,000,000","12,551,000,000",,"14,507,000,000","7,135,000,000","14,393,000,000",,,"1,646,000,000","16,062,000,000","21,089,000,000","13,025,000,000","19,752,000,000","18,079,000,000","29,046,000,000",,"16,241,408,851.11",,"-22,084,872,081.6","15,006,919,185.36","12,713,373,312.71","11,530,910,871.2","10,286,128,212.19","9,179,394,081.26","5,491,224,837.4","14,453,104,766","11,089,191,445.44","11,256,686,157.6","262,015,082.75","14,839,537,490.34","17,552,245,764.41","-1,958,269,903.2","11,250,319,761.4","13,226,634,965.24",,"14,309,764,817.34","10,862,012,414.95","16,266,687,111.78",,"11,655,179,573.73","2,449,165,672.96","13,029,123,348.5","7,915,675,865.87",,"7,186,995,122.04",,"8,706,792,311.1","6,475,625,996.25","3,574,891,152.03",,,"5,937,743,154.03","4,867,125,000","4,016,375,000","2,587,677,859.26","2,755,080,178.91","2,677,555,408.29",,"1,368,871,038.6","2,553,135,606.64","2,305,905,893.28","1,020,929,535.64","898,663,930.35","462,611,547.4","794,297,582.4","786,703,957.5","552,774,131.72"
