name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006
TotalAssets,"1,690,289,000","1,324,017,000","1,303,573,000","1,092,493,000","898,430,000","755,713,000","616,100,000","494,923,000","317,847,000","284,255,000","174,738,000","116,990,000","88,568,000","61,232,000"
	CurrentAssets,"208,344,000","309,466,000","374,862,000","230,068,000","221,345,000","267,045,000","263,703,000","214,174,000","115,414,000","142,284,000","90,246,000","53,599,000","42,314,000","23,036,000"
		CashCashEquivalentsAndShortTermInvestments,"143,873,000","189,348,000","242,745,000","108,572,000","106,400,000","166,022,000","164,244,000","105,111,000","21,189,000","85,815,000","62,571,000","35,152,000","23,210,000","14,361,000"
			CashAndCashEquivalents,"122,272,000","120,346,000","153,474,000","45,976,000","23,036,000","65,238,000","55,824,000","105,111,000","21,189,000","33,637,000","62,571,000","35,152,000","23,210,000","14,361,000"
			OtherShortTermInvestments,"21,601,000","69,002,000","89,271,000","62,596,000","83,364,000","100,784,000","108,420,000",,,"52,178,000","3,403,000",,,
		Receivables,"56,136,000","51,488,000","12,994,000","14,685,000","12,250,000","7,606,000","10,816,000","34,951,000","23,676,000","41,749,000","13,802,000","11,018,000","7,114,000","4,798,000"
			AccountsReceivable,"48,939,000","46,830,000","10,908,000","9,999,000","8,298,000","7,605,000","7,217,000","7,951,000","11,815,000","33,334,000","13,802,000","9,442,000","7,114,000","4,798,000"
				GrossAccountsReceivable,,,,,,,,"16,608,000","23,521,000",,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,"-8,657,000","-11,706,000",,,,,
			NotesReceivable,,,,,,,"0","27,000,000",,,,,,
			AccruedInterestReceivable,"5,011,000","4,650,000",,,,,,,,,,,,
			TaxesReceivable,"2,186,000","8,000","2,086,000","4,686,000","3,952,000","1,000","3,599,000","0","11,861,000","8,415,000","0","1,576,000",,
		PrepaidAssets,,,,,,,,,,,,,"1,349,000","893,000"
		RestrictedCash,"300,000","61,667,000","94,534,000","84,931,000","75,384,000","67,840,000","64,368,000","55,964,000","56,115,000",,"3,403,000","2,197,000",,
		CurrentDeferredAssets,,,,,"6,448,000","6,149,000","5,159,000","5,481,000","3,353,000","9,886,000","6,685,000","2,603,000","4,640,000","2,984,000"
