name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011
TotalAssets,"4,450,000,000","4,237,000,000","4,205,000,000","4,218,600,000","4,408,400,000","4,804,200,000","4,812,600,000","4,866,000,000","5,192,600,000"
	CurrentAssets,"686,000,000","725,000,000","632,000,000","547,600,000","616,800,000","758,000,000","606,900,000","490,300,000","702,700,000"
		CashCashEquivalentsAndShortTermInvestments,"192,000,000","231,000,000","199,000,000","204,700,000","251,600,000","263,000,000","184,700,000","80,200,000","314,000,000"
			CashAndCashEquivalents,"192,000,000","231,000,000","199,000,000","204,700,000","251,600,000","263,000,000","184,700,000","80,200,000","314,000,000"
		Receivables,"253,000,000","295,000,000","254,000,000","196,900,000","195,000,000","207,400,000","175,100,000","165,000,000","194,700,000"
			AccountsReceivable,"253,000,000","279,000,000","221,000,000","196,900,000","195,000,000","207,400,000","175,100,000","165,000,000","194,700,000"
				GrossAccountsReceivable,"254,000,000","280,000,000",,"197,300,000","195,400,000","207,700,000","175,500,000","165,900,000",
				AllowanceForDoubtfulAccountsReceivable,"-1,000,000","-1,000,000",,"-400,000","-400,000","-300,000","-400,000","-900,000",
			TaxesReceivable,,"16,000,000","33,000,000",,,,,,
		Inventory,"199,000,000","170,000,000","154,000,000","125,600,000","141,400,000","143,500,000","160,400,000","157,100,000","155,900,000"
			RawMaterials,"151,000,000","130,000,000","125,000,000","100,300,000","115,300,000","118,800,000","125,500,000","125,100,000","114,900,000"
			WorkInProcess,"17,000,000","8,000,000","6,000,000","4,500,000","5,100,000","6,100,000","5,700,000","7,500,000","7,600,000"
			FinishedGoods,"31,000,000","32,000,000","23,000,000","20,800,000","21,000,000","18,600,000","29,200,000","24,500,000","33,400,000"
		CurrentDeferredAssets,,,,,,"119,700,000","58,100,000","55,300,000",
			CurrentDeferredTaxesAssets,,,,,,"119,700,000","58,100,000","55,300,000",
		OtherCurrentAssets,"42,000,000","29,000,000","25,000,000","20,400,000","28,800,000","24,400,000","28,600,000","32,700,000","38,100,000"
	TotalNonCurrentAssets,"3,764,000,000","3,512,000,000","3,573,000,000","3,671,000,000","3,791,600,000","4,046,200,000","4,205,700,000","4,375,700,000","4,489,900,000"
		NetPPE,"616,000,000","466,000,000","448,000,000","464,100,000","479,700,000","514,600,000","563,400,000","596,200,000","581,800,000"
			GrossPPE,"1,595,000,000","1,399,000,000","1,298,000,000","1,248,700,000","1,214,600,000","1,181,900,000","1,164,300,000","1,111,700,000","1,015,600,000"
				Properties,"0","0","0","0","0","0","0","0","0"
				LandAndImprovements,"25,000,000","24,000,000","24,000,000","25,400,000","25,000,000","23,600,000","20,300,000","16,200,000","15,900,000"
				BuildingsAndImprovements,"342,000,000","336,000,000","322,000,000","303,400,000","293,800,000","281,600,000","271,400,000","263,300,000","244,400,000"
				MachineryFurnitureEquipment,"1,087,000,000","987,000,000","906,000,000","874,300,000","867,000,000","836,800,000","824,000,000","776,200,000","683,000,000"
				ConstructionInProgress,"141,000,000","52,000,000","46,000,000","45,600,000","28,800,000","39,900,000","48,600,000","56,000,000","72,300,000"
			AccumulatedDepreciation,"-979,000,000","-933,000,000","-850,000,000","-784,600,000","-734,900,000","-667,300,000","-600,900,000","-515,500,000","-433,800,000"
		GoodwillAndOtherIntangibleAssets,"3,083,000,000","3,007,000,000","3,094,000,000","3,183,400,000","3,275,800,000","3,453,000,000","3,551,800,000","3,657,100,000","3,807,100,000"
			Goodwill,"2,041,000,000","1,941,000,000","1,941,000,000","1,941,000,000","1,941,000,000","1,941,000,000","1,941,000,000","1,941,000,000","1,941,000,000"
			OtherIntangibleAssets,"1,042,000,000","1,066,000,000","1,153,000,000","1,242,400,000","1,334,800,000","1,512,000,000","1,610,800,000","1,716,100,000","1,866,100,000"
		NonCurrentDeferredAssets,,,,,"1,900,000","1,300,000","1,100,000","32,300,000",
			NonCurrentDeferredTaxesAssets,,,,,"1,900,000","1,300,000","1,100,000","32,300,000",
		OtherNonCurrentAssets,"65,000,000","39,000,000","31,000,000","23,500,000","34,200,000","77,300,000","89,400,000","90,100,000","101,000,000"
TotalLiabilitiesNetMinorityInterest,"3,669,000,000","3,578,000,000","3,516,000,000","3,138,300,000","3,219,800,000","3,406,400,000","3,373,800,000","3,509,100,000","4,370,900,000"
	CurrentLiabilities,"417,000,000","426,000,000","417,000,000","342,200,000","304,600,000","345,900,000","387,200,000","377,800,000","449,900,000"
		PayablesAndAccruedExpenses,"289,000,000","302,000,000","285,000,000","219,600,000","181,700,000","227,700,000","217,000,000","213,000,000","312,600,000"
			Payables,"164,000,000","182,000,000","177,000,000","137,800,000","138,800,000","160,200,000","159,000,000","140,000,000","179,700,000"
				AccountsPayable,"150,000,000","169,000,000","159,000,000","127,900,000","126,200,000","151,700,000","150,400,000","133,100,000","162,600,000"
				TotalTaxPayable,"12,000,000","10,000,000","10,000,000","9,900,000","12,600,000","8,500,000","8,600,000","6,900,000","17,100,000"
				OtherPayable,"2,000,000","3,000,000","8,000,000",,,,,,
			CurrentAccruedExpenses,"125,000,000","120,000,000","108,000,000","81,800,000","42,900,000","67,500,000","58,000,000","73,000,000","132,900,000"
				InterestPayable,"21,000,000","19,000,000","19,000,000","16,500,000","600,000","5,200,000","11,200,000","14,200,000","19,100,000"
		CurrentProvisions,"56,000,000","74,000,000","65,000,000","58,700,000","58,400,000","65,700,000","91,100,000","75,200,000",
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,,,"49,900,000"
		CurrentDebtAndCapitalLeaseObligation,"11,000,000",,"12,000,000","11,900,000","24,500,000","17,900,000","17,900,000","19,500,000","33,600,000"
			CurrentDebt,"6,000,000",,"12,000,000","11,900,000","24,500,000","17,900,000","17,900,000","19,500,000","33,600,000"
				CurrentNotesPayable,,,,,,,,"0","2,600,000"
				OtherCurrentBorrowings,"6,000,000",,"12,000,000","11,900,000","24,500,000","17,900,000","17,900,000","19,500,000","31,000,000"
			CurrentCapitalLeaseObligation,"5,000,000",,,,,,,,
		CurrentDeferredLiabilities,"35,000,000","34,000,000","41,000,000","27,300,000","22,900,000","20,600,000","29,200,000","21,600,000","19,900,000"
			CurrentDeferredRevenue,"35,000,000","34,000,000","41,000,000","27,300,000","22,900,000","20,600,000","29,200,000","21,600,000","19,900,000"
		OtherCurrentLiabilities,"26,000,000","16,000,000","14,000,000","24,700,000","17,100,000","14,000,000","32,000,000","48,500,000","33,900,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"3,252,000,000","3,152,000,000","3,099,000,000","2,796,100,000","2,915,200,000","3,060,500,000","2,986,600,000","3,131,300,000","3,921,000,000"
		LongTermProvisions,"28,000,000","40,000,000","33,000,000","37,800,000","53,400,000","59,600,000","53,100,000","73,500,000",
		LongTermDebtAndCapitalLeaseObligation,"2,512,000,000","2,523,000,000","2,534,000,000","2,146,800,000","2,352,700,000","2,502,600,000","2,660,400,000","2,801,300,000","3,345,000,000"
			LongTermDebt,"2,512,000,000","2,523,000,000","2,534,000,000","2,146,800,000","2,352,700,000","2,502,600,000","2,660,400,000","2,801,300,000","3,345,000,000"
		NonCurrentDeferredLiabilities,"491,000,000","417,000,000","351,000,000","378,200,000","261,000,000","286,900,000","119,400,000","42,700,000","255,000,000"
			NonCurrentDeferredTaxesLiabilities,"387,000,000","329,000,000","276,000,000","311,900,000","204,600,000","238,200,000","76,200,000","100,000","214,200,000"
			NonCurrentDeferredRevenue,"104,000,000","88,000,000","75,000,000","66,300,000","56,400,000","48,700,000","43,200,000","42,600,000","40,800,000"
		DerivativeProductLiabilities,,,,,,,,,"81,500,000"
		OtherNonCurrentLiabilities,"221,000,000","172,000,000","181,000,000","233,300,000","248,100,000","211,400,000","153,700,000","213,800,000","239,500,000"
TotalEquityGrossMinorityInterest,"781,000,000","659,000,000","689,000,000","1,080,300,000","1,188,600,000","1,397,800,000","1,438,800,000","1,356,900,000","821,700,000"
	StockholdersEquity,"781,000,000","659,000,000","689,000,000","1,080,300,000","1,188,600,000","1,397,800,000","1,438,800,000","1,356,900,000","821,700,000"
		CapitalStock,"1,000,000","1,000,000","1,000,000","1,600,000","1,700,000","1,800,000","1,800,000","1,800,000","1,800,000"
			PreferredStock,"0","0","0","0",,"0","0","0","0"
			CommonStock,"1,000,000","1,000,000","1,000,000","1,600,000","1,700,000","1,800,000","1,800,000","1,800,000","1,800,000"
		AdditionalPaidInCapital,"1,802,000,000","1,788,000,000","1,758,000,000","1,728,000,000","1,690,200,000","1,651,000,000","1,631,800,000","1,601,500,000","1,560,800,000"
