name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011
		RetainedEarnings,"-970,000,000","-1,100,000,000","-1,055,000,000","-586,400,000","-444,500,000","-215,500,000","-173,800,000","-202,300,000","-683,700,000"
		TreasuryStock,,,,,,,"0","200,000","200,000"
		GainsLossesNotAffectingRetainedEarnings,"-52,000,000","-30,000,000","-15,000,000","-62,900,000","-58,800,000","-39,500,000","-21,000,000","-43,900,000","-57,000,000"
TotalCapitalization,"3,293,000,000","3,182,000,000","3,223,000,000","3,227,100,000","3,541,300,000","3,900,400,000","4,099,200,000","4,158,200,000","4,166,700,000"
CommonStockEquity,"781,000,000","659,000,000","689,000,000","1,080,300,000","1,188,600,000","1,397,800,000","1,438,800,000","1,356,900,000","821,700,000"
CapitalLeaseObligations,"5,000,000",,,,,,,,
NetTangibleAssets,"-2,302,000,000","-2,348,000,000","-2,405,000,000","-2,103,100,000","-2,087,200,000","-2,055,200,000","-2,113,000,000","-2,300,200,000","-2,985,400,000"
WorkingCapital,"269,000,000","299,000,000","215,000,000","205,400,000","312,200,000","412,100,000","219,700,000","112,500,000","252,800,000"
InvestedCapital,"3,299,000,000","3,182,000,000","3,235,000,000","3,239,000,000","3,565,800,000","3,918,300,000","4,117,100,000","4,177,700,000","4,200,300,000"
TangibleBookValue,"-2,302,000,000","-2,348,000,000","-2,405,000,000","-2,103,100,000","-2,087,200,000","-2,055,200,000","-2,113,000,000","-2,300,200,000","-2,985,400,000"
TotalDebt,"2,523,000,000","2,523,000,000","2,546,000,000","2,158,700,000","2,377,200,000","2,520,500,000","2,678,300,000","2,820,800,000","3,378,600,000"
NetDebt,"2,326,000,000","2,292,000,000","2,347,000,000","1,954,000,000","2,125,600,000","2,257,500,000","2,493,600,000","2,740,600,000","3,064,600,000"
ShareIssued,"118,199,782","126,251,266","139,990,865","163,795,604","171,157,004","179,488,247","183,376,621","184,108,578","181,375,783"
OrdinarySharesNumber,"118,199,782","126,251,266","139,990,865","163,795,604","171,157,004","179,488,247","183,376,621","184,084,878","181,375,783"
TreasurySharesNumber,,,,,,,,"23,700",
