Date,Open,High,Low,Close,Adj Close,Volume
2015-05-12,38.000000,38.529999,37.290001,38.430000,37.408138,107700
2015-05-13,38.419998,38.820000,37.939999,38.360001,37.340000,103400
2015-05-14,38.480000,38.799999,38.230000,38.669998,37.641754,117900
2015-05-15,38.759998,38.820000,38.000000,38.380001,37.359474,93200
2015-05-18,38.240002,38.549999,38.090000,38.349998,37.330261,134900
2015-05-19,38.500000,38.500000,37.970001,38.240002,37.223190,84300
2015-05-20,38.230000,38.400002,37.919998,38.130001,37.116119,105900
2015-05-21,38.180000,38.360001,38.000000,38.060001,37.047974,140500
2015-05-22,38.049999,38.419998,37.590000,37.770000,36.765682,121900
2015-05-26,37.459999,37.660000,36.840000,36.950001,36.053402,142000
2015-05-27,36.959999,37.180000,36.770000,36.990002,36.092434,209300
2015-05-28,36.970001,37.740002,36.630001,37.480000,36.570541,169400
2015-05-29,37.549999,37.910000,36.980000,37.570000,36.658356,187700
2015-06-01,37.779999,38.290001,37.150002,37.610001,36.697392,134500
2015-06-02,37.360001,38.099998,37.340000,37.480000,36.570541,83300
2015-06-03,37.630001,38.130001,37.439999,37.750000,36.833981,102200
2015-06-04,37.500000,38.000000,37.000000,37.150002,36.248554,75400
2015-06-05,37.220001,37.450001,36.759998,37.299999,36.394913,150800
2015-06-08,36.990002,37.169998,35.689999,36.930000,36.033882,140100
2015-06-09,36.820000,37.380001,36.509998,36.910000,36.014370,87000
2015-06-10,37.139999,38.119999,37.139999,37.700001,36.785210,87200
2015-06-11,37.849998,37.849998,37.119999,37.610001,36.697392,45200
2015-06-12,37.389999,37.750000,37.139999,37.680000,36.765682,54500
2015-06-15,37.549999,37.549999,36.919998,37.389999,36.482727,79200
2015-06-16,37.299999,37.770000,37.240002,37.619999,36.707150,57400
2015-06-17,37.799999,37.799999,37.279999,37.340000,36.433937,57600
2015-06-18,37.520000,38.029999,37.400002,37.549999,36.638844,71900
2015-06-19,37.660000,37.660000,37.230000,37.450001,36.541267,138400
2015-06-22,37.730000,37.900002,37.400002,37.759998,36.843739,51700
2015-06-23,37.709999,37.880001,37.419998,37.880001,36.960831,39500
2015-06-24,37.779999,38.000000,37.639999,37.880001,36.960831,66600
2015-06-25,38.040001,38.040001,37.500000,37.840000,36.921810,59100
2015-06-26,38.000000,38.570000,37.779999,38.500000,37.565781,230000
2015-06-29,38.160000,38.430000,37.299999,37.450001,36.541267,112800
2015-06-30,37.820000,37.919998,37.400002,37.590000,36.677879,70600
2015-07-01,37.980000,38.150002,37.619999,37.930000,37.009624,77300
2015-07-02,38.169998,38.349998,37.580002,37.730000,36.814476,61500
2015-07-06,37.470001,37.840000,37.150002,37.270000,36.365643,67300
2015-07-07,37.070000,37.299999,36.349998,37.139999,36.238789,75500
2015-07-08,36.950001,37.099998,35.930000,36.330002,35.448448,110800
2015-07-09,36.860001,37.220001,36.570000,36.610001,35.721645,94300
2015-07-10,36.590000,37.340000,36.490002,36.540001,35.653347,85100
2015-07-13,36.630001,36.930000,36.560001,36.799999,35.907043,103700
2015-07-14,36.660000,36.810001,36.480000,36.770000,35.877773,85300
2015-07-15,36.770000,36.849998,36.430000,36.610001,35.721645,49200
2015-07-16,36.849998,37.220001,36.689999,36.970001,36.072914,65000
2015-07-17,37.080002,37.590000,37.070000,37.480000,36.570541,69100
2015-07-20,37.549999,37.549999,36.689999,36.939999,36.043644,92500
2015-07-21,36.860001,36.939999,36.230000,36.299999,35.419178,66600
2015-07-22,36.290001,36.490002,35.959999,36.349998,35.467960,87500
2015-07-23,36.369999,36.500000,35.599998,35.669998,34.804466,67700
2015-07-24,35.529999,35.790001,35.169998,35.330002,34.472710,89300
2015-07-27,35.169998,35.849998,34.930000,34.990002,34.140953,87300
2015-07-28,33.900002,35.869999,33.610001,35.630001,34.765442,209700
2015-07-29,35.689999,36.160000,35.540001,36.040001,35.165489,171100
2015-07-30,35.759998,36.540001,35.480000,36.279999,35.399654,173400
2015-07-31,36.389999,36.669998,36.139999,36.450001,35.565536,183600
2015-08-03,36.310001,36.430000,35.939999,36.220001,35.341118,124800
2015-08-04,36.250000,36.889999,36.250000,36.770000,35.877773,102000
2015-08-05,37.000000,37.500000,36.900002,36.970001,36.072914,68700
2015-08-06,37.040001,37.250000,36.730000,37.049999,36.150970,78500
2015-08-07,36.799999,37.150002,36.490002,36.630001,35.741165,52300
2015-08-10,36.730000,37.400002,36.560001,37.360001,36.453449,91900
2015-08-11,36.939999,37.090000,36.369999,36.450001,35.565536,63600
2015-08-12,36.150002,36.400002,35.590000,36.049999,35.175232,120300
2015-08-13,36.220001,36.680000,35.919998,36.070000,35.194756,79400
2015-08-14,35.959999,36.680000,35.959999,36.570000,35.682625,80800
2015-08-17,36.340000,37.049999,36.020000,36.990002,36.092434,62800
2015-08-18,36.779999,36.889999,36.150002,36.230000,35.350868,65800
2015-08-19,35.919998,36.169998,35.529999,35.820000,34.950817,66500
2015-08-20,35.419998,35.700001,34.720001,34.740002,33.982410,72700
2015-08-21,34.189999,34.759998,33.740002,34.209999,33.463966,101500
2015-08-24,32.790001,34.320000,32.220001,32.830002,32.114059,146100
2015-08-25,33.689999,33.720001,32.150002,32.250000,31.546715,115700
2015-08-26,32.799999,32.799999,32.250000,32.650002,31.937994,114600
2015-08-27,32.880001,33.590000,32.459999,33.520000,32.789021,208400
2015-08-28,33.290001,34.090000,33.040001,33.750000,33.014004,98200
2015-08-31,33.630001,33.630001,32.889999,33.119999,32.397736,134600
2015-09-01,32.709999,32.880001,31.889999,32.060001,31.360853,86800
2015-09-02,32.930000,34.189999,32.930000,34.130001,33.385723,252400
2015-09-03,34.189999,35.000000,33.900002,34.880001,34.119358,139900
2015-09-04,34.380001,35.250000,34.380001,34.959999,34.197613,114700
2015-09-08,35.389999,35.900002,35.099998,35.740002,34.960606,78500
2015-09-09,36.090000,36.090000,35.430000,35.680000,34.901913,112900
