name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
MarketCap,"2,957,673,640","5,736,663,725","3,299,366,032","3,517,737,091","2,983,468,969","5,586,887,904","4,153,505,812","2,901,851,737"
PeRatio,"4.078","7.527","10.425","20.465",,,"7.184",
ForwardPeRatio,"10.267","6.094","4.496","5.501","5.675","7.93",,
PsRatio,"0.766","1.56","1.006","1.222","1.088","4.286","1.824","2.331"
PbRatio,"0.969","1.401","0.906","1.089","0.98","1.873","1.976","2.273"
