name,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996,05/31/1996,02/29/1996,11/30/1995,08/31/1995,05/31/1995
			GrossPPE,"9,440,800,000","9,324,600,000","9,122,900,000","5,035,200,000","4,954,400,000","4,879,700,000","4,764,300,000","4,661,500,000","4,571,800,000","4,497,100,000","4,380,300,000","4,269,100,000","4,019,000,000","3,966,800,000","3,906,800,000","3,860,600,000","3,857,100,000","3,824,900,000","5,423,200,000","5,520,400,000","5,546,800,000","5,547,900,000","5,463,800,000","5,431,200,000","7,769,700,000","7,706,000,000","7,597,200,000","7,440,900,000","7,316,700,000","7,187,700,000","6,881,400,000","6,725,600,000","6,600,300,000","6,491,100,000","6,300,900,000","6,167,400,000",,,"5,837,600,000","5,736,500,000","5,659,600,000","5,581,600,000",,"5,429,100,000","5,202,400,000","5,141,700,000","5,061,000,000","4,991,700,000","4,771,900,000","4,702,300,000","3,998,300,000","3,961,400,000","4,266,220,000","4,258,499,000","4,231,844,000","4,228,555,000","4,073,642,000","4,069,694,000","4,045,682,000","4,016,200,000","3,847,098,000","3,820,801,000","3,790,385,000","3,779,355,000","3,628,746,000","3,604,269,000","3,555,817,000","3,521,830,000","3,319,383,000","3,258,271,000","3,203,274,000","3,139,062,000","2,968,209,000","2,922,266,000","2,893,689,000","2,877,066,000","2,721,019,000","2,673,660,000","2,659,688,000","2,589,831,000","2,546,700,000","2,459,700,000","2,417,500,000","2,418,300,000","2,394,800,000","2,389,700,000","2,373,700,000","2,368,400,000","2,370,300,000","2,374,300,000","2,388,500,000","2,390,600,000","2,429,800,000","2,441,500,000","2,407,300,000","2,409,500,000","2,277,700,000","2,294,000,000","2,285,500,000","2,354,100,000"
				Properties,"5,410,400,000","5,295,600,000","5,126,200,000","0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,"0","0","0",,,,"0",,,,"0",,,,"0",,"0",,"0",,,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,
				LandAndImprovements,,"5,295,600,000","5,126,200,000","148,100,000",,,,"141,500,000",,,,"136,700,000",,,,"133,100,000",,,,"633,500,000",,,,"659,700,000",,,,"888,100,000",,,,"854,100,000",,,,"799,600,000",,,,"775,200,000",,,,"769,100,000",,,,"751,800,000",,"4,702,300,000","3,998,300,000","595,800,000",,,,"603,203,000",,,,"565,965,000",,,,"545,191,000",,"3,604,269,000",,"505,444,000",,,,"464,893,000",,,,"426,171,000",,,,,,,,,,,,,,,,,,,,,,,,
				BuildingsAndImprovements,,,,"2,985,100,000",,,,"2,751,100,000",,,,"2,547,000,000",,,,"2,297,100,000",,,,"3,338,900,000",,,,"3,234,500,000",,,,"4,474,500,000",,,,"3,959,700,000",,,,"3,633,100,000",,,,"3,371,600,000",,,,"3,078,800,000",,,,"2,846,400,000",,,,"2,299,700,000",,,,"2,472,206,000",,,,"2,306,342,000",,,,"2,138,376,000",,,,"1,898,716,000",,,,"1,719,778,000",,,,"1,562,107,000",,,,,,,,,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,,,,"1,716,500,000",,,,"1,581,200,000",,,,"1,444,200,000",,,,"1,318,500,000",,,,"1,439,100,000",,,,"1,378,400,000",,,,"1,860,900,000",,,,"1,701,200,000",,,,"1,511,300,000",,,,"1,385,500,000",,,,"1,302,800,000",,,,"1,187,200,000",,,,"996,500,000",,,,"1,052,214,000",,,,"1,036,143,000",,,,"1,008,133,000",,,,"922,592,000",,,,"830,404,000",,,,"759,812,000",,,,,,,,,,,,,,,,,,,,,,,,
				OtherProperties,"4,030,400,000","4,029,000,000","3,996,700,000","100,700,000",,,,"102,100,000",,,,"78,300,000",,,,"71,900,000",,,,"72,000,000",,,,"69,500,000",,,,"67,700,000",,,,"68,100,000",,,,"67,700,000",,,,"68,600,000",,,,"68,600,000",,,,"68,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ConstructionInProgress,,,,"84,800,000",,,,"85,600,000",,,,"62,900,000",,,,"40,000,000",,,,"36,900,000",,,,"89,100,000",,,,"149,700,000",,,,"142,500,000",,,,"155,700,000",,,,"135,600,000",,,,"209,800,000",,,,"137,700,000",,,,"69,400,000",,,,"100,932,000",,,,"107,750,000",,,,"87,655,000",,,,"195,078,000",,,,"123,987,000",,,,"128,976,000",,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-2,615,500,000","-2,565,000,000","-2,515,200,000","-2,482,600,000","-2,414,500,000","-2,358,600,000","-2,290,700,000","-2,231,700,000","-2,167,000,000","-2,110,900,000","-2,061,500,000","-1,996,800,000","-1,949,900,000","-1,909,900,000","-1,870,900,000","-1,819,000,000","-1,799,000,000","-1,750,300,000","-2,319,000,000","-2,304,600,000","-2,258,300,000","-2,209,600,000","-2,083,800,000","-2,050,200,000","-3,257,500,000","-3,184,200,000","-3,127,600,000","-3,049,800,000","-2,981,700,000","-2,902,000,000","-2,845,000,000","-2,774,300,000","-2,717,400,000","-2,652,600,000","-2,610,700,000","-2,545,400,000",,,"-2,393,400,000","-2,332,800,000","-2,285,000,000","-2,229,100,000",,"-2,122,400,000","-1,925,700,000","-1,925,700,000","-1,925,700,000","-1,925,700,000","-1,777,000,000","-1,777,000,000","-1,777,000,000","-1,777,000,000","-1,782,520,000","-1,782,520,000","-1,782,520,000","-1,782,520,000","-1,664,746,000","-1,664,746,000","-1,664,746,000","-1,664,746,000","-1,528,739,000","-1,528,739,000","-1,528,739,000","-1,528,739,000","-1,364,698,000","-1,364,698,000","-1,364,698,000","-1,364,698,000","-1,218,294,000","-1,218,294,000","-1,218,294,000","-1,218,294,000","-1,097,551,000","-1,097,551,000","-1,097,551,000","-1,097,551,000","-1,011,290,000","-1,011,290,000","-1,034,072,000","-1,011,290,000","-1,007,500,000","-968,300,000","-948,900,000","-944,700,000","-926,700,000","-911,000,000","-894,000,000","-878,100,000","-869,700,000","-870,900,000","-870,900,000","-857,300,000","-749,300,000","-749,300,000","-706,600,000","-706,600,000","-616,100,000","-616,100,000","-616,100,000","-616,100,000"
		GoodwillAndOtherIntangibleAssets,"2,156,300,000","2,150,200,000","2,150,500,000","2,134,500,000","2,134,500,000","2,134,500,000","2,134,500,000","2,134,500,000","2,132,200,000","2,123,300,000","2,122,400,000","2,151,900,000","1,447,500,000","1,447,500,000","1,446,900,000","1,446,900,000","1,446,900,000","1,447,000,000","1,447,000,000","1,447,000,000","1,447,000,000","1,447,100,000","1,447,100,000","1,447,100,000","1,482,200,000","1,482,300,000","1,482,300,000","1,593,500,000","1,478,700,000","1,479,100,000","1,003,500,000","1,088,600,000","1,004,000,000","1,004,600,000","970,900,000","971,100,000","971,200,000","971,300,000","971,300,000","971,300,000","972,300,000","972,500,000","972,500,000","973,100,000","974,400,000","974,400,000","974,400,000","974,900,000","974,900,000","975,300,000",,"54,000,000",,,,"55,963,000",,,,,,,,,,,,,,,,,,,,"20,619,000",,,,,,,,,,,,,,,,,,,,,,,,
			Goodwill,"1,205,500,000","1,199,400,000","1,199,700,000","1,183,700,000","1,183,700,000","1,183,700,000","1,183,700,000","1,183,700,000","1,182,000,000","1,173,100,000","1,172,200,000","1,201,700,000","872,300,000","872,300,000","872,300,000","872,300,000","872,300,000","872,400,000","872,400,000","872,400,000","872,400,000","872,500,000","872,500,000","872,500,000","907,600,000","907,700,000","907,700,000","908,300,000","904,500,000","904,900,000","538,600,000","538,600,000","539,200,000","533,600,000","516,900,000","517,100,000","517,200,000","517,300,000","517,300,000","517,300,000","518,300,000","518,500,000","518,500,000","518,700,000","519,700,000","519,700,000","519,700,000","519,900,000","519,900,000","520,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,"950,800,000","950,800,000","950,800,000","950,800,000","950,800,000","950,800,000","950,800,000","950,800,000","950,200,000","950,200,000","950,200,000","950,200,000","575,200,000","575,200,000","574,600,000","574,600,000","574,600,000","574,600,000","574,600,000","574,600,000","574,600,000","574,600,000","574,600,000","574,600,000","574,600,000","574,600,000","574,600,000","685,200,000","574,200,000","574,200,000","464,900,000","550,000,000","464,800,000","471,000,000","454,000,000","454,000,000","454,000,000","454,000,000","454,000,000","454,000,000","454,000,000","454,000,000","454,000,000","454,400,000","454,700,000","454,700,000","454,700,000","455,000,000","455,000,000","455,000,000",,"54,000,000",,,,"55,963,000",,,,,,,,,,,,,,,,,,,,"20,619,000",,,,,,,,,,,,,,,,,,,,,,,,
		InvestmentsAndAdvances,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,300,000",,,,"33,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			InvestmentinFinancialAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,300,000",,,,"33,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AvailableForSaleSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,300,000",,,,"33,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40,400,000",,,,"15,300,000",,,,,,,,,,,,,,,,,,,"5,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,300,000",,,,,,,,,,,,,,,,,,,,,,,"5,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"305,700,000","297,400,000","291,000,000","313,100,000","336,200,000","332,400,000","344,200,000","351,700,000","348,100,000","322,900,000","299,300,000","280,200,000","278,300,000","274,100,000","276,700,000","273,800,000","267,000,000","277,200,000","270,700,000","275,500,000","285,500,000","283,100,000","293,100,000","296,200,000","321,200,000","318,900,000","302,400,000","124,700,000","290,700,000","267,300,000","253,700,000","98,400,000","235,200,000","223,500,000","201,100,000","209,700,000","191,400,000","197,400,000","190,700,000","193,900,000","196,700,000","192,300,000","194,800,000","190,600,000","196,100,000","211,400,000","211,000,000","221,800,000","215,800,000","222,500,000","152,700,000","97,000,000","187,600,000","187,793,000","184,551,000","130,565,000","187,309,000","187,270,000","183,576,000","179,051,000","180,672,000","184,182,000","181,123,000","183,425,000","185,660,000","183,897,000","181,929,000","181,872,000","172,401,000","162,549,000","164,593,000","159,437,000","153,201,000","150,193,000","147,681,000","90,182,000","107,980,000","104,449,000","103,980,000","102,422,000","103,600,000","102,800,000","102,500,000","104,400,000","98,000,000","96,900,000","96,800,000","96,900,000","95,100,000","95,500,000","95,000,000","93,000,000","94,300,000","95,300,000","96,800,000","97,600,000","97,500,000","70,500,000","70,100,000","67,800,000"
TotalLiabilitiesNetMinorityInterest,"7,632,100,000","7,469,000,000","7,338,200,000","3,500,200,000","3,382,100,000","3,298,900,000","3,221,700,000","3,274,800,000","3,329,800,000","3,341,500,000","3,164,800,000","3,402,500,000","2,707,000,000","2,608,500,000","2,569,000,000","2,630,600,000","2,583,700,000","3,192,500,000","3,602,400,000","3,661,200,000","3,765,100,000","3,682,400,000","3,996,200,000","4,943,800,000","5,103,100,000","5,098,100,000","4,992,500,000","4,877,400,000","5,007,500,000","4,969,300,000","4,160,400,000","4,102,200,000","4,151,100,000","4,150,700,000","3,690,900,000","3,530,400,000","3,491,300,000","3,373,700,000","3,239,500,000","3,353,400,000","3,398,600,000","3,326,700,000","3,346,000,000","3,419,200,000","3,577,700,000","3,579,300,000","3,404,200,000","3,321,500,000","3,412,400,000","3,452,600,000","1,741,700,000","1,786,300,000","1,925,800,000","1,851,454,000","1,795,581,000","1,780,407,000","1,780,514,000","1,800,719,000","2,014,506,000","1,664,752,000","1,708,118,000","1,621,199,000","1,537,055,000","1,534,578,000","1,586,673,000","1,531,282,000","1,515,237,000","1,468,442,000","1,479,721,000","1,373,789,000","1,418,395,000","1,400,859,000","1,312,915,000","1,219,856,000","1,186,105,000","1,183,216,000","1,153,168,000","1,101,624,000","1,074,122,000","1,010,953,000","1,037,800,000","979,000,000","933,600,000","941,700,000","923,900,000","879,000,000","901,100,000","964,900,000","923,500,000","916,500,000","847,200,000","882,500,000","897,000,000","883,100,000","848,900,000","865,900,000","872,800,000","911,800,000","909,300,000","939,400,000"
	CurrentLiabilities,"1,683,100,000","1,557,500,000","1,548,600,000","1,474,100,000","1,442,900,000","1,385,300,000","1,324,300,000","1,384,500,000","1,467,500,000","1,418,000,000","1,258,300,000","1,289,200,000","1,232,100,000","1,151,300,000","1,132,100,000","1,187,100,000","1,201,100,000","1,815,400,000","1,142,600,000","1,196,700,000","1,350,800,000","1,306,000,000","1,601,800,000","1,618,500,000","1,641,500,000","1,646,500,000","1,563,100,000","1,416,400,000","1,535,400,000","1,543,600,000","1,860,900,000","1,774,100,000","1,898,300,000","1,864,800,000","1,452,200,000","1,286,800,000","1,331,400,000","1,255,400,000","1,148,100,000","1,254,600,000","1,250,400,000","1,148,900,000","1,174,100,000","1,096,100,000","1,375,200,000","1,379,700,000","1,207,400,000","1,136,200,000","1,242,500,000","1,302,800,000","995,100,000","1,074,400,000","1,177,800,000","1,093,528,000","1,036,530,000","1,026,078,000","868,642,000","888,551,000","1,100,383,000","1,044,607,000","1,087,074,000","849,898,000","688,778,000","683,481,000","740,796,000","694,543,000","682,227,000","639,909,000","666,003,000","569,982,000","616,743,000","601,014,000","673,354,000","591,991,000","557,792,000","554,258,000","606,333,000","553,246,000","673,295,000","606,887,000","635,300,000","571,900,000","526,400,000","534,200,000","514,500,000","469,000,000","490,400,000","558,700,000","519,800,000","516,500,000","452,700,000","480,600,000","463,300,000","448,200,000","410,100,000","445,300,000","448,100,000","487,300,000","489,800,000","517,200,000"
		PayablesAndAccruedExpenses,"572,900,000","549,100,000","561,500,000","652,200,000","524,300,000","502,400,000","472,600,000","591,300,000","501,900,000","448,300,000","454,100,000","528,900,000","395,000,000","407,500,000","385,900,000","489,900,000","400,900,000","351,300,000","402,600,000","479,300,000","477,100,000","507,800,000","716,400,000","513,600,000","586,500,000","592,100,000","621,500,000","623,100,000","542,900,000","510,900,000","567,800,000","551,600,000","526,100,000","456,200,000","374,800,000","434,000,000","502,500,000","435,900,000","493,400,000","703,300,000","511,700,000","401,400,000","412,000,000","435,500,000","487,300,000","456,200,000","461,200,000","432,200,000","421,300,000","398,600,000","391,600,000","417,400,000","458,800,000","425,485,000","436,748,000","448,060,000","435,719,000","397,955,000","466,193,000","402,028,000","420,117,000","382,320,000","372,486,000","365,144,000","384,320,000","336,294,000","396,623,000","365,010,000","363,197,000","322,782,000","374,190,000","346,978,000","174,394,000","264,522,000","336,715,000","314,574,000","144,205,000","144,209,000","164,901,000","140,487,000","124,600,000","120,400,000","156,200,000","144,700,000","137,900,000","121,800,000","104,400,000","132,900,000","139,000,000","132,200,000","124,500,000","113,100,000","152,500,000","129,700,000","139,200,000","128,200,000","156,100,000","128,600,000","157,400,000","166,700,000"
			Payables,"417,700,000","412,000,000","425,200,000","468,400,000","361,000,000","362,600,000","334,400,000","406,300,000","344,600,000","319,300,000","330,200,000","372,500,000","267,600,000","298,500,000","274,900,000","349,700,000","261,700,000","241,300,000","296,100,000","326,800,000","351,400,000","403,200,000","615,400,000","368,000,000","436,600,000","446,500,000","480,500,000","454,900,000","407,400,000","376,100,000","435,200,000","381,700,000","367,500,000","328,700,000","374,800,000","386,400,000","341,200,000","307,900,000","303,400,000","359,900,000","354,100,000","277,000,000","295,300,000","297,200,000","297,100,000","291,500,000","290,500,000","245,100,000","238,600,000","255,900,000","210,200,000","178,000,000","220,900,000","214,890,000","195,709,000","213,239,000","222,544,000","209,767,000","228,991,000","191,197,000","186,482,000","162,142,000","164,698,000","174,624,000","188,132,000","167,535,000","195,989,000","175,991,000","189,223,000","165,625,000","181,181,000","160,064,000","174,394,000","132,384,000","171,026,000","156,859,000","144,205,000","144,209,000","164,901,000","140,487,000","124,600,000","120,400,000","156,200,000","144,700,000","137,900,000","121,800,000","104,400,000","132,900,000","139,000,000","132,200,000","124,500,000","113,100,000","152,500,000","129,700,000","139,200,000","128,200,000","156,100,000","128,600,000","157,400,000","166,700,000"
				AccountsPayable,"360,100,000","340,200,000","343,700,000","332,600,000","303,200,000","301,300,000","268,700,000","277,000,000","291,500,000","262,000,000","256,800,000","249,500,000","205,500,000","249,600,000","214,100,000","241,900,000","190,600,000","191,400,000","210,200,000","198,800,000","186,000,000","201,800,000","212,500,000","233,100,000","358,300,000","365,100,000","384,700,000","296,500,000","324,800,000","315,600,000","331,300,000","260,700,000","294,100,000","271,600,000","289,000,000","251,300,000","274,700,000","255,500,000","261,200,000","246,400,000","253,700,000","222,100,000","232,200,000","237,000,000","297,100,000","291,500,000","290,500,000","245,100,000","238,600,000","255,900,000","210,200,000","178,000,000","220,900,000","214,890,000","195,709,000","213,239,000","222,544,000","209,767,000","228,991,000","191,197,000","186,482,000","162,142,000","164,698,000","174,624,000","188,132,000","167,535,000","195,989,000","175,991,000","189,223,000","165,625,000","181,181,000","160,064,000","174,394,000","132,384,000","171,026,000","156,859,000","144,205,000","144,209,000","164,901,000","140,487,000","124,600,000","120,400,000","156,200,000","144,700,000","137,900,000","121,800,000","104,400,000","132,900,000","139,000,000","132,200,000","124,500,000","113,100,000","152,500,000","129,700,000","139,200,000","128,200,000","156,100,000","128,600,000","157,400,000","166,700,000"
				TotalTaxPayable,"57,600,000","71,800,000","81,500,000","135,800,000","57,800,000","61,300,000","65,700,000","129,300,000","53,100,000","57,300,000","73,400,000","123,000,000","62,100,000","48,900,000","60,800,000","107,800,000","71,100,000","49,900,000","85,900,000","128,000,000","165,400,000","201,400,000","402,900,000","134,900,000","78,300,000","81,400,000","95,800,000","158,400,000","82,600,000","60,500,000","103,900,000","121,000,000","73,400,000","57,100,000","85,800,000","135,100,000","66,500,000","52,400,000","42,200,000","113,500,000","100,400,000","54,900,000","63,100,000","60,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					IncomeTaxPayable,"5,400,000","11,000,000","19,800,000","11,600,000","7,300,000","4,500,000","3,500,000",,"0","0","11,500,000","1,900,000","14,600,000",,"7,100,000","0","22,400,000","0","32,400,000","12,600,000","116,300,000","135,400,000","337,000,000","0","14,500,000","22,400,000","26,900,000","16,500,000","12,900,000","7,800,000","41,600,000","0","1,400,000","0","22,100,000","9,300,000","0","0","42,200,000","1,000,000","34,200,000",,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,"155,200,000","137,100,000","136,300,000","183,800,000","163,300,000","139,800,000","138,200,000","185,000,000","157,300,000","129,000,000","123,900,000","156,400,000","127,400,000","109,000,000","111,000,000","140,200,000","139,200,000","110,000,000","106,500,000","152,500,000","125,700,000","104,600,000","101,000,000","145,600,000","149,900,000","145,600,000","141,000,000","168,200,000","135,500,000","134,800,000","132,600,000","169,900,000","158,600,000","127,500,000",,"47,600,000","161,300,000","128,000,000","190,000,000","343,400,000","157,600,000","124,400,000","116,700,000","138,300,000","190,200,000","164,700,000","170,700,000","187,100,000","182,700,000","142,700,000","181,400,000","239,400,000","237,900,000","210,595,000","241,039,000","234,821,000","213,175,000","188,188,000","237,202,000","210,831,000","233,635,000","220,178,000","207,788,000","190,520,000","196,188,000","168,759,000","200,634,000","189,019,000","173,974,000","157,157,000","193,009,000","186,914,000",,"132,138,000","165,689,000","157,715,000",,,,,,,,,,,,,,,,,,,,,,,,
				InterestPayable,,,,"8,500,000",,,,"7,500,000",,,,"7,300,000",,,,"5,100,000",,,,"11,400,000",,,,"19,900,000",,,,"17,700,000",,,,"15,600,000",,,,"14,000,000",,,,"17,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,"283,400,000",,,,"267,800,000",,,,"252,100,000",,,,"229,800,000",,,,"243,900,000",,,,"276,200,000",,,,"269,000,000",,"134,800,000","132,600,000","261,100,000",,"127,500,000","129,700,000","200,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,,,,,,"45,000,000",,,"50,600,000","153,500,000",,,,,,,"8,000,000","759,400,000","15,000,000","15,000,000","15,000,000","35,000,000","115,000,000","222,600,000","196,500,000","339,200,000","227,000,000","164,500,000","216,900,000","376,000,000","595,700,000","612,600,000","637,600,000","804,900,000","330,500,000","185,500,000","139,000,000","243,000,000","81,000,000","225,000,000","149,900,000","252,200,000","263,000,000","150,000,000","323,100,000","462,200,000","237,300,000","178,400,000","248,500,000","392,000,000","179,500,000","211,400,000","271,300,000","289,983,000","229,966,000","193,948,000","44,000,000","149,988,000","299,970,000","299,929,000","299,887,000","149,931,000","17,800,000","14,500,000","14,600,000","70,900,000",,,,,,,"65,340,000","109,640,000","2,640,000","14,647,000","84,514,000","91,814,000","154,814,000","117,513,000","157,400,000","141,100,000","27,000,000","23,500,000","15,000,000","10,500,000","29,500,000","75,100,000","33,500,000","62,300,000",,"43,400,000","79,300,000","90,300,000","33,800,000","72,700,000","48,700,000","100,800,000","69,100,000","98,100,000"
			CurrentDebt,,,,,,"45,000,000",,,"50,600,000","153,500,000",,,,,,,"8,000,000","759,400,000","15,000,000","15,000,000","15,000,000","35,000,000","115,000,000","222,600,000","196,500,000","339,200,000","227,000,000","164,500,000","216,900,000","376,000,000","595,700,000","612,600,000","637,600,000","804,900,000","330,500,000","185,500,000","139,000,000","243,000,000","81,000,000","225,000,000","149,900,000","252,200,000","263,000,000","150,000,000","323,100,000","462,200,000","237,300,000","178,400,000","248,500,000","392,000,000","179,500,000","211,400,000","271,300,000","289,983,000","229,966,000","193,948,000","44,000,000","149,988,000","299,970,000","299,929,000","299,887,000","149,931,000","17,800,000","14,500,000","14,600,000","70,900,000",,,,,,,"65,340,000","109,640,000","2,640,000","14,647,000","84,514,000","91,814,000","154,814,000","117,513,000","157,400,000","141,100,000","27,000,000","23,500,000","15,000,000","10,500,000","29,500,000","75,100,000","33,500,000","62,300,000",,"43,400,000","79,300,000","90,300,000","33,800,000","72,700,000","48,700,000","100,800,000","69,100,000","98,100,000"
				CurrentNotesPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,647,000",,,,,,,,,,,,,,,,,,,,,,,,
				CommercialPaper,,,,,,"45,000,000",,,"50,600,000","153,500,000",,,,,,,,,,"0","0","20,000,000","0","207,600,000","181,500,000","324,200,000","212,000,000","164,500,000","216,900,000","376,000,000","245,700,000","262,700,000","287,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,,,,,,,,,,,,,,,,,,,,"15,000,000","15,000,000","15,000,000","115,000,000","15,000,000","15,000,000","15,000,000","15,000,000","164,500,000",,,"350,000,000","349,900,000","349,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,000,000",,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"475,700,000","390,300,000","388,800,000","428,500,000","471,700,000","388,600,000","382,500,000","415,800,000","456,600,000","366,900,000","353,100,000","388,600,000","426,200,000","336,200,000","327,600,000","360,400,000","401,300,000","307,800,000","298,800,000","328,600,000","379,800,000","265,700,000","266,400,000","299,700,000","347,400,000","248,400,000","242,300,000","270,500,000","315,400,000","220,700,000","204,100,000","231,700,000","267,300,000","190,500,000","177,800,000","423,300,000","229,600,000","156,700,000","146,500,000","158,100,000","190,000,000","125,000,000","115,700,000","138,300,000","180,300,000","128,000,000","130,500,000","160,500,000","195,400,000","125,800,000","93,400,000","109,900,000","138,800,000","91,449,000","86,048,000","100,761,000","120,464,000","81,086,000","76,561,000","88,472,000","103,440,000","71,154,000","65,091,000","75,513,000","91,679,000","64,894,000","66,687,000","72,698,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredTaxesLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredRevenue,"475,700,000","390,300,000","388,800,000","428,500,000","471,700,000","388,600,000","382,500,000","415,800,000","456,600,000","366,900,000","353,100,000","388,600,000","426,200,000","336,200,000","327,600,000","360,400,000","401,300,000","307,800,000","298,800,000","328,600,000","379,800,000","265,700,000","266,400,000","299,700,000","347,400,000","248,400,000","242,300,000","270,500,000","315,400,000","220,700,000","204,100,000","231,700,000","267,300,000","190,500,000","177,800,000","200,000,000","229,600,000","156,700,000","146,500,000","167,200,000","190,000,000","125,000,000","115,700,000","138,300,000","180,300,000","128,000,000","130,500,000","160,500,000","195,400,000","125,800,000","93,400,000","109,900,000","138,800,000","91,449,000","86,048,000","100,761,000","120,464,000","81,086,000","76,561,000","88,472,000","103,440,000","71,154,000","65,091,000","75,513,000","91,679,000","64,894,000","66,687,000","72,698,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
