name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994
MarketCap,"11,027,844,000","9,438,123,992","13,835,085,212","13,747,448,009","12,106,194,139","10,036,514,973","8,719,138,368","8,961,712,669","10,760,404,761","10,261,918,800","13,120,244,632","10,688,035,100","9,034,016,499","7,870,540,989","6,282,301,259","6,213,951,191","6,939,104,813","6,747,358,449","6,392,893,284","6,073,587,713","5,452,687,800","5,397,962,925","5,163,939,978","4,708,410,263","4,847,678,004","5,153,950,446","4,549,046,187","4,179,466,849","4,593,162,436","5,396,644,322","4,520,999,600","4,346,333,257","4,307,876,500","3,677,685,521","3,413,815,888","3,028,271,766","4,047,447,841","4,435,647,804","3,913,630,467","3,646,163,726","3,880,756,676","4,467,491,877","4,228,803,388","3,777,514,163","2,914,665,824","2,440,569,972","2,488,166,218","3,104,256,584","2,712,562,440","3,151,507,177","2,692,078,296","2,415,034,710","3,699,460,524","3,728,464,810","3,558,804,915","3,020,029,525","2,825,148,783","4,198,114,611","3,950,966,916","5,522,590,651","5,139,811,260","5,107,896,875","5,058,095,613","3,527,271,131","3,089,166,948","3,052,100,000","3,134,940,906","3,304,358,050","2,973,660,213","2,309,117,426","2,292,810,335","2,274,572,744","2,355,035,636","2,267,694,741","1,524,906,732","1,062,324,168","1,182,164,948","1,338,045,647","1,094,934,578","721,925,217","507,812,430","507,114,000","451,858,250","477,881,500","537,536,400","451,105,000","515,698,032","356,862,000","464,504,656","363,542,634","242,831,875","298,870,000","178,684,250","183,330,125","176,462,000","138,814,104","162,436,125","147,270,200","166,930,000","149,974,500","112,364,245","107,870,875","84,018,000","94,252,625","108,262,500","135,862,500"
EnterpriseValue,"10,617,936,000","8,981,497,992","13,423,968,212","13,550,451,009","11,973,776,139","9,922,320,973","8,706,795,368","9,127,535,669","10,932,058,761","10,192,190,800","13,090,273,632","10,756,681,100","9,138,072,499","8,071,590,989","6,617,386,259","6,446,900,191","7,217,116,813","6,922,292,449","6,605,837,284","6,177,069,713","5,520,908,800","5,452,254,925","5,300,048,978","4,756,929,263","4,570,390,004","4,890,805,446","4,337,069,187","4,002,836,849","4,107,523,436","4,847,605,322","3,971,960,600","3,756,474,257","3,736,969,500","3,204,962,521","2,733,567,888","2,348,023,766","3,217,124,841","3,186,872,804","2,820,419,467","2,496,229,726","2,451,585,676","3,108,533,877","2,906,998,388","2,613,708,163","1,907,814,824","1,430,617,972","1,550,912,218","2,432,627,584","2,163,325,440","2,654,851,177","2,314,152,296","2,180,030,710","3,424,298,524","3,528,977,810","3,691,402,915","3,215,449,525","3,020,568,783","4,590,260,611","4,022,248,916","5,593,872,651","5,205,968,260","5,156,558,875","4,904,533,613","3,572,954,131","3,242,205,948","3,135,193,000","3,156,061,906","3,453,707,050","3,014,250,213","2,471,156,426","2,404,222,335","2,460,610,744","2,517,802,636","2,362,794,741","1,620,006,732","1,203,456,168","1,299,078,948","1,373,992,647","1,202,339,578","883,900,217","669,787,430","639,301,000","640,858,250","750,281,500","794,236,400","731,205,000","767,498,032","583,262,000","739,804,656","622,042,634","445,231,875","466,270,000","366,184,250","347,130,125","303,262,000","340,614,104","427,536,125","411,570,200","542,930,000","530,974,500","493,364,245","352,570,875","358,818,000","369,052,625","441,862,500","467,962,500"
PeRatio,"13.733","11.618","17.723","17.95","16.594","14.204","14.772","15.969","21.068","22.087","25.853","22.632","21.344","20.335","17.046","16.969","18.438","19.251","20.227","20.478","19.834","20.924","20.815","19.456","21.656","20.927","22.29","23.485","24.225","30.755","26.196","31.359","34.85","31.566","25.712","22.638","27.637","24.442","20.677","19.516","17.44","21.85","22.735","38.864","46.561","33.841","26.775","16.774","11.595","12.294","9.679","6.954","8.337","7.553","6.652","5.272","4.841","7.802","8.783","11.072","10.84","11.507","11.584","9","8.839","9.043","9.63","10.997","10.278","8.662","9.057","8.703","11.458","12.691","8.206","7.093","8.655","10.881","10.115","7.486","5.268","5.561","5.3","6.344","7.159","6.715","9.595","7.857","13.642","12.281","9.69","12.037","7.403","7.919","7.558","5.618","8.76","9.022","11.236","13.929","10.447","10.307",,,,
ForwardPeRatio,"35.088","9.737","15.848","17.123","16.978","15.552","12.953","10.989","15.244","14.245","20.661","17.241","18.282","16.103","13.587","11.919","17.065","16.34","15.65","14.409","17.331","17.794","17.153","14.514","14.389","17.123","18.587","15.974","15.949","17.331","21.882","18.657","18.797","15.267","19.121","17.036","17.331","14.925","18.282","8.961",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"1.422",,"1.519","1.633","1.643","1.139","0.617","0.426","0.63","0.532","0.761","0.802","0.835","0.72","0.721","0.501",,,"0.617","0.564","0.622","1.229","1.063","0.834","0.766","0.892","0.799","0.617","0.515","0.56","0.706","0.601","0.607","1.222","1.913","1.704","1.733","1.493","1.463","0.202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"1.629","1.379","2.041","2.015","1.85","1.578","1.461","1.543","1.932","1.88","2.328","1.916","1.655","1.483","1.233","1.255","1.407","1.427","1.421","1.378","1.265","1.324","1.322","1.197","1.28","1.323","1.303","1.298","1.409","1.742","1.483","1.566","1.672","1.533","1.456","1.282","1.596","1.542","1.396","1.363","1.332","1.639","1.586","1.348","1.004","0.757","0.731","0.798","0.644","0.728","0.63","0.548","0.746","0.723","0.718","0.64","0.588","0.994","1.157","1.459","1.393","1.437","1.426","1.063","1.01","1.025","1.099","1.237","1.136","0.745","0.971","0.916","0.892","1.145","0.741","0.572","0.642","0.743","0.616","0.496","0.349","0.307","0.288","0.342","0.366","0.319","0.407","0.313","0.425","0.346","0.243","0.32","0.188","0.198","0.184","0.136","0.188","0.17","0.176","0.182","0.136","0.129",,,,
PbRatio,"4.563","4.031","5.834","6.486","6.467","5.494","5.183","5.526","7.348","6.311","7.845","6.945","6.415","6.034","4.744","4.577","5.523","5.445","5.154","4.764","4.679","4.801","4.485","4.283","3.656","4.086","3.568","3.166","2.792","3.646","3.054","2.705","3.079","2.676","2.537","2.25","2.452","2.44","2.249","2.162","2.138","2.391","2.406","2.26","1.882","1.655","1.811","2.262","2.061","2.574","2.384","1.887","2.947","3.236","3.275","3.019","2.825","5.425","4.364","6.1","6.296","6.499","6.058","5.443","6.04","5.899","6.335","5.848","5.348","5.396","5.686","6.376","7.529","6.495","4.368","3.495","4.077","5.407","4.124","3.164","2.225","2.29","2.253","2.586","2.74","2.348","3.112","2.109","2.94","2.326","1.679","2.12","1.297","1.361","1.161","0.886","1.083","1.007","1.181","1.108","0.83","0.832","0.649","0.728","0.809","1.006"
EnterprisesValueRevenueRatio,"1.455","5.667","6.734","7.077","6.641","5.872","4.358","4.918","6.107","6.655","7.196","6.442","5.911","6.312","3.77","4.187","5.194","6.042","4.242","4.399","4.435","5.686","3.986","3.949","4.144","6.019","3.487","3.363","4.063","6.286","4.199","4.311","4.85","5.328","3.684","3.314","4.613","6.176","3.47","3.673","2.532","5.238","3.898","3.211","3.038","2.546","1.704","2.59","2.264","2.99","1.621","1.687","2.601","3.228","2.269","2.07","1.727","3.81","2.419","4.065","4.068","5.471","3.898","3.117","3.235","3.569","2.7","3.609","3.552","3.323","2.882","2.905","3.193","3.413","2.196","1.737","2.003","2.584","1.909","1.431","1.199","1.303","1.142","1.433","1.56","1.638","1.738","1.323","1.918","2.134","1.492","1.442","1.271","1.422","1.192","1.068","1.508","2.056","2.218","2.017","2.324","2.384","1.486","1.592","2.05","2.979"
EnterprisesValueEBITDARatio,"10.692","53.592","43.719","48.672","46.804","43.204","30.173","35.011","43.275","50.446","47.968","42.038","41.461","56.272","27.546","32.893","46.634","60.935","30.31","31.462","34.514","74.255","32.726","30.876","38.525","82.753","26.861","28.461","46.416","76.546","38.466","42.816","56.503","97.038","52.03","33.01","49.084","118.344","31.743","36.988","20.046","54.491","32.676","21.914","25.45","39.4","-53.594","39.254","25.12","38.472","28.41","14.725","23.001","25.686","21.187","15.019","9.479","20.542","11.389","18.819","19.353","26.891","17.693","15.584","16.382","18.13","14.248","19.696","18.572","16.488","16.873","18.219","19.585","18.463","17.748","10.989","14.325","15.93","14.112","10.889","11.107","11.643","6.58","16.673","13.507","13.667","10.689","18.694","29.592","32.23","-40.476","20.012","15.386","20.54","18.492","16.067","24.292","50.811","-301.628","27.8","27.108","51.849","28.478","25.106","27.616","73.119"
