name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012
TotalRevenue,"15,576,523,000","4,155,534,000","4,257,997,000","4,134,739,000","3,028,253,000","3,609,311,000","3,626,801,000","3,430,530,000","2,471,173,000","2,764,682,000","2,722,520,000","2,593,307,000","1,988,271,000","2,094,773,000","2,044,240,162.84","1,976,886,102.2","1,495,576,319.88","1,657,231,809.6","1,355,294,864.64","990,937,973.67","540,640,646.88","497,611,879.8","442,579,511.96","401,611,209.56","299,329,682.4","274,407,667.2","255,252,520.16","216,459,199.58","147,531,735.44","148,477,300.67","147,294,513.9"
	OperatingRevenue,"14,896,206,000","3,879,891,000","4,101,579,000","4,134,739,000","2,950,951,000","3,423,196,000","3,626,801,000","3,430,530,000","2,471,173,000","2,764,682,000","2,722,520,000","2,593,307,000","1,988,271,000","2,094,773,000","2,044,240,162.84","1,976,886,102.2","1,495,576,319.88","1,657,231,809.6","1,355,294,864.64","990,937,973.67","540,640,646.88","497,611,879.8","442,579,511.96","401,611,209.56","299,329,682.4","274,407,667.2","255,252,520.16","216,459,199.58","147,531,735.44","148,477,300.67","147,294,513.9"
CostOfRevenue,"1,798,407,000","565,985,000","501,108,000","434,463,000","296,851,000","457,691,000","380,623,000","341,535,000","257,946,000","262,853,000","227,761,000","235,291,000","199,592,000","212,238,000","176,699,377.63","161,944,846.3","157,604,706.36","134,452,084.02","92,209,745.28","62,637,471.88","37,157,752.8","28,559,026.36","20,960,699.52","21,101,089.28","15,140,224.4","12,568,937.76","14,122,779.02","13,198,130.27","12,142,504.08","16,090,169.21","17,609,729.4"
GrossProfit,"13,778,116,000","3,589,549,000","3,756,889,000","3,700,276,000","2,731,402,000","3,151,620,000","3,246,178,000","3,088,995,000","2,213,227,000","2,501,829,000","2,494,759,000","2,358,016,000","1,788,679,000","1,882,535,000","1,867,540,785.21","1,814,941,255.9","1,337,971,613.52","1,522,779,725.58","1,263,085,119.36","928,300,501.79","503,482,894.08","469,052,853.44","421,618,812.44","380,510,120.28","284,189,458","261,838,729.44","241,129,741.14","203,261,069.31","135,389,231.36","132,387,131.46","129,684,784.5"
OperatingExpense,"10,925,627,000","2,848,420,000","2,894,647,000","2,732,465,000","2,450,095,000","2,445,245,000","2,575,626,000","2,346,066,000","1,946,422,000","1,888,116,000","1,972,330,000","1,775,604,000","1,710,768,000","1,689,006,000","1,724,121,380.21","1,579,514,856.6","1,668,455,206.3","1,996,377,470.04","1,805,899,348.08","1,150,823,785.47","862,550,334.88","502,140,135.5","402,896,873.08","335,290,834.32","273,653,351.02","213,423,472.08","196,455,644.24","175,594,927.95","167,352,679.12","160,306,673.29","168,253,988.4"
	SellingGeneralAndAdministration,"8,866,964,000","2,287,674,000","2,373,728,000","2,250,444,000","1,955,118,000","1,951,721,000","2,106,844,000","1,952,020,000","1,600,026,000","1,530,218,000","1,599,457,000","1,452,412,000","1,396,290,000","1,375,617,000","1,418,364,550.09","1,318,479,439.1","1,438,618,242.84","1,724,733,753.96","1,560,583,747.44","996,714,733.77","761,935,708","418,541,091.57","323,291,728.16","276,049,775","225,670,008.69","171,856,285.92","157,043,095.06","138,188,923.99","131,391,468.88","124,905,024.65","137,484,097.2"
		GeneralAndAdministrativeExpense,"817,302,000","264,172,000","196,608,000","194,354,000","162,168,000","231,819,000","186,713,000","169,430,000","160,804,000","191,631,000","253,255,000","170,859,000","150,272,000","150,915,000","163,251,306.91","155,247,205.2","133,594,109.17","232,238,368.68","224,758,071.84","157,780,089.57","53,144,588.8","43,589,113.43","32,363,615.28","25,200,622.84","26,638,107.93","24,907,586.4","20,917,411.74","17,895,456.41","15,910,224.24","18,217,752.98","22,021,588.8"
			OtherGandA,"817,302,000","264,172,000","196,608,000","194,354,000","162,168,000","231,819,000","186,713,000","169,430,000","160,804,000","191,631,000","253,255,000","170,859,000","150,272,000","150,915,000","163,251,306.91","155,247,205.2","133,594,109.17","232,238,368.68","224,758,071.84","157,780,089.57","53,144,588.8","43,589,113.43","32,363,615.28","25,200,622.84","26,638,107.93","24,907,586.4","20,917,411.74","17,895,456.41","15,910,224.24","18,217,752.98","22,021,588.8"
		SellingAndMarketingExpense,"8,049,662,000","2,023,502,000","2,177,120,000","2,056,090,000","1,792,950,000","1,719,902,000","1,920,131,000","1,782,590,000","1,439,222,000","1,338,587,000","1,346,202,000","1,281,553,000","1,246,018,000","1,224,702,000","1,255,113,243.18","1,163,232,233.9","1,305,024,133.67","1,492,495,385.28","1,335,825,675.6","838,934,644.2","708,791,119.2","374,951,978.14","290,928,112.88","250,849,152.16","199,031,900.76","146,948,699.52","136,125,683.32","120,293,467.58","115,481,244.64","106,687,271.67","115,462,508.4"
	ResearchAndDevelopment,"2,058,663,000","560,746,000","520,919,000","482,021,000","494,977,000","493,524,000","468,782,000","394,046,000","346,396,000","357,898,000","372,873,000","323,192,000","314,478,000","313,389,000","305,756,830.12","261,035,417.5","229,836,963.46","271,643,716.08","245,315,600.64","154,109,051.7","100,614,626.88","83,599,043.93","79,605,144.92","59,241,059.32","47,983,342.33","41,567,186.16","39,412,549.18","37,406,003.96","35,961,210.24","35,401,648.64","30,769,891.2"
OperatingIncome,"2,852,489,000","741,129,000","862,242,000","967,811,000","281,307,000","706,375,000","670,552,000","742,929,000","266,805,000","613,713,000","522,429,000","582,412,000","77,911,000","193,529,000","143,419,405","235,426,399.3","-330,483,592.78","-473,597,744.46","-542,814,228.72","-222,523,283.68","-359,067,440.8","-33,087,282.06","18,721,939.36","45,219,285.96","10,536,106.98","48,415,257.36","44,674,096.9","27,666,141.36","-31,963,447.76","-27,919,541.83","-38,569,203.9"
NetNonOperatingInterestIncomeExpense,"55,937,000","27,841,000","11,223,000","8,411,000","8,462,000","11,895,000","390,000","2,070,000","1,174,000","7,515,000","1,664,000","-5,022,000","-5,780,000","-9,401,000","-17,230,340.61","-15,884,494.7","-6,233,831.32","-26,590,494.72","-12,614,557.92","4,223,867.6","8,611,161.76","15,681,411.52","16,427,825.24","11,676,516.68","9,003,469.51","3,345,252.48","30,661.7","166,440.69","118,129.84","179,101.43","307,950.3"
