name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998
TotalAssets,"1,415,693,000","1,133,743,000","967,647,000","800,370,000","729,193,000","686,445,000","616,801,000","519,688,000","474,886,000","452,157,000","466,426,000","515,752,000","560,583,000","487,400,000","554,741,000","508,738,000","464,066,000","444,343,000","511,946,000","551,667,000","536,461,000","257,143,000"
	CurrentAssets,"232,379,000","213,373,000","203,581,000","166,479,000","158,989,000","189,636,000","170,253,000","144,163,000","142,816,000","153,496,000","134,553,000","156,034,000","151,609,000","133,684,000","174,245,000","153,264,000","154,514,000","139,489,000","113,456,000",,,
		CashCashEquivalentsAndShortTermInvestments,"248,000","2,194,000","4,720,000","1,539,000","124,000","4,367,000","159,000","321,000","1,317,000","29,045,000","8,746,000","27,061,000","6,656,000","10,669,000","16,865,000","7,499,000","30,870,000","21,872,000","1,480,000","4,922,000","3,558,000","4,322,000"
			CashAndCashEquivalents,"248,000","2,194,000","4,720,000","1,539,000","124,000","4,367,000","159,000","321,000","1,317,000","29,045,000","8,746,000","27,061,000","6,656,000","10,669,000","16,865,000","7,499,000","30,870,000","21,872,000","1,480,000","4,922,000","3,558,000","4,322,000"
		Receivables,"204,407,000","183,437,000","174,274,000","142,072,000","139,967,000","146,702,000","131,434,000","109,078,000","110,748,000","100,018,000","95,603,000","93,691,000","114,329,000","95,779,000","126,824,000","116,636,000","93,283,000","86,908,000","83,387,000",,,
			AccountsReceivable,"196,119,000","181,612,000","170,610,000","135,083,000","124,222,000","128,367,000","117,937,000","106,814,000","107,436,000","94,569,000","87,507,000","93,691,000","107,116,000","95,779,000","126,824,000","110,044,000","93,283,000","86,908,000","83,387,000",,,
				GrossAccountsReceivable,"199,861,000","185,640,000","174,601,000","138,305,000","127,770,000","132,235,000","121,674,000","110,695,000","111,247,000",,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-3,742,000","-4,028,000","-3,991,000","-3,222,000","-3,548,000","-3,868,000","-3,737,000","-3,881,000","-3,811,000",,,,,,,,,,,,,
			TaxesReceivable,"8,288,000","1,825,000","3,664,000","6,989,000","15,745,000","18,335,000","13,497,000","2,264,000","3,312,000","5,449,000","8,096,000","0",,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,"7,213,000",,,"6,592,000",,,,,,
		PrepaidAssets,"18,542,000","20,621,000","17,540,000","17,369,000","14,197,000","13,687,000","13,156,000","11,540,000","11,572,000","8,984,000","13,540,000","8,161,000","7,316,000","9,251,000","12,114,000","13,628,000","10,824,000","9,724,000","8,442,000",,,
		CurrentDeferredAssets,,,,,,"19,460,000","20,421,000","18,883,000","14,052,000","10,562,000","11,150,000","21,717,000","17,062,000","11,781,000","12,507,000","10,723,000","15,714,000","16,681,000","16,835,000",,,
			CurrentDeferredTaxesAssets,,,,,,"19,460,000","20,421,000","18,883,000","14,052,000","10,562,000","11,150,000","21,717,000","17,062,000","11,781,000","12,507,000","10,723,000","15,714,000","16,681,000","16,835,000",,,
