name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000
TotalRevenue,"21,126,000,000","20,724,000,000","19,394,000,000","19,255,000,000","18,223,000,000","21,895,000,000","24,037,000,000","23,837,000,000","21,583,000,000","26,225,000,000","31,544,000,000","33,294,000,000","9,268,000,000","37,338,152,850","38,634,725,400","60,774,282,000","53,940,686,800","51,474,706,400","70,656,113,320","75,664,155,120","66,761,973,500"
	NetInterestIncome,"7,019,000,000","7,017,000,000","7,009,000,000","6,557,000,000","7,562,000,000","9,299,000,000","9,034,000,000","8,115,000,000","7,150,000,000","6,433,000,000","6,541,000,000","6,891,000,000","8,536,000,000","7,616,697,300","6,571,062,600","11,619,891,000","11,949,845,600","11,719,975,280","8,043,429,130","6,773,065,740","9,034,737,700"
		InterestIncome,"19,661,000,000","20,184,000,000","19,613,000,000","17,057,000,000","17,374,000,000","19,341,000,000","19,061,000,000","19,556,000,000","22,105,000,000","23,002,000,000","25,533,000,000","25,288,000,000","47,939,000,000","61,660,760,850","50,311,870,800","41,024,550,000","30,931,023,200","28,347,024,160","28,346,210,890","42,418,942,650","40,742,834,500"
			InterestIncomeFromLoansAndLease,"7,034,000,000","7,179,000,000","6,770,000,000","5,979,000,000","5,628,000,000","5,413,000,000","5,077,000,000","4,843,000,000","4,876,000,000","4,889,000,000","5,268,000,000","6,275,000,000","8,989,000,000","8,215,686,900","7,515,187,800","6,769,380,000","6,021,646,400","6,830,249,920","16,847,106,760","26,856,186,540","9,253,046,200"
				InterestIncomeFromLoans,"7,034,000,000","7,179,000,000","6,770,000,000","5,979,000,000","5,628,000,000","5,413,000,000","5,077,000,000","4,843,000,000","4,876,000,000","4,889,000,000","5,268,000,000","6,275,000,000","8,989,000,000","8,215,686,900","7,515,187,800","6,769,380,000","6,021,646,400","6,830,249,920","16,696,439,330","26,704,898,130","9,253,046,200"
				InterestIncomeFromLeases,,,,,,,,,,,,,,,,,,,"150,667,430","151,288,410",
			InterestIncomeFromSecurities,"7,512,000,000","7,349,000,000","7,211,000,000","6,744,000,000","7,543,000,000","9,111,000,000","9,542,000,000","10,102,000,000","12,009,000,000","11,792,000,000","14,151,000,000","13,576,000,000","18,852,000,000","713,569,050","696,505,800","18,258,888,000","16,477,476,400","14,908,333,960","11,235,090,560","13,338,317,730","7,076,429,600"
			InterestIncomeFromFederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,"2,690,000,000","2,926,000,000","2,856,000,000","2,515,000,000","2,767,000,000","2,625,000,000","2,317,000,000","2,517,000,000","2,940,000,000","3,265,000,000","2,666,000,000","3,079,000,000","13,533,000,000","22,482,530,100","19,156,959,000","12,715,635,000","6,728,198,400","5,249,081,760",,,"16,054,568,800"
			OtherInterestIncome,"2,425,000,000","2,730,000,000","2,776,000,000","1,819,000,000","1,436,000,000","2,192,000,000","2,125,000,000","2,094,000,000","2,280,000,000","3,056,000,000","3,448,000,000","2,358,000,000","6,565,000,000","30,248,974,800","22,943,218,200","3,280,647,000","1,703,702,000","1,359,358,520","264,013,570","2,224,438,380","8,358,789,900"
		InterestExpense,"12,642,000,000","13,167,000,000","12,604,000,000","10,500,000,000","9,812,000,000","10,042,000,000","10,027,000,000","11,441,000,000","14,955,000,000","16,569,000,000","18,992,000,000","18,397,000,000","39,403,000,000","54,044,063,550","43,740,808,200","29,404,659,000","18,981,177,600","16,627,048,880","20,302,781,760","35,645,876,910","31,708,096,800"
