name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008
				TotalTaxPayable,"4,108,390,000","4,607,179,000","3,950,725,000","3,337,144,000","4,230,123,000","3,278,294,000","2,732,756,000","528,159,000","2,671,537,000","2,682,331,000","2,066,966,000","1,884,887,000","1,942,937,000","1,994,813,000","2,136,422,000","1,773,366,000","2,137,922,000","1,920,551,000","1,617,209,000","1,376,171,000","1,186,306,000","1,066,956,000","969,686,000","1,042,059,000","854,688,000","878,688,000","881,881,000","1,257,016,000","1,450,645,000","1,257,395,000","1,066,772,000","1,032,521,000","1,210,234,000","1,181,656,000","970,440,000","1,102,672,000","1,500,604,000","1,028,688,000","873,001,000","1,257,182,000","1,107,493,000",,,"2,075,726,000"
					IncomeTaxPayable,"2,532,732,000","3,207,698,000","2,308,312,000","1,841,005,000","2,953,072,000","1,933,003,000","1,524,694,000","486,605,000","1,498,218,000","1,242,595,000","816,245,000","682,356,000","606,848,000","605,727,000","677,599,000","385,278,000","581,344,000","425,805,000","443,218,000","199,383,000","18,138,000","107,929,000","149,696,000","205,066,000","15,262,000","75,738,000","155,372,000","370,704,000",,,,,,,,,,,,,,,,
				DividendsPayable,"2,575,216,000","1,318,023,000","1,298,832,000","1,282,341,000","1,305,633,000","13,854,000","23,003,000","458,302,000","18,339,000","272,893,000","544,366,000","982,959,000","462,891,000","25,666,000","40,487,000","43,508,000","43,522,000","53,554,000","54,622,000","64,791,000","64,402,000","86,130,000","88,862,000","536,223,000","528,204,000","131,471,000","4,015,614,000","3,977,667,000",,,,,,,,,,,,,,"232,921,000","2,007,451,000","11,053,474,000"
				OtherPayable,,,,,,,,,,"143,692,000","136,907,000","136,751,000",,,,"3,640,000","3,920,000","2,763,000","3,081,000","3,358,000","1,233,881,000","2,561,000","2,912,000","3,256,000","2,054,318,000","78,476,000","137,769,000","171,178,000",,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,,,,,"1,366,376,000",,,,"1,204,222,000",,,,"1,188,149,000",,,,,,,,,,,,,,,,,,,,,,,"584,240,000","5,233,520,000","5,029,015,000","3,101,246,000",,,,,
		CurrentProvisions,"1,035,401,000","938,740,000","865,628,000","847,237,000","940,800,000","1,414,617,000","1,248,774,000","756,811,000","1,530,435,000","192,930,000","1,324,090,000","1,107,877,000","2,177,153,000","699,213,000","675,350,000","571,522,000","590,725,000","400,520,000","344,844,000","283,774,000","32,082,000","28,224,000","70,615,000","24,986,000","23,654,000","23,201,000","28,793,000","267,940,000","207,460,000","206,914,000","205,517,000","240,190,000","313,481,000","325,647,000","314,302,000","257,580,000",,"90,972,000","139,783,000",,"684,077,000","713,372,000","1,252,295,000",
		PensionandOtherPostRetirementBenefitPlansCurrent,"161,773,000","149,542,000","159,822,000","184,077,000","164,160,000","186,373,000","197,491,000","29,632,000","193,847,000","1,827,908,000","2,131,101,000","2,023,750,000","107,571,000","106,561,000","100,763,000","99,552,000","114,861,000","132,575,000","151,221,000","240,045,000","258,898,000","213,261,000","211,147,000","208,257,000","265,082,000","124,324,000","128,746,000","118,553,000","3,705,988,000","337,173,000","395,796,000","4,825,574,000","351,361,000","341,171,000","332,600,000",,,,,"50,726,000",,,,"44,980,000"
		CurrentDebtAndCapitalLeaseObligation,"7,949,800,000","7,680,215,000","11,407,985,000","11,582,849,000","12,270,766,000","9,565,668,000","5,253,711,000","3,445,678,000","6,257,157,000","6,066,063,000","5,929,249,000","6,421,563,000","6,030,844,000","5,693,834,000","5,236,145,000","4,835,540,000","4,772,276,000","6,005,618,000","6,058,293,000","5,932,084,000","5,381,985,000","4,045,497,000","3,380,452,000","2,755,012,000","2,172,100,000","1,698,943,000","1,374,807,000","4,939,301,000","7,023,681,000","6,360,703,000","5,480,323,000","5,012,941,000","4,136,967,000","2,427,492,000","2,191,771,000","16,925,000","1,043,005,000","1,085,367,000","968,218,000","1,546,445,000","1,049,586,000","1,087,133,000","1,386,330,000","2,821,674,000"
			CurrentDebt,"7,730,316,000","7,457,202,000","11,176,618,000","11,331,112,000","12,118,644,000","9,415,287,000","5,105,043,000","3,445,678,000","6,111,833,000","5,369,927,000","5,929,249,000","5,797,441,000","5,894,182,000","5,693,834,000","5,100,231,000","4,691,575,000","4,639,304,000","5,874,082,000","5,928,171,000","5,803,354,000","5,307,478,000","3,852,918,000","3,189,016,000","2,566,262,000","1,990,504,000","1,522,887,000","1,208,270,000","4,776,372,000","7,023,681,000","6,360,703,000","5,334,495,000","4,869,944,000","3,997,225,000","2,427,492,000","2,073,894,000","16,925,000","1,043,005,000","1,085,367,000","968,218,000","1,437,618,000","1,049,586,000","1,087,133,000","1,386,330,000","2,821,674,000"
				LineOfCredit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"109,050,000",,,,,,,,,,,,
				OtherCurrentBorrowings,"7,730,316,000","7,457,202,000","11,176,618,000","11,331,112,000","12,118,644,000","9,415,287,000","5,105,043,000","3,445,678,000","6,111,833,000","5,369,927,000","5,929,249,000","5,797,441,000","5,894,182,000","5,693,834,000","5,100,231,000","4,691,575,000","4,639,304,000","5,874,082,000","5,928,171,000","5,803,354,000","5,307,478,000","3,852,918,000","3,189,016,000","2,566,262,000","1,990,504,000","1,522,887,000","1,208,270,000","4,776,372,000","7,023,681,000","6,360,703,000","5,334,495,000","4,760,894,000","3,997,225,000","2,427,492,000","2,073,894,000","16,925,000",,,,"1,437,618,000",,,,"2,821,674,000"
			CurrentCapitalLeaseObligation,"219,484,000","223,013,000","231,367,000","251,737,000","152,122,000","150,381,000","148,668,000","0","145,324,000","696,136,000",,"624,122,000","136,662,000",,"135,914,000","143,965,000","132,972,000","131,536,000","130,122,000","128,730,000","74,507,000","192,579,000","191,436,000","188,750,000","181,596,000","176,056,000","166,537,000","162,929,000",,,"145,828,000","142,997,000","139,742,000",,"117,877,000",,,,,"108,827,000",,,,
		CurrentDeferredLiabilities,"683,602,000","748,534,000","743,809,000","746,609,000","421,002,000","903,055,000","642,250,000","560,277,000","654,853,000","790,556,000","880,601,000","610,623,000","620,781,000","706,681,000","668,842,000","661,869,000","648,236,000","502,205,000","503,429,000","500,641,000","501,572,000","519,536,000","521,316,000","517,705,000","511,582,000","477,862,000","475,608,000","469,892,000",,,,,,,,"341,462,000",,,,"40,050,000",,,,"296,134,000"
			CurrentDeferredRevenue,"683,602,000","748,534,000","743,809,000","746,609,000","421,002,000","903,055,000","642,250,000","560,277,000","654,853,000","790,556,000","880,601,000","610,623,000","620,781,000","706,681,000","668,842,000","661,869,000","648,236,000","502,205,000","503,429,000","500,641,000","501,572,000","519,536,000","521,316,000","517,705,000","511,582,000","477,862,000","475,608,000","469,892,000",,,,,,,,"341,462,000",,,,"40,050,000",,,,"296,134,000"
		OtherCurrentLiabilities,"6,028,406,000","6,874,203,000","7,147,332,000","12,531,348,000","12,464,561,000","17,648,317,000","15,650,464,000","3,510,514,000","11,212,810,000","4,413,531,000","4,201,662,000","3,545,560,000","8,948,883,000","10,327,774,000","10,698,367,000","10,619,474,000","9,659,674,000","4,270,195,000","4,361,892,000","4,981,488,000","3,135,748,000","7,687,800,000","4,987,749,000","5,570,585,000","11,547,683,000","12,682,739,000","11,495,761,000","12,157,298,000","12,168,302,000","21,692,184,000","19,285,688,000","15,013,583,000","14,659,649,000","11,983,865,000","15,502,058,000","16,066,630,000","2,200,120,000","2,460,187,000","2,686,741,000","10,481,471,000","7,694,997,000","8,851,254,000","8,237,485,000","5,944,709,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"80,434,512,000","88,859,764,000","90,615,122,000","88,883,081,000","88,677,289,000","93,276,938,000","98,152,595,000","62,674,062,000","96,035,875,000","96,464,884,000","96,734,049,000","95,945,222,000","95,295,992,000","92,424,832,000","91,003,251,000","82,049,236,000","79,806,543,000","77,869,583,000","72,061,190,000","72,346,892,000","71,540,193,000","64,034,332,000","58,843,517,000","60,127,100,000","51,998,604,000","51,918,789,000","50,438,484,000","74,065,338,000","59,525,795,000","58,882,614,000","59,879,329,000","59,815,302,000","54,534,957,000","53,764,179,000","53,441,123,000","58,001,081,000","41,802,956,000","41,130,934,000","42,701,490,000","63,835,366,000","35,017,970,000","33,868,254,000","38,057,968,000","55,661,692,000"
		LongTermProvisions,"27,706,251,000","27,486,032,000","27,243,187,000","26,594,017,000","26,532,365,000","29,400,688,000","27,682,769,000","33,834,901,000","27,571,542,000","24,959,948,000","24,665,250,000","24,414,114,000","23,707,729,000","22,015,356,000","21,189,696,000","19,672,639,000","16,504,514,000","12,530,538,000","12,436,165,000","12,231,079,000","15,633,997,000","12,788,325,000","10,637,086,000","11,003,669,000","11,137,271,000","11,402,746,000","12,052,133,000","12,188,316,000","5,015,595,000","4,728,648,000","4,669,891,000","4,652,176,000","4,371,224,000","4,187,704,000","3,986,301,000","5,971,804,000","2,889,577,000",,,"4,066,556,000",,"2,109,316,000","1,765,128,000",
		LongTermDebtAndCapitalLeaseObligation,"41,642,786,000","43,201,800,000","45,750,734,000","44,400,488,000","44,039,493,000","35,357,945,000","41,152,617,000","23,382,981,000","40,914,367,000","41,220,252,000","41,777,539,000","41,616,767,000","41,469,596,000","40,767,154,000","41,756,421,000","42,550,092,000","43,964,248,000","44,852,801,000","50,240,605,000","50,399,151,000","36,763,398,000","35,379,292,000","32,171,150,000","32,806,161,000","32,962,933,000","31,031,380,000","27,360,322,000","47,795,251,000","44,149,788,000","45,009,738,000","41,224,272,000","40,830,536,000","35,011,557,000","31,440,287,000","31,496,421,000","141,425,000","16,564,416,000","17,209,094,000","17,171,646,000","28,644,311,000","17,154,174,000","24,869,442,000","28,371,516,000","32,876,583,000"
			LongTermDebt,"40,655,081,000","42,313,184,000","44,788,885,000","43,375,163,000","43,215,500,000","34,505,787,000","40,272,999,000","23,382,981,000","39,981,871,000","40,262,304,000","40,789,596,000","40,606,051,000","40,436,754,000","39,713,076,000","40,680,435,000","41,461,768,000","42,845,065,000","43,712,825,000","49,080,353,000","49,219,129,000","35,511,244,000","33,517,693,000","30,272,738,000","30,887,206,000","31,071,305,000","29,153,452,000","25,500,658,000","45,935,147,000","41,867,977,000","40,958,327,000","39,035,817,000","39,054,992,000","34,619,768,000","31,440,287,000","31,115,252,000","141,425,000","16,564,416,000","17,209,094,000","17,171,646,000","27,004,863,000","17,154,174,000","24,869,442,000","28,371,516,000","32,876,583,000"
			LongTermCapitalLeaseObligation,"987,705,000","888,616,000","961,849,000","1,025,325,000","823,993,000","852,158,000","879,618,000","0","932,496,000","957,948,000","987,943,000","1,010,716,000","1,032,842,000","1,054,078,000","1,075,986,000","1,088,324,000","1,119,183,000","1,139,976,000","1,160,252,000","1,180,022,000","1,252,154,000","1,861,599,000","1,898,412,000","1,918,955,000","1,891,628,000","1,877,928,000","1,859,664,000","1,860,104,000","2,281,811,000","4,051,411,000","2,188,455,000","1,775,544,000","391,789,000",,"381,169,000",,,,,"1,639,448,000",,,,
		NonCurrentDeferredLiabilities,"369,262,000","388,517,000","407,096,000","431,103,000","8,764,267,000","474,257,000","490,319,000","0","519,391,000","542,711,000","558,475,000","577,075,000","592,215,000","607,957,000","623,456,000","644,370,000","659,082,000","673,874,000","688,437,000","704,494,000","718,451,000","732,353,000","746,039,000","763,271,000","776,252,000","789,318,000","818,034,000","830,234,000",,,,,,,,,"1,070,519,000","1,095,688,000","1,127,169,000","228,020,000","1,517,797,000",,,"40,050,000"
			NonCurrentDeferredTaxesLiabilities,,,,,"8,315,386,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,070,519,000","1,095,688,000","1,127,169,000",,"1,517,797,000",,,
			NonCurrentDeferredRevenue,"369,262,000","388,517,000","407,096,000","431,103,000","448,881,000","474,257,000","490,319,000","0","519,391,000","542,711,000","558,475,000","577,075,000","592,215,000","607,957,000","623,456,000","644,370,000","659,082,000","673,874,000","688,437,000","704,494,000","718,451,000","732,353,000","746,039,000","763,271,000","776,252,000","789,318,000","818,034,000","830,234,000",,,,,,,,,,,,"228,020,000",,"0","0","40,050,000"
		TradeandOtherPayablesNonCurrent,"4,305,411,000","8,630,692,000","8,816,029,000","8,289,868,000","329,281,000","19,252,641,000","19,935,005,000","322,782,000","17,086,885,000","19,094,689,000","19,725,737,000","19,720,480,000","19,211,643,000","19,404,914,000","18,924,187,000","11,214,356,000","11,413,170,000","12,406,673,000","1,452,735,000","1,530,102,000","12,544,753,000","2,973,054,000","1,813,668,000","2,509,715,000","2,347,519,000","1,752,821,000","2,347,218,000","3,029,864,000","1,638,687,000","1,961,708,000","1,908,959,000","1,234,426,000","1,218,283,000","1,252,521,000","1,283,076,000",,,,,"980,201,000",,,,"1,616,694,000"
		NonCurrentAccruedExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,491,903,000","5,352,709,000","7,853,333,000",,,,,
		EmployeeBenefits,"4,353,406,000","3,097,392,000","3,111,043,000","3,094,173,000","2,894,949,000","1,991,953,000","1,969,388,000","394,035,000","2,001,715,000","2,187,069,000","2,182,536,000","2,363,829,000","2,368,077,000","1,981,577,000","1,953,421,000","1,924,072,000","1,858,824,000","2,168,263,000","2,139,001,000","2,004,122,000","2,001,268,000","1,231,434,000","1,279,290,000","1,318,840,000","1,218,688,000","2,884,880,000","2,761,058,000","4,628,570,000","2,319,734,000","2,272,734,000","7,030,596,000","3,731,394,000","4,948,907,000","7,857,037,000","7,867,457,000",,"1,543,193,000","1,662,708,000","1,920,633,000","3,326,006,000","1,128,894,000",,,"4,132,733,000"
			NonCurrentPensionAndOtherPostretirementBenefitPlans,"4,353,406,000","3,097,392,000","3,111,043,000","3,094,173,000","2,894,949,000","1,991,953,000","1,969,388,000","394,035,000","2,001,715,000","2,187,069,000","2,182,536,000","2,363,829,000","2,368,077,000","1,981,577,000","1,953,421,000","1,924,072,000","1,858,824,000","2,168,263,000","2,139,001,000","2,004,122,000","2,001,268,000","1,231,434,000","1,279,290,000","1,318,840,000","1,218,688,000","2,884,880,000","2,761,058,000","4,628,570,000","2,319,734,000","2,272,734,000","7,030,596,000","3,731,394,000","4,948,907,000","7,857,037,000","7,867,457,000",,"1,543,193,000","1,662,708,000","1,920,633,000","3,326,006,000","1,128,894,000",,,"4,132,733,000"
		DerivativeProductLiabilities,"5,000,000","7,211,000","24,672,000","31,719,000","25,459,000","45,832,000","40,211,000","0","39,594,000","43,310,000","64,142,000","43,161,000","43,685,000","49,909,000","53,743,000","54,296,000","78,521,000","58,353,000","59,528,000","59,365,000","70,336,000","213,621,000","223,669,000","184,080,000","232,226,000","153,950,000","186,249,000","291,252,000","228,359,000","142,649,000","209,669,000","197,965,000","261,489,000",,"374,880,000",,,,,,,,,
		OtherNonCurrentLiabilities,"2,052,396,000","6,048,120,000","5,262,361,000","6,041,713,000","6,091,475,000","6,753,622,000","6,882,286,000","4,739,363,000","7,902,381,000","8,416,905,000","7,760,370,000","7,209,796,000","7,903,047,000","7,597,965,000","6,502,327,000","5,989,411,000","5,328,184,000","5,179,081,000","5,044,719,000","5,418,579,000","3,807,990,000","10,716,253,000","11,972,615,000","11,541,364,000","3,323,715,000","3,903,694,000","4,913,470,000","5,301,851,000","6,173,632,000","4,767,137,000","4,835,942,000","9,168,805,000","8,723,497,000","9,026,630,000","8,432,988,000","51,887,852,000","14,243,348,000","15,810,735,000","14,628,709,000","26,590,272,000","15,217,105,000","6,889,496,000","7,921,324,000","16,995,632,000"
TotalEquityGrossMinorityInterest,"71,394,146,000","63,538,176,000","62,790,108,000","57,439,567,000","56,008,948,000","43,729,566,000","45,428,586,000","44,203,468,000","42,752,532,000","46,831,978,000","46,226,803,000","45,866,265,000","44,064,927,000","51,318,820,000","50,780,397,000","37,796,932,000","41,580,593,000","52,252,927,000","56,547,509,000","57,996,422,000","53,653,349,000","58,565,581,000","61,155,220,000","61,640,474,000","60,688,908,000","65,701,797,000","67,008,000,000","67,280,593,000","79,793,445,000","79,037,975,000","78,455,461,000","77,202,321,000","77,738,193,000","76,278,310,000","76,999,406,000","70,530,410,000","79,207,863,000","78,272,813,000","77,179,625,000","69,797,754,000","85,328,036,000","84,566,172,000","86,340,462,000","70,548,278,000"
	StockholdersEquity,"70,906,801,000","63,049,776,000","62,313,512,000","56,965,237,000","55,542,906,000","43,313,609,000","45,001,888,000","44,203,468,000","42,339,377,000","46,556,273,000","45,963,922,000","45,619,610,000","44,203,470,000","51,803,976,000","50,939,407,000","38,145,153,000","41,933,385,000","52,366,040,000","56,432,480,000","57,828,314,000","53,344,400,000","58,290,746,000","60,937,555,000","61,437,323,000","60,493,710,000","65,493,746,000","66,792,216,000","67,083,945,000","79,586,127,000","78,784,001,000","78,191,482,000","76,843,509,000","77,500,905,000","76,046,025,000","76,749,789,000","70,304,114,000","78,965,217,000","78,049,404,000","76,967,541,000","69,610,291,000","85,120,645,000","84,360,071,000","86,111,134,000","70,198,760,000"
		CapitalStock,"31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","0","31,305,331,000","26,156,567,000","0","0","0","26,156,567,000","26,156,567,000","26,156,567,000","26,156,567,000","26,156,567,000"
			CommonStock,"31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","0","31,305,331,000","26,156,567,000","0","0","0","26,156,567,000","26,156,567,000","26,156,567,000","26,156,567,000","26,156,567,000"
		AdditionalPaidInCapital,,"31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","31,305,331,000","0","0","723,535,000","706,018,000","0","31,305,331,000","773,108,000","753,201,000","52,204,909,000","52,204,909,000","52,204,909,000","25,750,918,000","26,048,342,000","26,048,342,000","26,048,342,000","29,587,464,000"
		RetainedEarnings,,"7,384,005,000","6,670,290,000","1,354,601,000",,"1,228,160,000","2,795,646,000","0","0","2,273,415,000","1,733,711,000","1,401,164,000","0","9,712,572,000","8,832,474,000","-16,077,890,000","-12,339,801,000","-4,088,320,000","-77,347,000","1,256,472,000","-3,195,151,000","-1,818,517,000","918,246,000","987,587,000",,"-782,477,000","-35,800,000",,"44,619,354,000","18,571,012,000","44,619,353,000","18,571,011,000","42,639,335,000","42,647,845,000","42,853,195,000","0","21,554,218,000","20,751,015,000","19,780,110,000","15,219,062,000","28,108,709,000","29,587,588,000","29,172,390,000","16,082,057,000"
		TreasuryStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"879,000","879,000",,
		GainsLossesNotAffectingRetainedEarnings,"31,849,530,000","24,360,440,000","24,337,891,000","24,305,305,000","24,237,575,000","10,780,118,000","10,900,911,000","12,864,876,000","11,011,612,000","12,954,030,000","12,900,513,000","12,887,393,000","12,864,878,000","10,752,812,000","10,766,301,000","22,878,260,000","22,928,403,000","25,109,577,000","25,165,275,000","25,224,789,000","25,191,273,000","28,740,640,000","28,648,978,000","28,633,248,000","28,686,049,000","34,766,812,000","34,872,756,000","35,135,980,000",,"21,650,000","54,384,000","212,807,000","3,108,837,000","1,542,332,000","1,585,746,000","163,335,000","-7,203,000","5,643,000",,"2,483,744,000",,"-1,957,968,000","103,090,000","-1,627,328,000"
			UnrealizedGainLoss,,,,"0",,"0","0","-16,349,000",,"0","0","0","-16,349,000","93,100,000","121,373,000","-6,458,000","-6,458,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherEquityAdjustments,"31,849,530,000","24,360,440,000","24,337,891,000","24,305,305,000","24,237,575,000","10,780,118,000","10,900,911,000","12,881,225,000","11,011,612,000","12,954,030,000","12,900,513,000","12,887,393,000","12,881,227,000","10,659,712,000","10,644,928,000","22,884,718,000","22,934,861,000","25,109,577,000","25,165,275,000","25,224,789,000","25,191,273,000","28,740,640,000","28,648,978,000","28,633,248,000","28,686,049,000","34,766,812,000","34,872,756,000","35,135,980,000",,,,,,,,,,,,,,,,
		OtherEquityInterest,"7,751,940,000",,,,,,,"33,261,000","22,434,000","23,497,000","24,367,000","25,722,000","33,261,000","33,261,000","35,301,000","39,452,000","39,452,000","39,452,000","39,221,000","41,722,000","42,947,000","63,292,000","65,000,000","511,157,000","502,330,000","204,080,000","649,929,000","642,634,000","3,661,442,000","28,886,008,000","1,488,879,000","26,048,342,000","447,402,000","550,517,000","232,409,000","43,231,011,000","5,213,293,000","5,087,837,000","4,982,522,000",,"4,807,906,000","4,526,421,000","4,630,745,000",
	MinorityInterest,"487,345,000","488,400,000","476,596,000","474,330,000","466,042,000","415,957,000","426,698,000","0","413,155,000","275,705,000","262,881,000","246,655,000","-138,543,000","-485,156,000","-159,010,000","-348,221,000","-352,792,000","-113,113,000","115,029,000","168,108,000","308,949,000","242,254,000","217,665,000","203,151,000","195,198,000","208,051,000","215,784,000","196,648,000","207,318,000","253,974,000","263,979,000","358,812,000","237,288,000","232,285,000","249,617,000","226,296,000","242,646,000","223,409,000","212,084,000","187,463,000","207,391,000","206,101,000","229,328,000","349,518,000"
TotalCapitalization,"111,561,882,000","105,362,960,000","107,102,397,000","100,340,400,000","98,758,406,000","77,819,396,000","85,274,887,000","67,586,449,000","82,321,248,000","86,818,577,000","86,753,518,000","86,225,661,000","84,640,224,000","91,517,052,000","91,619,842,000","79,606,921,000","84,778,450,000","96,078,865,000","105,512,833,000","107,047,443,000","88,855,644,000","91,808,439,000","91,210,293,000","92,324,529,000","91,565,015,000","94,647,198,000","92,292,874,000","113,019,092,000","121,454,104,000","119,742,328,000","117,227,299,000","115,898,501,000","112,120,673,000","107,486,312,000","107,865,041,000","70,445,539,000","95,529,633,000","95,258,498,000","94,139,187,000","96,615,154,000","102,274,819,000","109,229,513,000","114,482,650,000","103,075,343,000"
CommonStockEquity,"70,906,801,000","63,049,776,000","62,313,512,000","56,965,237,000","55,542,906,000","43,313,609,000","45,001,888,000","44,203,468,000","42,339,377,000","46,556,273,000","45,963,922,000","45,619,610,000","44,203,470,000","51,803,976,000","50,939,407,000","38,145,153,000","41,933,385,000","52,366,040,000","56,432,480,000","57,828,314,000","53,344,400,000","58,290,746,000","60,937,555,000","61,437,323,000","60,493,710,000","65,493,746,000","66,792,216,000","67,083,945,000","79,586,127,000","78,784,001,000","78,191,482,000","76,843,509,000","77,500,905,000","76,046,025,000","76,749,789,000","70,304,114,000","78,965,217,000","78,049,404,000","76,967,541,000","69,610,291,000","85,120,645,000","84,360,071,000","86,111,134,000","70,198,760,000"
CapitalLeaseObligations,"1,207,189,000","1,111,629,000","1,193,216,000","1,277,062,000","976,115,000","1,002,539,000","1,028,286,000","0","1,077,820,000","1,654,084,000","987,943,000","1,634,838,000","1,169,504,000","1,054,078,000","1,211,900,000","1,232,289,000","1,252,155,000","1,271,512,000","1,290,374,000","1,308,752,000","1,326,661,000","2,054,178,000","2,089,848,000","2,107,705,000","2,073,224,000","2,053,984,000","2,026,201,000","2,023,033,000","2,281,811,000","4,051,411,000","2,334,283,000","1,918,541,000","531,531,000",,"499,046,000",,,,,"1,748,275,000",,,,
NetTangibleAssets,"70,251,760,000","62,416,578,000","61,683,672,000","56,174,188,000","54,893,256,000","42,706,016,000","44,290,228,000","44,203,468,000","41,589,615,000","45,883,576,000","45,223,659,000","44,875,169,000","43,441,731,000","50,845,209,000","50,025,436,000","37,162,660,000","40,998,234,000","51,222,681,000","55,271,722,000","56,511,737,000","51,979,029,000","57,505,862,000","60,223,827,000","60,674,367,000","59,705,128,000","64,380,447,000","65,644,721,000","64,783,205,000","77,229,637,000","75,804,492,000","75,269,640,000","74,472,142,000","75,128,212,000","73,875,232,000","74,572,115,000","68,040,142,000","1,484,133,000","77,504,773,000","76,432,276,000","67,767,982,000","84,611,056,000","83,857,088,000","85,727,225,000","70,198,760,000"
WorkingCapital,"15,080,406,000","14,010,164,000","13,542,390,000","11,290,882,000","10,321,442,000","5,910,768,000","7,914,522,000","7,041,645,000","3,171,775,000","3,960,011,000","2,941,936,000","930,778,000","-1,865,858,000","-4,683,018,000","-3,990,808,000","-541,773,000","1,337,753,000","7,891,534,000","8,838,808,000","12,366,359,000","11,267,185,000","3,838,215,000","5,047,610,000","9,625,315,000","13,381,945,000","14,724,010,000","16,375,630,000","13,492,896,000","3,421,129,000","5,388,196,000","10,223,203,000","10,537,863,000","10,195,795,000","14,104,722,000","15,425,147,000","14,436,437,000","14,882,530,000","13,919,635,000","15,357,313,000","14,954,389,000","16,661,306,000","13,725,365,000","12,742,611,000","1,893,548,000"
InvestedCapital,"119,292,198,000","112,820,162,000","118,279,015,000","111,671,512,000","110,877,050,000","87,234,683,000","90,379,930,000","71,032,127,000","88,433,081,000","92,188,504,000","92,682,767,000","92,023,102,000","90,534,406,000","97,210,886,000","96,720,073,000","84,298,496,000","89,417,754,000","101,952,947,000","111,441,004,000","112,850,797,000","94,163,122,000","95,661,357,000","94,399,309,000","94,890,791,000","93,555,519,000","96,170,085,000","93,501,144,000","117,795,464,000","128,477,785,000","126,103,031,000","122,561,794,000","120,768,445,000","116,117,898,000","109,913,804,000","109,938,935,000","70,462,464,000","96,572,638,000","96,343,865,000","95,107,405,000","98,052,772,000","103,324,405,000","110,316,646,000","115,868,980,000","105,897,017,000"
TangibleBookValue,"70,251,760,000","62,416,578,000","61,683,672,000","56,174,188,000","54,893,256,000","42,706,016,000","44,290,228,000","44,203,468,000","41,589,615,000","45,883,576,000","45,223,659,000","44,875,169,000","43,441,731,000","50,845,209,000","50,025,436,000","37,162,660,000","40,998,234,000","51,222,681,000","55,271,722,000","56,511,737,000","51,979,029,000","57,505,862,000","60,223,827,000","60,674,367,000","59,705,128,000","64,380,447,000","65,644,721,000","64,783,205,000","77,229,637,000","75,804,492,000","75,269,640,000","74,472,142,000","75,128,212,000","73,875,232,000","74,572,115,000","68,040,142,000","1,484,133,000","77,504,773,000","76,432,276,000","67,767,982,000","84,611,056,000","83,857,088,000","85,727,225,000","70,198,760,000"
