name,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014,03/31/2013,03/31/2012,03/31/2011,03/31/2010,03/31/2009,03/31/2008,03/31/2007,03/31/2006,03/31/2005,03/31/2004,03/31/2003,03/31/2002,03/31/2001,03/31/2000,03/31/1999,03/31/1998,03/31/1997,03/31/1996,03/31/1995,03/31/1994,03/31/1993,03/31/1992,03/31/1991,03/31/1990,03/31/1989,03/31/1988,03/31/1987,03/31/1986
TotalAssets,"7,794,122,000","8,152,534,000","8,290,415,000","7,520,446,000","7,073,977,000","7,111,349,000","7,269,660,000","8,555,747,000","8,707,756,000","8,613,711,000","9,321,354,000","11,830,352,000","9,604,488,000","9,302,490,000","8,219,472,000","7,262,981,000","6,067,450,000","5,939,614,000","4,687,626,000","4,785,053,000","3,473,687,000","2,832,329,000","1,878,968,000","1,314,500,000","816,658,000","811,500,000","640,500,000","579,900,000","496,300,000","432,600,000","419,200,000","444,100,000","430,200,000","229,100,000"
	CurrentAssets,"2,019,856,000","1,928,382,000","1,801,747,000","2,385,128,000","1,922,035,000","2,128,383,000","1,942,862,000","2,457,794,000","2,446,556,000","2,559,146,000","2,859,387,000","4,685,752,000","2,391,507,000","2,126,731,000",,,,,,,,,,,,,,,,,,,,
		CashCashEquivalentsAndShortTermInvestments,"1,432,046,000","1,278,433,000","1,207,880,000","1,893,473,000","1,175,095,000","1,432,583,000","1,375,449,000","1,852,096,000","1,896,410,000","1,880,335,000","1,420,566,000","2,557,277,000","1,456,783,000","1,165,676,000","1,050,040,000","3,782,748,000","733,271,000","954,240,000","2,886,725,000","2,419,983,000","678,042,000","736,245,000","560,476,000","562,078,000","346,200,000","281,400,000","232,300,000","232,200,000","77,300,000",,,,,
			CashAndCashEquivalents,"925,290,000","738,930,000","734,360,000","1,329,423,000","672,360,000","914,394,000","979,577,000","1,382,263,000","1,375,918,000","1,508,275,000","1,084,474,000","1,463,554,000","1,183,617,000","1,023,470,000","977,137,000","868,060,000","690,752,000","468,377,000","2,498,258,000","1,628,059,000","208,142,000","206,245,000","150,976,000","89,378,000","57,300,000","0","0","0","0",,,,,
			OtherShortTermInvestments,"506,756,000","539,503,000","473,520,000","564,050,000","502,735,000","518,189,000","395,872,000","469,833,000","520,492,000","372,060,000","336,092,000","1,093,723,000","273,166,000","142,206,000","72,903,000","2,914,688,000","42,519,000","485,863,000","388,467,000","791,924,000","469,900,000","530,000,000","409,500,000","472,700,000","288,900,000","281,400,000","232,300,000","232,200,000","77,300,000",,,,,
		Receivables,"482,577,000","552,618,000","503,719,000","409,616,000","487,249,000","416,819,000","423,118,000","333,777,000","396,037,000","560,816,000","1,203,589,000","764,862,000","851,985,000","849,840,000","1,563,891,000","1,457,683,000","1,154,521,000","1,229,727,000","1,333,080,000","1,652,423,000","921,267,000","713,391,000","527,456,000","398,375,000","306,906,000","255,300,000","208,300,000","170,500,000","202,900,000",,,,,
			AccountsReceivable,"425,470,000","475,594,000","433,192,000","334,922,000","368,399,000","348,633,000","350,726,000","333,777,000","366,571,000","560,816,000","599,921,000",,,,,,,"996,123,000","1,102,920,000","1,417,596,000","921,300,000","713,400,000","527,500,000","398,400,000","306,000,000","255,300,000","208,300,000","170,500,000","202,900,000",,,,,
			TaxesReceivable,,,,,,,,,,"0","603,668,000",,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"57,107,000","77,024,000","70,527,000","74,694,000","118,850,000","68,186,000","72,392,000",,"29,466,000",,,,,,,,,"233,604,000","230,160,000","234,827,000","-33,000","-9,000","-44,000","-25,000","906,000",,,,,,,,,
		RestrictedCash,"21,213,000","30,428,000","16,046,000","19,580,000","32,114,000","13,455,000","8,812,000","2,167,000","9,253,000","2,185,000","41,688,000","844,728,000",,,"20,658,000",,,,,,,,,,,,,,,,,,,
