name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989,12/31/1988,12/31/1987
MarketCap,"35,131,990,458","69,399,120,784","73,790,620,784","105,543,872,133","75,672,167,099","71,930,852,241","100,199,368,931","99,650,871,094","86,101,041,294","68,257,937,568","88,705,150,343","135,281,901,659","75,863,623,734","134,717,548,311","116,705,174,164","82,494,171,877","77,365,648,682","57,268,519,345","33,617,240,748","38,672,708,741","48,169,777,230","42,869,164,584","23,115,400,000","15,625,986,732","10,156,304,080","7,877,595,917","6,117,665,815","7,457,346,662","6,137,802,132","6,877,471,912","7,497,347,400","8,636,720,674","9,596,338,534","7,917,059,260"
PeRatio,"6.897","11.586","9.483","12.74","16.667","8.566","14.892","18.962","28.08","6.939","8.559","11.052","6.131","11.304","12.202","14.853","12.516","20.325","13.988","17.096","26.38","27.181","21.944","20.884","14.705","13.711","12.352","11.106","8.203","6.518","8.882","13.731","19.891","17.195"
ForwardPeRatio,"7.582","7.716",,"11.588","10.65","8.071","11.547","15.267","10.215","6.321","6.925",,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"2.165","1.086",,"1.363","1.253","0.696","0.532","0.835","0.454","2.226","0.932",,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"0.742","1.417","1.376","1.609","1.522","1.205","1.588","1.441","1.203","1.187","1.709","2.51","1.156","3.063","2.742","2.972","2.501","2.991","1.507","2.371","3.314","2.676","3.629","2.637","2.103","2.208","2.009","2.036","1.397","1.604",,,,
PbRatio,"0.329","0.627","0.67","0.922","0.817","0.74","1.111","1.036","0.872","0.726","0.889","1.375","0.946","1.693","2.022","1.809","1.75","0.453","1.512","1.899","2.503","4.355","3.851","3.545","2.171","1.635","1.894","2.537","2.298","2.501",,,,
