name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995
TotalExpenses,"2,914,200,000","706,200,000","838,800,000","703,000,000","666,200,000","643,200,000","701,100,000","604,100,000","626,100,000","605,300,000","786,100,000","703,000,000","628,000,000","630,000,000","612,328,000","578,946,000","551,795,000","547,931,000","570,213,000","468,849,000","405,083,000","477,595,000","362,325,000","310,184,000","291,657,000","353,687,000","272,261,000","262,557,000","231,233,000","218,735,000","155,908,000","177,527,000","186,207,000","161,022,000","149,867,000","137,612,000","135,675,000","115,965,000","110,946,000","98,856,000","93,509,000","87,008,000","87,994,000","74,741,000","71,306,000","65,700,000","60,876,000","55,886,000","56,874,000","50,854,000","47,605,000","44,004,000","39,050,000","41,142,000","41,074,000","33,326,000","34,883,000","29,360,000","36,758,000","34,895,000","29,798,000","24,368,000","22,342,000","23,372,000","14,361,000","17,865,000","19,502,000","21,590,000","19,402,000","21,362,000","21,869,000","21,511,000","18,338,000","16,879,000","11,270,000","12,884,000","11,125,000","12,248,000","12,650,000","9,983,000","11,634,000","11,000,000","11,800,000","10,400,000","6,400,000","5,500,000","4,500,000","4,800,000","3,700,000","3,600,000","2,900,000","3,900,000","2,700,000","2,600,000","2,600,000","2,800,000","2,200,000","1,800,000","1,800,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"2,374,000,000","557,600,000","889,000,000","467,600,000","459,800,000","587,900,000","-45,000,000","330,900,000","-457,400,000","249,100,000","30,300,000","78,000,000","165,000,000","170,000,000","92,436,000","94,338,000","114,943,000","92,166,000","66,604,000","-183,757,000","170,215,000","91,323,000","153,332,000","177,731,000","166,495,000","159,354,000","-18,992,000","93,785,000","95,885,000","82,217,000","80,971,000","92,179,000","36,258,000","45,413,000","48,170,000","65,570,000","34,745,000","26,830,000","26,450,000","27,873,000","21,773,000","20,934,000","237,127,000","26,731,000","16,802,000","14,506,000","15,336,000","19,689,000","2,374,000","-4,249,000","-12,332,000","-20,085,000","-27,184,000","-32,693,000","-39,250,000","-31,872,000","-33,165,000","-27,227,000","-35,074,000","-32,642,000","-32,450,000","-24,470,000","-19,188,000","-20,123,000","-15,213,000","-18,547,000","-20,212,000","-21,584,000","-19,778,000","-21,465,000","-21,640,000","-20,838,000","-17,105,000","-10,810,000","-7,789,000","-7,536,000","-6,462,000","-4,633,000","-29,588,000","-5,092,000","-6,319,000","-3,600,000","-5,200,000","-4,200,000","6,300,000","-4,900,000","-3,700,000","-3,700,000","-3,000,000","-2,800,000","1,600,000","-2,800,000","-1,900,000","-1,000,000","-1,600,000","-1,800,000","-1,200,000","-1,100,000","-1,300,000"
NormalizedIncome,"2,395,608,000","598,172,000","856,004,000","473,798,300","477,667,400","542,567,000","274,813,000","386,889,300","134,849,000","215,399,200","35,760,000","120,600,000","208,254,000","191,024,000","171,807,993.175","116,681,400","120,055,588","82,933,398","96,049,819.065","-160,682,200","218,084,440","104,254,268","176,675,178.674","183,820,696","167,618,997","159,320,160","1,069,600","95,517,436","96,261,761","83,831,976","122,709,912.873","75,353,459.376","39,503,450","54,714,062.455","50,544,101.218","66,645,245.367","35,810,984.273","33,094,889.776","26,261,000","27,836,365.456","21,830,006.265","21,133,782.463","237,112,050","26,851,705.693","19,741,927.462","14,882,443.344","17,307,483.64","19,567,559.69","2,591,750","-5,688,509.103","-13,836,582.885","-22,449,816.248","-29,706,648.09","-35,427,472.318","-38,684,484.029","-31,859,036.606","-33,165,000","-29,183,532.599","-36,899,494.133","-33,946,493.198","-31,006,212.158","-25,633,814.643","-24,025,369.558","-16,711,073.92","-15,924,303.331","-19,519,685.063","-21,209,496.031","-16,992,794.25","-18,422,433.664","-22,462,200","-22,769,200","-20,838,000","-17,105,000","-10,810,000","-7,789,000","-7,536,000","-6,462,000","-4,633,000","-16,988,000","-5,092,000","-6,263,800","-4,020,000","-5,380,000","-4,380,000","6,120,000","-5,140,000","-4,000,000","-4,060,000","-3,360,000","-3,100,000","1,360,000","-2,920,000","-2,020,000","-1,120,000","-1,720,000","-1,920,000","-1,260,000","-1,100,000","-1,300,000"
InterestIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"317,000","282,000","273,000","220,000","523,000","772,000","396,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"83,700,000","25,800,000","21,700,000","17,900,000","18,300,000","19,900,000","24,500,000","24,600,000","25,000,000","24,100,000","25,400,000","25,000,000","24,000,000","24,000,000","24,510,000","24,807,000","23,793,000","23,890,000","23,151,000","19,971,000","3,971,000","651,000","549,000","655,000","715,000","1,063,000","807,000","1,078,000","1,056,000","1,171,000","1,182,000","1,855,000","2,079,000","2,287,000","183,000","204,000","203,000","198,000","174,000","162,000","158,000","210,000","84,000","80,000","109,000","333,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-83,700,000","-25,800,000","-21,700,000","-17,900,000","-18,300,000","-19,900,000","-24,500,000","-24,600,000","-25,000,000","-24,100,000","-25,400,000","-25,000,000","-24,000,000","-24,000,000","-24,510,000","-24,807,000","-23,793,000","-23,890,000","-23,151,000","-19,971,000","-3,971,000","-651,000","-549,000","-655,000","-715,000","-1,063,000","-807,000","-1,078,000","-1,056,000","-1,171,000","-2,054,000","-1,538,000","-1,797,000","-2,014,000","37,000","319,000","569,000","198,000","1,337,000","-162,000","-158,000","-210,000","-84,000","-80,000","-109,000","-333,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"2,384,300,000","689,400,000","623,700,000","553,400,000","517,800,000","561,700,000","-8,400,000","366,700,000","-393,600,000","375,700,000","115,200,000","83,000,000","230,000,000","218,000,000","128,833,000","182,921,000","193,758,000","167,488,000","97,697,000","159,330,000","181,263,000","107,596,000","205,890,000","236,864,000","219,361,000","212,974,000","138,784,000","135,366,000","138,319,000","117,912,000","108,451,000","142,620,000","83,801,000","70,096,000","74,261,000","65,881,000","49,290,000","41,024,000","44,421,000","42,769,000","32,241,000","30,283,000","22,678,000","27,762,000","18,003,000","15,477,000","19,051,000","20,614,000","2,685,000","-5,213,000","-13,748,000","-21,894,000","-29,294,000","-34,825,000","-40,886,000","-33,063,000","-34,544,000","-28,592,000","-36,298,000","-34,692,000","-29,647,000","-23,805,000","-22,195,000","-19,225,000","-14,193,000","-17,718,000","-19,355,000","-21,423,000","-19,235,000","-21,142,000","-21,546,000","-20,754,000","-17,799,000","-13,499,000","-9,410,000","-9,612,000","-9,165,000","-9,221,000","-9,398,000","-5,992,000","-7,151,000","-4,300,000","-5,500,000","-4,400,000","6,000,000","-5,300,000","-4,200,000","-4,300,000","-3,600,000","-3,300,000","1,200,000","-3,000,000","-2,100,000","-1,200,000","-1,800,000","-2,000,000","-1,400,000","-1,200,000","-1,300,000"
EBITDA,"2,753,200,000"
ReconciledCostOfRevenue,"354,800,000","96,100,000","97,600,000","78,300,000","82,800,000","68,600,000","78,400,000","65,700,000","74,900,000","70,100,000","38,600,000","127,000,000","62,000,000","50,000,000","46,366,000","52,451,000","42,886,000","42,297,000","43,844,000","40,943,000","52,007,000","69,399,000","30,895,000","42,505,000","29,852,000","23,671,000","43,203,000","44,237,000","32,733,000","29,107,000","-20,230,000","27,096,000","26,173,000","22,497,000","24,488,000","18,977,000","17,460,000","14,980,000","20,222,000","16,495,000","13,721,000","13,999,000","12,892,000","11,895,000","10,313,000","9,959,000","6,812,000","8,948,000","7,142,000","5,464,000","3,391,000","2,154,000","1,067,000","85,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"200,000",,"200,000","200,000","200,000"
ReconciledDepreciation,"368,900,000","89,300,000","90,600,000","92,500,000","96,500,000","97,200,000","98,400,000","104,900,000","100,500,000","101,500,000","185,700,000","110,000,000","102,000,000","99,000,000","100,741,000","100,680,000","97,796,000","96,783,000","93,758,000","49,722,000","12,563,000","10,578,000","18,544,000","9,353,000","9,774,000","9,268,000","8,454,000","7,225,000","6,748,000","6,266,000","6,274,000","6,194,000","5,544,000","5,875,000","4,414,000","4,496,000","4,389,000","4,317,000","3,928,000","4,031,000","3,991,000","3,842,000","3,538,000","2,971,000","2,940,000","3,024,000","2,079,000","1,960,000","2,280,000","1,289,000","1,721,000","1,260,000","1,073,000","873,000","1,055,000","899,000","871,000","881,000","983,000","1,065,000","981,000","833,000","803,000","1,046,000","810,000","877,000","860,000","949,000","968,000","930,000","879,000","739,000","891,000","1,007,000","925,000","1,610,000","1,496,000","1,504,000","911,000","676,000","393,000","300,000","400,000","300,000","300,000","100,000","200,000","200,000","100,000","200,000","100,000","200,000","100,000","200,000","200,000","100,000","300,000","200,000","200,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"2,374,000,000","557,600,000","889,000,000","467,600,000","459,800,000","587,900,000","-45,000,000","330,900,000","-457,400,000","249,100,000","30,300,000","78,000,000","165,000,000","170,000,000","92,436,000","94,338,000","114,943,000","92,166,000","66,604,000","-183,757,000","170,215,000","91,323,000","153,332,000","177,731,000","166,495,000","159,354,000","-18,992,000","93,785,000","95,885,000","82,217,000","80,971,000","92,179,000","36,258,000","45,413,000","48,170,000","65,570,000","34,745,000","26,830,000","26,450,000","27,873,000","21,773,000","20,934,000","237,127,000","26,731,000","16,802,000","14,506,000","15,336,000","19,689,000","2,374,000","-4,249,000","-12,332,000","-20,085,000","-27,184,000","-32,693,000","-39,250,000","-31,872,000","-33,165,000","-27,227,000","-35,074,000","-32,642,000","-32,450,000","-24,470,000","-19,188,000","-20,123,000","-15,213,000","-18,529,000","-20,212,000","-21,584,000","-19,778,000","-21,465,000","-21,640,000","-20,838,000","-17,105,000","-10,810,000","-7,789,000","-7,536,000","-6,462,000","-4,633,000","-29,588,000","-5,092,000","-6,319,000","-3,600,000","-5,200,000","-4,200,000","6,300,000","-4,900,000","-3,700,000","-3,700,000","-3,000,000","-2,800,000","1,600,000","-2,800,000","-1,900,000","-1,000,000","-1,600,000","-1,800,000","-1,200,000","-1,100,000","-1,300,000"
TotalUnusualItemsExcludingGoodwill,"-29,600,000","-48,300,000","45,200,000","-7,100,000","-19,400,000","62,100,000","-438,100,000","-57,900,000","-811,300,000","47,600,000","-9,100,000","-71,000,000","-54,000,000","-24,000,000","-89,579,000","-37,239,000","-7,563,000","14,381,000","-32,957,000","-38,458,000","-49,864,000","-15,142,000","-31,261,000","-8,098,000","-1,477,000","45,000","-30,864,000","-2,482,000","-539,000","-2,294,000","-55,295,000","25,694,000","-4,993,000","-13,888,000","-3,651,000","-1,077,000","-1,506,000","-9,533,000","315,000","56,000","-84,000","-287,000","23,000","-125,000","-3,131,000","-393,000","-2,153,000","124,000","-335,000","1,470,000","1,564,000","2,374,000","2,531,000","2,742,000","-567,000","-13,000",,"1,963,000","1,832,000","1,319,000","-1,455,000","1,168,000","4,853,000","-3,475,000","720,000","994,000","1,001,000","-4,735,000","-1,369,000","1,662,000","1,882,000",,,,,"0",,,"-21,000,000",,"-92,000","700,000","300,000","300,000","300,000","400,000","500,000","600,000","600,000","500,000","400,000","200,000","200,000","200,000","200,000","200,000","100,000",,
TotalUnusualItems,"-29,600,000","-48,300,000","45,200,000","-7,100,000","-19,400,000","62,100,000","-438,100,000","-57,900,000","-811,300,000","47,600,000","-9,100,000","-71,000,000","-54,000,000","-24,000,000","-89,579,000","-37,239,000","-7,563,000","14,381,000","-32,957,000","-38,458,000","-49,864,000","-15,142,000","-31,261,000","-8,098,000","-1,477,000","45,000","-30,864,000","-2,482,000","-539,000","-2,294,000","-55,295,000","25,694,000","-4,993,000","-13,888,000","-3,651,000","-1,077,000","-1,506,000","-9,533,000","315,000","56,000","-84,000","-287,000","23,000","-125,000","-3,131,000","-393,000","-2,153,000","124,000","-335,000","1,470,000","1,564,000","2,374,000","2,531,000","2,742,000","-567,000","-13,000",,"1,963,000","1,832,000","1,319,000","-1,455,000","1,168,000","4,853,000","-3,475,000","720,000","994,000","1,001,000","-4,735,000","-1,369,000","1,662,000","1,882,000",,,,,"0",,,"-21,000,000",,"-92,000","700,000","300,000","300,000","300,000","400,000","500,000","600,000","600,000","500,000","400,000","200,000","200,000","200,000","200,000","200,000","100,000",,
NormalizedEBITDA,"2,782,800,000","827,000,000","669,100,000","653,000,000","633,700,000","596,800,000","528,100,000","529,500,000","518,200,000","429,600,000","310,000,000","264,000,000","386,000,000","341,000,000","319,153,000","320,840,000","299,117,000","249,890,000","224,412,000","247,510,000","243,690,000","133,316,000","255,695,000","254,315,000","230,612,000","222,197,000","178,102,000","145,073,000","145,606,000","126,472,000","170,020,000","123,120,000","94,338,000","89,859,000","82,326,000","71,454,000","55,185,000","54,874,000","48,034,000","46,744,000","36,316,000","34,412,000","26,193,000","30,858,000","24,074,000","18,894,000","23,283,000","22,450,000","5,300,000","-5,394,000","-13,591,000","-23,008,000","-30,752,000","-36,694,000","-39,264,000","-32,151,000","-33,673,000","-29,674,000","-37,147,000","-34,946,000","-27,211,000","-24,140,000","-26,245,000","-14,704,000","-14,103,000","-17,835,000","-19,496,000","-15,739,000","-16,898,000","-21,874,000","-22,549,000","-20,015,000","-16,908,000","-12,492,000","-8,485,000","-8,002,000","-7,669,000","-7,717,000","12,513,000","-5,316,000","-6,666,000","-4,700,000","-5,400,000","-4,400,000","6,000,000","-5,600,000","-4,500,000","-4,700,000","-4,100,000","-3,600,000","900,000","-3,000,000","-2,200,000","-1,200,000","-1,800,000","-2,100,000","-1,200,000","-1,000,000","-1,100,000"
TaxRateForCalcs,"0.27","0.16","0.27","0.127","0.079","0.27","0.27","0.033","0.27","0.292","0.4","0.4","0.199","0.124","0.114","0.4","0.324","0.358","0.107","0.4","0.04","0.146","0.253","0.248","0.239","0.248","0.35","0.302","0.301","0.296","0.245","0.345","0.35","0.33","0.35","0.002","0.292","0.343","0.4","0.346","0.321","0.304","0.35","0.034","0.061","0.042","0.084","0.021","0.35","0.021","0.038","0.004","0.003","0.003","0.003","0.003","0.003","0.003","0.004","0.011","0.008","0.004","0.003","0.018","0.012","0.003","0.004","0.03","0.01","0.4","0.4","0","0","0.061","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4"
TaxEffectOfUnusualItems,"-7,992,000","-7,728,000","12,204,000","-901,700","-1,532,600","16,767,000","-118,287,000","-1,910,700","-219,051,000","13,899,200","-3,640,000","-28,400,000","-10,746,000","-2,976,000","-10,207,006.825","-14,895,600","-2,450,412","5,148,398","-3,511,180.935","-15,383,200","-1,994,560","-2,210,732","-7,917,821.326","-2,008,304","-353,003","11,160","-10,802,400","-749,564","-162,239","-679,024","-13,556,087.127","8,868,459.376","-1,747,550","-4,586,937.545","-1,276,898.782","-1,754.633","-440,015.727","-3,268,110.224","126,000","19,365.456","-26,993.735","-87,217.537","8,050","-4,294.307","-191,072.538","-16,556.656","-181,516.36","2,559.69","-117,250","30,490.897","59,417.115","9,183.752","8,351.91","7,527.682","-1,484.029","-36.606","0","6,467.401","6,505.867","14,506.802","-11,212.158","4,185.357","15,630.442","-63,073.92","8,696.669","3,314.937","3,503.969","-143,794.25","-13,433.664","664,800","752,800","0","0","0","0","0","0","0","-8,400,000","0","-36,800","280,000","120,000","120,000","120,000","160,000","200,000","240,000","240,000","200,000","160,000","80,000","80,000","80,000","80,000","80,000","40,000","0","0"
