name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,06/30/1997,06/30/1996,06/30/1995,06/30/1994
TotalRevenue,"3,179,356,000","3,326,119,000","2,626,730,000","2,383,707,000","2,183,976,000","2,199,432,000","2,701,319,000","2,894,438,000","2,487,426,000","2,336,238,000","2,140,899,000","1,640,986,000","1,780,967,000","1,997,119,000","2,192,634,000","2,223,020,000","1,734,058,000","1,253,070,000","1,228,901,000","1,102,335,000","1,082,908,000","987,000,000","975,100,000",,"819,300,000","775,900,000","660,300,000","468,200,000"
	OperatingRevenue,"3,026,122,000","3,168,333,000","2,492,812,000","2,510,382,000","2,297,137,000","2,318,118,000","2,964,023,000","3,190,721,000","2,792,642,000","2,756,177,000","2,140,899,000","1,640,986,000","1,780,967,000","1,997,119,000","2,192,634,000","2,223,020,000","1,734,058,000","1,253,070,000","1,228,901,000","1,102,335,000","1,082,908,000","987,000,000","975,100,000",,"819,300,000","775,900,000","660,300,000","468,200,000"
CostOfRevenue,"1,679,659,000","1,736,217,000","1,371,379,000","1,247,115,000","1,171,733,000","1,190,824,000","1,474,448,000","1,586,862,000","1,397,591,000","1,289,634,000","1,189,439,000","908,064,000","968,012,000","1,057,797,000","1,189,741,000","1,194,018,000","978,335,000","757,843,000","687,129,000","635,381,000","640,979,000","561,100,000","563,200,000",,"480,700,000","435,400,000","362,700,000","279,200,000"
GrossProfit,"1,499,697,000","1,589,902,000","1,255,351,000","1,136,592,000","1,012,243,000","1,008,608,000","1,226,871,000","1,307,576,000","1,089,835,000","1,046,604,000","951,460,000","732,922,000","812,955,000","939,322,000","1,002,893,000","1,029,002,000","755,723,000","495,227,000","541,772,000","466,954,000","441,929,000","425,900,000","411,900,000",,"338,600,000","340,500,000","297,600,000","189,000,000"
OperatingExpense,"1,111,416,000","1,117,334,000","899,074,000","793,523,000","713,314,000","645,420,000","914,575,000","1,018,892,000","884,534,000","813,500,000","770,955,000","607,075,000","966,384,000","585,090,000","598,243,000","626,516,000","453,231,000","346,427,000","377,297,000","351,071,000","333,364,000","289,200,000","282,100,000",,"251,600,000","239,600,000","187,100,000","134,700,000"
	SellingGeneralAndAdministration,"556,028,000","557,306,000","389,995,000","362,037,000","322,009,000","322,420,000","429,529,000","490,226,000","452,926,000","604,099,000","571,680,000","442,648,000","468,222,000","490,166,000","487,062,000","482,317,000","395,070,000","250,761,000","283,402,000","251,260,000","242,884,000","215,100,000","208,700,000",,"184,300,000","179,000,000","132,600,000","92,600,000"
		GeneralAndAdministrativeExpense,"556,028,000","557,306,000","356,295,000",,,,,,,,,,,,,,,,,,,,,,,,,
			RentAndLandingFees,"98,426,000","97,723,000","73,682,000",,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"457,602,000","459,583,000","282,613,000",,,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,,,"33,700,000",,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"276,281,000","276,569,000","229,979,000","217,522,000","196,226,000","207,118,000","251,044,000","278,413,000","214,332,000","195,343,000","199,275,000","164,427,000","168,997,000","165,959,000","188,539,000","174,939,000","136,126,000","94,224,000","90,077,000","99,811,000","90,480,000","74,100,000","73,400,000",,"67,300,000","60,600,000","54,500,000","42,100,000"
		DepreciationAndAmortizationInIncomeStatement,"276,281,000","276,569,000","229,979,000","217,522,000","196,226,000","207,118,000","251,044,000","278,413,000","214,332,000","195,343,000","199,275,000","164,427,000","168,997,000","165,959,000","188,539,000","174,939,000","136,126,000","94,224,000","90,077,000","99,811,000","90,480,000","74,100,000","73,400,000",,"67,300,000","60,600,000","54,500,000","42,100,000"
			DepreciationIncomeStatement,,,,,,,,,,,,,,,,,,,,"89,917,000",,,,,,,,
			Amortization,,,,,,,,,,,,,,,,,,,,"9,894,000",,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,,,,,,,,,,,,,,,,,,,,"9,894,000",,,,,,,,
	OtherOperatingExpenses,"279,107,000","283,459,000","279,100,000","213,964,000","195,079,000","115,882,000","234,002,000","250,253,000","217,276,000","14,058,000",,,"329,165,000","-71,035,000","-77,358,000","-30,740,000","-77,965,000","1,442,000","3,818,000",,,,,,,,,
OperatingIncome,"388,281,000","472,568,000","356,277,000","343,069,000","298,929,000","363,188,000","312,296,000","288,684,000","205,301,000","233,104,000","180,505,000","125,847,000","-153,429,000","354,232,000","404,650,000","402,486,000","302,492,000","148,800,000","164,475,000","115,883,000","108,565,000","136,700,000","129,800,000",,"87,000,000","100,900,000","110,500,000","54,300,000"
NetNonOperatingInterestIncomeExpense,"-225,789,000","-235,607,000","-200,467,000","-171,290,000","-209,731,000","-222,732,000","-281,508,000","-342,183,000","-288,835,000","-250,685,000","-168,694,000","-146,824,000",,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,"2,191,000","1,858,000","3,721,000","1,818,000","2,961,000","1,858,000","1,879,000","2,147,000","1,169,000","46,000","5,000","6,000",,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"227,980,000","237,465,000","204,188,000","173,108,000","212,692,000","224,590,000","283,387,000","344,330,000","290,004,000","250,731,000","168,699,000","146,830,000",,,,,,,,,,,,,,,,
OtherIncomeExpense,"-34,551,000","-34,835,000","-778,000","-972,000","-81,211,000","-100,396,000","-71,673,000","-62,495,000","-1,060,313,000","11,303,000","6,967,000","-45,832,000","-316,196,000","39,192,000","64,980,000","2,152,000","64,413,000","-10,196,000","-18,873,000",,"70,988,000",,"-5,500,000",,"-130,600,000","1,200,000","2,100,000","3,400,000"
	EarningsFromEquityInterest,,,,,,"-37,422,000","-9,309,000",,"0","0",,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-35,124,000","-34,949,000","-1,054,000","-1,156,000","-80,666,000","-59,298,000","-62,316,000","-64,585,000","-1,060,176,000","11,303,000","6,967,000","-45,832,000","-316,196,000","39,192,000","64,980,000","2,152,000","64,413,000","-10,196,000","-18,873,000",,"70,988,000",,"-5,500,000",,"-130,600,000","1,200,000","2,100,000","3,400,000"
		RestructuringAndMergernAcquisition,,,,,,,,,"18,651,000",,,,,,,,"6,534,000",,,,,,,,,,,
		ImpairmentOfCapitalAssets,,"0","993,000","426,000","38,302,000","18,565,000","60,780,000","10,383,000","1,053,526,000",,,,,,,,,,,,,,,,,,,
		WriteOff,,,,,,,,,"123,000",,"4,713,000","41,780,000",,,,,,,,,,,,,,,,
		OtherSpecialCharges,,"34,949,000","61,000","1,582,000","42,364,000","40,733,000","1,536,000","54,202,000","-12,124,000",,"-11,680,000","4,052,000",,,,,"-70,947,000",,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"573,000","114,000","276,000","184,000","-545,000","-3,676,000","-48,000","2,090,000","-137,000",,,,,,,,,,,,,,,,,,,
PretaxIncome,"127,941,000","202,126,000","155,032,000","170,807,000","7,987,000","40,060,000","-40,885,000","-115,994,000","-1,143,847,000","-6,278,000","26,924,000","5,317,000","-249,536,000","184,935,000","246,839,000","245,099,000","187,099,000","65,815,000","76,964,000","41,932,000","102,057,000","67,600,000","49,900,000",,"-105,400,000","49,600,000","64,200,000","18,200,000"
