name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,12/31/2012
TotalAssets,"13,540,725,000","12,703,389,000","11,600,925,000","12,521,607,000","11,145,231,000","10,162,572,000","9,746,192,000","8,861,230,000","7,539,441,000","7,412,477,000","7,075,789,000","6,963,098,000","6,892,742,000","6,870,365,000","6,742,946,000","6,616,814,000","6,476,168,000","6,442,439,000","6,289,064,000","6,230,334,000","5,643,417,000","5,583,082,000","5,448,654,000","3,584,817,000","3,356,209,000","3,366,240,000","992,803,000","964,059,000","831,568,000"
	CurrentAssets,"8,467,579,000","7,620,075,000","6,624,451,000","7,512,783,000","7,255,785,000","7,111,036,000","6,719,760,000","6,540,504,000","5,409,235,000","5,321,884,000","5,002,422,000","4,840,102,000","4,695,332,000","4,652,196,000","4,478,413,000","4,382,039,000","4,388,909,000","4,381,792,000","4,263,559,000","4,270,427,000","4,194,091,000","4,255,853,000","4,173,885,000","2,463,886,000","2,505,380,000","2,574,679,000","498,165,000","522,720,000","554,466,000"
		CashCashEquivalentsAndShortTermInvestments,"7,670,664,000","6,639,052,000","5,816,384,000","6,686,538,000","6,459,892,000","6,209,401,000","5,956,543,000","5,661,115,000","4,528,831,000","4,403,102,000","4,258,096,000","4,079,912,000","3,943,677,000","3,774,579,000","3,664,183,000","3,588,158,000","3,576,410,000","3,495,348,000","3,489,194,000","3,560,570,000","3,557,208,000","3,621,878,000","3,647,682,000","2,097,031,000","2,176,595,000","2,234,054,000","321,075,000","375,058,000","424,856,000"
			CashAndCashEquivalents,"3,463,349,000","1,799,082,000","1,869,444,000","2,183,111,000","2,247,661,000","1,894,444,000","1,928,929,000","2,544,641,000","1,601,028,000","1,638,413,000","1,586,558,000","1,288,323,000","1,191,566,000","988,598,000","1,011,957,000","947,710,000","1,027,661,000","911,471,000","876,432,000","883,307,000","1,607,405,000","1,510,724,000","2,252,795,000","844,976,000","960,755,000","841,010,000","155,704,000","164,509,000","203,328,000"
				CashFinancial,"235,429,000","254,405,000","234,918,000","218,525,000","228,235,000","229,924,000","227,693,000","345,038,000","315,430,000","301,684,000","279,615,000","251,554,000","341,044,000","253,808,000","224,374,000","247,449,000","242,542,000","300,363,000","210,399,000","205,861,000","198,102,000","147,848,000","1,626,946,000","252,977,000","223,173,000","164,135,000","74,408,000","52,363,000","18,928,000"
				CashEquivalents,"3,227,920,000","1,544,677,000","1,634,526,000","1,964,586,000","2,019,426,000","1,664,520,000","1,701,236,000","2,199,603,000","1,285,598,000","1,336,729,000","1,306,943,000","1,036,769,000","850,522,000","734,790,000","787,583,000","700,261,000","785,119,000","611,108,000","666,033,000","677,446,000","1,409,303,000","1,362,876,000","625,849,000","591,999,000","737,582,000","676,875,000","81,296,000","112,146,000","184,400,000"
			OtherShortTermInvestments,"4,207,315,000","4,839,970,000","3,946,940,000","4,503,427,000","4,212,231,000","4,314,957,000","4,027,614,000","3,116,474,000","2,927,803,000","2,764,689,000","2,671,538,000","2,791,589,000","2,752,111,000","2,785,981,000","2,652,226,000","2,640,448,000","2,548,749,000","2,583,877,000","2,612,762,000","2,677,263,000","1,949,803,000","2,111,154,000","1,394,887,000","1,252,055,000","1,215,840,000","1,393,044,000","165,371,000","210,549,000","221,528,000"
		Receivables,"656,377,000","850,184,000","684,186,000","719,904,000","684,220,000","788,700,000","621,943,000","614,944,000","611,840,000","664,268,000","509,854,000","524,064,000","501,153,000","650,650,000","590,108,000","556,781,000","576,800,000","638,694,000","536,788,000","475,204,000","415,479,000","418,454,000","324,731,000","287,082,000","237,860,000","247,328,000","147,542,000","123,709,000","112,155,000"
			AccountsReceivable,"656,377,000","850,184,000","684,186,000","719,904,000","684,220,000","788,700,000","621,943,000","614,944,000","611,840,000","664,268,000","509,854,000","524,064,000","501,153,000","650,650,000","590,108,000","556,781,000","576,800,000","638,694,000","536,788,000","475,204,000","415,479,000","418,454,000","324,731,000","287,082,000","237,860,000","247,328,000","147,542,000","123,709,000","112,155,000"
				GrossAccountsReceivable,"672,229,000","852,585,000","687,699,000","722,189,000",,"792,259,000","626,090,000","619,723,000","616,801,000","669,698,000","515,216,000","531,660,000","508,993,000","657,866,000","598,134,000","565,675,000","584,650,000","646,815,000","541,363,000","483,433,000","423,343,000","423,961,000","328,833,000","290,002,000","240,493,000","249,348,000","148,803,000","124,849,000","113,435,000"
