name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,06/30/2010,03/31/2010,06/30/2009,03/31/2009
	OtherOperatingExpenses,"-47,000,000","-390,000,000","128,000,000","110,000,000","105,000,000","-23,000,000","10,311,000","2,540,000","54,025,000","35,848,000","72,311,000","17,254,000","27,190,000","30,027,000","18,569,000","21,187,000","27,110,000","2,105,000","7,931,000","29,964,000","38,745,000","30,299,000","49,001,000","44,329,000","44,144,000","32,446,000","52,438,000","55,881,000","53,967,000","69,835,000",,,,,,,,,,,
OperatingIncome,"2,108,000,000","484,000,000","703,000,000","657,000,000","264,000,000","592,000,000","774,772,000","671,036,000","306,586,000","231,168,000","591,344,000","442,706,000","167,343,000","185,718,000","351,039,000","263,388,000","70,754,000","130,582,000","281,681,000","199,662,000","-10,769,000","48,848,000","202,111,000","158,250,000","-19,845,000","85,202,000","171,073,000","129,192,000","-4,924,000","29,284,000","120,332,000","82,404,000","-12,288,000","34,360,000","55,876,000","40,465,000","-23,555,000","104,538,000","17,208,000","37,958,000","-31,738,000"
NetNonOperatingInterestIncomeExpense,"-155,000,000","-43,000,000","-26,000,000","-42,000,000","-44,000,000","-38,000,000","-21,436,000","-19,827,000","-17,264,000","6,418,000","-2,990,000","5,922,000","15,974,000","20,650,000","16,996,000","11,931,000","6,734,000","7,401,000","4,369,000","7,589,000","3,498,000","7,699,000","5,167,000","4,518,000","4,245,000","2,122,000","2,096,000","808,000","1,018,000","3,109,000","3,732,000","4,001,000","2,889,000","4,987,000","4,277,000","4,285,000","3,680,000","787,000","-882,000","-2,216,000","-1,067,000"
	InterestIncomeNonOperating,"160,000,000","40,000,000","46,000,000","41,000,000","33,000,000","32,000,000","41,870,000","39,000,000","34,193,000","40,713,000","31,807,000","21,792,000","18,332,000","22,939,000","19,154,000","15,472,000","9,801,000","9,007,000","6,277,000","7,757,000","3,671,000","7,872,000","5,798,000","4,838,000","4,653,000","2,319,000","2,294,000","1,014,000","1,229,000","3,309,000","3,932,000","4,210,000","3,102,000","5,200,000","4,490,000","4,517,000","3,904,000","1,526,000","663,000","206,000","271,000"
	InterestExpenseNonOperating,"315,000,000","83,000,000","72,000,000","83,000,000","77,000,000","70,000,000","63,306,000","58,827,000","51,457,000","34,295,000","34,797,000","15,870,000","2,358,000","2,289,000","2,158,000","3,541,000","3,067,000","1,606,000","1,908,000","168,000","173,000","173,000","631,000","320,000","408,000","197,000","198,000","206,000","211,000","200,000","200,000","209,000","213,000","213,000","213,000","232,000","224,000","739,000","1,545,000","2,422,000","1,338,000"
OtherIncomeExpense,"612,000,000","344,000,000","6,000,000","319,000,000","-57,000,000","-797,000,000","195,082,000","-137,420,000","-115,504,000","8,854,000","45,290,000","69,735,000","21,671,000","7,134,000","13,377,000","115,650,000","14,075,000","7,388,000","6,027,000","152,000","-879,000","-434,000","-341,000","5,582,000","-305,000","-18,000","399,000","1,248,000","298,000","728,000","129,000","-381,000","-268,000","3,485,000","6,197,000","4,779,000","4,118,000","103,000","-29,000","8,000","-3,000"
	GainOnSaleOfSecurity,"281,000,000","299,000,000","-80,000,000","184,000,000","-122,000,000","-798,000,000","178,796,000","-332,409,000","-106,668,000","21,793,000","-5,833,000","-4,577,000","-5,378,000","10,341,000","1,800,000","5,926,000","-1,586,000","4,533,000","6,793,000","-3,663,000","151,000","-17,000","-25,000","37,000","-242,000","-40,000","31,000","105,000","-75,000","354,000","-248,000","-1,463,000",,"2,732,000","5,770,000","4,369,000",,,,,
	SpecialIncomeCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"377,000","1,082,000","-268,000","753,000","427,000","410,000","4,118,000","103,000","-29,000","8,000","-3,000"
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-377,000",,,,"-427,000",,,,,,
	OtherNonOperatingIncomeExpenses,"331,000,000","45,000,000","86,000,000","135,000,000","65,000,000","1,000,000","16,286,000","194,989,000","-8,836,000","-12,939,000","51,123,000","74,312,000","27,049,000","-3,207,000","11,577,000","109,724,000","15,661,000","2,855,000","-766,000","3,815,000","-1,030,000","-417,000","-316,000","5,545,000","-63,000","22,000","368,000","1,143,000","373,000","374,000",,,,,,,,,,,
PretaxIncome,"2,565,000,000","785,000,000","683,000,000","934,000,000","163,000,000","-243,000,000","948,418,000","513,789,000","173,818,000","246,440,000","633,644,000","518,363,000","204,988,000","213,502,000","381,412,000","390,969,000","91,563,000","145,371,000","292,077,000","207,403,000","-8,150,000","56,113,000","206,937,000","168,350,000","-15,905,000","87,306,000","173,568,000","131,248,000","-3,608,000","33,121,000","124,193,000","86,024,000","-9,667,000","42,832,000","66,350,000","49,529,000","-15,757,000","105,428,000","16,297,000","35,750,000","-32,808,000"
TaxProvision,"640,000,000","132,000,000","191,000,000","286,000,000","31,000,000","106,000,000","254,843,000","163,575,000","44,465,000","17,747,000","158,446,000","130,183,000","52,343,000","87,745,000","94,204,000","77,457,000","27,713,000","73,742,000","67,290,000","56,432,000","-934,000","8,755,000","59,512,000","47,628,000","-2,791,000","27,348,000","46,637,000","35,385,000","-4,551,000","13,311,000","26,289,000","15,536,000","-967,000","11,192,000","7,174,000","8,859,000","-2,409,000","23,403,000","2,626,000","6,078,000","-5,577,000"
EarningsFromEquityInterestNetOfTax,"-164,000,000","-28,000,000","-60,000,000","-43,000,000","-33,000,000","-64,000,000","-18,432,000","-10,663,000","-3,560,000","-2,871,000","-3,279,000","-978,000","-4,654,000","3,734,000","2,277,000","-3,146,000","3,291,000","-791,000",,,,,,,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"1,769,000,000","619,000,000","431,000,000","613,000,000","106,000,000","-419,000,000","667,752,000","338,427,000","128,524,000","225,706,000","470,061,000","389,639,000","148,083,000","125,858,000","293,869,000","315,500,000","69,388,000","70,760,000","223,649,000","149,186,000","-6,993,000","46,841,000","149,599,000","124,244,000","-13,334,000","58,540,000","124,919,000","96,331,000","69,000","18,192,000","95,792,000","70,331,000","-9,429,000","30,299,000","58,177,000","40,311,000","-13,955,000","79,702,000","12,448,000","27,947,000","-27,507,000"
	NetIncome,"1,769,000,000","619,000,000","431,000,000","613,000,000","106,000,000","-419,000,000","667,752,000","338,427,000","128,524,000","225,706,000","470,061,000","389,639,000","148,083,000","125,858,000","293,869,000","315,500,000","69,388,000","70,760,000","223,649,000","149,186,000","-6,993,000","46,841,000","149,599,000","124,244,000","-13,334,000","58,540,000","124,919,000","96,331,000","69,000","18,192,000","95,792,000","70,331,000","-9,429,000","30,299,000","58,177,000","40,311,000","-13,955,000","79,702,000","12,448,000","27,947,000","-27,507,000"
		NetIncomeIncludingNoncontrollingInterests,"1,761,000,000","625,000,000","432,000,000","605,000,000","99,000,000","-413,000,000","675,143,000","339,551,000","125,793,000","225,822,000","471,919,000","387,202,000","147,991,000","129,491,000","289,485,000","310,366,000","67,141,000","70,838,000","224,787,000","150,971,000","-7,216,000","47,358,000","147,425,000","120,722,000","-13,114,000","59,958,000","126,931,000","95,863,000","943,000","19,810,000","97,904,000","70,488,000","-8,700,000","31,640,000","59,176,000","40,670,000","-13,348,000","82,025,000","13,671,000","29,672,000","-27,231,000"
			NetIncomeContinuousOperations,"1,761,000,000","625,000,000","432,000,000","605,000,000","99,000,000","-413,000,000","675,143,000","339,551,000","125,793,000","225,822,000","471,919,000","387,202,000","147,991,000","129,491,000","289,485,000","310,366,000","67,141,000","70,838,000","224,787,000","150,971,000","-7,216,000","47,358,000","147,425,000","120,722,000","-13,114,000","59,958,000","126,931,000","95,863,000","943,000","19,810,000","97,904,000","70,488,000","-8,700,000","31,640,000","59,176,000","40,670,000","-13,348,000","82,025,000","13,671,000","29,672,000","-27,231,000"
		MinorityInterests,"8,000,000","-6,000,000","-1,000,000","8,000,000","7,000,000","-6,000,000","-7,391,000","-1,124,000","2,731,000","-116,000","-1,858,000","2,437,000","92,000","-3,633,000","4,384,000","5,134,000","2,247,000","-78,000","-1,138,000","-1,785,000","223,000","-517,000","2,174,000","3,522,000","-220,000","-1,418,000","-2,012,000","468,000","-874,000","-1,618,000","-2,112,000","-157,000","-729,000","-1,341,000","-999,000","-359,000","-607,000","-2,323,000","-1,223,000","-1,725,000","-276,000"
AverageDilutionEarnings,"40,000,000"
DilutedNIAvailtoComStockholders,"1,809,000,000","659,000,000","431,000,000","613,000,000","106,000,000","-419,000,000","667,752,000","338,427,000","128,524,000","225,706,000","470,061,000","389,639,000","148,083,000","125,858,000","293,869,000","315,500,000","69,388,000","70,760,000","223,649,000","149,186,000","-6,993,000","46,841,000","149,599,000","124,244,000","-13,334,000","58,540,000","124,919,000","96,331,000","69,000","18,192,000","95,792,000","70,331,000","-9,429,000","30,299,000","58,177,000","40,311,000","-13,955,000","79,702,000","12,448,000","27,947,000","-27,507,000"
BasicEPS,,"2.17","1.51","2.16","0.37","-1.48","2.37","1.2","0.46","0.82","1.68",,"0.53","0.45","1.06","1.14","0.26","0.28","0.89","0.59","-0.03","0.19","0.6","0.5","-0.05","0.24","0.51","0.39","0","0.07","0.39","0.29","-0.04",,"0.24","0.17","-0.06","0.33","0.07","0.16","-0.51"
DilutedEPS,,"2.07","1.45","2.05","0.36","-1.48","2.23","1.14","0.44","0.78","1.62",,"0.52","0.44","1.03","1.11","0.25","0.28","0.87","0.58","-0.03","0.18","0.59","0.49","-0.05","0.23","0.5","0.39","0","0.07","0.39","0.29","-0.04",,"0.24","0.16","-0.06","0.32","0.06","0.15","-0.51"
BasicAverageShares,,"285,256,343","284,657,577","284,029,267","283,251,520","282,500,261","282,149,000","281,495,000","280,701,000","279,861,000","279,631,000",,"278,472,000","277,473,000","277,169,000","276,496,000","269,131,000","249,674,000","249,956,000","251,338,000","251,042,000","249,642,000","249,552,000","248,339,000","247,955,000","246,162,000","245,222,000","244,806,000","244,542,000","244,318,000","243,282,000","242,894,000","242,629,000",,"242,264,000","241,814,000","241,156,000","241,018,000","68,582,000","55,539,000","54,071,000"
DilutedAverageShares,,"304,319,151","304,311,266","304,526,084","293,449,989","282,500,261","303,605,000","303,963,000","293,243,000","298,903,000","289,317,000",,"287,313,000","285,887,000","285,426,000","284,009,000","275,949,000","256,546,000","256,083,000","257,161,000","251,042,000","253,906,000","253,608,000","252,082,000","247,955,000","250,748,000","249,679,000","248,661,000","248,840,000","248,265,000","247,620,000","245,900,000","242,629,000",,"246,272,000","246,470,000","241,156,000","246,305,000","196,751,000","181,332,000","54,071,000"
TotalOperatingIncomeAsReported,"2,108,000,000","484,000,000","703,000,000","657,000,000","264,000,000","592,000,000","774,772,000","671,036,000","306,586,000","231,168,000","591,344,000","442,706,000","167,343,000","185,718,000","351,039,000","263,388,000","70,754,000","130,582,000","281,681,000","199,662,000","-10,769,000","48,848,000","202,111,000","158,250,000","-19,845,000","85,202,000","171,073,000","129,192,000","-4,924,000","29,284,000","120,332,000","82,404,000","-12,288,000","34,360,000","55,876,000","40,465,000","-23,555,000","104,538,000","17,208,000","37,958,000","-31,738,000"
RentExpenseSupplemental,"3,084,000,000","1,123,000,000","664,000,000","646,000,000","651,000,000","662,000,000","594,593,000","585,283,000","564,372,000","560,178,000","533,285,000",,"463,138,000","461,112,000","458,946,000","473,549,000","477,271,000","470,567,000","459,805,000","441,462,000","432,697,000","414,525,000","382,417,000","380,711,000","365,999,000","350,073,000","320,902,000","300,813,000","283,875,000","255,967,000",,,,,,,,,,,
TotalExpenses,"9,104,000,000","2,427,000,000","2,352,000,000","2,202,000,000","2,123,000,000","2,091,000,000","1,992,789,000","1,850,244,000","1,784,638,000","1,993,974,000","1,781,667,000","1,546,475,000","1,425,763,000","1,484,205,000","1,422,767,000","1,393,531,000","1,367,231,000","1,375,733,000","1,318,499,000","1,258,097,000","1,221,139,000","1,247,389,000","1,185,390,000","1,088,721,000","1,053,864,000","1,035,012,000","975,593,000","905,618,000","871,861,000","853,913,000","773,305,000","715,830,000","661,746,000","616,376,000","570,810,000","507,275,000","447,990,000","334,325,000","323,737,000","277,338,000","285,274,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"1,769,000,000","619,000,000","431,000,000","613,000,000","106,000,000","-419,000,000","667,752,000","338,427,000","128,524,000","225,706,000","470,061,000","389,639,000","148,083,000","125,858,000","293,869,000","315,500,000","69,388,000","70,760,000","223,649,000","149,186,000","-6,993,000","46,841,000","149,599,000","124,244,000","-13,334,000","58,540,000","124,919,000","96,331,000","69,000","18,192,000","95,792,000","70,331,000","-9,429,000","30,299,000","58,177,000","40,311,000","-13,955,000","79,702,000","12,448,000","27,947,000","-27,507,000"
NormalizedIncome,"1,550,944,000","370,277,707.006","488,628,111.274","485,342,612.42","204,797,546.012","179,500,000","536,999,066.483","565,006,949.213","207,904,880.024","205,482,389.592","474,435,427.808","393,066,520.599","152,087,745.692","118,102,250","292,513,577.517","310,748,032.166","70,493,971.845","67,360,250","218,421,001.592","151,852,339.315","-7,126,695.215","46,855,347.584","149,616,810.372","124,217,467.692","-13,134,466.017","58,567,470.277","124,896,329.571","96,254,308.431","125,250","17,926,500","95,690,306.539","70,643,191.109","-9,187,808.317","27,724,630.37","52,650,041.869","36,386,795.393","-17,443,421.908","79,621,864.03","12,472,327.115","27,940,360.112","-27,504,509.967"
InterestIncome,"160,000,000","40,000,000","46,000,000","41,000,000","33,000,000","32,000,000","41,870,000","39,000,000","34,193,000","40,713,000","31,807,000","21,792,000","18,332,000","22,939,000","19,154,000","15,472,000","9,801,000","9,007,000","6,277,000","7,757,000","3,671,000","7,872,000","5,798,000","4,838,000","4,653,000","2,319,000","2,294,000","1,014,000","1,229,000","3,309,000","3,932,000","4,210,000","3,102,000","5,200,000","4,490,000","4,517,000","3,904,000","1,526,000","663,000","206,000","271,000"
InterestExpense,"315,000,000","83,000,000","72,000,000","83,000,000","77,000,000","70,000,000","63,306,000","58,827,000","51,457,000","34,295,000","34,797,000","15,870,000","2,358,000","2,289,000","2,158,000","3,541,000","3,067,000","1,606,000","1,908,000","168,000","173,000","173,000","631,000","320,000","408,000","197,000","198,000","206,000","211,000","200,000","200,000","209,000","213,000","213,000","213,000","232,000","224,000","739,000","1,545,000","2,422,000","1,338,000"
NetInterestIncome,"-155,000,000","-43,000,000","-26,000,000","-42,000,000","-44,000,000","-38,000,000","-21,436,000","-19,827,000","-17,264,000","6,418,000","-2,990,000","5,922,000","15,974,000","20,650,000","16,996,000","11,931,000","6,734,000","7,401,000","4,369,000","7,589,000","3,498,000","7,699,000","5,167,000","4,518,000","4,245,000","2,122,000","2,096,000","808,000","1,018,000","3,109,000","3,732,000","4,001,000","2,889,000","4,987,000","4,277,000","4,285,000","3,680,000","787,000","-882,000","-2,216,000","-1,067,000"
EBIT,"2,880,000,000","868,000,000","755,000,000","1,017,000,000","240,000,000","-173,000,000","1,011,724,000","572,616,000","225,275,000","280,735,000","668,441,000","534,233,000","207,346,000","215,791,000","383,570,000","394,510,000","94,630,000","146,977,000","293,985,000","207,571,000","-7,977,000","56,286,000","207,568,000","168,670,000","-15,497,000","87,503,000","173,766,000","131,454,000","-3,397,000","33,321,000","124,393,000","86,233,000","-9,454,000","43,045,000","66,563,000","49,761,000","-15,533,000","106,167,000","17,842,000","38,172,000","-31,470,000"
EBITDA,"3,871,000,000"
ReconciledCostOfRevenue,"7,190,000,000","1,878,000,000","1,834,000,000","1,743,000,000","1,735,000,000","1,737,000,000","1,657,803,000","1,575,100,000","1,506,035,000","1,623,449,000","1,504,070,000","1,348,270,000","1,198,962,000","1,264,602,000","1,249,701,000","1,217,412,000","1,200,459,000","1,198,604,000","1,166,759,000","1,088,159,000","1,058,624,000","1,048,926,000","983,259,000","928,860,000","916,982,000","876,713,000","823,214,000","746,557,000","735,181,000","694,075,000","630,025,000","580,436,000","549,368,000","493,818,000","452,579,000","395,673,000","361,267,000","273,633,000","272,202,000","239,090,000","241,650,000"
ReconciledDepreciation,"991,000,000","245,000,000","257,000,000","252,000,000","237,000,000","229,962,000","221,552,000","223,815,000","215,671,000","208,756,000","218,081,000","189,210,000","173,204,000","173,826,000","175,637,000","174,952,000","170,478,000","169,355,000","165,302,000","166,535,000","160,213,000","156,096,000","145,568,000","136,972,000","132,085,000","126,700,000","120,333,000","111,751,000","104,363,000","96,834,000","90,991,000","83,238,000","76,512,000","70,328,000","59,583,000","54,885,000","52,061,000",,,,
NetIncomeFromContinuingOperationNetMinorityInterest,"1,769,000,000","619,000,000","431,000,000","613,000,000","106,000,000","-419,000,000","667,752,000","338,427,000","128,524,000","225,706,000","470,061,000","389,639,000","148,083,000","125,858,000","293,869,000","315,500,000","69,388,000","70,760,000","223,649,000","149,186,000","-6,993,000","46,841,000","149,599,000","124,244,000","-13,334,000","58,540,000","124,919,000","96,331,000","69,000","18,192,000","95,792,000","70,331,000","-9,429,000","30,299,000","58,177,000","40,311,000","-13,955,000","79,702,000","12,448,000","27,947,000","-27,507,000"
TotalUnusualItemsExcludingGoodwill,"281,000,000","299,000,000","-80,000,000","184,000,000","-122,000,000","-798,000,000","178,796,000","-332,409,000","-106,668,000","21,793,000","-5,833,000","-4,577,000","-5,378,000","10,341,000","1,800,000","5,926,000","-1,586,000","4,533,000","6,793,000","-3,663,000","151,000","-17,000","-25,000","37,000","-242,000","-40,000","31,000","105,000","-75,000","354,000","129,000","-381,000","-268,000","3,485,000","6,197,000","4,779,000","4,118,000","103,000","-29,000","8,000","-3,000"
TotalUnusualItems,"281,000,000","299,000,000","-80,000,000","184,000,000","-122,000,000","-798,000,000","178,796,000","-332,409,000","-106,668,000","21,793,000","-5,833,000","-4,577,000","-5,378,000","10,341,000","1,800,000","5,926,000","-1,586,000","4,533,000","6,793,000","-3,663,000","151,000","-17,000","-25,000","37,000","-242,000","-40,000","31,000","105,000","-75,000","354,000","129,000","-381,000","-268,000","3,485,000","6,197,000","4,779,000","4,118,000","103,000","-29,000","8,000","-3,000"
NormalizedEBITDA,"3,590,000,000","814,000,000","1,092,000,000","1,085,000,000","599,000,000","854,962,000","1,054,480,000","1,128,840,000","547,614,000","467,698,000","892,355,000","728,020,000","385,928,000","379,276,000","557,407,000","563,536,000","266,694,000","311,799,000","452,494,000","377,769,000","152,085,000","212,399,000","353,161,000","305,605,000","116,830,000","214,243,000","294,068,000","243,100,000","101,041,000","129,801,000","215,255,000","169,852,000","67,326,000","109,888,000","119,949,000","99,867,000","32,410,000","106,064,000","17,871,000","38,164,000","-31,467,000"
TaxRateForCalcs,"0.224","0.168","0.28","0.306","0.19","0.25","0.269","0.318","0.256","0.072","0.25","0.251","0.255","0.25","0.247","0.198","0.303","0.25","0.23","0.272","0.115","0.156","0.288","0.283","0.175","0.313","0.269","0.27","0.25","0.25","0.212","0.181","0.1","0.261","0.108","0.179","0.153","0.222","0.161","0.17","0.17"
TaxEffectOfUnusualItems,"62,944,000","50,277,707.006","-22,371,888.726","56,342,612.42","-23,202,453.988","-199,500,000","48,043,066.483","-105,829,050.787","-27,287,119.976","1,569,389.592","-1,458,572.192","-1,149,479.402","-1,373,254.308","2,585,250","444,577.517","1,174,032.166","-480,028.155","1,133,250","1,565,001.592","-996,660.685","17,304.785","-2,652.416","-7,189.628","10,467.692","-42,466.017","-12,529.723","8,329.571","28,308.431","-18,750","88,500","27,306.539","-68,808.891","-26,808.317","910,630.37","670,041.869","854,795.393","629,578.092","22,864.03","-4,672.885","1,360.112","-509.967"
