name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015
MarketCap,"3,297,393,860","2,387,494,985","3,452,125,388","3,273,990,202","2,848,950,847","2,246,437,052","1,555,811,820","2,025,084,402","2,793,319,477","2,724,927,397","2,694,779,969","2,316,292,147","1,966,057,701","1,762,736,786","1,354,305,239","1,267,380,418","1,388,868,060","1,144,401,148","1,159,467,909","1,167,004,262","1,104,900,000"
EnterpriseValue,"3,922,271,860","3,025,018,985","4,107,973,388","3,963,949,202","3,586,186,847","2,888,982,052","2,204,235,820","2,700,973,402","3,003,880,477","2,910,293,397","2,926,224,969","2,469,981,147","2,059,572,701","1,807,161,786","1,433,522,239","1,353,918,418","1,471,761,060","1,225,010,148","1,248,627,909","1,303,734,262","1,101,300,000"
PeRatio,"16.545","12.885","19.486","19.72","20.039","17.148","8.079","10.864","15.331","17.713","37.682","36.206","33.589","24.479","12.192","12.251","14.813","14.23","45.648","77.425","77.92"
ForwardPeRatio,"20.747","11.025","17.036","16.34","17.212","13.793","8.913","11.038","19.157","19.96","22.272","19.157","20.833","18.797",,,,,,,
PsRatio,"1.269","0.939","1.373","1.316","1.164","0.968","0.717","0.974","1.451","1.468","1.517","1.352","1.129","1.021","0.783","0.74","0.833","0.695","0.73","0.757","0.719"
PbRatio,"2.795","2.071","2.963","2.868","2.574","2.081","1.433","1.919","2.736","2.737","3.031","2.42","2.061","1.812","1.403","1.348","1.5","1.25","1.361","1.395","1.429"
EnterprisesValueRevenueRatio,"1.476","4.631","6.202","5.809","5.433","4.665","3.447","4.173","4.957","5.922","5.836","5.051","4.341","4.095","3.228","2.988","3.41","2.959","2.928","3.047","2.728"
EnterprisesValueEBITDARatio,"10.917","35.834","45.301","41.918","40.012","41.612","28.363","34.476","56.141","73.923","53.485","45.315","47.435","-14,457.294","36.655","32.098","49.282","53.877","27.157","39.245","95.849"
