name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997
MarketCap,"30,586,159,151","38,950,664,191","43,071,396,722","45,966,096,365","40,585,728,500","44,844,501,896","45,577,819,528","32,629,500,391","28,975,860,603","41,636,409,483","54,939,273,947","66,143,514,376","73,402,803,994","92,875,763,621","72,204,845,701","64,660,005,357","81,619,389,732","68,682,238,112","21,149,120,525","46,141,739,400","98,869,551,531","136,786,043,893","80,881,058,870","36,000,000,000"
EnterpriseValue,"25,379,799,662","32,791,972,012","34,200,449,276","35,531,087,454","32,733,147,287","38,066,041,657","37,801,372,617","20,944,576,319","17,784,870,528","35,051,104,920","99,488,962,603","116,189,505,682","125,108,875,973","150,255,679,960","134,417,596,201","119,346,729,221","141,137,309,049","124,208,308,041","92,467,045,687","102,671,689,102","120,988,316,174","151,517,058,716","96,223,058,869","52,993,981,306"
PeRatio,"10.339","18.345","20.814","145.753","16.849","40.028","23.99","28.85","26.953","10.246","11.084","16.619","13.113","10.326","19.567","10.245","21.729","14.166",,,"21.752","49.813","29.345","14.575"
ForwardPeRatio,"9.242","12.484",,"16.34","11.186","15.699","14.925","8.058","5.203","7.663","8.718",,,,,,,,,,,,,
PegRatio,"12.655","17.105",,"7.49","10.171","30.783","4.662","5.409","3.492",,"1.794",,,,,,,,,,,,,
PsRatio,"0.671","0.829","0.911","0.92","0.915","1.026","0.918","0.544","0.508","0.722","0.934","1.016","1","1.273","1.084","1.202","1.283","0.985","0.394","1.227","3.036","4.976","2.738","1.382"
PbRatio,"0.881","1.139","1.241","1.284","1.212","1.341","1.382","0.966","0.903","1.13","1.443","1.793","1.906","2.13","2.289","3.001","3.843","4.543",,"2.455","4.788","7.186","4.054","2.312"
EnterprisesValueRevenueRatio,"0.601","0.776","0.826","0.865","0.8","0.946","0.958","0.511","0.409","0.774","2.186","2.529","2.333","2.833","2.6","2.436","2.995","2.698","1.985","2.382","3.583","5.56","3.9","2.239"
EnterprisesValueEBITDARatio,"1.779","2.298","2.885","3.138","3.236","3.392","3.558","1.848","1.699","2.382","7.036","7.768","6.74","7.847","8.735","4.611","6.867","6.185","3.009","5.727","10.336","15.973","10.931","6.217"
