name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,09/30/2014,09/30/2013,09/30/2012,09/30/2011,09/30/2010,09/30/2009,09/30/2008,09/30/2007,09/30/2006,09/30/2005,09/30/2004,09/30/2003,09/30/2002,09/30/2001,09/30/2000,09/30/1999,09/30/1998
TotalAssets,"30,586,497,000","31,383,307,000","30,359,541,000","14,178,447,000","11,955,952,000","7,337,387,000","4,049,172,000","4,022,982,000","3,137,402,000","3,021,025,000","3,021,893,000","2,984,371,000","2,802,099,000","2,841,337,000","2,597,362,000","1,826,151,000","1,174,305,000","1,027,701,000","881,260,000","844,786,000","814,500,000","691,068,000"
	CashCashEquivalentsAndFederalFundsSold,"329,151,000","438,110,000","479,906,000","293,646,000","229,513,000","177,619,000","113,090,000","437,982,000","281,512,000","90,872,000","160,408,000","154,485,000","81,692,000","90,811,000","85,450,000","117,818,000","41,720,000","40,441,000","21,968,000","19,808,000","18,000,000","7,572,000"
		CashAndCashEquivalents,"329,151,000","438,110,000","479,906,000","293,646,000","229,513,000","177,619,000","113,090,000","437,982,000","281,512,000","90,872,000","160,408,000","125,810,000","48,891,000","57,293,000","64,117,000","107,571,000","33,500,000","35,093,000","16,447,000","12,785,000","11,800,000","7,572,000"
			CashFinancial,"329,151,000",,,,,,,,,,,,,,,,,,,,,"7,572,000"
			CashAndDueFromBanks,"329,151,000","438,110,000","479,906,000","293,646,000","229,513,000","177,619,000","113,090,000","437,982,000","281,512,000","90,872,000","160,408,000","125,810,000","48,891,000","57,293,000","64,117,000","107,571,000","33,500,000","35,093,000","16,447,000","12,785,000","11,800,000",
		RestrictedCashAndInvestments,,,,,,,,,,,,,,,,,"8,220,000",,,,,
		MoneyMarketInvestments,,,,,,,,,,,,"28,675,000","32,801,000","33,518,000","21,333,000","10,247,000",,"5,348,000","5,521,000","7,023,000","6,200,000",
			FederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,,,,,,,,,,,,"28,675,000","32,801,000","33,518,000","21,333,000","10,247,000",,"5,348,000","5,521,000","7,023,000","6,200,000",
	FederalHomeLoanBankStock,"251,805,000","369,690,000","284,112,000","135,098,000","116,758,000","66,085,000","24,312,000","19,249,000","17,584,000","19,572,000","23,177,000",,,,,,,,,,,
	ForeclosedAssets,,,,,,,,"6,403,000",,,,,,,,,,,,,,
	OtherRealEstateOwned,"12,189,000","19,377,000","27,095,000","13,619,000","14,614,000","7,580,000","6,022,000",,,,,,,,,,,,,,,
	BankOwnedLifeInsurance,"613,848,000","653,995,000","651,638,000","199,889,000","196,288,000","119,486,000","60,914,000","59,017,000","56,967,000","50,938,000","49,611,000",,,,,,,,,,,
	SecuritiesAndInvestments,"5,462,133,000","6,667,180,000","6,474,561,000","3,118,838,000","2,643,823,000","1,689,888,000","1,208,392,000","1,153,248,000","849,884,000","934,860,000","877,197,000","834,701,000","832,443,000","1,012,716,000","893,901,000","603,375,000","374,259,000","292,937,000","235,283,000","210,743,000","205,200,000","196,385,000"
		AvailableForSaleSecurities,"386,824,000","6,667,180,000","6,474,561,000","3,069,398,000","2,643,823,000","1,689,888,000","1,208,392,000","1,010,872,000","739,844,000","901,012,000","832,583,000","834,701,000","832,443,000","1,012,716,000","893,901,000","603,375,000","374,259,000","292,937,000","235,283,000","210,743,000","205,200,000","97,983,000"
		HeldToMaturitySecurities,"1,979,661,000","2,796,617,000","2,862,489,000","1,391,421,000","722,791,000","579,075,000","253,999,000","142,376,000","110,040,000","33,848,000","44,614,000",,,,,,,,,,,"98,402,000"
		OtherShortTermInvestments,"3,095,648,000","3,870,563,000","3,612,072,000","1,727,417,000","1,921,032,000","1,110,813,000","954,393,000",,,,,,,,,,,,,,,
	DerivativeAssets,"67,318,000",,,,,,,,,,,,,,,,,,,,,
	NetLoan,"21,342,099,000","20,688,832,000","19,936,322,000","9,505,497,000","7,843,325,000","4,737,672,000","2,385,032,000","2,098,695,000","1,680,058,000","1,670,698,000","1,674,420,000","1,708,641,000","1,617,669,000","1,460,658,000","1,340,065,000","981,136,000","705,548,000","660,816,000","606,146,000","589,822,000","566,500,000","463,667,000"
		GrossLoan,"21,448,337,000","20,784,509,000","20,014,229,000","9,569,119,000","7,893,470,000","4,778,284,000","2,413,909,000","2,126,977,000","1,707,975,000","1,701,541,000","1,704,470,000","1,731,742,000","1,638,058,000","1,481,031,000","1,362,073,000","998,489,000","716,617,000","671,199,000","615,269,000","597,475,000","566,500,000","463,667,000"
			LoansHeldForSale,"8,125,000","1,565,979,000","5,246,000","41,889,000","34,110,000","17,846,000","1,011,000","7,505,000","4,176,000","5,890,000","1,213,000",,,,,,,,,,,
			CommercialLoan,"8,232,719,000","6,533,386,000","5,306,821,000","4,171,950,000","3,131,028,000","2,076,474,000","1,819,318,000","1,559,872,000","209,923,000","1,052,078,000","991,007,000",,,,,,,,,,,
			ConsumerLoan,"234,532,000","305,623,000","366,219,000","284,068,000","299,517,000","43,864,000","36,576,000","209,578,000","224,824,000","238,224,000","251,522,000",,,,,,,,,,,
			MortgageLoan,"12,972,961,000","12,379,521,000","14,335,943,000","5,071,212,000","4,428,815,000","2,640,100,000","557,004,000","350,022,000","1,269,052,000","411,239,000","460,728,000",,,,,,,,,,,
			OtherLoanAssets,"467,331,000","267,754,000","282,792,000","230,086,000","186,398,000","92,149,000","102,494,000","144,061,000",,"-5,890,000",,"1,731,742,000","1,638,058,000","1,481,031,000","1,362,073,000","998,489,000","716,617,000","671,199,000","615,269,000","597,475,000",,
		AllowanceForLoansAndLeaseLosses,"106,238,000","95,677,000","77,907,000","63,622,000","50,145,000","40,612,000","28,877,000","28,282,000","27,917,000","30,843,000","30,050,000","23,101,000","20,389,000","20,373,000","22,008,000","17,353,000","11,069,000","10,383,000","9,123,000","7,653,000",,
	Receivables,"100,312,000","107,111,000","94,098,000","43,319,000","31,531,000","19,667,000",,"10,513,000","9,904,000","11,069,000","10,472,000","10,881,000","12,641,000","13,228,000","10,594,000","6,815,000","4,851,000","5,491,000","5,597,000","5,495,000","5,700,000","4,087,000"
		AccountsReceivable,"100,312,000","107,111,000","94,098,000","43,319,000","31,531,000","19,667,000",,"10,513,000","9,904,000","11,069,000","10,472,000","10,881,000","12,641,000","13,228,000","10,594,000","6,815,000","4,851,000","5,491,000","5,597,000","5,495,000",,
			GrossAccountsReceivable,,,,,,,,"10,513,000","9,904,000","11,069,000","10,472,000","10,881,000","12,641,000","13,228,000","10,594,000","6,815,000","4,851,000","5,491,000","5,597,000","5,495,000",,
	NetPPE,"411,587,000","264,194,000","321,722,000","57,318,000","63,362,000","43,286,000","36,520,000","38,483,000","40,886,000","43,598,000","40,692,000","36,716,000","30,079,000","31,739,000","32,101,000","16,846,000","11,647,000","11,071,000","8,917,000","8,952,000","8,200,000","7,424,000"
		GrossPPE,"518,315,000","358,284,000","410,201,000","138,411,000","139,317,000","112,242,000","86,140,000","85,457,000","83,569,000","82,807,000","75,168,000",,,,,,,,,,,
			LandAndImprovements,"105,683,000","129,767,000","160,376,000","11,679,000","12,460,000","6,048,000","7,282,000","7,331,000","7,331,000","7,505,000","4,320,000",,,,,,,,,,,
			BuildingsAndImprovements,"92,762,000","108,416,000","127,959,000","29,785,000","27,803,000","22,888,000","30,558,000","31,903,000","31,511,000","31,480,000","31,332,000",,,,,,,,,,,
