name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989
TotalAssets,"37,436,020,000","31,863,088,000","24,002,306,000","22,864,439,000","21,612,616,000","18,793,855,000","16,156,541,000","16,012,646,000","14,244,507,000","14,143,826,000","14,284,153,000","14,718,129,000","12,748,959,000","12,395,027,000","12,436,102,000","10,763,391,000","9,880,740,000","9,134,674,000","8,583,765,000","6,425,837,000","6,360,400,000","5,541,200,000","5,090,700,000","4,686,700,000","4,585,800,000","3,743,900,000","3,413,500,000","3,169,800,000","2,864,900,000","2,004,200,000","1,823,400,000"
	CashCashEquivalentsAndFederalFundsSold,"434,687,000","428,629,000","416,110,000","392,501,000","413,800,000","830,407,000","369,168,000","853,100,000","379,049,000","366,286,000","661,337,000","580,507,000","237,465,000","419,149,000","260,045,000","163,371,000","218,166,000","243,923,000","311,850,000","236,720,000","284,600,000","277,800,000","178,200,000","237,900,000","275,800,000","154,600,000","155,600,000","156,700,000","90,300,000","102,200,000","120,400,000"
		CashAndCashEquivalents,"434,687,000","428,629,000","416,110,000","392,501,000","413,800,000","830,407,000","369,168,000","853,100,000","379,049,000","366,286,000","661,337,000","580,507,000","228,465,000","244,149,000","260,045,000","163,371,000","218,166,000","243,923,000","311,850,000","186,720,000","161,600,000","175,800,000","148,200,000","162,900,000","167,300,000","154,600,000","67,500,000","156,700,000","90,300,000","80,200,000","90,400,000"
			CashFinancial,"256,264,000","251,541,000","243,310,000","220,791,000","243,575,000","462,569,000","234,253,000","390,078,000",,,,,,,,,,,,,,,,,,,,,,,
			CashEquivalents,,,,,,,,,,,,,"218,896,000","236,354,000","246,119,000",,,,,,,,,,,,,"89,700,000","88,300,000","76,200,000",
			CashAndDueFromBanks,"178,423,000","177,088,000","172,800,000","171,710,000","170,225,000","367,838,000","134,915,000","463,022,000","379,049,000","366,286,000","661,337,000","580,507,000","9,569,000","7,795,000","13,926,000","163,371,000","218,166,000","243,923,000","311,850,000","186,720,000","161,600,000","175,800,000","148,200,000","162,900,000","167,300,000","154,600,000","67,500,000","67,000,000","2,000,000","4,000,000","90,400,000"
		MoneyMarketInvestments,,,,,,,,,,,,,"9,000,000","175,000,000",,,,,,"50,000,000","123,000,000","102,000,000","30,000,000","75,000,000","108,500,000",,"88,100,000",,,"22,000,000","30,000,000"
			FederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,,,,,,,,,,,,,"9,000,000","175,000,000",,,,,,"50,000,000","123,000,000","102,000,000","30,000,000","75,000,000","108,500,000",,"88,100,000",,,"22,000,000","30,000,000"
				FederalFundsSold,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,
	CustomerAcceptances,,,,,,,,,"5,903,000",,,,"8,875,000","9,798,000","11,314,000","11,294,000","15,148,000",,,,,,"300,000","900,000","800,000","1,500,000","1,200,000","800,000","300,000","700,000","600,000"
