name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009
TotalRevenue,"6,476,000,000","6,666,000,000","6,179,000,000","6,428,000,000","6,668,000,000","6,911,000,000","6,590,000,000","5,774,000,000","5,748,000,000","6,135,000,000","7,765,000,000","5,537,000,000"
	NetInterestIncome,"5,630,000,000","5,614,000,000","5,415,000,000","5,465,000,000","5,676,000,000","5,968,000,000","5,608,000,000","4,774,000,000","3,268,000,000","2,475,000,000","2,614,000,000","2,162,000,000"
		InterestIncome,"9,775,000,000","9,857,000,000","9,052,000,000","8,322,000,000","8,305,000,000","8,397,000,000","8,391,000,000","8,093,000,000","7,468,000,000","9,736,000,000","11,183,000,000","12,772,000,000"
			InterestIncomeFromLoansAndLease,"8,765,000,000","8,824,000,000","8,192,000,000","7,686,000,000","7,873,000,000","8,008,000,000","8,016,000,000","7,758,000,000","7,137,000,000","9,265,000,000","10,743,000,000","12,322,000,000"
				InterestIncomeFromLoans,"7,289,000,000","7,354,000,000","6,703,000,000","5,819,000,000","5,162,000,000","4,610,000,000","4,458,000,000","4,549,000,000","4,758,000,000","6,967,000,000","7,147,000,000","6,887,000,000"
				InterestIncomeFromLeases,"1,476,000,000","1,470,000,000","1,489,000,000","1,867,000,000","2,711,000,000","3,398,000,000","3,558,000,000","3,209,000,000","2,379,000,000","2,298,000,000","3,596,000,000","5,435,000,000"
			InterestIncomeFromSecurities,"941,000,000","955,000,000","788,000,000","599,000,000","418,000,000","381,000,000","367,000,000","325,000,000","305,000,000","417,000,000","371,000,000","352,000,000"
			InterestIncomeFromDeposits,"69,000,000","78,000,000","72,000,000","37,000,000","14,000,000","8,000,000",,,,"54,000,000","69,000,000","98,000,000"
			OtherInterestIncome,,"146,000,000","131,000,000","68,000,000","21,000,000","8,000,000","8,000,000","10,000,000","26,000,000",,,
		InterestExpense,"4,145,000,000","4,243,000,000","3,637,000,000","2,857,000,000","2,629,000,000","2,429,000,000","2,783,000,000","3,319,000,000","4,200,000,000","7,261,000,000","8,569,000,000","10,610,000,000"
			InterestExpenseForDeposit,"2,538,000,000","2,538,000,000","1,735,000,000","1,077,000,000","830,000,000","718,000,000","664,000,000","654,000,000","644,000,000","700,000,000","641,000,000","677,000,000"
			InterestExpenseForShortTermDebt,"108,000,000","135,000,000","149,000,000","127,000,000","57,000,000","49,000,000","52,000,000","63,000,000","90,000,000","314,000,000","324,000,000","465,000,000"
