name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009
			InterestExpenseForLongTermDebtAndCapitalSecurities,"1,499,000,000","1,570,000,000","1,753,000,000","1,653,000,000","1,742,000,000","1,662,000,000","2,067,000,000","2,602,000,000","3,466,000,000","5,209,000,000","5,701,000,000","5,949,000,000"
			OtherInterestExpense,,,,,,,,,,"1,038,000,000","1,903,000,000","3,519,000,000"
	NonInterestIncome,"846,000,000","1,052,000,000","764,000,000","963,000,000","992,000,000","943,000,000","982,000,000","1,000,000,000","2,480,000,000","3,660,000,000","5,151,000,000","3,375,000,000"
		TotalPremiumsEarned,"1,103,000,000","1,087,000,000","1,022,000,000","973,000,000","945,000,000","940,000,000","979,000,000","1,012,000,000","1,059,000,000","1,573,000,000","1,750,000,000","1,861,000,000"
		FeesAndCommissions,"-465,000,000","-442,000,000","-388,000,000","-317,000,000","-260,000,000","-268,000,000","-265,000,000","-373,000,000","623,000,000","569,000,000","1,099,000,000","363,000,000"
			FeesandCommissionIncome,"193,000,000","205,000,000","216,000,000","257,000,000","265,000,000","236,000,000","231,000,000","170,000,000","1,320,000,000","569,000,000","1,099,000,000","363,000,000"
				ServiceChargeOnDepositorAccounts,"14,000,000","17,000,000","27,000,000","51,000,000","64,000,000","45,000,000","31,000,000","-6,000,000","1,174,000,000","-789,000,000","-394,000,000","-1,104,000,000"
				OtherCustomerServices,"179,000,000","188,000,000","189,000,000","206,000,000","201,000,000","191,000,000","200,000,000","176,000,000","146,000,000","1,358,000,000","1,493,000,000","1,467,000,000"
			FeesandCommissionExpense,"658,000,000","647,000,000","604,000,000","574,000,000","525,000,000","504,000,000","496,000,000","543,000,000","697,000,000",,,
		GainLossonSaleofAssets,"62,000,000","271,000,000","-25,000,000","170,000,000","196,000,000","192,000,000","157,000,000","259,000,000","629,000,000","764,000,000","1,765,000,000","961,000,000"
			GainOnSaleOfSecurity,"56,000,000","243,000,000","-50,000,000","102,000,000","185,000,000","147,000,000","150,000,000","204,000,000","97,000,000","294,000,000","504,000,000","162,000,000"
			GainonSaleofLoans,"6,000,000","28,000,000","25,000,000","68,000,000","11,000,000","45,000,000","7,000,000","55,000,000","532,000,000","470,000,000","1,261,000,000","799,000,000"
		OtherNonInterestIncome,"146,000,000","136,000,000","155,000,000","137,000,000","111,000,000","79,000,000","111,000,000","102,000,000","169,000,000","754,000,000","537,000,000","190,000,000"
CreditLossesProvision,"-1,619,000,000","-998,000,000","-918,000,000","-1,148,000,000","-917,000,000","-707,000,000","-457,000,000","-501,000,000","-329,000,000","-219,000,000","-442,000,000","-5,603,000,000"
NonInterestExpense,"3,844,000,000","3,763,000,000","3,685,000,000","3,780,000,000","4,183,000,000","4,506,000,000","4,685,000,000","4,857,000,000","4,744,000,000","4,771,000,000","5,241,000,000","6,512,000,000"
	OccupancyAndEquipment,"60,000,000","57,000,000","45,000,000","46,000,000","51,000,000","50,000,000","47,000,000","44,000,000","58,000,000","95,000,000","92,000,000","102,000,000"
		NetOccupancyExpense,"60,000,000","57,000,000","45,000,000","46,000,000","51,000,000","50,000,000","47,000,000","44,000,000","58,000,000","95,000,000","92,000,000","102,000,000"
	ProfessionalExpenseAndContractServicesExpense,"128,000,000","126,000,000","133,000,000","113,000,000","103,000,000","93,000,000","100,000,000","176,000,000","281,000,000","352,000,000","294,000,000","557,000,000"
	SellingGeneralAndAdministration,"2,205,000,000","2,149,000,000","2,042,000,000","1,957,000,000","1,814,000,000","1,709,000,000","1,889,000,000","2,022,000,000","2,442,000,000","4,227,000,000","4,765,000,000","5,772,000,000"
		GeneralAndAdministrativeExpense,"2,029,000,000","1,969,000,000","1,870,000,000","1,824,000,000","1,702,000,000","1,602,000,000","1,778,000,000","1,886,000,000","2,292,000,000","4,036,000,000","4,594,000,000","5,572,000,000"
			SalariesAndWages,"1,264,000,000","1,222,000,000","1,155,000,000","1,095,000,000","992,000,000","963,000,000","947,000,000","1,019,000,000","1,365,000,000","1,574,000,000","1,576,000,000","1,517,000,000"
			InsuranceAndClaims,"336,000,000","321,000,000","295,000,000","332,000,000","342,000,000","293,000,000","410,000,000","405,000,000","461,000,000","1,195,000,000","1,384,000,000","1,595,000,000"
			OtherGandA,"429,000,000","426,000,000","420,000,000","397,000,000","368,000,000","346,000,000","421,000,000","462,000,000","466,000,000","1,267,000,000","1,634,000,000","2,460,000,000"
		SellingAndMarketingExpense,"176,000,000","180,000,000","172,000,000","133,000,000","112,000,000","107,000,000","111,000,000","136,000,000","150,000,000","191,000,000","171,000,000","200,000,000"
	DepreciationAmortizationDepletionIncomeStatement,"1,106,000,000","1,090,000,000","1,123,000,000","1,333,000,000","1,853,000,000","2,331,000,000","2,314,000,000","2,076,000,000","1,482,000,000","97,000,000","90,000,000","81,000,000"
		DepreciationAndAmortizationInIncomeStatement,"1,106,000,000","1,090,000,000","1,123,000,000","1,333,000,000","1,853,000,000","2,331,000,000","2,314,000,000","2,076,000,000","1,482,000,000","97,000,000","90,000,000","81,000,000"
			DepreciationIncomeStatement,"1,091,000,000","1,077,000,000","1,112,000,000","1,333,000,000","1,853,000,000","2,331,000,000","2,314,000,000","2,076,000,000","1,482,000,000","97,000,000","90,000,000","81,000,000"
			Amortization,"15,000,000","13,000,000","11,000,000",,,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,"15,000,000","13,000,000","11,000,000",,,,,,,,,
	OtherNonInterestExpense,"345,000,000","341,000,000","342,000,000","331,000,000","362,000,000","323,000,000","335,000,000","539,000,000","481,000,000",,,
IncomefromAssociatesandOtherParticipatingInterests,"57,000,000","62,000,000","46,000,000","14,000,000","18,000,000","52,000,000",,,,,,
SpecialIncomeCharges,,,"0","-7,000,000","-5,000,000","-357,000,000","-202,000,000","-59,000,000","-1,430,000,000","-1,078,000,000","-943,000,000","-331,000,000"
	RestructuringAndMergernAcquisition,,,,,,,,,,"51,000,000","80,000,000","44,000,000"
	WriteOff,,,,,,,,,"1,192,000,000",,,
	LossonExtinguishmentofDebt,,,"0","7,000,000","5,000,000","357,000,000","202,000,000","59,000,000","148,000,000","64,000,000","123,000,000","-665,000,000"
	OtherSpecialCharges,,,,,,,,,"90,000,000","963,000,000","740,000,000","952,000,000"
OtherNonOperatingIncomeExpenses,,,,,,,,,,"64,000,000","123,000,000","-665,000,000"
PretaxIncome,"1,070,000,000","1,967,000,000","1,622,000,000","1,507,000,000","1,581,000,000","1,393,000,000","1,246,000,000","357,000,000","-755,000,000","67,000,000","1,139,000,000","-6,909,000,000"
TaxProvision,"43,000,000","246,000,000","359,000,000","581,000,000","470,000,000","496,000,000","321,000,000","-59,000,000","-1,284,000,000","179,000,000","153,000,000","74,000,000"
NetIncomeCommonStockholders,"1,022,000,000","1,715,000,000","1,263,000,000","929,000,000","1,037,000,000","-1,282,000,000","882,000,000","-689,000,000","394,000,000","-919,000,000","-786,000,000","-11,523,000,000"
	NetIncome,"1,022,000,000","1,715,000,000","1,263,000,000","929,000,000","1,067,000,000","1,289,000,000","1,150,000,000","361,000,000","1,196,000,000","-157,000,000","1,075,000,000","-10,298,000,000"
		NetIncomeIncludingNoncontrollingInterests,"1,022,000,000","1,715,000,000","1,263,000,000","929,000,000","1,067,000,000","1,289,000,000","1,150,000,000","361,000,000","1,196,000,000","-157,000,000","1,075,000,000","-10,298,000,000"
			NetIncomeContinuousOperations,"1,027,000,000","1,721,000,000","1,263,000,000","926,000,000","1,111,000,000","897,000,000","925,000,000","416,000,000","529,000,000","-112,000,000","986,000,000","-6,983,000,000"
			NetIncomeDiscontinuousOperations,"-5,000,000","-6,000,000","0","3,000,000","-44,000,000","392,000,000","225,000,000","-55,000,000","667,000,000","-45,000,000","89,000,000","-3,315,000,000"
	PreferredStockDividends,,,,,"30,000,000","2,571,000,000","268,000,000","1,050,000,000","802,000,000","762,000,000","1,861,000,000","1,225,000,000"
DilutedNIAvailtoComStockholders,"1,022,000,000","1,715,000,000","1,263,000,000","929,000,000","1,037,000,000","-1,282,000,000","882,000,000","-689,000,000","394,000,000","-919,000,000","-786,000,000","-11,523,000,000"
BasicEPS,,"4.36","2.97","2.05","2.15","-2.66","1.83","0.752","3.01","-2.229","-3.165","-70.21"
DilutedEPS,,"4.34","2.95","2.04","2.15","-2.66","1.83","0.752","3.01","-2.229","-3.165","-70.21"
BasicAverageShares,,"393,234,000","425,165,000","453,704,000","481,105,000","482,873,000","481,155,000","479,767,470","412,600,700","412,600,700","248,185,070","164,111,520"
DilutedAverageShares,,"395,395,000","427,680,000","455,350,000","482,182,000","483,934,000","481,934,000","479,767,470","412,600,700","412,600,700","248,185,070","164,111,520"
InterestIncomeAfterProvisionForLoanLoss,"4,011,000,000","4,616,000,000","4,497,000,000","4,317,000,000","4,759,000,000","5,261,000,000","5,151,000,000","4,273,000,000","2,939,000,000","2,256,000,000","2,172,000,000","-3,441,000,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"1,022,000,000","1,715,000,000","1,263,000,000","929,000,000","1,067,000,000","1,289,000,000","1,150,000,000","361,000,000","1,196,000,000","-157,000,000","1,075,000,000","-10,298,000,000"
NormalizedIncome,"1,027,000,000","1,721,000,000","1,263,000,000","930,301,260.783","1,114,513,598.988","1,126,884,422.111","1,074,959,871.589","454,350,000","1,458,500,000","588,700,000","1,802,328,358.209","-6,767,850,000"
TotalMoneyMarketInvestments,"69,000,000","78,000,000","72,000,000","37,000,000","14,000,000","8,000,000",,,,"54,000,000","69,000,000","98,000,000"
ReconciledDepreciation,"1,572,000,000","1,555,000,000","1,649,000,000","1,859,000,000","2,382,000,000","2,801,000,000","2,936,000,000","2,864,000,000","2,381,000,000","2,713,000,000","4,100,000,000","5,958,000,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"1,027,000,000","1,721,000,000","1,263,000,000","926,000,000","1,111,000,000","897,000,000","925,000,000","416,000,000","529,000,000","-112,000,000","986,000,000","-6,983,000,000"
TotalUnusualItemsExcludingGoodwill,,,"0","-7,000,000","-5,000,000","-357,000,000","-202,000,000","-59,000,000","-1,430,000,000","-1,078,000,000","-943,000,000","-331,000,000"
TotalUnusualItems,,,"0","-7,000,000","-5,000,000","-357,000,000","-202,000,000","-59,000,000","-1,430,000,000","-1,078,000,000","-943,000,000","-331,000,000"
TaxRateForCalcs,"0.04","0.125","0.221","0.386","0.297","0.356","0.258","0.35","0.35","0.35","0.134","0.35"
TaxEffectOfUnusualItems,"0","0","0","-2,698,739.217","-1,486,401.012","-127,115,577.889","-52,040,128.411","-20,650,000","-500,500,000","-377,300,000","-126,671,641.791","-115,850,000"
