name,12/31/2019,06/30/2019,12/31/2018,06/30/2018,12/31/2017,06/30/2017,12/31/2016,06/30/2016,12/31/2015,06/30/2015,12/31/2014,06/30/2014,12/31/2013,06/30/2013,12/31/2012,06/30/2012,12/31/2011,06/30/2011,12/31/2010,06/30/2010,12/31/2009,06/30/2009,12/31/2008,06/30/2008,12/31/2007,06/30/2007,12/31/2006,06/30/2006,12/31/2005,06/30/2005,12/31/2004,06/30/2004,12/31/2003,06/30/2003,12/31/2002,06/30/2002,12/31/2001,06/30/2001,12/31/2000,06/30/2000,12/31/1999,06/30/1999,12/31/1998,06/30/1998
			FinishedGoods,,,,,,,,,,,,,,,,,,,,,,,"2,706,999,563.6",,"2,592,000,931",,"1,052,000,928.9",,"930,998,835.2",,"876,000,906.6",,"763,851,600",,"662,000,000",,,,"834,450,352.491",,"826,499,449.981",,"966,603,037.596",
			OtherInventories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"248,000,000",,,,,,,,,
		PrepaidAssets,"219,000,000",,"186,000,000",,"279,000,000",,"266,000,000",,"242,000,000",,"220,000,000",,"332,000,000",,"333,000,000",,"582,000,000",,,,,,"441,999,376.6",,"441,999,170.4",,"144,999,521.5",,"108,000,434",,"75,000,488.2",,"64,249,200",,,,,,"120,482,136.456",,"119,933,674.13",,"140,847,871.193",
		RestrictedCash,"1,959,000,000",,"1,276,000,000",,"2,240,000,000",,"2,427,000,000",,"8,523,000,000",,"11,277,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetsHeldForSaleCurrent,"0","386,000,000","734,000,000","3,029,000,000",,"1,144,000,000","31,000,000","269,000,000","293,000,000","82,000,000","312,000,000","64,000,000","952,000,000","1,502,000,000","970,000,000","417,000,000",,"495,000,000",,,,,"5,324,999,348.4",,"7,024,000,688.7",,,,,,,,,,,,,,,,,,,
		HedgingAssetsCurrent,"58,000,000",,"88,000,000",,"29,000,000",,"24,000,000",,"77,000,000",,"43,000,000",,"63,000,000",,,,,,,,,,"146,999,683.8",,"619,000,010.1",,"57,000,488.9",,"227,999,960.5",,"171,000,958.4",,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,"521,000,000","844,000,000","694,000,000","312,000,000",,"7,655,000,000",,"252,000,000",,"554,000,000",,"216,000,000",,,,,,,,,,,,,,"394,000,000"
	TotalNonCurrentAssets,"70,499,000,000","69,887,000,000","70,047,000,000","71,959,000,000","77,048,000,000","76,446,000,000","74,177,000,000","76,804,000,000","76,303,000,000","82,948,000,000","86,702,000,000","92,488,000,000","88,743,000,000","94,470,000,000","97,380,000,000","101,721,000,000","97,647,000,000","101,432,000,000","90,943,000,000","76,661,000,000","82,304,000,000","81,033,000,000","71,181,000,594.4","83,596,000,000","79,159,999,147.7","30,533,000,000","27,619,001,538.6","24,098,000,000","22,322,000,373.2","22,215,000,000","21,795,999,273.5","18,333,000,000","19,189,094,400","17,481,000,000","15,832,000,000","16,340,000,000","14,955,000,000","15,450,000,000","22,570,320,229.418","11,990,000,000","19,072,061,440.404","12,071,000,000","19,666,229,230.642","11,456,000,000"
		NetPPE,"57,545,000,000","56,349,000,000","56,594,000,000","57,742,000,000","62,486,000,000","60,324,000,000","59,566,000,000","60,967,000,000","61,057,000,000","65,410,000,000","68,693,000,000","73,326,000,000","70,827,000,000","75,116,000,000","77,184,000,000","70,395,000,000","64,967,000,000","61,065,000,000","56,024,000,000","44,511,000,000","45,803,000,000","45,423,000,000","41,753,000,775.4","49,186,000,000","41,967,999,111.7","24,045,000,000","22,207,000,171.4","19,178,000,000","17,619,998,999.7","17,121,000,000","16,720,999,756.1","14,689,000,000","15,264,539,100","13,592,000,000","12,183,000,000","12,716,000,000","11,598,000,000","12,396,000,000","18,148,179,591.349","9,788,000,000","15,750,420,117.769","9,638,000,000","15,581,640,966.055","9,021,000,000"
			GrossPPE,"115,656,000,000",,"106,640,000,000",,"118,547,000,000",,"110,425,000,000",,"106,569,000,000",,"115,269,000,000",,"115,765,000,000",,"117,845,000,000",,"96,151,000,000",,"83,791,000,000",,"70,145,000,000",,"60,621,000,543.4","67,599,000,000","41,967,999,111.7","40,242,000,000","37,010,998,775.9","34,288,000,000","32,729,999,445.3","32,294,000,000","31,458,999,830.7","28,089,000,000","19,430,028,900","24,797,000,000","23,388,000,000","21,981,000,000","20,863,000,000","20,795,000,000","30,687,246,385.47","16,656,000,000","27,928,902,549.502","15,685,000,000","26,824,615,154.785","11,545,000,000"
				Properties,"39,205,000,000",,"36,265,000,000",,"39,378,000,000",,"37,021,000,000",,"0",,"23,045,000,000",,"21,521,000,000",,"37,996,000,000",,"22,186,000,000",,"19,173,000,000",,"11,028,000,000",,"17,390,000,328.4",,"12,514,999,957.7",,"13,619,999,126.7",,"11,509,999,167.9",,"11,094,000,435.6",,"8,914,576,500",,"0",,"0",,"8,690,331,879.556",,"6,630,246,376.343",,"5,125,757,822.226",
				LandAndImprovements,,,,,,,,,"11,405,000,000",,"10,845,000,000",,"11,328,000,000",,,,"9,327,000,000",,"9,289,000,000",,"8,973,000,000",,,,,,,,,,,,,,"6,907,000,000",,"5,937,000,000",,,,,,,
				BuildingsAndImprovements,,,,,,,,,"22,474,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,"67,263,000,000",,"63,051,000,000",,"71,903,000,000",,"68,030,000,000",,"67,690,000,000",,"69,835,000,000",,"68,429,000,000",,"56,052,000,000",,"48,080,000,000",,"47,374,000,000",,"41,990,000,000",,"35,139,999,614.6",,"23,954,999,035.1",,"21,552,999,418.5",,"19,382,000,792",,"18,604,999,798.7",,"7,941,915,000",,"14,644,000,000",,"13,537,000,000",,"20,995,127,852.79",,"19,040,774,394.979",,"17,617,030,790.937",
				OtherProperties,,,,,,,,,,,,,,,,,,,,,,,"8,091,000,600.4",,"5,498,000,118.9",,"1,838,000,230.7",,"1,837,999,485.4",,"1,759,999,596.4",,"2,573,537,400",,,,,,"1,001,786,653.125",,"2,257,881,778.18",,"4,081,826,541.622",
				ConstructionInProgress,"9,188,000,000",,"7,324,000,000",,"7,266,000,000",,"5,374,000,000",,"5,000,000,000",,"11,544,000,000",,"14,487,000,000",,"23,797,000,000",,"16,558,000,000",,"7,955,000,000",,"8,154,000,000",,,,,,,,,,,,,,"1,837,000,000",,"1,389,000,000",,,,,,,
			AccumulatedDepreciation,"-58,111,000,000",,"-50,046,000,000",,"-56,061,000,000",,"-50,859,000,000",,"-45,512,000,000",,"-46,576,000,000",,"-44,938,000,000",,"-40,661,000,000",,"-31,184,000,000",,"-27,767,000,000",,"-24,342,000,000",,"-18,867,999,768","-18,413,000,000","0","-16,197,000,000","-14,803,998,604.5","-15,110,000,000","-15,110,000,445.6","-15,173,000,000","-14,738,000,074.6","-13,400,000,000","-4,165,489,800","-11,205,000,000","-11,205,000,000","-9,265,000,000","-9,265,000,000","-8,399,000,000","-12,539,066,794.121","-6,868,000,000","-12,178,482,431.733","-6,047,000,000","-11,242,974,188.729","-2,524,000,000"
		GoodwillAndOtherIntangibleAssets,"3,386,000,000","3,564,000,000","3,458,000,000","3,953,000,000","3,763,000,000","3,987,000,000","3,519,000,000","4,349,000,000","4,228,000,000","6,730,000,000","7,108,000,000","7,648,000,000","6,770,000,000","9,227,000,000","7,349,000,000","16,219,000,000","16,142,000,000","23,997,000,000","20,996,000,000","19,891,000,000","19,998,000,000","20,482,000,000","20,580,999,803.2","23,440,000,000","27,908,999,553.7","1,401,000,000","1,224,999,071.7","1,269,000,000","1,240,000,841.5","1,255,000,000","1,263,999,745.3","1,164,000,000","1,185,040,800","1,171,000,000","1,072,000,000","1,112,000,000","1,077,000,000","705,000,000","1,744,759,827.936","203,000,000","357,193,768.604","235,000,000","475,016,349.905",
			Goodwill,"922,000,000","919,000,000","912,000,000","953,000,000","1,037,000,000","1,000,000,000","951,000,000","922,000,000","892,000,000","1,154,000,000","1,228,000,000","1,370,000,000","1,349,000,000","2,574,000,000","2,774,000,000","8,246,000,000","8,187,000,000","16,372,000,000","15,296,000,000","14,183,000,000","14,268,000,000","14,289,000,000","14,296,000,000","15,604,000,000","21,105,000,000","883,000,000","841,000,000","1,022,000,000","1,020,000,000",,"0",,"0",,,,,,,,,,,
			OtherIntangibleAssets,"2,464,000,000","2,645,000,000","2,546,000,000","3,000,000,000","2,726,000,000","2,987,000,000","2,568,000,000","3,427,000,000","3,336,000,000","5,576,000,000","5,880,000,000","6,278,000,000","5,421,000,000","6,653,000,000","4,575,000,000","7,973,000,000","7,955,000,000","7,625,000,000","5,700,000,000","5,708,000,000","5,730,000,000","6,193,000,000","6,284,999,803.2","7,836,000,000","6,803,999,553.7","518,000,000","383,999,071.7","247,000,000","220,000,841.5","1,255,000,000","1,263,999,745.3","1,164,000,000","1,185,040,800","1,171,000,000","1,072,000,000","1,112,000,000","1,077,000,000","705,000,000","1,744,759,827.936","203,000,000","357,193,768.604","235,000,000","475,016,349.905",
		FinancialAssets,"308,000,000",,"468,000,000",,"238,000,000",,"508,000,000",,"529,000,000",,"393,000,000",,"403,000,000",,,,,,,,,,"38,000,692",,"36,999,903.3",,"45,000,799.3",,"299,999,676.4",,"494,000,405.3",,,,,,,,,,,,,
		NonCurrentDeferredAssets,,,,,,"0",,"0","0","0","0",,"0",,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,,,,,"0",,"0",,"0",
			NonCurrentDeferredTaxesAssets,"3,102,000,000","3,141,000,000","3,137,000,000","3,299,000,000","3,395,000,000","3,759,000,000","3,728,000,000","3,493,000,000","3,309,000,000","3,230,000,000","3,540,000,000","3,987,000,000","3,555,000,000","2,701,000,000","3,358,000,000","2,813,000,000","1,875,000,000","1,993,000,000","1,863,000,000","2,234,000,000","2,231,000,000","1,610,000,000","1,366,999,797.4","794,000,000","584,999,610.6","144,000,000","225,000,069.9","281,000,000","54,999,711.3","12,000,000","51,999,126.7",,"394,418,700",,,,,,"1,093,263,830.804",,"1,027,257,991.459",,"1,499,615,569.757",
		NonCurrentPrepaidAssets,"270,000,000",,"281,000,000",,"326,000,000",,"370,000,000",,"389,000,000",,,,"695,000,000",,"992,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DefinedPensionBenefit,"984,000,000",,"935,000,000",,"871,000,000",,"625,000,000",,"592,000,000",,,,"290,000,000",,"154,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"139,000,000","167,000,000","152,000,000","133,000,000","160,000,000","162,000,000","143,000,000","148,000,000","253,000,000","351,000,000","397,000,000","490,000,000","511,000,000","344,000,000","423,000,000","440,000,000","469,000,000","280,000,000","5,330,000,000","1,359,000,000","5,992,000,000","6,975,000,000","386,000,122","10,176,000,000","325,000,452.9","4,943,000,000","233,999,837.1","3,370,000,000","263,001,184.3","3,827,000,000","68,000,494.2","2,480,000,000","-394,418,700","2,718,000,000","2,577,000,000","2,512,000,000","2,280,000,000","2,349,000,000","-1,093,263,830.804","1,999,000,000","-1,027,257,991.459","2,198,000,000","-1,499,615,569.757","2,435,000,000"
TotalLiabilitiesNetMinorityInterest,"42,560,000,000","42,452,000,000","41,126,000,000","40,975,000,000","44,611,000,000","42,026,000,000","43,533,000,000","46,328,000,000","47,436,000,000","50,670,000,000","53,233,000,000","54,812,000,000","57,523,000,000","59,890,000,000","59,552,000,000","55,676,000,000","60,337,000,000","53,036,000,000","47,128,000,000","43,631,000,000","51,311,000,000","74,732,000,000","67,155,002,261","73,681,000,000","74,797,999,858.2","15,426,000,000","15,109,001,186.1","14,366,000,000","14,063,997,835.1","13,899,000,000","13,716,998,739.8","11,477,000,000","13,039,018,200","12,364,000,000","11,964,000,000","12,225,000,000","11,613,000,000","11,298,000,000","16,771,559,624.806","7,756,000,000","12,629,537,336.612","8,726,000,000","15,258,519,379.202","7,862,000,000"
	CurrentLiabilities,"11,125,000,000","11,066,000,000","10,865,000,000","10,653,000,000","11,349,000,000","9,106,000,000","9,400,000,000","8,055,000,000","10,046,000,000","11,980,000,000","12,580,000,000","12,261,000,000","15,190,000,000","16,505,000,000","14,234,000,000","12,639,000,000","14,966,000,000","12,797,000,000","11,795,000,000","9,721,000,000","9,529,000,000","31,638,000,000","22,100,000,910.4","19,394,000,000","19,551,000,669.3","5,886,000,000","5,780,002,319.2","5,644,000,000","4,785,998,461.6","3,293,000,000","2,942,998,582.4","3,447,000,000","4,333,251,600","4,646,000,000","5,340,000,000","5,142,000,000","5,910,000,000","6,295,000,000","9,638,570,916.477","3,596,000,000","5,683,813,252.232","4,245,000,000","7,939,953,523.114","4,392,000,000"
		CurrentProvisions,"1,066,000,000","1,099,000,000","703,000,000","1,167,000,000","1,275,000,000","1,133,000,000","1,315,000,000","1,243,000,000","1,190,000,000","1,219,000,000","1,299,000,000","1,869,000,000","1,738,000,000","1,486,000,000","1,522,000,000","1,472,000,000","1,487,000,000","1,402,000,000","1,117,000,000","1,137,000,000","1,182,000,000","1,182,000,000","826,000,306.4",,"765,999,788.7",,"366,000,349.3",,"320,999,378.5",,"193,000,663.3",,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,"983,000,000","1,099,000,000","983,000,000","1,167,000,000","734,000,000","1,133,000,000","720,000,000","1,243,000,000","747,000,000","1,219,000,000","905,000,000","1,869,000,000","861,000,000","1,486,000,000","860,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"1,022,000,000","2,003,000,000","312,000,000","710,000,000","552,000,000","742,000,000","717,000,000","1,068,000,000","2,253,000,000","4,422,000,000","2,664,000,000","2,492,000,000","3,916,000,000","4,899,000,000","2,228,000,000","1,769,000,000","1,447,000,000","749,000,000","1,064,000,000","919,000,000","847,000,000","16,543,000,000","10,034,001,063.4","6,949,000,000","8,213,000,782.7","1,829,000,000","1,503,999,708.1","2,305,000,000","1,202,001,134.8","886,000,000","854,998,990.9","1,373,000,000","2,193,396,300","2,705,000,000","3,366,000,000","3,318,000,000","3,835,000,000","4,555,000,000","6,361,010,574.74","2,106,000,000","2,849,728,387.472","2,802,000,000","4,805,397,958.337","2,916,000,000"
			CurrentDebt,"720,000,000",,"307,000,000",,"548,000,000",,"696,000,000",,"2,246,000,000",,"2,659,000,000",,"3,909,000,000",,,"1,769,000,000","1,447,000,000","749,000,000","1,064,000,000","919,000,000","847,000,000","16,543,000,000","10,034,001,063.4","6,949,000,000","8,213,000,782.7","1,829,000,000","1,503,999,708.1","2,305,000,000","1,202,001,134.8","886,000,000","854,998,990.9","1,373,000,000","2,193,396,300","2,705,000,000","3,366,000,000","3,318,000,000","3,835,000,000","4,555,000,000","6,361,010,574.74","2,106,000,000","2,849,728,387.472","2,802,000,000","4,805,397,958.337","2,916,000,000"
			CurrentCapitalLeaseObligation,"302,000,000",,"5,000,000",,"4,000,000",,"21,000,000",,"7,000,000",,"5,000,000",,"7,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,,,"6,000,000",,"4,000,000",,"4,000,000",,"3,000,000",,"12,000,000",,"14,000,000",,"5,000,000","967,000,000",,"2,047,000,000","265,000,000","6,318,000,000","412,000,000","6,712,000,000",,"5,586,000,000",,"1,424,000,000",,"1,170,000,000",,"704,000,000",,,,,,,,,,,,,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"31,435,000,000","31,386,000,000","30,261,000,000","30,322,000,000","33,262,000,000","32,920,000,000","34,133,000,000","38,273,000,000","37,390,000,000","38,690,000,000","40,653,000,000","42,551,000,000","42,333,000,000","43,385,000,000","45,318,000,000","43,037,000,000","45,371,000,000","40,239,000,000","35,333,000,000","33,910,000,000","41,782,000,000","43,094,000,000","45,055,001,350.6","54,287,000,000","55,246,999,188.9","9,540,000,000","9,328,998,866.9","8,722,000,000","9,277,999,373.5","10,606,000,000","10,774,000,157.4","8,030,000,000","8,705,766,600","7,718,000,000","6,624,000,000","7,083,000,000","5,703,000,000","5,003,000,000","7,132,988,708.328","4,160,000,000","6,945,724,084.379","4,481,000,000","7,318,565,856.088","3,470,000,000"
		LongTermProvisions,"10,969,000,000","13,410,000,000","10,059,000,000","12,507,000,000","13,367,000,000","12,634,000,000","12,479,000,000","13,379,000,000","11,876,000,000","12,865,000,000","13,303,000,000","13,483,000,000","12,343,000,000","12,922,000,000","15,069,000,000",,,"14,570,000,000","13,362,000,000","13,883,000,000","12,512,000,000","10,921,000,000","6,505,999,903",,"7,101,999,833.7",,"3,532,000,259.6",,"3,864,999,730.3",,"3,759,000,645.4",,"3,137,502,600",,,,,,"3,476,132,751.822",,"3,266,888,993.141",,"3,159,411,071.458",
		LongTermDebtAndCapitalLeaseObligation,"13,093,000,000","13,321,000,000","12,440,000,000","13,016,000,000","14,624,000,000","15,106,000,000","16,913,000,000","20,799,000,000","20,810,000,000","20,943,000,000","22,411,000,000","23,612,000,000","24,544,000,000","25,025,000,000","24,591,000,000","19,409,000,000","20,357,000,000","17,426,000,000","14,156,000,000","15,085,000,000","22,155,000,000","23,765,000,000","29,724,001,295.2","36,930,000,000","38,655,998,814.4","1,957,000,000","2,006,999,131.4","1,686,000,000","2,782,999,842.3","3,506,000,000","3,882,999,157.9","3,472,000,000","3,849,597,900","3,486,000,000","2,708,000,000","3,272,000,000","2,566,000,000","1,865,000,000","2,293,622,894.014","1,433,000,000","2,362,171,929.598","1,586,000,000","2,783,816,748.278","1,244,000,000"
			LongTermDebt,"12,086,000,000",,"12,401,000,000",,"14,575,000,000",,"16,889,000,000",,"20,765,000,000",,"22,362,000,000",,"24,505,000,000",,,"19,409,000,000","20,357,000,000","17,426,000,000","14,156,000,000","15,085,000,000","22,155,000,000","23,765,000,000","29,724,001,295.2","36,930,000,000","38,655,998,814.4","1,957,000,000","2,006,999,131.4","1,686,000,000","2,782,999,842.3","3,506,000,000","3,882,999,157.9","3,472,000,000","3,849,597,900","3,486,000,000","2,708,000,000","3,272,000,000","2,566,000,000","1,865,000,000","2,293,622,894.014","1,433,000,000","2,362,171,929.598","1,586,000,000","2,783,816,748.278","1,244,000,000"
			LongTermCapitalLeaseObligation,"1,007,000,000",,"39,000,000",,"49,000,000",,"24,000,000",,"45,000,000",,"49,000,000",,"39,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		TradeandOtherPayablesNonCurrent,"929,000,000","1,131,000,000","926,000,000","984,000,000","775,000,000","1,150,000,000","737,000,000","1,094,000,000","798,000,000","1,196,000,000","1,241,000,000","1,406,000,000","771,000,000","1,116,000,000","572,000,000",,"1,101,000,000","717,000,000",,,,,"902,000,232.2",,"848,000,279.8",,"447,999,537.1",,"432,999,510",,"997,000,250.4",,"321,246,000",,,,,,,,,,,
		NonCurrentAccruedExpenses,"27,000,000",,"11,000,000",,"13,000,000",,"1,000,000",,"179,000,000",,,,"146,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DerivativeProductLiabilities,"248,000,000",,"407,000,000",,"481,000,000",,"517,000,000",,"283,000,000",,"67,000,000",,"31,000,000",,,,,,,,,,"267,999,661.6",,"496,000,277.3",,"233,000,517.4",,,,,,,,,,,,,,,,,
		LiabilitiesHeldforSaleNonCurrent,,,,,,"865,000,000",,"40,000,000","111,000,000","83,000,000",,,"181,000,000",,,"149,000,000",,"208,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,,,"76,000,000",,"85,000,000",,"91,000,000",,,,,,,,"128,000,000","1,032,000,000","33,000,000","414,000,000","2,640,000,000","922,000,000","2,811,000,000","3,538,000,000",,"10,940,000,000",,"5,130,000,000",,"4,822,000,000",,"4,836,000,000",,"4,558,000,000",,"4,232,000,000","2,866,000,000","3,811,000,000","2,279,000,000","3,138,000,000",,"2,727,000,000",,"2,895,000,000",,"2,226,000,000"
TotalEquityGrossMinorityInterest,"45,242,000,000","44,300,000,000","49,823,000,000","48,616,000,000","51,115,000,000","48,825,000,000","45,730,000,000","44,060,000,000","44,128,000,000","50,633,000,000","54,594,000,000","57,779,000,000","53,502,000,000","56,079,000,000","58,021,000,000","65,567,000,000","59,208,000,000","69,299,000,000","65,274,000,000","47,868,000,000","45,925,000,000","19,017,000,000","22,460,997,277","33,595,000,000","26,292,999,816","21,947,000,000","19,385,001,833.9","16,339,000,000","15,739,002,336.1","13,280,000,000","12,591,194,732.4","11,619,000,000","11,040,154,200","9,688,000,000","8,240,000,000","8,843,000,000","8,003,000,000","8,400,000,000","12,251,248,357.032","7,656,000,000","12,650,395,366.895","7,510,000,000","11,745,607,768.28","8,133,000,000"
	StockholdersEquity,"40,532,000,000","39,565,000,000","43,686,000,000","42,333,000,000","44,711,000,000","42,291,000,000","39,290,000,000","37,493,000,000","37,349,000,000","42,647,000,000","46,285,000,000","48,981,000,000","45,886,000,000","45,321,000,000","46,865,000,000","55,675,000,000","52,539,000,000","62,861,000,000","58,333,000,000","45,594,000,000","43,831,000,000","17,045,000,000","20,637,997,924.8","31,720,000,000","24,772,000,426.9","20,631,000,000","18,232,000,899.8","15,466,000,000","14,948,001,514.9","12,542,000,000","11,877,195,344.4","10,685,000,000","10,037,152,800","8,791,000,000","7,462,000,000","7,915,000,000","7,176,000,000","7,495,000,000","10,961,643,266.818","7,309,000,000","11,490,167,432.38","6,843,000,000","10,624,348,244.668","7,419,000,000"
		CapitalStock,"3,655,000,000","3,655,000,000","3,688,000,000","4,125,000,000","4,360,000,000","4,381,000,000","4,139,000,000","4,251,000,000","4,174,000,000","4,395,000,000","4,765,000,000","5,419,000,000","5,141,000,000","5,337,000,000","5,945,000,000","5,750,000,000","5,816,000,000","6,117,000,000","5,601,000,000","4,924,000,000","5,170,000,000","1,149,000,000","1,120,999,999.2","172,000,000","1,391,000,814.1","1,350,000,000","1,270,999,190.7","1,201,000,000","1,190,999,816.3","172,000,000","1,304,999,986.4","155,000,000","1,240,366,500","155,000,000","154,000,000","154,000,000","154,000,000","154,000,000","1,414,549,528.02","160,000,000","1,736,431,021.095","167,000,000","1,712,268,238.028",
