name,12/31/2019,06/30/2019,12/31/2018,06/30/2018,12/31/2017,06/30/2017,12/31/2016,06/30/2016,12/31/2015,06/30/2015,12/31/2014,06/30/2014,12/31/2013,06/30/2013,12/31/2012,06/30/2012,12/31/2011,06/30/2011,12/31/2010,06/30/2010,12/31/2009,06/30/2009,12/31/2008,06/30/2008,12/31/2007,06/30/2007,12/31/2006,06/30/2006,12/31/2005,06/30/2005,12/31/2004,06/30/2004,12/31/2003,06/30/2003,12/31/2002,06/30/2002,12/31/2001,06/30/2001,12/31/2000,06/30/2000,12/31/1999,06/30/1999,12/31/1998,06/30/1998
TotalAssets,"87,802,000,000","86,752,000,000","90,949,000,000","89,591,000,000","95,726,000,000","90,851,000,000","89,263,000,000","90,388,000,000","91,564,000,000","101,303,000,000","107,827,000,000","112,591,000,000","111,025,000,000","115,969,000,000","117,573,000,000","121,243,000,000","119,545,000,000","122,335,000,000","112,402,000,000","91,499,000,000","97,236,000,000","93,749,000,000","89,615,999,538","107,276,000,000","101,090,999,674.2","37,373,000,000","34,494,003,020","30,705,000,000","29,803,000,171.2","27,179,000,000","26,308,193,472.2","23,096,000,000","24,079,172,400","22,052,000,000","20,204,000,000","21,068,000,000","19,616,000,000","19,698,000,000","29,022,807,981.838","15,412,000,000","25,279,932,703.507","16,236,000,000","27,034,506,100.091","15,995,000,000"
	CurrentAssets,"17,303,000,000","16,865,000,000","20,902,000,000","17,632,000,000","18,678,000,000","14,405,000,000","15,086,000,000","13,584,000,000","15,261,000,000","18,355,000,000","21,125,000,000","20,103,000,000","22,282,000,000","21,499,000,000","20,193,000,000","19,522,000,000","21,898,000,000","20,903,000,000","21,459,000,000","14,838,000,000","14,932,000,000","12,716,000,000","18,434,998,943.6","23,680,000,000","21,931,000,526.5","6,840,000,000","6,875,001,481.4","6,607,000,000","7,480,999,798","4,964,000,000","4,512,194,198.7","4,763,000,000","4,890,078,000","4,571,000,000","4,372,000,000","4,728,000,000","4,661,000,000","4,248,000,000","6,452,487,752.42","3,422,000,000","6,207,871,263.103","4,165,000,000","7,368,276,869.45","4,539,000,000"
		CashCashEquivalentsAndShortTermInvestments,"8,680,000,000","9,620,000,000","12,101,000,000","8,135,000,000","9,365,000,000","8,099,000,000","6,109,000,000","8,384,000,000","9,470,000,000","11,550,000,000","12,840,000,000","10,100,000,000","10,926,000,000","7,768,000,000","7,615,000,000","7,768,000,000","9,670,000,000","8,030,000,000","9,948,000,000","3,319,000,000","4,233,000,000","1,295,000,000","1,549,000,655.8","1,683,000,000","2,184,999,987","926,000,000","1,261,000,103.8","995,000,000","2,687,000,221.1","563,000,000","482,193,233.1","512,000,000","624,645,000","615,000,000","631,000,000","885,000,000","690,000,000","708,000,000","1,115,575,337.555","509,000,000","1,277,554,354.86","879,000,000","2,184,522,864.968","947,000,000"
			CashAndCashEquivalents,"6,068,000,000","6,861,000,000","9,497,000,000","5,989,000,000","8,310,000,000","7,746,000,000","5,774,000,000","8,250,000,000","9,366,000,000","11,163,000,000","12,423,000,000","9,600,000,000","10,216,000,000","7,328,000,000","7,082,000,000","7,286,000,000","9,670,000,000","7,498,000,000","9,948,000,000","3,319,000,000","4,233,000,000","1,295,000,000","1,181,000,554.6","1,683,000,000","1,645,000,964.2","926,000,000","735,999,940.7","989,000,000","2,378,999,429.4","563,000,000","288,999,199.8","357,000,000","394,418,700","380,000,000","325,000,000","557,000,000","679,000,000","695,000,000","1,093,263,830.804","498,000,000","1,027,257,991.459","668,000,000","1,499,615,569.757","947,000,000"
				CashFinancial,"978,000,000",,"740,000,000",,"1,035,000,000",,"956,000,000",,"843,000,000",,"1,146,000,000",,"1,548,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,"5,090,000,000",,"8,757,000,000",,"7,275,000,000",,"4,818,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"2,612,000,000","2,759,000,000","2,604,000,000","2,146,000,000","1,055,000,000","353,000,000","335,000,000","134,000,000","104,000,000","387,000,000","417,000,000","500,000,000","710,000,000","440,000,000","533,000,000","482,000,000",,"532,000,000",,,,,"368,000,101.2",,"539,999,022.8",,"525,000,163.1","6,000,000","308,000,791.7",,"193,194,033.3","155,000,000","230,226,300","235,000,000","306,000,000","328,000,000","11,000,000","13,000,000","22,311,506.751","11,000,000","250,296,363.401","211,000,000","684,907,295.211",
		Inventory,"3,463,000,000","3,584,000,000","3,447,000,000","3,543,000,000","3,472,000,000","3,331,000,000","2,937,000,000","3,129,000,000","3,168,000,000","3,924,000,000","4,350,000,000","5,636,000,000","5,737,000,000","6,221,000,000","6,136,000,000","5,560,000,000","5,307,000,000","5,258,000,000","4,756,000,000","4,870,000,000","4,889,000,000","5,494,000,000","5,607,000,646.4","5,832,000,000","5,397,000,762.7","2,724,000,000","2,540,001,705.3","2,300,000,000","2,047,999,947","2,121,000,000","1,952,000,536.8","1,816,000,000","1,782,915,300","1,670,000,000","1,502,000,000","1,572,000,000","1,482,000,000","1,422,000,000","2,139,673,497.431","1,210,000,000","2,067,552,251.844","1,377,000,000","2,145,858,743.464","1,311,000,000"
			RawMaterials,,,,,,,,,,,,,,,,,,,,,,,"1,100,000,461",,"1,078,000,384.1",,"1,029,000,869.4",,"564,000,355",,"578,000,333.3",,"637,137,900",,"347,000,000",,,,"809,907,695.065",,"797,819,658.341",,"787,091,044.9",
			WorkInProcess,,,,,,,,,,,,,,,,,,,,,,,"1,800,000,621.8",,"1,726,999,447.6",,"458,999,907",,"553,000,756.8",,"497,999,296.9",,"381,925,800",,"245,000,000",,,,"495,315,449.875",,"443,233,143.523",,"392,164,660.968",
