name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005
TotalAssets,"71,676,000,000","60,547,000,000","61,162,000,000","54,673,000,000","48,734,000,000","43,385,026,000","37,870,700,000","33,199,557,000","30,404,365,000","28,498,768,000","26,605,551,000","28,356,635,000","34,542,086,000","32,080,518,000","24,292,147,000"
	CashCashEquivalentsAndFederalFundsSold,"33,217,000,000","26,937,000,000","23,999,000,000","26,053,000,000","23,105,000,000","17,059,050,000","15,591,268,000","14,525,884,000","12,140,799,000","9,578,611,000","7,948,501,000","6,651,350,000","5,789,334,000","3,878,806,000","2,216,380,000"
		CashAndCashEquivalents,"2,882,000,000","2,597,000,000","1,732,000,000","1,925,000,000","1,601,000,000","1,269,317,000","1,213,241,000","1,614,592,000","1,695,495,000","1,354,219,000","806,560,000","943,497,000","521,776,000","669,271,000","408,232,000"
			CashAndDueFromBanks,"2,882,000,000","2,597,000,000","1,732,000,000","1,925,000,000","1,601,000,000","1,269,317,000","1,213,241,000","1,614,592,000","1,695,495,000","1,354,219,000","806,560,000","943,497,000","521,776,000","669,271,000","408,232,000"
		RestrictedCashAndInvestments,"27,224,000,000","23,098,000,000","20,232,000,000","24,017,000,000","21,309,000,000","15,403,512,000","13,991,711,000","12,482,388,000","10,069,938,000","7,888,093,000","6,728,936,000","4,992,121,000","5,232,557,000","3,111,795,000","1,804,148,000"
			RestrictedCashAndCashEquivalents,"9,400,000,000","7,503,000,000",,,,,,,,,,,,,
			RestrictedInvestments,"17,824,000,000","15,595,000,000",,,,,,,,,,,,,
		MoneyMarketInvestments,"3,111,000,000","1,242,000,000","2,035,000,000","111,000,000","195,000,000","386,221,000","386,316,000","428,904,000","375,366,000","336,299,000","413,005,000","715,732,000","35,001,000","97,740,000","4,000,000"
			FederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,"3,111,000,000","1,242,000,000","2,035,000,000","111,000,000","195,000,000","386,221,000","386,316,000","428,904,000","375,366,000","336,299,000","413,005,000","715,732,000","35,001,000","97,740,000","4,000,000"
				SecurityAgreeToBeResell,"3,111,000,000","1,242,000,000","2,035,000,000","111,000,000","195,000,000","386,221,000","386,316,000","428,904,000","375,366,000","336,299,000","413,005,000","715,732,000","35,001,000","97,740,000","4,000,000"
	SecurityBorrowed,"3,916,000,000","3,331,000,000","2,957,000,000","3,629,000,000","3,924,000,000","3,659,766,000","2,751,501,000","2,833,145,000","2,661,671,000","3,292,345,000","5,063,026,000","5,911,881,000","6,862,028,000","10,479,231,000","8,902,672,000"
