name,ttm,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016,01/31/2015,01/31/2014,01/31/2013,01/31/2012,01/31/2011,01/31/2010,01/31/2008,01/31/2007,01/31/2006,01/31/2005,01/31/2004,01/31/2003,01/31/2002,01/31/2001,01/31/2000,01/31/1999,01/31/1998
TotalRevenue,"2,647,437,000","2,647,437,000","2,505,653,000","2,440,174,000","2,134,871,000","2,109,006,000","1,867,422,000","1,550,961,000","1,193,046,000","958,084,000","772,752,000","625,685,000","722,243,000","712,810,000","581,657,000","525,823,000","438,508,000","400,337,000","366,473,000","369,462,000","294,916,000","209,375,000","98,655,000"
	OperatingRevenue,"2,647,437,000","2,647,437,000","2,505,653,000","2,440,174,000","2,134,871,000","2,109,006,000","1,867,422,000","1,550,961,000","1,193,046,000","958,084,000","772,752,000","625,685,000","722,243,000","712,810,000","581,657,000","525,823,000","438,508,000","400,337,000","366,473,000","369,462,000","294,916,000","209,375,000","98,655,000"
CostOfRevenue,"1,552,426,000","1,552,426,000","1,504,806,000","1,591,107,000","1,455,084,000","1,356,314,000","1,176,648,000","994,081,000","756,597,000","601,735,000","501,132,000","412,629,000","490,935,000","463,105,000","384,244,000","359,808,000","305,980,000","283,072,000","288,337,000","255,923,000","203,239,000","141,397,000",
GrossProfit,"1,095,011,000","1,095,011,000","1,000,847,000","849,067,000","679,787,000","752,692,000","690,774,000","556,880,000","436,449,000","356,349,000","271,620,000","213,056,000","231,308,000","249,705,000","197,413,000","166,015,000","132,528,000","117,265,000","78,136,000","113,539,000","91,677,000","67,978,000",
OperatingExpense,"732,180,000","732,180,000","711,617,000","717,766,000","626,751,000","567,131,000","525,048,000","502,029,000","505,485,000","329,506,000","275,859,000","238,889,000","274,454,000","239,077,000","196,469,000","161,939,000","135,118,000","126,290,000","114,607,000","112,647,000","95,031,000","58,813,000",
	SellingGeneralAndAdministration,"732,180,000","732,180,000","711,617,000","717,766,000","626,751,000","567,131,000","525,048,000","502,029,000","505,485,000","329,506,000","275,859,000","238,889,000","274,454,000","239,077,000","196,469,000","161,939,000","135,118,000","126,290,000","114,607,000","111,632,000","92,628,000","56,749,000",
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,"1,015,000","2,403,000","2,064,000",
OperatingIncome,"362,831,000","362,831,000","289,230,000","131,301,000","53,036,000","185,561,000","165,726,000","54,851,000","-69,036,000","26,843,000","-4,239,000","-25,833,000","-43,146,000","10,628,000","944,000","4,076,000","-2,590,000","-9,025,000","-36,471,000","892,000","-3,354,000","9,165,000","98,655,000"
NetNonOperatingInterestIncomeExpense,"-87,177,000","-87,177,000","-75,074,000","-62,570,000","-44,482,000","-35,677,000","-17,551,000","-5,733,000","-5,776,000","-5,134,000","-3,150,000","-3,241,000",,,,,,,,,,,
	InterestIncomeNonOperating,"1,332,000","1,332,000","834,000","514,000","2,989,000","1,944,000",,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"84,168,000","84,168,000","49,601,000","41,598,000","34,024,000","26,855,000","17,551,000","5,733,000","5,776,000","5,134,000","3,150,000","3,241,000",,,,,,,,,,,
	TotalOtherFinanceCost,"4,341,000","4,341,000","26,307,000","21,486,000","13,447,000","10,766,000",,,,,,,,,,,,,,,,,
