name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,06/30/2010,03/31/2010,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999
MarketCap,"101,677,061,915","114,432,546,508","160,171,693,402","155,550,115,622","168,469,426,720","163,486,893,154","164,462,278,090","174,512,408,669","185,691,627,743","187,140,860,009","206,082,071,590","198,609,314,929","188,668,630,338","161,060,819,753","160,318,248,284","150,426,135,038","123,213,726,814","123,134,258,790","156,374,430,748","147,844,706,471","174,957,489,031","163,840,332,417","182,043,417,028","194,746,745,472","192,575,488,879","190,947,527,225","205,679,761,861","201,899,485,267","193,777,007,445","198,178,320,086","193,146,383,791","170,172,254,569","160,309,338,005","160,918,213,769","136,154,202,710","135,777,754,235","176,820,933,364","183,443,798,944","180,540,279,427","159,654,651,048","176,662,833,089","135,216,501,163","223,632,397,454","211,335,607,237","224,156,222,252","227,258,931,019","250,202,868,887","246,690,437,016","233,508,842,339","243,411,752,561","241,174,422,009","232,795,369,655","217,922,681,369","208,318,216,967","209,859,022,713","205,137,206,931","203,858,564,032","218,303,938,476","202,936,118,893","189,426,316,393","188,753,589,882","198,263,031,208","164,654,678,628","146,453,927,675","126,171,041,007","119,631,273,613","111,678,075,039","126,222,131,322","125,123,852,784","128,193,981,636","114,225,673,233","127,413,739,789","126,881,962,911","156,555,112,662","138,600,620,209","112,224,766,889","118,290,970,504","138,552,090,580","107,900,447,804","114,288,525,984","97,563,375,840"
PeRatio,"27.656","18.673","12.216","11.093","12.099","12.883","15.513","17.955","20.06","19.863","36.886","98.82","309.267","116.629","38.267","15.671","10.797","9.725","10.668","11.307","13.179","12.345","11.808","12.72","13.195","12.102","12.821","13.075","11.043","14.416","14.343","10.805","10.763","9.756","9.071","9.057","11.814","13.632","14.178","17.878","29.818","27.244","18.688","15.861","12.37","11.786","13.623","14.221","14.499","15.187","14.588","14.081","13.784","14.657","14.796","3.012","16.27","16.701","17.61","0.269","18.66","18.263","19.672","20.536","17.128","19.107","19.692","27.909","25.276","25.896","11.005","11.547","12.221","14.798","22.583","18.286","12.813","15.579","15.09","15.984","13.645"
ForwardPeRatio,"15.408","10.183","11.148","10.417","11.442","11.124",,"11.429","12.255","12.69","13.812","13.908","14.245","13.106","12.563","12.438","9.346","7.752","9.39","43.478","46.512","44.843","43.86","44.444","32.468","30.395","37.736","35.088","32.68","35.088","37.879","31.348","28.653",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"0.727","0.445","1.743","1.627","1.361","1.373",,"0.158","0.17","0.176","0.191","0.193","0.209","0.175","1.064","1.054","0.772","0.601","0.728","2.981","3.669","3.538","3.449","2.48","2.223","1.877","2.328","2.164","1.921","2.067","4.03","3.041","2.555",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"1.602","1.665","2.363","2.292","2.535","2.551","2.58","2.749","3.012","3.017","3.434","3.376","3.096","2.664","2.683","2.237","1.821","1.734","2.132","1.929","2.315","2.21","2.408","2.629","2.566","2.505","2.682","2.709","2.493","2.581","2.568","2.067","1.925","1.948","1.215","1.213","1.583","1.801","2.36","2.009","2.096","1.188","2.009","2.24","2.065","2.137","3.004","3.003","2.829","3.363","3.348","3.232","3.029","3.322","3.353","3.286","3.301","3.474",,,,,"561.03","479.53","407.072","444.196","8.296","669.754","694.517","711.558",,,,,,,,"62.515","49.8","52.749","45.029"
PbRatio,"0.534","0.62","0.851","0.805","0.897","0.876","0.889","0.955","0.961","1.005","1.099","1.052","1.057","0.923","0.863","0.785","0.648","0.652","0.807","0.77","0.935","0.862","0.938","1.024","1.053","1.056","1.16","1.163","1.103","1.13","1.119","1.026","0.979","1.014","0.85","0.847","1.103","1.203","1.223","1.174","1.377","1.445","1.764","1.667","1.749","1.773","2.089","2.277","2.155","2.401","2.379","2.296","2.358","2.402","2.42","2.366","2.384","2.553","2.633","2.458","2.535","2.662","3.142","2.795","2.408","2.283","2.429","2.745","2.721","2.788","1.678","1.872","1.864","2.685","2.377","1.925","2.029","2.376","3.41","3.612","2.138"
