name,ttm,06/30/2019,06/30/2018,06/30/2017,06/30/2016,06/30/2015,06/30/2014,06/30/2013,06/30/2012,06/30/2011,06/30/2010,06/30/2009,06/30/2008,06/30/2007,06/30/2006,06/30/2005,06/30/2004,06/30/2003,06/30/2002,06/30/2001,06/30/2000
PretaxIncome,"1,163,000,000","1,372,000,000","1,418,000,000","815,000,000","274,000,000","1,970,000,000","1,556,000,000","1,831,000,000","2,882,000,000","579,000,000","1,569,000,000","-2,775,000,000","1,329,000,000","561,000,000","924,000,000","732,000,000","428,000,000","660,000,000","239,000,000",,
TaxProvision,"-658,000,000","-640,000,000","236,000,000","43,000,000","26,000,000","228,000,000","-14,000,000","-7,000,000","20,000,000","68,000,000","-40,000,000","311,000,000","67,000,000","-352,000,000","84,000,000","25,000,000","-101,000,000","19,000,000","86,000,000",,
NetIncomeCommonStockholders,"1,821,000,000","2,012,000,000","1,182,000,000","772,000,000","248,000,000","1,742,000,000","1,570,000,000","1,838,000,000","2,862,000,000","511,000,000","1,609,000,000","-3,086,000,000","1,262,000,000","913,000,000","840,000,000","707,000,000","529,000,000","641,000,000","153,000,000","-522,000,000","366,000,000"
	NetIncome,"1,821,000,000","2,012,000,000","1,182,000,000","772,000,000","248,000,000","1,742,000,000","1,570,000,000","1,838,000,000","2,862,000,000","511,000,000","1,609,000,000","-3,086,000,000","1,262,000,000","913,000,000","840,000,000","707,000,000","529,000,000","641,000,000","153,000,000","-522,000,000","366,000,000"
		NetIncomeIncludingNoncontrollingInterests,"1,821,000,000","2,012,000,000","1,182,000,000","772,000,000","248,000,000","1,742,000,000","1,570,000,000","1,838,000,000","2,862,000,000","511,000,000","1,609,000,000","-3,086,000,000","1,262,000,000","913,000,000","840,000,000","707,000,000","529,000,000","641,000,000","153,000,000","-522,000,000","366,000,000"
			NetIncomeContinuousOperations,"1,821,000,000","2,012,000,000","1,182,000,000","772,000,000","248,000,000","1,742,000,000","1,570,000,000","1,838,000,000","2,862,000,000","511,000,000","1,609,000,000","-3,086,000,000","1,262,000,000","913,000,000","840,000,000","707,000,000","529,000,000","641,000,000","153,000,000","-522,000,000","366,000,000"
		MinorityInterests,,,,,"0","0","0","0",,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"1,821,000,000","2,012,000,000","1,182,000,000","772,000,000","248,000,000","1,742,000,000","1,570,000,000","1,838,000,000","2,862,000,000","511,000,000","1,609,000,000","-3,086,000,000","1,262,000,000","913,000,000","840,000,000","707,000,000","529,000,000","641,000,000","153,000,000","-522,000,000","366,000,000"
BasicEPS,,"7.13","4.1","2.61","0.83","5.38","4.66","4.97","6.72","1.13","3.28","-6.32","2.46","1.64","1.7","1.51","1.17","1.53","0.38","-1.299","0.91"
DilutedEPS,,"7.06","4.05","2.58","0.82","5.26","4.52","4.81","6.49","1.09","3.14","-6.32","2.36","1.56","1.6","1.41","1.06","1.36","0.36","-1.299","0.803"
BasicAverageShares,,"282,000,000","288,000,000","296,000,000","299,000,000","324,000,000","337,000,000","370,000,000","426,000,000","451,000,000","491,000,000","488,000,000","512,000,000","558,000,000","495,000,000","468,000,000","452,000,000","418,000,000","401,000,000","402,000,000","402,000,000"
DilutedAverageShares,,"285,000,000","292,000,000","299,000,000","302,000,000","331,000,000","347,000,000","382,000,000","441,000,000","467,000,000","514,000,000","488,000,000","538,000,000","587,000,000","524,000,000","502,000,000","498,000,000","470,000,000","428,000,000","456,000,000","456,000,000"
TotalOperatingIncomeAsReported,"1,365,000,000","1,487,000,000","1,634,000,000","1,054,000,000","445,000,000","2,058,000,000","1,776,000,000","2,091,000,000","3,108,000,000","806,000,000","1,740,000,000","-2,635,000,000","1,376,000,000","614,000,000","874,000,000","722,000,000","444,000,000","691,000,000","374,000,000","-697,000,000","-285,000,000"
TotalExpenses,"9,042,000,000","8,925,000,000","9,461,000,000","9,539,000,000","10,540,000,000","12,269,000,000","11,924,000,000","12,258,000,000","11,827,000,000","10,147,000,000","9,532,000,000","9,940,000,000","11,244,000,000","10,717,000,000","8,328,000,000","6,831,000,000","5,721,000,000","5,786,000,000","5,709,000,000",,
NetIncomeFromContinuingAndDiscontinuedOperation,"1,821,000,000","2,012,000,000","1,182,000,000","772,000,000","248,000,000","1,742,000,000","1,570,000,000","1,838,000,000","2,862,000,000","511,000,000","1,609,000,000","-3,086,000,000","1,262,000,000","913,000,000","840,000,000","707,000,000","529,000,000","641,000,000","153,000,000","-522,000,000","366,000,000"
NormalizedIncome,"1,794,600,000","1,993,740,000","1,256,187,588.152","940,608,588.957","406,394,160.584","1,222,052,791.878","1,589,920,000","1,839,660,000","2,865,972,241.499","544,537,132.988","1,713,580,000","-1,017,140,000","1,324,672,686.23","924,200,000","823,636,363.636","685,751,366.12","557,200,000","649,740,909.091","208,694,560.669","-522,000,000","366,000,000"
InterestIncome,"36,000,000","84,000,000","38,000,000","12,000,000","3,000,000","6,000,000","8,000,000","8,000,000","8,000,000","7,000,000","6,000,000","17,000,000",,,,,,,,,
InterestExpense,"207,000,000","224,000,000","236,000,000","222,000,000","193,000,000","207,000,000","195,000,000","214,000,000","241,000,000","214,000,000","174,000,000","134,000,000",,,,,,,,,
NetInterestIncome,"-171,000,000","-140,000,000","-198,000,000","-210,000,000","-190,000,000","-201,000,000","-187,000,000","-206,000,000","-233,000,000","-207,000,000","-168,000,000","-117,000,000",,,,,,,,,
EBIT,"1,370,000,000","1,596,000,000","1,654,000,000","1,037,000,000","467,000,000","2,177,000,000","1,751,000,000","2,045,000,000","3,123,000,000","793,000,000","1,743,000,000","-2,641,000,000","1,464,000,000","643,000,000","878,000,000","722,000,000","503,000,000","700,000,000","378,000,000","5,966,000,000","6,073,000,000"
EBITDA,"1,783,000,000"
ReconciledCostOfRevenue,"7,168,000,000","6,940,000,000","7,275,000,000","6,952,000,000","7,853,000,000","9,218,000,000","9,097,000,000","9,617,000,000","9,479,000,000","8,073,000,000","7,438,000,000","7,519,000,000","8,713,000,000","8,373,000,000","6,464,000,000","5,880,000,000","4,765,000,000","4,759,000,000","4,108,000,000",,
ReconciledDepreciation,"413,000,000","541,000,000","598,000,000","749,000,000","815,000,000","841,000,000","879,000,000","873,000,000","814,000,000","754,000,000","780,000,000","931,000,000","844,000,000","851,000,000","612,000,000","466,000,000","422,000,000","443,000,000","405,000,000",,
NetIncomeFromContinuingOperationNetMinorityInterest,"1,821,000,000","2,012,000,000","1,182,000,000","772,000,000","248,000,000","1,742,000,000","1,570,000,000","1,838,000,000","2,862,000,000","511,000,000","1,609,000,000","-3,086,000,000","1,262,000,000","913,000,000","840,000,000","707,000,000","529,000,000","641,000,000","153,000,000","-522,000,000","366,000,000"
TotalUnusualItemsExcludingGoodwill,"44,000,000","22,000,000","-89,000,000","-178,000,000","-175,000,000","588,000,000","-24,000,000","-2,000,000","-4,000,000","-38,000,000","-126,000,000","-2,523,000,000","-66,000,000","-14,000,000","18,000,000","22,000,000","-47,000,000","-9,000,000","-87,000,000",,
TotalUnusualItems,"44,000,000","22,000,000","-89,000,000","-178,000,000","-175,000,000","588,000,000","-24,000,000","-2,000,000","-4,000,000","-38,000,000","-126,000,000","-2,523,000,000","-66,000,000","-14,000,000","18,000,000","22,000,000","-47,000,000","-9,000,000","-87,000,000",,
NormalizedEBITDA,"1,739,000,000","2,115,000,000","2,341,000,000","1,964,000,000","1,457,000,000","2,430,000,000","2,654,000,000","2,920,000,000","3,941,000,000","1,585,000,000","2,649,000,000","813,000,000","2,374,000,000","1,508,000,000","1,472,000,000","1,166,000,000","972,000,000","1,152,000,000","870,000,000","5,966,000,000","6,073,000,000"
TaxRateForCalcs,"0.4","0.17","0.166","0.053","0.095","0.116","0.17","0.17","0.007","0.117","0.17","0.18","0.05","0.2","0.091","0.034","0.4","0.029","0.36","0.4","0.4"
TaxEffectOfUnusualItems,"17,600,000","3,740,000","-14,812,411.848","-9,391,411.043","-16,605,839.416","68,052,791.878","-4,080,000","-340,000","-27,758.501","-4,462,867.012","-21,420,000","-454,140,000","-3,327,313.77","-2,800,000","1,636,363.636","751,366.12","-18,800,000","-259,090.909","-31,305,439.331","0","0"
