name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995
MarketCap,"10,257,460,034","25,962,350,000","16,312,110,000","22,586,444,209","27,382,806,222","22,010,810,000","28,090,820,000","37,985,140,000","23,968,490,000","17,784,203,021","12,956,936,000","9,481,976,000","5,599,806,842","17,973,325,000","23,989,448,000","129,962,287,967","162,292,178,860","198,785,757,780","184,491,128,217","201,433,173,204","182,545,678,566","107,990,638,243","33,577,195,810","18,481,080,935","16,381,769,204","21,349,511,284"
EnterpriseValue,"30,253,460,034","36,123,350,000","26,189,110,000","32,131,444,209","36,160,806,222","30,676,810,000","34,871,820,000","44,065,140,000","29,182,490,000","22,828,203,021","18,477,736,000","15,762,176,000","12,176,406,842","23,714,125,000","27,860,648,000","139,850,287,967","171,078,978,860","207,814,557,780","194,263,928,217","211,828,473,204","194,429,878,566","113,301,838,243","37,600,495,810","27,188,280,935","27,291,069,204","32,375,211,284"
PeRatio,"3.674","5.82","11.601","15.984","17.807","16.922","21.961","22.174","15.315","15.727","18.298","42.636",,"15.735",,,,"138.587","84.483",,,"304.205",,"58.949","147.603","237.448"
ForwardPeRatio,"4.525","8.231","7.564","11.933","14.599","13.038","15.198","18.248","12.887","12.195","13.908",,,,,,,,,,,,,,,
PegRatio,"0.473","0.786","0.541","0.852","0.942","0.913","1.115","1.363","0.846","0.784","1.478",,,,,,,,,,,,,,,
PsRatio,"0.432","1.105","1.175","1.863","2.06","1.915","2.193","2.672","1.776","1.327","0.94","0.738","0.396","1.372","1.63","5.694","7.244","7.526","7.556","8.47","7.101","8.56","5.532","1.408","1.347","1.777"
PbRatio,"0.907","5.462","6.506","7.647","4.993","4.105","3.787","3.922","2.343","1.821","1.318","1.053","0.651","0.837","1.032","3.22","3.862","3.145","2.952","3.212","3.788","9.701","2.933","1.517","1.438","2.016"
EnterprisesValueRevenueRatio,"1.088","1.299","1.804","2.347","2.747","2.209","2.526","2.883","2.071","1.603","1.314","1.211","0.873","1.685","1.946","9.621","7.595","7.817","7.895","9.122","9.7","8.811","3.108","2.059","2.258","2.77"
EnterprisesValueEBITDARatio,"6.369","7.605","8.791","12.084","12.617","11.451","12.419","11.814","8.488","7.443","7.99","10.057","-1.059","7.693","9.131","-22.16","-14.07","44.927","35.051","45.392","54.856","52.399","24.593","16.03","12.514","13.993"
