name,ttm,02/29/2020,02/28/2019,02/28/2018,02/28/2017,02/29/2016,02/28/2015,02/28/2014,02/28/2013,02/29/2012,02/28/2011
MarketCap,"30,826,706,651","32,187,839,792","21,047,799,962","21,407,282,690","7,116,613,960","4,186,101,749","2,423,054,147","1,870,925,923","694,804,147","852,354,476","799,703,969"
EnterpriseValue,"30,124,212,651","30,847,733,792","19,680,127,962","20,345,822,355","6,699,339,637","3,823,287,132","2,080,705,174","1,537,699,016","445,588,410","653,084,790","600,202,528"
PeRatio,"337.476","313.82","62.462","133.274","81.575","41.734","34.909","38.258","20.227","34.375","29.111"
ForwardPeRatio,"55.556","49.505","44.643","59.172","37.736","35.971","25.575","25.189","15.723","28.818","33.784"
PegRatio,,,,,,,"0.853","1.146","0.655","0.971",
PsRatio,"9.462","10.365","8.915","14.558","8.996","7.675","6.61","6.602","3.184","4.829","6.465"
PbRatio,"12.254","12.408","11.749","22.175","11.819","9.939","8.08","7.665","3.803","4.483","5.158"
EnterprisesValueRevenueRatio,"9.203","9.424","7.679","11.863","6.423","6.167","4.795","4.899","1.972","3.679","5.427"
EnterprisesValueEBITDARatio,"-775.737","-794.369","34.914","63.02","33.282","23.372","21.783","22.812","9.922","19.116","19.66"
