name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012
TotalRevenue,"1,477,404,000","490,375,000","436,347,000","302,977,000","247,705,000","251,201,000","250,929,000","244,298,000","238,201,000","298,634,000","250,635,000","201,721,000","204,473,000","289,285,000","291,395,000","207,806,000","143,401,000","187,240,000","189,205,000","196,351,000","140,314,000","141,725,000","140,625,000","130,435,000","105,492,000","90,420,000","87,194,000","110,777,000","105,698,000","117,398,000","76,232,000","42,569,000","38,950,000"
	OperatingRevenue,"2,052,385,000","1,072,211,000","433,968,000","300,851,000","245,355,000","338,189,000","312,883,000","289,980,000","280,213,000","353,125,000","325,849,000","287,884,000","258,160,000","319,880,000","367,434,000","300,643,000","240,352,000","223,944,000","237,589,000","218,451,000","184,783,000","147,232,000","150,712,000","139,224,000","117,744,000","102,850,000","94,572,000","113,724,000","109,894,000","122,510,000","79,951,000","46,216,000","38,722,000"
CostOfRevenue,"282,035,000","102,406,000","82,760,000","52,079,000","44,790,000","54,454,000","48,000,000","33,634,000","28,414,000","46,782,000","30,549,000","29,818,000","30,976,000","36,324,000","28,648,000","18,340,000","25,073,000","17,560,000","21,084,000","32,751,000","14,086,000","23,334,000","16,451,000","13,692,000","4,507,000","4,074,000","4,733,000","4,125,000","4,038,000","2,354,000","2,786,000","1,028,000","1,149,000"
GrossProfit,"1,195,369,000","387,969,000","353,587,000","250,898,000","202,915,000","196,747,000","202,929,000","210,664,000","209,787,000","251,852,000","220,086,000","171,903,000","173,497,000","252,961,000","262,747,000","189,466,000","118,328,000","169,680,000","168,121,000","163,600,000","126,228,000","118,391,000","124,174,000","116,743,000","100,985,000","86,346,000","82,461,000","106,652,000","101,660,000","115,044,000","73,446,000","41,541,000","37,801,000"
OperatingExpense,"633,179,000","175,348,000","178,456,000","144,152,000","136,548,000","132,286,000","135,146,000","128,006,000","130,909,000","148,848,000","111,979,000","99,071,000","100,414,000","110,740,000","110,496,000","95,439,000","78,878,000","83,390,000","84,608,000","80,986,000","65,915,000","59,958,000","56,015,000","53,373,000","47,908,000","50,428,000","42,044,000","47,748,000","40,046,000","50,025,000","34,594,000","28,922,000","21,348,000"
	SellingGeneralAndAdministration,"633,179,000","175,348,000","178,456,000","144,152,000","136,548,000","132,286,000","135,146,000","128,006,000","130,909,000","148,848,000","111,979,000","99,071,000","100,414,000","110,740,000","110,496,000","95,439,000","78,878,000","83,390,000","84,608,000","80,986,000","65,915,000","59,958,000","56,015,000","53,373,000","47,908,000","50,428,000","42,044,000","47,748,000","40,046,000","50,025,000","34,594,000","28,922,000","21,348,000"
		GeneralAndAdministrativeExpense,"633,179,000","175,348,000","178,456,000","144,152,000","135,223,000","130,733,000","132,871,000","125,788,000","128,748,000","139,730,000","111,979,000","99,071,000","100,414,000","110,740,000","110,496,000","95,439,000","78,878,000","83,390,000","84,608,000","80,986,000","65,915,000","59,958,000","56,015,000","53,373,000","47,908,000","41,310,000","42,044,000","47,748,000","40,046,000","50,025,000","34,594,000","28,922,000","21,348,000"
			SalariesAndWages,"503,458,000","141,009,000","141,132,000","114,717,000","106,600,000","99,353,000","103,364,000","98,540,000","102,013,000","97,097,000","93,417,000","82,967,000","85,240,000","94,576,000","96,132,000","83,147,000","68,298,000","71,567,000","74,129,000","70,422,000","58,144,000","52,475,000","48,375,000","46,971,000","42,886,000","34,726,000","35,830,000","42,339,000","35,681,000","46,258,000","31,856,000","26,492,000","18,739,000"
			RentAndLandingFees,"28,916,000","7,841,000","7,257,000","7,042,000","6,776,000","7,151,000","7,117,000","6,507,000","6,377,000","5,675,000",,,,,,,,,,,,,,,,"912,000","796,000","596,000","491,000","443,000","394,000","301,000","383,000"
			OtherGandA,"100,805,000","26,498,000","30,067,000","22,393,000","21,847,000","24,229,000","22,390,000","20,741,000","20,358,000","20,018,000","18,562,000","16,104,000","15,174,000","16,164,000","14,364,000","12,292,000","10,580,000","11,823,000","10,479,000","10,564,000","7,771,000","7,483,000","7,640,000","6,402,000","5,022,000","5,672,000","5,418,000","4,813,000","3,874,000","3,324,000","2,344,000","2,129,000","2,226,000"
