name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012
	SpecialIncomeCharges,"-5,670,000","1,082,000","-3,864,000","-2,119,000","-769,000","-508,000","-11,579,000","-461,000","-26,000","-10,000","-134,000","-803,000",,,"-69,000","-24,000","-98,000","-37,000","-91,000","-167,000","-5,796,000","-1,229,000","-332,000","-1,198,000","200,000","-533,000","-1,420,000","-9,469,000","-9,108,000","-775,000","1,397,000","-3,265,000","-1,156,000","-123,000"
		RestructuringAndMergernAcquisition,"5,670,000","-1,082,000","3,864,000","2,119,000","769,000","508,000","11,579,000","461,000","26,000","10,000","134,000","803,000",,,"69,000","24,000","98,000","37,000","91,000","167,000","315,000","1,229,000","332,000","60,000","-200,000","533,000","381,000","-38,000","933,000","775,000","-1,397,000","2,273,000","1,156,000","123,000"
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,"0",,"5,481,000",,"0","1,138,000",,,"1,039,000","9,507,000","8,175,000",,"0","992,000",,
	OtherNonOperatingIncomeExpenses,,,,,,,"-5,000",,"117,000","208,000","237,000","162,000","131,000","95,000","128,000","135,000","90,000","101,000","98,000","171,000","112,000","62,000","119,000","281,000","100,000","96,000","40,000","203,000","111,000","133,000","361,000","133,000","44,000","24,000"
PretaxIncome,"244,376,000","122,762,000","41,720,000","34,000,000","45,894,000","74,554,000","21,332,000","45,367,000","55,274,000","73,823,000","31,591,000","47,557,000","58,502,000","67,868,000","26,506,000","37,859,000","59,891,000","74,336,000","44,099,000","50,886,000","50,240,000","60,768,000","27,013,000","42,642,000","49,153,000","55,298,000","14,843,000","18,587,000","20,623,000","30,014,000","5,792,000","2,485,000","9,331,000","17,159,000"
TaxProvision,"59,329,000","30,952,000","10,086,000","7,740,000","10,551,000","18,162,000","8,629,000","7,867,000","13,565,000","7,199,000","-8,108,000","16,071,000","17,534,000","21,581,000","9,501,000","13,974,000","22,682,000","28,129,000","15,883,000","18,900,000","18,918,000","23,301,000","9,270,000","16,577,000","19,002,000","21,565,000","5,563,000","7,126,000","8,155,000","11,897,000","2,451,000","1,178,000","4,025,000","7,613,000"
NetIncomeCommonStockholders,"185,047,000","91,810,000","31,634,000","26,260,000","35,343,000","56,392,000","12,703,000","37,500,000","41,709,000","66,624,000","39,699,000","31,486,000","40,968,000","46,287,000","17,005,000","23,885,000","37,209,000","46,207,000","28,216,000","31,986,000","31,322,000","37,467,000","17,743,000","26,065,000","30,151,000","33,733,000","9,280,000","11,461,000","12,468,000","18,117,000","3,341,000","1,307,000","5,306,000","9,546,000"
	NetIncome,"185,047,000","91,810,000","31,634,000","26,260,000","35,343,000","56,392,000","12,703,000","37,500,000","41,709,000","66,624,000","39,699,000","31,486,000","40,968,000","46,287,000","17,005,000","23,885,000","37,209,000","46,207,000","28,216,000","31,986,000","31,322,000","37,467,000","17,743,000","26,065,000","30,151,000","33,733,000","9,280,000","11,461,000","12,468,000","18,117,000","3,341,000","1,307,000","5,306,000","9,546,000"
		NetIncomeIncludingNoncontrollingInterests,"185,047,000","91,810,000","31,634,000","26,260,000","35,343,000","56,392,000","12,703,000","37,500,000","41,709,000","66,624,000","39,699,000","31,486,000","40,968,000","46,287,000","17,005,000","23,885,000","37,209,000","46,207,000","28,216,000","31,986,000","31,322,000","37,467,000","17,743,000","26,065,000","30,151,000","33,733,000","9,280,000","11,461,000","12,468,000","18,117,000","3,341,000","1,307,000","5,306,000","9,546,000"
			NetIncomeContinuousOperations,"185,047,000","91,810,000","31,634,000","26,260,000","35,343,000","56,392,000","12,703,000","37,500,000","41,709,000","66,624,000","39,699,000","31,486,000","40,968,000","46,287,000","17,005,000","23,885,000","37,209,000","46,207,000","28,216,000","31,986,000","31,322,000","37,467,000","17,743,000","26,065,000","30,151,000","33,733,000","9,280,000","11,461,000","12,468,000","18,117,000","3,341,000","1,307,000","5,306,000","9,546,000"
DilutedNIAvailtoComStockholders,"185,047,000","91,810,000","31,634,000","26,260,000","35,343,000","56,392,000","12,703,000","37,500,000","41,709,000","66,624,000","39,699,000","31,486,000","40,968,000","46,287,000","17,005,000","23,885,000","37,209,000","46,207,000","28,216,000","31,986,000","31,322,000","37,467,000","17,743,000","26,065,000","30,151,000","33,733,000","9,280,000","11,461,000","12,468,000","18,117,000","3,341,000","1,307,000","5,306,000","9,546,000"
BasicEPS,,"0.78",,"0.22","0.3","0.46","0.1","0.3","0.32","0.5","0.3","0.23","0.3","0.34","0.12","0.16","0.25","0.31","0.18","0.21","0.2","0.25","0.12","0.17","0.2","0.23",,"0.08","0.087","0.13",,"0.009","0.038","0.068"
DilutedEPS,,"0.78",,"0.22","0.3","0.46","0.1","0.29","0.32","0.5","0.29","0.23","0.29","0.33","0.12","0.16","0.25","0.3","0.18","0.21","0.2","0.24","0.11","0.17","0.2","0.22",,"0.08","0.087","0.13",,"0.009","0.037","0.066"
BasicAverageShares,,"117,545,000",,"118,029,000","118,251,000","123,258,000","126,574,000","126,855,000","129,423,000","132,423,000","132,408,000","134,320,000","136,796,000","137,069,000","141,638,000","147,743,000","149,170,000","150,723,000","153,172,000","153,585,000","153,393,000","152,235,000","151,314,000","150,241,000","149,681,000","147,759,000",,"139,687,000","143,658,944","140,815,000",,"140,815,000","140,815,000","140,815,000"
DilutedAverageShares,,"117,748,000",,"118,174,000","118,436,000","123,926,000","127,398,000","127,627,000","130,012,000","133,752,000","134,795,000","136,770,000","139,493,000","140,147,000","143,950,000","150,024,000","151,498,000","153,144,000","155,635,000","155,952,000","155,949,000","155,482,000","155,010,000","154,306,000","154,039,000","153,294,000",,"144,710,000","143,658,944","143,851,000",,"143,851,000","143,851,000","143,851,000"
TotalOperatingIncomeAsReported,"265,393,000","127,589,000","46,915,000","39,557,000","51,332,000","79,556,000","28,744,000","52,786,000","61,701,000","79,680,000","37,084,000","53,004,000","63,471,000","72,511,000","30,187,000","41,447,000","63,462,000","77,836,000","47,734,000","54,400,000","60,046,000","66,574,000","32,813,000","49,656,000","55,573,000","61,669,000","22,699,000","36,681,000","40,078,000","40,046,000","15,505,000","13,295,000","17,652,000","24,233,000"
TotalExpenses,"5,596,424,000","1,520,032,000","1,314,212,000","1,398,546,000","1,363,635,000","1,333,823,000","1,229,015,000","1,275,862,000","1,259,966,000","1,207,506,000","1,106,715,000","1,152,252,000","1,120,504,000","1,058,134,000","955,444,000","994,330,000","968,083,000","915,368,000","882,478,000","848,502,000","841,792,000","789,703,000","701,448,000","716,699,000","688,437,000","660,404,000","585,156,000","596,971,000","581,356,000","532,873,000","464,833,000","494,482,000","411,304,000","351,364,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"185,047,000","91,810,000","31,634,000","26,260,000","35,343,000","56,392,000","12,703,000","37,500,000","41,709,000","66,624,000","39,699,000","31,486,000","40,968,000","46,287,000","17,005,000","23,885,000","37,209,000","46,207,000","28,216,000","31,986,000","31,322,000","37,467,000","17,743,000","26,065,000","30,151,000","33,733,000","9,280,000","11,461,000","12,468,000","18,117,000","3,341,000","1,307,000","5,306,000","9,546,000"
NormalizedIncome,"189,872,778.845","91,296,872","30,259,301.007","27,922,116","35,796,530","56,693,644","19,650,400","37,881,247","41,728,630","66,633,020","39,779,400","32,017,586","40,968,000","46,287,000","17,049,267.147","23,900,144","37,269,858","46,230,014","28,274,224.812","32,091,043","34,932,908","38,225,293","17,961,068.189","26,796,978","30,028,400","34,058,130","10,167,798.962","17,303,373","17,978,340","18,585,100","2,432,950","3,429,250","6,057,400","9,625,950"
InterestExpense,"19,750,000","4,290,000","10,731,000","5,382,000","5,477,000","4,970,000","6,608,000","7,278,000","6,298,000","5,752,000","4,660,000","5,338,000","4,818,000","4,475,000","2,906,000","3,723,000","3,661,000","3,601,000","3,733,000","3,685,000","4,437,000","5,868,000","5,919,000","6,157,000","6,520,000","6,467,000","6,857,000","8,790,000","11,391,000","10,165,000","10,074,000","9,951,000","8,365,000","7,098,000"
NetInterestIncome,"-20,314,000","-4,431,000","-10,872,000","-5,523,000","-5,618,000","-5,111,000","-7,407,000","-7,419,000","-6,544,000","-6,065,000","-5,730,000","-5,609,000","-5,100,000","-4,738,000","-3,809,000","-3,723,000","-3,661,000","-3,601,000","-3,733,000","-3,685,000","-4,437,000","-5,868,000","-5,919,000","-6,157,000","-6,520,000","-6,467,000","-6,857,000","-8,790,000","-11,391,000","-10,165,000","-10,074,000","-9,951,000","-8,365,000","-7,098,000"
EBIT,"264,126,000","127,052,000","52,451,000","39,382,000","51,371,000","79,524,000","27,940,000","52,645,000","61,572,000","79,575,000","36,251,000","52,895,000","63,320,000","72,343,000","29,412,000","41,582,000","63,552,000","77,937,000","47,832,000","54,571,000","54,677,000","66,636,000","32,932,000","48,799,000","55,673,000","61,765,000","21,700,000","27,377,000","32,014,000","40,179,000","15,866,000","12,436,000","17,696,000","24,257,000"
EBITDA,"472,783,000"
ReconciledCostOfRevenue,"3,776,582,000","1,028,991,000","875,882,000","941,152,000","930,557,000","908,271,000","671,702,000","946,734,000","941,281,000","900,144,000","819,489,000","859,650,000","841,989,000","793,359,000","707,522,000","744,288,000","725,841,000","686,728,000","661,564,000","641,612,000","638,514,000","599,713,000","523,345,000","540,367,000","519,762,000","498,747,000","434,021,000","443,509,000","435,340,000","399,774,000","342,559,000","363,641,000","299,381,000","258,933,000"
ReconciledDepreciation,"208,657,000","54,737,000","50,849,000","53,109,000","49,962,000","50,726,000","28,790,000","28,130,000","27,019,000","26,810,000","25,869,000","24,733,000","23,520,000","22,622,000","20,417,000","21,184,000","19,981,000","18,832,000","18,504,000","17,849,000","16,963,000","15,853,000","19,776,000","14,515,000","13,045,000","13,026,000","12,357,000","12,221,000","11,575,000","11,064,000","9,985,000","10,372,000","7,790,000","7,626,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"185,047,000","91,810,000","31,634,000","26,260,000","35,343,000","56,392,000","12,703,000","37,500,000","41,709,000","66,624,000","39,699,000","31,486,000","40,968,000","46,287,000","17,005,000","23,885,000","37,209,000","46,207,000","28,216,000","31,986,000","31,322,000","37,467,000","17,743,000","26,065,000","30,151,000","33,733,000","9,280,000","11,461,000","12,468,000","18,117,000","3,341,000","1,307,000","5,306,000","9,546,000"
TotalUnusualItemsExcludingGoodwill,"-6,373,000","686,000","1,813,000","-2,153,000","-589,000","-399,000","-11,579,000","-461,000","-26,000","-10,000","-134,000","-803,000",,,"-69,000","-24,000","-98,000","-37,000","-91,000","-167,000","-5,796,000","-1,229,000","-332,000","-1,198,000","200,000","-533,000","-1,420,000","-9,469,000","-9,108,000","-775,000","1,397,000","-3,265,000","-1,156,000","-123,000"
TotalUnusualItems,"-6,373,000","686,000","1,813,000","-2,153,000","-589,000","-399,000","-11,579,000","-461,000","-26,000","-10,000","-134,000","-803,000",,,"-69,000","-24,000","-98,000","-37,000","-91,000","-167,000","-5,796,000","-1,229,000","-332,000","-1,198,000","200,000","-533,000","-1,420,000","-9,469,000","-9,108,000","-775,000","1,397,000","-3,265,000","-1,156,000","-123,000"
NormalizedEBITDA,"479,156,000","181,103,000","101,487,000","94,644,000","101,922,000","130,649,000","68,309,000","81,236,000","88,617,000","106,395,000","62,254,000","78,431,000","86,840,000","94,965,000","49,898,000","62,790,000","83,631,000","96,806,000","66,427,000","72,587,000","77,436,000","83,718,000","53,040,000","64,512,000","68,518,000","75,324,000","35,477,000","49,067,000","52,697,000","52,018,000","24,454,000","26,073,000","26,642,000","32,006,000"
TaxRateForCalcs,"0.243","0.252","0.242","0.228","0.23","0.244","0.4","0.173","0.245","0.098","0.4","0.338","0.3","0.318","0.358","0.369","0.379","0.378","0.36","0.371","0.377","0.383","0.343","0.389","0.387","0.39","0.375","0.383","0.395","0.396","0.35","0.35","0.35","0.35"
TaxEffectOfUnusualItems,"-1,547,221.155","172,872","438,301.007","-490,884","-135,470","-97,356","-4,631,600","-79,753","-6,370","-980","-53,600","-271,414","0","0","-24,732.853","-8,856","-37,142","-13,986","-32,775.188","-61,957","-2,185,092","-470,707","-113,931.811","-466,022","77,400","-207,870","-532,201.038","-3,626,627","-3,597,660","-306,900","488,950","-1,142,750","-404,600","-43,050"
