name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998
MarketCap,"12,344,996,658","9,256,919,144","17,336,948,852","13,840,195,792","10,093,949,441","10,181,964,077","10,141,104,102","8,923,324,618","10,301,508,802","13,567,380,800","12,832,558,800","11,816,284,782","10,850,793,133","11,892,168,222","9,382,303,617","7,971,208,236","8,402,645,341","13,571,191,365","11,841,603,899","12,219,770,436","15,563,547,917","15,948,710,165","16,100,171,199","15,474,081,236","16,599,547,786","15,216,108,558","14,700,339,888","10,393,669,504","10,787,383,800","12,560,058,080","11,711,085,309","10,724,327,871","11,872,986,108","12,937,045,176","11,232,693,460","11,232,954,686","14,576,685,550","13,154,299,519","16,881,170,169","17,092,003,044","14,474,767,359","14,532,928,152","16,619,446,601","12,484,056,334","12,497,589,186","10,217,303,558","8,620,427,089","11,042,807,554","10,542,092,015","11,963,041,675","10,846,581,337","12,003,640,232","13,566,684,705","11,022,508,421","10,826,282,059","8,931,682,698","7,612,229,572","8,024,981,576","7,436,302,489","7,740,791,672","7,064,149,043","5,683,798,080","5,758,228,770","4,898,892,631","4,032,790,066","4,350,812,102","4,980,089,747","993,107,950","757,717,311","668,371,959","702,735,556","769,744,561","994,826,118","1,553,234,562","2,285,179,167","2,103,047,041","2,573,827,179","2,877,944,276","3,018,769,893","2,701,924,460","2,809,643,112","2,862,487,739","3,258,751,980","2,941,684,220","3,223,522,229","3,778,461,269","3,637,542,264","2,871,224,717","3,443,778,633","4,447,826,540"
EnterpriseValue,"10,285,616,658","9,256,919,144","17,336,948,852","19,220,619,792","14,779,186,441","10,181,964,077","10,141,104,102","8,923,324,618","10,301,508,802","13,567,380,800","12,832,558,800","11,816,284,782","10,850,793,133","11,892,168,222","9,382,303,617","10,112,041,213","8,402,645,341","13,571,191,365","11,841,603,899","12,219,770,436","15,563,547,917","15,948,710,165","16,100,171,199","15,474,081,236","16,599,547,786","15,216,108,558","14,700,339,888","6,692,219,040","6,597,683,836","10,414,220,847","9,565,248,076","9,311,079,595","17,207,485,884","16,913,230,506","15,771,827,555","15,772,088,781","12,989,728,339","11,112,145,920","14,855,598,602","15,536,446,116","21,237,617,275","20,697,627,263","22,363,084,503","18,278,645,128","18,435,499,041","14,159,320,231","14,250,287,174","11,012,059,013","10,952,513,923","19,084,283,190","17,954,879,714","18,644,356,281","19,868,478,245","17,160,287,981","12,730,365,219","13,537,533,954","12,218,080,828","13,891,137,390","13,378,216,640","13,682,705,823","12,660,901,479","11,213,700,057","11,582,403,471","10,497,242,353","9,704,839,178","10,353,642,377","11,104,947,702","7,506,537,799","7,649,477,817","8,085,083,310","8,284,993,476","8,248,036,962","8,446,172,286","9,163,438,825","9,895,383,430","9,724,947,308","10,098,031,511","10,074,202,602","11,502,441,890","13,630,589,037","13,738,307,689","10,641,508,872","12,002,724,151","2,941,684,220","3,223,522,229","3,778,461,269","11,008,014,514","2,871,224,717","3,443,778,633","4,447,826,540"
PeRatio,"6.572","4.917","8.808","7.905","8.741","8.678","12.424","9.964","11.99","19.134","45.5","43.188","25.418","23.027","8.86","14.935","16.204","35.963","11.349","12.048","15.072","14.778","22.903","17.881","13.66","12.385","12.337","12.535","16.361","16.979","15.956","17.913","17.231","18.893","12.947","12.418","14.796","13.638","15.452","12.277","13.47","11.147","11.899","10.44","11.64","11.052","9.645","14.869","19.149","27.486","28.672","51.068","36.706","20.52","20.958","17.059","14.539","20.767","77.137","80.295","101.652","70.692","69.486",,,"23.362","139.508",,,,,"28.424","12.206","22.719","33.425","19.377","16.83","18.227",,,,,,,"18.6","17.824","19.569",,,
ForwardPeRatio,"7.508","5.659","10.152","9.217","17.391","18.248",,"11.947","454.546","16","13.55","12.87","18.315","20.08","13.263","13.141","14.006","11.848","10.616","555.556","625","625","625","625","5.711","5.236","10.299","9.98","6.109","8.13","16.611","14.085","14.881","12.97","11.148","10.06","12.821","12.346","13.351",,,,,,,"6.238",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"1.241","0.935","1.678","1.447","2.457","2.579",,"2.824","45.602","2.175","1.293","1.229",,,,,,"1.632","1.364","70.452","58.134","58.586","93.123","91.119","0.877","0.804","1.17","1.134","1.461","1.945",,,"1,489.091",,"0.974","0.878","1.12","1.078","1.165",,,,,,,"0.48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"0.813","0.706","1.243","0.809","0.8","0.86","0.92","0.841","1.04","1.436","1.487","1.384","1.455","1.701","1.295","1.25","1.311","2.107","1.149","1.156","1.399","1.441","1.503","1.485","1.594","1.431","1.325","1.115","0.863","1.027","0.965","0.9","0.997","1.086","0.915","0.878","1.087","1.002","1.145","1.244","1.156","1.139","1.307","1.237","1.222","1.043","0.828","1.028","0.987","1.169","1.153","1.562","1.801","1.508","1.507","1.278","1.089","1.209","1.245","1.296","1.39","1.115","1.181","0.91","0.572","0.448","0.32","0.265","0.225","0.202","0.204","0.195","0.232","0.346","0.508","0.504","0.6","0.636","0.579","0.577","0.645","0.569","0.76","0.753","0.832","1.31","1.139",,,
PbRatio,"1.237","0.949","1.719","1.889","1.474","1.55","1.565","1.5","1.545","2.125","2.006","1.924","1.724","1.954","1.672","1.444","1.604","1.596","1.417","1.312","1.638","1.585","1.533","1.357","1.455","1.322","1.226","0.911","0.866","1.607","1.552","1.507","1.606","1.821","1.603","1.537","1.944","1.787","2.162","2.244","2.054","2.094","2.396","1.95","2.088","1.066","1.489","1.808","1.814","1.807","1.861","2.261","2.489","2.045","3.747","1.719","1.465","1.552","1.528","1.591","1.596","1.285","1.25","1.16","0.973","1.009","1.162","0.253","0.213","0.518","0.503","0.461","0.55","0.871","1.281","1.166","1.367","1.497","2.15","2.002","2.082","2.033","2.47","2.095","2.16","2.265","2.248",,,
EnterprisesValueRevenueRatio,"0.812","3.101","5.108","6.072","4.73","3.022","2.898","2.903","3.533","5.192","4.916","4.711","4.703","5.49","-8.349","2.164","4.804","7.5","-13.852","6.009","8.635","5.764","5.179","6.446","5.513","5.569","5.897","2.357","2.613","3.509","3.897","2.354","5.631","5.118","4.746","5.989","3.788","3.474","3.938","3.888","6.794","7.33","5.483","6.407","6.268","5.203","6.743","4.216","3.23","6.798","5.139","7.04","9.553","8.629","6.769","7.215","6.942","7.905","7.573","8.065","9.023","8.272","7.748","8.844","8.46","9.128","11.119","7.016","8.205","9.888","10.447","10.691","9.296","9.557","7.722","10.389","8.978","8.676","9.939","12.476","12.827","8.862","10.272","3.203","1.851","8.226","13.817","3.617","4.684","5.27"
EnterprisesValueEBITDARatio,"2.708","11.02","50.277","12.509","11.482","12.61","14.21","10.548","10.324","15.541","31.002","15.033","15.113","17.31","-21.381","5.991","11.723","19.415","40.433","15.239","22.878","18.088","11.381","16.675","17.55","18.292","13.062","5.87","4.939","10.04","8.103","6.9","19.035","15.989","16.038","15.472","11.625","11.203","11.606","11.035","17.828","20.717","14.699","14.157","14.393","12.156","12.422","9.604","8.044","18.242","12.118","22.925","27.118","19.411","17.284","18.785","17.426","19.351","19.614","19.99","26.794","21.27","19.467","23.798","22.321","22.939","29.291","16.668","21.391","22.535","12.347","23.923","23.226","21.433","17.617","28.243","23.902","21.465","13.961","-106.955","32.783","20.958","13.2","17.817","7.843","398.409","-7.899","3.617","4.684","5.27"
