name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992
TaxProvision,"3,926,000,000","-37,000,000","852,000,000","1,540,000,000","1,571,000,000","1,909,000,000","593,000,000","2,240,000,000","2,087,000,000","1,596,000,000","772,000,000","1,092,000,000","472,000,000","693,000,000","437,000,000","251,000,000","330,000,000","-48,000,000","-1,381,000,000","461,000,000","1,589,000,000","1,482,000,000","-722,000,000","2,837,000,000","2,902,000,000","3,597,000,000","3,752,000,000","3,863,332,748.593","3,195,253,955.037","3,895,604,958.508","3,381,648,900.997","4,478,627,649.876","3,419,463,469.597","5,742,833,131.011","3,365,130,780.883","4,683,001,032.216","4,968,512,486.428","5,749,301,104.114","3,009,779,424.718","3,306,168,061.272","3,434,956,377.638","3,393,789,687.068","19,460,763,468.737","2,821,789,427.442","2,633,424,995.791","2,523,383,084.577","1,122,624,662.416","5,687,000,000","7,767,000,000","6,659,928,299.563","6,168,000,000","4,546,000,000","4,456,055,335.219","4,127,000,000","4,518,000,000","4,136,000,000","4,660,000,000","4,657,000,000","2,392,000,000","4,528,000,000","3,610,000,000","3,757,000,000","3,943,000,000","2,807,000,000","2,375,000,000","2,070,000,000","1,875,000,000","1,534,000,000","1,440,000,000","1,740,000,000",,,"1,425,000,000",,,,"1,474,000,000",,,,"1,478,000,000",,,,"181,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EarningsFromEquityInterestNetOfTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"862,300,415.357",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"8,190,000,000","34,000,000","2,600,000,000","2,800,000,000","2,756,000,000","3,039,200,000","1,054,800,000","3,957,000,000","3,721,000,000","2,636,000,000","1,021,000,000","2,724,000,000","2,037,000,000","2,849,000,000","548,000,000","1,954,000,000","2,088,000,000","1,606,000,000","-1,626,000,000","1,079,000,000","2,971,000,000","2,663,000,000","-5,658,000,000","3,463,000,000","3,104,000,000","3,335,000,000","2,234,000,000","3,725,693,929.049","3,300,634,887.594","1,968,292,183.178","3,095,987,515.539","3,936,775,336.732","2,006,608,515.11","4,885,076,637.808","2,348,053,819.776","4,501,005,052.426","3,946,435,034.383","5,571,400,333.211","2,419,321,876.652","3,852,653,383.848","3,778,573,865.575","3,507,900,495.375","2,756,974,174.915","2,815,932,054.474","3,043,100,061.732","3,038,142,620.232","-1,289,677,422.947","4,295,000,000","7,453,000,000","5,688,655,853.693","5,572,000,000","4,455,000,000","4,617,133,884.7","4,072,000,000","3,432,000,000","3,067,000,000","4,400,000,000","4,462,000,000","2,589,000,000","4,381,000,000","3,720,000,000","4,157,000,000","5,094,000,000","2,944,000,000","2,493,000,000","2,413,000,000","2,501,000,000","1,992,000,000","1,843,000,000","2,310,000,000","1,856,000,000","1,476,000,000","1,491,000,000","1,244,000,000","1,414,000,000","1,414,000,000","1,999,000,000","1,928,000,000","1,951,000,000","1,543,000,000","1,626,000,000","1,629,000,000","-731,000,000","1,471,000,000","384,100,000","400,000,000","377,300,000","220,400,000","203,600,000","199,400,000","298,700,000","321,600,000","323,800,000","337,500,000","272,200,000","272,300,000","272,300,000","272,300,000","114,600,000","114,600,000","114,600,000","114,600,000","154,200,000","159,900,000","155,500,000","148,100,000","94,900,000","94,800,000","157,300,000","157,300,000","128,700,000","128,900,000","128,800,000","128,800,000"
	NetIncome,"8,190,000,000","34,000,000","2,600,000,000","2,800,000,000","2,756,000,000","3,111,000,000","1,132,000,000","3,957,000,000","3,721,000,000","2,636,000,000","1,021,000,000","2,724,000,000","2,037,000,000","2,849,000,000","548,000,000","1,954,000,000","2,088,000,000","1,606,000,000","-1,626,000,000","1,079,000,000","2,971,000,000","2,663,000,000","-5,658,000,000","3,463,000,000","3,104,000,000","3,335,000,000","2,234,000,000","3,725,693,929.049","3,300,634,887.594","1,968,292,183.178","3,095,987,515.539","3,936,775,336.732","2,006,608,515.11","4,885,076,637.808","2,348,053,819.776","4,501,005,052.426","3,946,435,034.383","5,571,400,333.211","2,419,321,876.652","3,852,653,383.848","3,778,573,865.575","3,507,900,495.375","2,756,974,174.915","2,815,932,054.474","3,043,100,061.732","3,038,142,620.232","-1,289,677,422.947","4,295,000,000","7,453,000,000","5,688,655,853.693","5,572,000,000","4,455,000,000","4,617,133,884.7","4,072,000,000","3,432,000,000","3,067,000,000","4,400,000,000","4,462,000,000","2,589,000,000","4,381,000,000","3,720,000,000","4,157,000,000","5,094,000,000","2,944,000,000","2,493,000,000","2,413,000,000","2,501,000,000","1,992,000,000","1,843,000,000","2,310,000,000","1,856,000,000","1,476,000,000","1,491,000,000","1,244,000,000","1,414,000,000","1,414,000,000","1,999,000,000","1,928,000,000","1,951,000,000","1,543,000,000","1,626,000,000","1,629,000,000","-731,000,000","1,471,000,000","384,100,000","400,000,000","377,300,000","220,400,000","203,600,000","199,400,000","298,700,000","321,600,000","323,800,000","337,500,000","272,200,000","272,300,000","272,300,000","272,300,000","114,600,000","114,600,000","114,600,000","114,600,000","154,200,000","159,900,000","155,500,000","148,100,000","94,900,000","94,800,000","157,300,000","157,300,000","128,700,000","128,900,000","128,800,000","128,800,000"
		NetIncomeIncludingNoncontrollingInterests,"8,300,000,000","2,000,000","2,649,000,000","2,845,000,000","2,804,000,000","3,140,000,000","1,180,000,000","4,087,000,000","3,634,000,000","2,649,000,000","730,000,000","2,763,000,000","2,027,000,000","2,779,000,000","487,000,000","1,980,000,000","2,118,000,000","1,621,000,000","-1,800,000,000","1,065,000,000","3,013,000,000","2,508,000,000","-5,842,000,000","3,528,000,000","3,129,000,000","3,435,000,000","2,327,000,000","3,810,706,141.12","3,350,072,855.953","2,033,603,114.435","3,143,597,746.449","4,027,940,062.403","2,040,790,489.815","4,901,084,535.037","2,456,786,206.494","4,545,824,957.896","4,070,937,386.898","5,701,296,134.188","2,481,074,238.339","3,924,882,117.256","3,860,213,481.503","3,595,161,701.728","2,812,726,049.963","2,892,077,903.06","3,118,861,888.995","3,083,250,414.594","-1,270,345,685.887","4,437,000,000","7,678,000,000","5,848,165,637.486","5,725,000,000","4,572,000,000","4,730,836,390.216","4,191,000,000","3,546,000,000","3,147,000,000","4,580,000,000","4,569,000,000","2,703,000,000","4,506,000,000","3,818,000,000","4,267,000,000","5,218,000,000","3,030,000,000","2,559,000,000","2,487,000,000","2,568,000,000","2,037,000,000","1,897,000,000","2,382,000,000","1,870,000,000","1,476,000,000","1,512,000,000","1,244,000,000","1,562,000,000","1,414,000,000","2,039,000,000","1,928,000,000","2,237,000,000","1,543,000,000","1,708,000,000","1,629,000,000","-686,000,000","1,471,000,000","399,100,000","400,000,000","431,200,000","220,400,000","203,600,000","199,400,000","354,500,000","321,600,000","323,800,000","337,500,000","245,400,000","272,300,000","272,300,000","272,300,000","105,400,000","114,600,000","114,600,000","114,600,000","218,400,000","159,900,000","155,500,000","148,100,000","134,000,000","94,800,000","157,300,000","157,300,000","167,800,000","128,900,000","128,800,000","128,800,000"
			NetIncomeContinuousOperations,"8,300,000,000","2,000,000","2,649,000,000","2,845,000,000","2,804,000,000","3,140,000,000","1,180,000,000","4,087,000,000","3,634,000,000","2,649,000,000","730,000,000","2,763,000,000","2,027,000,000","2,779,000,000","487,000,000","1,980,000,000","2,118,000,000","1,621,000,000","-1,800,000,000","1,065,000,000","3,013,000,000","2,508,000,000","-5,842,000,000","3,528,000,000","3,129,000,000","3,435,000,000","2,327,000,000","3,810,706,141.12","3,350,072,855.953","2,033,603,114.435","3,143,597,746.449","4,027,940,062.403","2,040,790,489.815","4,901,084,535.037","2,456,786,206.494","4,545,824,957.896","4,070,937,386.898","5,701,296,134.188","2,481,074,238.339","3,924,882,117.256","3,860,213,481.503","3,595,161,701.728","2,812,726,049.963","2,892,077,903.06","3,118,861,888.995","3,083,250,414.594","-784,345,685.887","4,295,000,000","7,453,000,000","5,848,165,637.486","5,572,000,000","4,455,000,000","4,730,836,390.216","4,072,000,000","3,433,000,000","3,083,000,000","4,400,000,000","4,462,000,000","2,589,000,000","4,381,000,000","3,720,000,000","4,157,000,000","5,094,000,000","2,944,000,000","2,493,000,000","2,413,000,000","2,501,000,000","1,992,000,000","1,843,000,000","2,310,000,000","1,856,000,000","1,476,000,000","1,491,000,000","1,244,000,000","1,414,000,000","1,414,000,000","1,999,000,000","1,928,000,000","1,951,000,000","1,543,000,000","1,626,000,000","1,629,000,000","-731,000,000","1,471,000,000","384,100,000","400,000,000","377,300,000","220,400,000","203,600,000","199,400,000","298,700,000","321,600,000","323,800,000","337,500,000","272,200,000","272,300,000","272,300,000","272,300,000","114,600,000","114,600,000","114,600,000","114,600,000","154,200,000","159,900,000","155,500,000","148,100,000","94,900,000","94,800,000","157,300,000","157,300,000","128,700,000","128,900,000","128,800,000","128,800,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"-1,000,000","-16,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		MinorityInterests,"-110,000,000","32,000,000","-49,000,000","-45,000,000","-48,000,000","-29,000,000","-48,000,000","-130,000,000","87,000,000","-13,000,000","291,000,000","-39,000,000","10,000,000","70,000,000","61,000,000","-26,000,000","-30,000,000","-15,000,000","174,000,000","14,000,000","-42,000,000","155,000,000","184,000,000","-65,000,000","-25,000,000","-100,000,000","-93,000,000","-85,012,212.072","-49,437,968.36","-65,310,931.257","-47,610,230.91","-91,164,725.671","-34,181,974.705","-16,007,897.229","-108,732,386.718","-44,819,905.471","-124,502,352.515","-129,895,800.977","-61,752,361.687","-72,228,733.408","-81,639,615.928","-87,261,206.353","-55,751,875.048","-76,145,848.587","-75,761,827.263","-45,107,794.362","-19,331,737.06","-142,000,000","-225,000,000","-159,509,783.793","-153,000,000","-117,000,000","-113,702,505.516","-119,000,000","-114,000,000","-80,000,000","-180,000,000","-107,000,000","-114,000,000","-125,000,000","-98,000,000","-110,000,000","-124,000,000","-86,000,000","-66,000,000","-74,000,000","-67,000,000","-45,000,000","-54,000,000","-72,000,000",,,"-21,000,000",,,,"-40,000,000",,,,"-82,000,000",,,,"-15,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherunderPreferredStockDividend,,,,,,"71,800,000","77,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"8,190,000,000","34,000,000","2,600,000,000","2,800,000,000","2,756,000,000","3,039,200,000","1,054,800,000","3,957,000,000","3,721,000,000","2,636,000,000","1,021,000,000","2,724,000,000","2,037,000,000","2,849,000,000","548,000,000","1,954,000,000","2,088,000,000","1,606,000,000","-1,626,000,000","1,079,000,000","2,971,000,000","2,663,000,000","-5,658,000,000","3,463,000,000","3,104,000,000","3,335,000,000","2,234,000,000","3,725,693,929.049","3,300,634,887.594","1,968,292,183.178","3,095,987,515.539","3,936,775,336.732","2,006,608,515.11","4,885,076,637.808","2,348,053,819.776","4,501,005,052.426","3,946,435,034.383","5,571,400,333.211","2,419,321,876.652","3,852,653,383.848","3,778,573,865.575","3,507,900,495.375","2,756,974,174.915","2,815,932,054.474","3,043,100,061.732","3,038,142,620.232","-1,289,677,422.947","4,295,000,000","7,453,000,000","5,688,655,853.693","5,572,000,000","4,455,000,000","4,617,133,884.7","4,072,000,000","3,432,000,000","3,067,000,000","4,400,000,000","4,462,000,000","2,589,000,000","4,381,000,000","3,720,000,000","4,157,000,000","5,094,000,000","2,944,000,000","2,493,000,000","2,413,000,000","2,501,000,000","1,992,000,000","1,843,000,000","2,310,000,000","1,856,000,000","1,476,000,000","1,491,000,000","1,244,000,000","1,414,000,000","1,414,000,000","1,999,000,000","1,928,000,000","1,951,000,000","1,543,000,000","1,626,000,000","1,629,000,000","-731,000,000","1,471,000,000","384,100,000","400,000,000","377,300,000","220,400,000","203,600,000","199,400,000","298,700,000","321,600,000","323,800,000","337,500,000","272,200,000","272,300,000","272,300,000","272,300,000","114,600,000","114,600,000","114,600,000","114,600,000","154,200,000","159,900,000","155,500,000","148,100,000","94,900,000","94,800,000","157,300,000","157,300,000","128,700,000","128,900,000","128,800,000","128,800,000"
BasicEPS,,"0.01","0.98","1.05","1.01","1.17","0.4","1.48","1.38","1","0.37","1.06","0.79","1.14","0.2","0.79","0.86","0.67","-0.72","0.45","1.29","1.16","-2.49","1.52","1.37","1.47","0.98","1.646","1.457","0.871","1.389","1.746","0.886","2.161","1.322","1.997","1.752","2.485",,"1.731","1.694","1.571","1.332","1.259","1.361","1.367",,"1.91","3.34","2.543",,"1.97","2.044","1.802",,"1.344","1.905","1.926",,"1.863","1.574","1.743",,"1.2","1.008","0.969",,"0.789","0.724","0.893",,"0.558","0.553","0.466",,"0.983","0.71","0.684",,"0.543","0.575","0.575",,"0.38","0.275","0.409",,"0.23","0.21","0.205",,"0.325","0.33","0.345",,"0.285","0.285","0.285",,"0.12","0.12","0.12",,"0.345","0.335","0.32",,"0.21","0.365","0.365",,"0.155","0.15","0.15"
DilutedEPS,,"0.01","0.97","1.04","1","1.16","0.4","1.47","1.38","0.99","0.37","1.06","0.79","1.13","0.2","0.79","0.86","0.67","-0.72","0.45","1.29","1.16","-2.49","1.52","1.36","1.46","0.98","1.633","1.457","0.871","1.389","1.733","0.886","2.161","1.309","1.997","1.752","2.471",,"1.717","1.682","1.571","1.318","1.259","1.361","1.353",,"1.91","3.309","2.527",,"1.955","2.03","1.789",,"1.331","1.892","1.908",,"1.863","1.574","1.743",,"1.2","1.008","0.969",,"0.789","0.724","0.893",,"0.558","0.553","0.466",,"0.983","0.71","0.684",,"0.543","0.575","0.575",,"0.38","0.275","0.409",,"0.23","0.21","0.205",,"0.325","0.33","0.345",,"0.285","0.285","0.285",,"0.12","0.12","0.12",,"0.345","0.335","0.32",,"0.21","0.365","0.365",,"0.155","0.15","0.15"
BasicAverageShares,,"2,573,173,827","2,653,061,224","2,666,666,667","2,728,712,871","2,597,606,838","2,830,000,000","2,673,648,649","2,696,376,812","2,636,000,000","2,759,459,459","2,569,811,321","2,578,481,013","2,499,122,807","2,740,000,000","2,473,417,722","2,427,906,977","2,397,014,925","2,258,333,333","2,397,777,778","2,303,100,775","2,295,689,655","2,272,289,157","2,278,289,474","2,265,693,431","2,268,707,483","2,260,563,380","2,263,114,754","2,265,178,571","2,260,294,118","2,267,619,048","2,254,411,765","2,264,285,714","2,265,000,000","1,892,561,983","2,254,421,769","2,252,892,562","2,242,045,455",,"2,225,984,252","2,230,935,252","2,233,333,333","2,220,430,108","2,236,800,000","2,235,600,000","2,223,300,971",,"2,248,306,180","2,231,329,568","2,237,267,081",,"2,394,802,679","2,258,940,397","2,392,912,284",,"2,302,300,000","2,309,395,973","2,316,352,202",,"2,352,000,000","2,364,400,000","2,384,400,000",,"2,446,227,868","2,474,800,000","2,598,963,236",,"2,503,914,136","2,530,105,804","2,557,141,012",,"2,645,398,333","2,692,000,000","2,670,387,464",,"2,815,534,676","2,815,534,676","2,820,156,513",,"2,842,929,526","2,790,086,200","2,833,043,478",,"977,332,000","977,332,000","977,332,000",,"958,256,703","969,523,810","972,682,927",,"989,538,462","981,212,121","978,260,870",,"955,438,596","955,438,596","955,438,596",,"955,000,000","955,000,000","955,000,000",,"878,290,000","878,308,000","878,308,000",,"760,008,000","760,008,000","760,008,000",,"831,607,538","858,660,942","858,660,942"
DilutedAverageShares,,"2,601,000,000","2,653,061,224","2,666,666,667","2,728,712,871","2,620,000,000","2,830,000,000","2,673,648,649","2,696,376,812","2,636,000,000","2,759,459,459","2,569,811,321","2,578,481,013","2,499,122,807","2,740,000,000","2,473,417,722","2,427,906,977","2,397,014,925","2,329,000,000","2,397,777,778","2,303,100,775","2,295,689,655","2,287,000,000","2,285,000,000","2,281,000,000","2,277,000,000","2,276,000,000","2,275,000,000","2,274,000,000","2,269,000,000","2,270,000,000","2,268,000,000","2,264,285,714","2,265,000,000","1,892,561,983","2,261,000,000","2,252,892,562","2,251,100,000",,"2,243,650,794","2,242,500,000","2,233,333,333","2,244,565,217","2,236,800,000","2,235,600,000","2,235,400,000",,"2,248,306,180","2,252,900,000","2,251,250,000",,"2,394,802,679","2,278,400,000","2,392,912,284",,"2,302,300,000","2,325,000,000","2,338,412,698",,"2,352,000,000","2,364,400,000","2,384,400,000",,"2,446,227,868","2,474,800,000","2,598,963,236",,"2,503,914,136","2,530,105,804","2,557,141,012",,"2,645,398,333","2,692,000,000","2,670,387,464",,"2,815,534,676","2,815,534,676","2,820,156,513",,"2,842,929,526","2,790,086,200","2,833,043,478",,"977,332,000","977,332,000","977,332,000",,"958,256,703","969,523,810","972,682,927",,"989,538,462","981,212,121","978,260,870",,"955,438,596","955,438,596","955,438,596",,"955,000,000","955,000,000","955,000,000",,"878,290,000","878,308,000","878,308,000",,"760,008,000","760,008,000","760,008,000",,"831,607,538","858,660,942","858,660,942"
TotalExpenses,"159,484,000,000","38,787,000,000","39,964,000,000","38,529,000,000","41,299,000,000","40,200,000,000","44,896,000,000","42,737,000,000","40,953,000,000","39,503,000,000","40,223,000,000","33,691,000,000","32,501,000,000","34,929,000,000","36,824,000,000","29,902,000,000","29,958,000,000","26,649,000,000","37,366,000,000","33,654,000,000","35,567,000,000","34,487,000,000","53,986,000,000","49,068,000,000","50,830,000,000","49,060,000,000","53,204,000,000","50,985,736,839.975","49,687,760,199.833","49,109,978,485.811","54,286,243,288.28","50,975,205,762.638","51,169,150,134.829","52,461,881,194.723","43,610,108,980.434","49,157,929,048.731","50,368,440,101.339","47,866,602,660.04","40,654,990,875.578","41,218,076,262.64","37,543,256,811.425","38,098,242,693.552","37,460,232,767.047","36,904,378,386.294","32,163,701,666.76","28,750,912,106.136","45,721,123,033.661","52,438,000,000","53,528,000,000","50,269,271,466.7","47,349,000,000","40,089,000,000","36,742,152,496.718","34,556,000,000","37,343,000,000","35,627,000,000","36,977,000,000","33,875,000,000","58,680,000,000","31,119,000,000","26,594,000,000","26,661,000,000","50,010,000,000","33,159,000,000","30,387,000,000","29,968,000,000","36,905,000,000","25,125,000,000","24,664,000,000","26,629,000,000",,,"23,482,000,000",,,,"20,492,000,000",,,,"21,840,000,000",,,,"8,539,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"8,190,000,000","34,000,000","2,600,000,000","2,800,000,000","2,756,000,000","3,111,000,000","1,132,000,000","3,957,000,000","3,721,000,000","2,636,000,000","1,021,000,000","2,724,000,000","2,037,000,000","2,849,000,000","548,000,000","1,954,000,000","2,088,000,000","1,606,000,000","-1,626,000,000","1,079,000,000","2,971,000,000","2,663,000,000","-5,658,000,000","3,463,000,000","3,104,000,000","3,335,000,000","2,234,000,000","3,725,693,929.049","3,300,634,887.594","1,968,292,183.178","3,095,987,515.539","3,936,775,336.732","2,006,608,515.11","4,885,076,637.808","2,348,053,819.776","4,501,005,052.426","3,946,435,034.383","5,571,400,333.211","2,419,321,876.652","3,852,653,383.848","3,778,573,865.575","3,507,900,495.375","2,756,974,174.915","2,815,932,054.474","3,043,100,061.732","3,038,142,620.232","-1,289,677,422.947","4,295,000,000","7,453,000,000","5,688,655,853.693","5,572,000,000","4,455,000,000","4,617,133,884.7","4,072,000,000","3,432,000,000","3,067,000,000","4,400,000,000","4,462,000,000","2,589,000,000","4,381,000,000","3,720,000,000","4,157,000,000","5,094,000,000","2,944,000,000","2,493,000,000","2,413,000,000","2,501,000,000","1,992,000,000","1,843,000,000","2,310,000,000","1,856,000,000","1,476,000,000","1,491,000,000","1,244,000,000","1,414,000,000","1,414,000,000","1,999,000,000","1,928,000,000","1,951,000,000","1,543,000,000","1,626,000,000","1,629,000,000","-731,000,000","1,471,000,000","384,100,000","400,000,000","377,300,000","220,400,000","203,600,000","199,400,000","298,700,000","321,600,000","323,800,000","337,500,000","272,200,000","272,300,000","272,300,000","272,300,000","114,600,000","114,600,000","114,600,000","114,600,000","154,200,000","159,900,000","155,500,000","148,100,000","94,900,000","94,800,000","157,300,000","157,300,000","128,700,000","128,900,000","128,800,000","128,800,000"
NormalizedIncome,"8,190,000,000","34,000,000","2,600,000,000","2,800,000,000","2,756,000,000","3,111,000,000","1,132,000,000","3,957,000,000","3,721,000,000","2,636,000,000","1,021,000,000","2,724,000,000","2,037,000,000","2,849,000,000","548,000,000","1,954,000,000","2,088,000,000","1,606,000,000","-1,626,000,000","1,079,000,000","2,971,000,000","2,663,000,000","-5,658,000,000","3,463,000,000","3,104,000,000","3,335,000,000","2,234,000,000","3,725,693,929.049","3,300,634,887.594","1,968,292,183.178","3,095,987,515.539","3,641,438,219.848","2,197,361,911.152","4,713,427,824.393","2,059,586,397.709","3,485,036,399.196","3,946,435,034.383","5,546,925,987.632","2,419,321,876.652","3,852,653,383.848","3,778,573,865.575","3,507,900,495.375","2,756,974,174.915","2,815,932,054.474","3,043,100,061.732","3,038,142,620.232","-1,514,488,019.601","4,374,200,000","7,553,200,000","5,688,655,853.693","5,196,400,000","4,331,400,000","4,651,244,636.355","3,997,600,000","3,155,800,000","3,109,400,000","4,364,600,000","4,321,000,000","17,451,000,000","4,388,800,000","3,697,800,000","4,270,400,000","2,996,400,000","3,026,200,000","2,604,600,000","2,419,000,000","2,815,400,000","2,072,400,000","1,954,000,000","2,479,800,000","1,856,000,000","1,476,000,000","1,426,800,000","1,244,000,000","1,414,000,000","1,414,000,000","1,853,200,000","1,928,000,000","1,951,000,000","1,543,000,000","1,537,800,000","1,629,000,000","-731,000,000","1,471,000,000","315,355,600.707","400,000,000","377,300,000","220,400,000","203,600,000","199,400,000","298,700,000","321,600,000","323,800,000","337,500,000","272,200,000","272,300,000","272,300,000","272,300,000","114,600,000","114,600,000","114,600,000","114,600,000","154,200,000","159,900,000","155,500,000","148,100,000","94,900,000","94,800,000","157,300,000","157,300,000","128,700,000","128,900,000","128,800,000","128,800,000"
InterestIncome,,,"51,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,272,081.766","30,383,977.516","46,689,700.252","60,466,538.933","154,832,400.717","79,623,597.539","66,359,811.369","54,298,342.334","54,512,251.629","202,271,287.225","127,535,609.285","-663,125,181.055","128,862,205.301","392,839,104.327","283,913,764.511",,,,"203,730,317.914",,,"456,163,623.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"2,241,000,000","724,000,000","606,000,000","598,000,000","610,000,000","561,000,000","529,000,000","536,000,000","478,000,000","390,000,000","352,000,000","368,000,000","345,000,000","331,000,000","-178,000,000","268,000,000","267,000,000","274,000,000","-123,000,000","233,000,000","231,000,000","262,000,000","108,000,000","173,000,000","266,000,000","201,000,000","217,000,000","214,554,630.467","236,781,848.46","216,422,497.695","211,601,026.265","197,737,573.991","215,219,840.737","249,456,398.49","-54,023,660.468","355,842,885.859","230,184,581.976","192,019,879.705","6,156,027.469","171,713,592.63","253,448,359.897","261,783,619.058","-392,314,204.538","289,939,961.927","311,465,289.859","334,328,358.209",,,,"405,881,331.038",,,"605,059,761.495",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-1,956,000,000","-717,000,000","-615,000,000","-613,000,000","-472,000,000","-624,000,000","-475,000,000","-480,000,000","-370,000,000","-361,000,000","-316,000,000","-373,000,000","-256,000,000","-274,000,000","94,000,000","-162,000,000","-120,000,000","-228,000,000","159,000,000","-192,000,000","-111,000,000","-255,000,000","-29,000,000","-126,000,000","-153,000,000","-187,000,000","-170,000,000","-222,651,031.616","-192,547,876.769","-220,264,317.181","-150,765,731.214","-179,761,430.901","-69,629,948.474","-270,800,261.462","282,788,472.237","-210,517,737.817","183,858,125.226","-172,253,127.383","-97,841,879.243","-106,298,890.676","-51,177,072.671","-134,248,009.773","-11,483,794.443","-161,077,756.626","81,373,814.468","-50,414,593.698",,,,"-131,082,297.573",,,"33,840,031.404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
