name,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,10/31/1994
		GainsLossesNotAffectingRetainedEarnings,"4,017,000,000","3,729,000,000","3,793,000,000","4,054,000,000","3,188,000,000","2,302,000,000","2,381,000,000","2,157,000,000","1,360,000,000","3,066,000,000","2,162,000,000","4,491,000,000","3,446,000,000","4,426,000,000","4,224,000,000","3,287,000,000","6,286,000,000","4,640,000,000","4,681,000,000","2,878,000,000","4,112,000,000","1,375,000,000","991,000,000","1,100,000,000","1,425,000,000","602,000,000","274,000,000","410,000,000","340,000,000","480,000,000","568,000,000","190,000,000","734,000,000","-316,000,000","-938,000,000","-1,254,000,000","-873,000,000","-558,000,000","-723,000,000","-1,033,000,000","-384,000,000","-399,000,000","-514,000,000",,"79,891,839","-251,322,751","-1,044,012,282","-1,108,097,247","-1,269,076,305","-1,533,440,545","-1,211,798,531","-922,906,267","-698,412,698","-788,735,555","-762,529,698","-806,073,462","-739,644,970","-611,642,461","-464,062,691","-365,239,295","-431,654,676","-497,439,649","-165,003,327","-57,589,469","-177,342,509",,"1,407,261","1,432,049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ForeignCurrencyTranslationAdjustments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-361,356,932",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherEquityAdjustments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"441,248,771",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"165,000,000","1,229,105","-1","-1","-1","-1","945,985","1","-1,109,262","-1",,"1,131,349",,,"1","-1,224,440","1,259,446","-1,240,387","1","1,330,673","1,371,177","-1","1,318,739",,,,,"-1,524,940,618",,,"-1,587,050",,,"3,240,893,420","1","-1,486,326",,"-1",,"3,162,052,362","3,152,005,835","3,138,087,325","3,094,922,056","3,063,038,549","3,045,955,619","3,024,027,959","3,019,011,407","3,000,964,852","2,999,022,620","2,995,012,805","2,988,628,763","2,972,378,727","2,996,596,323","2,989,279,824","3,002,007,763","3,012,163,455","3,001,893,684"
	MinorityInterest,,,,,,,"0","0","0","0","0","0","24,000,000","24,000,000","27,000,000","31,000,000","39,000,000","491,000,000","484,000,000","487,000,000","483,000,000","1,091,000,000","1,081,000,000","1,071,000,000","1,059,000,000","1,072,000,000","1,058,000,000","1,071,000,000","1,419,000,000","1,435,000,000","1,422,000,000","1,441,000,000","1,431,000,000",,,,,,,,,,,,,"1,399,711,400",,,,"1,329,107,937",,,,"1,358,689,555",,,,"1,374,424,371",,,,,,,,,,,,,,,,,,,,"750,837,648",,,,"393,997,352",,,,"517,055,101",,,,,,,,,,,,,,
TotalCapitalization,"59,199,000,000","58,071,000,000","57,519,000,000","56,348,000,000","54,169,000,000","52,509,000,000","50,374,000,000","49,373,000,000","49,291,000,000","49,383,000,000","47,997,000,000","49,231,000,000","46,827,000,000","46,743,000,000","45,138,000,000","43,644,000,000","46,835,000,000","43,838,000,000","42,633,000,000","40,351,000,000","42,281,000,000","39,226,000,000","37,167,000,000","35,726,000,000","35,639,000,000","34,405,000,000","33,653,000,000","33,416,000,000","33,178,000,000","33,210,000,000","32,081,000,000","39,632,000,000","32,461,000,000","33,871,000,000","32,693,000,000","27,963,000,000","25,706,000,000","26,456,000,000","25,764,000,000","25,347,000,000","25,517,000,000","25,583,000,000","25,114,000,000","25,261,000,000","23,656,588,004","22,468,734,969","21,156,601,842","21,749,045,609","20,096,385,542","19,894,049,759","18,765,839,634","17,815,862,451","18,400,940,624","19,387,411,645","17,882,113,361","17,886,569,164","18,243,058,717","17,934,821,113","17,145,830,782","17,230,478,589","17,586,206,896","15,584,003,902","16,087,824,351","15,897,435,897","15,397,035,468","15,339,575,366","15,296,932,170","15,234,140,054","15,818,126,521","15,688,473,520","15,992,082,343","15,882,076,212","16,047,837,795","15,356,292,652","16,727,828,747","16,458,845,209","16,843,052,016","16,853,487,664","16,602,259,215","16,429,206,161","15,919,994,213","15,692,805,650","15,914,083,659","15,479,066,375","15,412,902,251","15,388,948,912","15,460,015,117","14,318,110,237","13,242,027,086","12,734,121,955","12,057,064,093","12,396,118,403","11,679,471,627","10,900,334,449","10,825,889,789","10,232,811,436","10,103,078,614","9,626,957,570","9,596,829,301","8,755,985,392"
PreferredStockEquity,"5,348,000,000","5,348,000,000","5,348,000,000","4,690,000,000","4,340,000,000","4,340,000,000","4,240,000,000","4,240,000,000","4,240,000,000","4,240,000,000","4,240,000,000","4,340,000,000","3,840,000,000","3,840,000,000","3,240,000,000","3,240,000,000","3,240,000,000","3,240,000,000","2,640,000,000","2,640,000,000","3,040,000,000","3,040,000,000","3,040,000,000","2,115,000,000","2,265,000,000","2,265,000,000","2,265,000,000","2,265,000,000","2,465,000,000","2,465,000,000","2,465,000,000","2,465,000,000","2,861,000,000","2,861,000,000","2,861,000,000","2,861,000,000",,,,"2,571,000,000",,,,"2,171,000,000","1,896,509,341","250,120,250",,,,,,"450,360,510","946,502,058","449,904,634","450,277,181","449,927,431","449,476,559","449,876,018","1,045,671,605","1,046,599,496","450,260,481","1,046,086,320","1,446,440,452","1,446,592,623","1,446,532,557","1,446,656,996","1,471,995,497","1,479,306,888","1,505,474,453","1,517,133,956","1,524,940,618","1,519,523,287","1,525,423,729","1,050,626,885","1,432,721,713","1,434,275,184","1,674,411,632","1,681,388,973","1,672,116,528","1,670,616,114","1,661,024,306","1,667,941,739","1,877,068,914","1,864,040,846","1,877,927,179","1,958,018,213","1,949,962,207","1,680,028,633","1,286,005,534","1,274,045,909","1,266,023,432","1,271,013,683","858,606,281","857,525,084","865,741,377","861,810,756","865,860,363","857,984,206","862,375,290","860,002,705"
CommonStockEquity,"46,828,000,000","45,728,000,000","45,295,000,000","44,705,000,000","43,009,000,000","41,387,000,000","40,516,000,000","39,506,000,000","38,588,000,000","40,114,000,000","38,694,000,000","40,573,000,000","38,617,000,000","38,464,000,000","37,437,000,000","35,761,000,000","38,345,000,000","36,182,000,000","35,560,000,000","33,276,000,000","34,277,000,000","31,273,000,000","30,179,000,000","29,646,000,000","29,391,000,000","28,144,000,000","27,374,000,000","27,080,000,000","26,649,000,000","26,190,000,000","25,509,000,000","24,485,000,000","24,238,000,000","25,262,000,000","24,148,000,000","19,494,000,000","21,993,000,000","21,880,000,000","21,217,000,000","17,944,000,000","20,625,000,000","20,197,000,000","19,715,000,000","17,561,000,000","17,370,943,953","17,904,040,404","16,952,917,093","16,400,442,033","15,500,000,000","15,298,458,046","15,319,987,222","14,970,604,548","14,708,994,709","15,061,146,639","14,703,020,703","14,412,191,582","14,187,528,448","13,865,863,739","13,001,101,996","12,764,483,627","13,077,400,149","12,143,379,664","12,179,640,719","11,963,526,669","11,490,206,458","11,036,529,078","10,917,534,478","10,579,979,951","10,552,007,299","10,376,947,041","10,199,524,940","9,957,660,342","9,851,100,903","9,631,804,475","10,374,617,737","10,101,351,352","10,280,317,794","10,260,432,532","9,903,388,823","10,037,026,066","9,571,035,879","9,312,932,176","9,291,002,106","8,915,973,742","8,785,012,842","8,649,945,979","8,521,995,465","8,139,012,169","7,938,983,544","7,629,066,329","7,431,977,946","7,202,038,537","6,948,375,792","6,729,096,990","6,609,866,703","6,483,321,987","6,338,647,608","6,174,006,157","6,098,127,648","5,677,938,591"
NetTangibleAssets,"43,350,000,000","42,312,000,000","41,995,000,000","40,564,000,000","38,676,000,000","37,082,000,000","36,274,000,000","35,293,000,000","34,628,000,000","35,951,000,000","34,768,000,000","36,150,000,000","34,071,000,000","33,745,000,000","32,249,000,000","30,674,000,000","32,492,000,000","31,145,000,000","29,862,000,000","28,134,000,000","29,203,000,000","26,908,000,000","25,946,000,000","26,213,000,000","26,046,000,000","24,986,000,000","24,275,000,000","24,032,000,000","23,852,000,000","23,386,000,000","22,670,000,000","21,707,000,000","21,885,000,000","22,976,000,000","22,124,000,000","19,923,000,000","19,573,000,000","19,449,000,000","18,842,000,000","18,157,000,000","18,329,000,000","17,968,000,000","17,517,000,000","17,391,000,000","16,885,447,394","16,315,536,315","15,315,250,768","14,794,052,642","14,158,634,538","14,034,623,026","13,938,877,649","13,994,453,688","14,142,269,254","14,261,191,518","13,886,186,220","13,591,604,332","13,342,057,351","13,028,692,880","12,016,652,381","11,716,624,685","11,440,089,308","11,202,145,818","11,487,691,284","11,417,797,888","11,026,998,412","10,560,464,196","12,389,529,975","12,059,286,839","12,057,481,752","9,693,146,418","11,724,465,558","11,477,183,629","11,376,524,632","9,366,767,180","11,807,339,450","11,535,626,536","11,954,729,426","11,082,851,051","11,575,505,351","11,707,642,180","11,232,060,185","10,292,923,349","11,168,071,020","10,780,014,588","10,662,940,021","9,814,940,577","10,471,957,672","9,819,040,802","9,224,989,078","8,903,112,238","8,698,001,378","8,473,052,220","7,806,982,073","7,586,622,074","7,475,608,080","7,345,132,743","7,204,507,971","7,031,990,363","6,960,502,938","6,537,941,296"
InvestedCapital,"53,851,000,000","52,723,000,000","52,171,000,000","51,658,000,000","49,829,000,000","48,169,000,000","46,134,000,000","45,133,000,000","45,051,000,000","45,143,000,000","43,757,000,000","44,891,000,000","42,987,000,000","42,903,000,000","41,898,000,000","40,404,000,000","43,595,000,000","40,598,000,000","39,993,000,000","37,711,000,000","39,241,000,000","36,186,000,000","34,127,000,000","33,611,000,000","33,374,000,000","32,140,000,000","31,388,000,000","31,151,000,000","30,713,000,000","30,745,000,000","29,616,000,000","37,167,000,000","29,600,000,000","31,010,000,000","29,832,000,000","25,102,000,000","25,706,000,000","26,456,000,000","25,764,000,000","22,776,000,000","25,517,000,000","25,583,000,000","25,114,000,000","23,090,000,000","38,087,512,291","22,218,614,719","21,156,601,842","21,749,045,609","20,096,385,542","19,894,049,759","18,765,839,634","17,365,501,941","17,454,438,566","18,937,507,011","17,431,836,180","17,436,641,733","17,793,582,158","17,484,945,095","16,100,159,177","16,183,879,093","17,135,946,415","14,537,917,582","14,641,383,899","14,450,843,274","13,950,502,911","13,892,918,370","13,824,936,673","13,754,833,166","14,312,652,068","14,171,339,564","14,467,141,725","14,362,552,925","14,522,414,066","14,305,665,767","15,295,107,034","15,024,570,025","15,168,640,384","15,172,098,691","14,930,142,687","14,758,590,047","14,258,969,907","14,024,863,911","14,037,014,745","13,615,025,529","13,534,975,072","13,440,963,111","13,510,052,910","12,638,081,604","11,956,021,552","11,460,076,046","10,791,040,661","11,125,104,720","10,820,865,346","10,042,809,365","9,960,148,412","9,371,000,680","9,237,218,251","8,768,973,364","8,734,454,011","7,895,982,687"
