name,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,10/31/1994
TotalAssets,"879,720,000,000","852,195,000,000","839,180,000,000","830,470,000,000","806,597,000,000","774,048,000,000","765,318,000,000","743,569,000,000","727,909,000,000","709,580,000,000","708,617,000,000","718,943,000,000","692,384,000,000","687,935,000,000","691,682,000,000","681,458,000,000","699,293,000,000","641,881,000,000","672,442,000,000","633,275,000,000","672,358,000,000","588,659,000,000","586,832,000,000","582,045,000,000","592,662,000,000","537,299,000,000","549,331,000,000","555,258,000,000","542,265,000,000","525,449,000,000","542,248,000,000","525,503,000,000","538,260,000,000","477,423,000,000","476,557,000,000","413,228,000,000","413,244,000,000","411,640,000,000","397,386,000,000","390,166,000,000","398,623,000,000","388,458,000,000","415,361,000,000","432,245,000,000","443,173,549,656","416,049,783,550","375,047,082,907","375,157,725,537","376,825,301,205","366,524,453,694","359,154,509,637","356,526,899,612","355,744,855,967","319,977,560,866","311,608,779,274","312,410,405,270","305,764,679,108","297,532,176,172","290,389,371,862","292,356,423,174","294,093,277,102","265,193,855,157","261,944,111,776","273,056,355,409","265,394,388,565","256,493,472,241","257,685,054,883","257,927,824,717","254,606,143,552","252,864,485,981","250,112,430,721","240,007,840,677","239,439,252,336","239,409,617,521","230,203,363,914","235,153,562,654","242,230,550,142","233,396,283,887","235,646,551,724","238,413,803,318","228,525,028,935","230,614,977,196","225,218,025,880","219,652,954,048","224,919,021,000","222,590,060,194","229,276,946,334","212,885,039,370","218,535,022,572","207,838,050,979","198,208,959,338","200,423,066,183","185,871,411,241","169,831,438,127","162,546,379,002","155,000,680,735","150,021,990,104","151,834,024,896","145,578,789,121","138,175,030,434"
TotalLiabilitiesNetMinorityInterest,"827,544,000,000","801,119,000,000","788,537,000,000","781,075,000,000","759,248,000,000","728,321,000,000","720,562,000,000","699,823,000,000","685,081,000,000","665,226,000,000","665,683,000,000","674,030,000,000","649,903,000,000","645,607,000,000","650,978,000,000","642,426,000,000","657,669,000,000","601,968,000,000","633,758,000,000","596,872,000,000","634,558,000,000","553,255,000,000","552,532,000,000","549,213,000,000","559,947,000,000","505,818,000,000","518,634,000,000","524,842,000,000","511,732,000,000","495,359,000,000","512,852,000,000","497,112,000,000","509,730,000,000","449,300,000,000","449,548,000,000","390,873,000,000","391,251,000,000","389,760,000,000","376,169,000,000","369,651,000,000","377,998,000,000","368,261,000,000","395,646,000,000","412,513,000,000","423,906,096,362","396,495,911,496","358,094,165,814","358,757,283,504","361,325,301,205","349,896,887,711","343,834,522,415","341,105,934,554","340,089,359,200","303,107,820,038","296,455,481,389","297,548,286,257","291,127,674,101","281,842,012,044","276,342,598,261","278,545,340,050","280,565,616,472","252,004,389,173","248,318,030,605","259,646,236,117","252,457,649,550","244,010,286,166","245,295,524,909","245,868,537,878","242,548,661,800","240,970,404,984","238,387,965,162","228,530,657,049","228,062,727,705","228,727,186,161","218,396,024,465","223,617,936,118","230,275,820,717","220,703,624,734","224,071,046,373","226,706,161,137","217,292,968,750","219,240,105,929","214,049,954,860","208,872,939,460","214,256,080,979","211,465,040,901","218,804,988,662","203,065,998,568","209,310,033,494","198,934,938,741","189,510,957,960","191,950,013,963","178,064,429,168","162,244,816,054","155,070,770,922","147,655,547,992","142,817,482,133","144,802,034,534","138,618,286,183","131,637,089,138"
TotalEquityGrossMinorityInterest,"52,176,000,000","51,076,000,000","50,643,000,000","49,395,000,000","47,349,000,000","45,727,000,000","44,756,000,000","43,746,000,000","42,828,000,000","44,354,000,000","42,934,000,000","44,913,000,000","42,481,000,000","42,328,000,000","40,704,000,000","39,032,000,000","41,624,000,000","39,913,000,000","38,684,000,000","36,403,000,000","37,800,000,000","35,404,000,000","34,300,000,000","32,832,000,000","32,715,000,000","31,481,000,000","30,697,000,000","30,416,000,000","30,533,000,000","30,090,000,000","29,396,000,000","28,391,000,000","28,530,000,000","28,123,000,000","27,009,000,000","22,355,000,000","21,993,000,000","21,880,000,000","21,217,000,000","20,515,000,000","20,625,000,000","20,197,000,000","19,715,000,000","19,732,000,000","19,267,453,294","19,553,872,054","16,952,917,093","16,400,442,033","15,500,000,000","16,627,565,983","15,319,987,222","15,420,965,058","15,655,496,767","16,869,740,828","15,153,297,884","14,862,119,013","14,637,005,007","15,690,164,128","14,046,773,601","13,811,083,123","13,527,660,630","13,189,465,984","13,626,081,171","13,410,119,292","12,936,739,015","12,483,186,074","12,389,529,975","12,059,286,839","12,057,481,752","11,894,080,997","11,724,465,558","11,477,183,629","11,376,524,632","10,682,431,360","11,807,339,450","11,535,626,536","11,954,729,426","12,692,659,153","11,575,505,351","11,707,642,180","11,232,060,185","11,374,871,267","11,168,071,020","10,780,014,588","10,662,940,021","11,125,019,293","10,471,957,672","9,819,040,802","9,224,989,078","8,903,112,238","8,698,001,378","8,473,052,220","7,806,982,073","7,586,622,074","7,475,608,080","7,345,132,743","7,204,507,971","7,031,990,363","6,960,502,938","6,537,941,296"
	StockholdersEquity,"52,176,000,000","51,076,000,000","50,643,000,000","49,395,000,000","47,349,000,000","45,727,000,000","44,756,000,000","43,746,000,000","42,828,000,000","44,354,000,000","42,934,000,000","44,913,000,000","42,457,000,000","42,304,000,000","40,677,000,000","39,001,000,000","41,585,000,000","39,422,000,000","38,200,000,000","35,916,000,000","37,317,000,000","34,313,000,000","33,219,000,000","31,761,000,000","31,656,000,000","30,409,000,000","29,639,000,000","29,345,000,000","29,114,000,000","28,655,000,000","27,974,000,000","26,950,000,000","27,099,000,000","28,123,000,000","27,009,000,000","22,355,000,000","21,993,000,000","21,880,000,000","21,217,000,000","20,515,000,000","20,625,000,000","20,197,000,000","19,715,000,000","19,732,000,000","19,267,453,294","18,154,160,654","16,952,917,093","16,400,442,033","15,500,000,000","15,298,458,046","15,319,987,222","15,420,965,058","15,655,496,767","15,511,051,273","15,153,297,884","14,862,119,013","14,637,005,007","14,315,739,757","14,046,773,601","13,811,083,123","13,527,660,630","13,189,465,984","13,626,081,171","13,410,119,292","12,936,739,015","12,483,186,074","12,389,529,975","12,059,286,839","12,057,481,752","11,894,080,997","11,724,465,558","11,477,183,629","11,376,524,632","10,682,431,360","11,807,339,450","11,535,626,536","11,954,729,426","11,941,821,505","11,575,505,351","11,707,642,180","11,232,060,185","10,980,873,915","11,168,071,020","10,780,014,588","10,662,940,021","10,607,964,192","10,471,957,672","9,819,040,802","9,224,989,078","8,903,112,238","8,698,001,378","8,473,052,220","7,806,982,073","7,586,622,074","7,475,608,080","7,345,132,743","7,204,507,971","7,031,990,363","6,960,502,938","6,537,941,296"
		CapitalStock,"18,346,000,000","18,319,000,000","18,306,000,000","17,629,000,000","17,254,000,000","17,269,000,000","17,164,000,000","17,166,000,000","17,260,000,000","17,272,000,000","17,284,000,000","17,412,000,000","16,631,000,000","16,379,000,000","15,703,000,000","15,610,000,000","15,592,000,000","15,553,000,000","14,936,000,000","14,970,000,000","15,413,000,000","15,397,000,000","15,194,000,000","14,186,000,000","14,298,000,000","14,268,000,000","14,264,000,000","14,279,000,000","14,492,000,000","2,465,000,000","2,465,000,000","2,465,000,000","2,861,000,000","14,051,000,000","2,861,000,000","2,861,000,000","9,572,000,000","9,498,000,000","9,311,000,000","9,161,000,000","8,939,000,000","8,769,000,000","8,626,000,000","8,099,000,000","1,896,509,341","250,120,250",,,,,,"450,360,510","946,502,058","449,904,634","450,277,181","449,927,431","449,476,559","449,876,018","1,045,671,605","1,046,599,496","450,260,481","1,046,086,320","1,446,440,452","1,446,592,623","1,446,532,557","1,446,656,996","1,471,995,497","1,479,306,888","1,505,474,453","1,517,133,956","1,524,940,618","1,519,523,287","1,525,423,729","1,050,626,885","1,432,721,713","1,434,275,184","1,674,411,632","1,681,388,973","1,672,116,528","1,670,616,114","1,661,024,306","1,667,941,739","1,877,068,914","1,864,040,846","1,877,927,179","1,958,018,213","1,949,962,207","1,680,028,633","1,286,005,534","1,274,045,909","1,266,023,432","1,271,013,683","858,606,281","857,525,084","865,741,377","861,810,756","865,860,363","857,984,206","862,375,290","860,002,705"
			PreferredStock,"5,348,000,000","5,348,000,000","5,348,000,000","4,690,000,000","4,340,000,000","4,340,000,000","4,240,000,000","4,240,000,000","4,240,000,000","4,240,000,000","4,240,000,000","4,340,000,000","3,840,000,000","3,840,000,000","3,240,000,000","3,240,000,000","3,240,000,000","3,240,000,000","2,640,000,000","2,640,000,000","3,040,000,000","3,040,000,000","3,040,000,000","2,115,000,000","2,265,000,000","2,265,000,000","2,265,000,000","2,265,000,000","2,465,000,000","2,465,000,000","2,465,000,000","2,465,000,000","2,861,000,000","2,861,000,000","2,861,000,000","2,861,000,000",,,,"2,571,000,000",,,,"2,171,000,000","1,896,509,341","250,120,250",,,,,,"450,360,510","946,502,058","449,904,634","450,277,181","449,927,431","449,476,559","449,876,018","1,045,671,605","1,046,599,496","450,260,481","1,046,086,320","1,446,440,452","1,446,592,623","1,446,532,557","1,446,656,996","1,471,995,497","1,479,306,888","1,505,474,453","1,517,133,956","1,524,940,618","1,519,523,287","1,525,423,729","1,050,626,885","1,432,721,713","1,434,275,184","1,674,411,632","1,681,388,973","1,672,116,528","1,670,616,114","1,661,024,306","1,667,941,739","1,877,068,914","1,864,040,846","1,877,927,179","1,958,018,213","1,949,962,207","1,680,028,633","1,286,005,534","1,274,045,909","1,266,023,432","1,271,013,683","858,606,281","857,525,084","865,741,377","861,810,756","865,860,363","857,984,206","862,375,290","860,002,705"
			CommonStock,"12,998,000,000","12,971,000,000","12,958,000,000","12,939,000,000","12,914,000,000","12,929,000,000","12,924,000,000","12,926,000,000","13,020,000,000","13,032,000,000","13,044,000,000","13,072,000,000","12,791,000,000","12,539,000,000","12,463,000,000","12,370,000,000","12,352,000,000","12,313,000,000","12,296,000,000","12,330,000,000","12,373,000,000","12,357,000,000","12,154,000,000","12,071,000,000","12,033,000,000","12,003,000,000","11,999,000,000","12,014,000,000","12,027,000,000","14,422,000,000",,,,"11,190,000,000",,,"9,572,000,000","9,498,000,000","9,311,000,000","6,590,000,000","8,939,000,000","8,769,000,000","8,626,000,000","5,928,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AdditionalPaidInCapital,"303,000,000","303,000,000","303,000,000","307,000,000","308,000,000","300,000,000","302,000,000","304,000,000","306,000,000","307,000,000","305,000,000","307,000,000","303,000,000","294,000,000","294,000,000","298,000,000","298,000,000","299,000,000","302,000,000","303,000,000","303,000,000","304,000,000","310,000,000","313,000,000","316,000,000","315,000,000","321,000,000","320,000,000","214,000,000","12,170,000,000","11,964,000,000","11,783,000,000","11,518,000,000","113,000,000","11,223,000,000","7,192,000,000","102,000,000","92,000,000","90,000,000","88,000,000","89,000,000","79,000,000","78,000,000","77,000,000","5,893,559,489","6,523,569,024","6,526,100,307","6,181,434,599","5,712,851,406","5,664,553,968","5,374,294,537","4,877,426,511","4,333,921,223","4,876,023,785","4,811,630,275","4,767,221,168","4,739,417,387","4,638,091,864","3,989,224,930","3,915,617,128","4,503,845,200","3,867,349,427","3,817,697,937","3,803,647,333","3,770,513,499","3,664,776,474","3,616,661,976","3,542,889,875","3,514,294,404","3,459,501,558","4,962,787,015","3,416,967,226","3,396,166,640","3,375,654,658","3,486,238,532","3,072,788,698",,"3,173,926,287","3,164,387,634","3,218,305,687","3,205,005,787","3,189,936,737",,,,,,,,,,,,,,,,,,
		RetainedEarnings,"29,510,000,000","28,725,000,000","28,241,000,000","27,405,000,000","26,599,000,000","25,856,000,000","24,909,000,000","24,119,000,000","23,902,000,000","23,709,000,000","23,183,000,000","22,703,000,000","22,077,000,000","21,205,000,000","20,456,000,000","19,806,000,000","19,409,000,000","18,930,000,000","18,281,000,000","17,765,000,000","17,489,000,000","17,237,000,000","16,724,000,000","16,162,000,000","15,617,000,000","15,224,000,000","14,780,000,000","14,336,000,000","14,068,000,000","13,540,000,000","12,977,000,000","12,512,000,000","11,986,000,000","14,275,000,000","13,863,000,000","13,556,000,000","13,192,000,000","12,848,000,000","12,539,000,000","12,299,000,000","11,981,000,000","11,748,000,000","11,525,000,000","11,391,000,000","11,434,365,782","11,631,794,132","11,470,829,069","11,327,104,682","11,056,224,900","11,166,398,638","11,157,491,215","11,017,193,566","11,073,486,185","10,973,858,409","10,652,788,777","10,451,043,876","10,187,756,031","9,839,414,335","9,477,164,197","9,212,846,348","9,006,450,012","8,773,469,885","8,525,615,436","8,216,097,628","7,897,035,469","7,370,433,865","7,299,465,241","7,035,658,027","7,037,712,895","6,917,445,483","6,761,678,543","6,540,693,116","6,454,934,263","6,257,736,867","6,888,379,205","7,028,562,654","7,039,424,374","7,086,506,244","6,740,487,515","6,818,720,379","6,366,030,093","6,122,995,439","6,128,949,744","5,763,967,907","5,646,925,517","5,555,023,923","5,458,956,916","5,093,056,550","4,914,955,585","4,610,054,922","4,431,013,094","4,203,015,917","3,953,362,987","3,740,468,227","3,637,487,976","3,486,725,664","3,349,367,784","3,171,998,394","3,085,964,193","2,676,044,907"
		TreasuryStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38,102,262",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
