name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989
TotalRevenue,"22,987,000,000","24,191,000,000","23,769,000,000","24,958,000,000","25,499,000,000","23,801,000,000","21,461,000,000","20,279,000,000","18,464,000,000","23,984,000,000","19,105,000,000","18,226,000,000","21,778,000,000","22,365,534,830","18,392,952,026.84","18,623,313,789.16","11,799,143,650.8","12,707,833,982.72","13,831,068,275.65","15,580,641,823.81","13,165,510,100","10,289,701,660","7,126,191,216","6,020,993,979","4,177,561,918","3,449,385,948","2,844,569,118","3,196,781,070","3,304,903,680","3,058,444,207",,
	NetInterestIncome,"18,360,000,000","18,202,000,000","17,591,000,000","17,758,000,000","17,059,000,000","16,022,000,000","14,382,000,000","13,900,000,000","15,122,000,000","13,160,000,000","13,320,000,000","13,882,000,000","11,686,000,000","9,435,513,590","8,374,131,568.03","7,202,497,059.61","4,915,535,106.08","6,266,449,822.68","7,456,141,153.73","8,839,464,485.02","7,003,859,720","5,767,957,160","3,923,344,458","3,168,087,741","2,374,494,891","2,098,503,837","1,981,567,800","1,969,152,612","2,155,188,465","1,970,203,781",,
		InterestIncome,"31,219,000,000","31,061,000,000","29,831,000,000","29,296,000,000","27,708,000,000","24,783,000,000","22,838,000,000","23,512,000,000","26,262,000,000","24,188,000,000","21,134,000,000","23,775,000,000","30,404,000,000","25,392,279,140","19,589,692,316.55","16,127,916,745.9","11,090,337,183.68","12,515,581,057.03","17,248,493,980.28","22,142,029,527.72","19,734,955,900","14,316,538,740","10,220,153,292","8,768,627,595","7,824,833,636","7,589,304,210","5,951,227,080","6,873,303,353","7,422,709,725","5,607,284,683",,
			InterestIncomeFromLoansAndLease,,,"23,289,000,000","23,109,000,000","21,825,000,000","19,460,000,000","17,800,000,000","18,448,000,000","20,696,000,000","19,264,000,000","16,404,000,000","18,750,000,000",,"20,903,945,860","14,556,331,885.09","10,896,035,004.74","7,567,567,736.4","8,885,105,974.61","12,043,792,100.05","13,776,820,221.49",,,"6,062,838,930","4,829,904,261","4,159,242,802","3,979,412,784","3,144,821,490","3,553,383,029","4,025,368,710","3,074,656,494",,
				InterestIncomeFromLoans,,,"23,289,000,000","23,109,000,000","21,825,000,000","19,460,000,000","17,800,000,000","18,448,000,000","20,696,000,000","19,264,000,000","16,404,000,000","18,750,000,000",,"20,903,945,860","14,556,331,885.09","10,896,035,004.74","7,567,567,736.4","8,885,105,974.61","12,043,792,100.05","13,776,820,221.49",,,"5,927,777,586","4,663,904,427","4,007,226,278","3,836,221,308","3,000,648,162","3,553,383,029","4,025,368,710","3,074,656,494",,
				InterestIncomeFromLeases,,,,,,,,,,,,,,,,,,,,,,,"135,061,344","165,999,834","152,016,524","143,191,476","144,173,328",,,,,
			InterestIncomeFromSecurities,,"29,713,000,000","4,395,000,000","3,809,000,000","4,128,000,000","3,792,000,000","3,486,000,000","3,465,000,000","4,029,000,000","3,413,000,000","3,080,000,000","3,342,000,000",,"3,477,360,900","3,575,963,416.4","3,913,826,022.92","2,412,357,447.6","3,317,699,519.15","4,824,999,560.46","7,792,219,757.85",,,"2,200,544,928","1,871,725,401","1,599,708,770","1,286,617,527","1,030,170,618","923,454,784","1,224,194,715","778,638,042",,
			InterestIncomeFromDeposits,,,"482,000,000","406,000,000","229,000,000","140,000,000","132,000,000","262,000,000","259,000,000","250,000,000","239,000,000","254,000,000",,"458,847,030","444,176,820.25","457,924,193.15","721,277,685.2","270,075,805.99","352,487,402.51","458,503,580.14",,,"1,884,122,802","1,441,362,195","1,395,948,778","1,651,615,407","1,444,261,206","1,655,747,975","1,882,841,760",,,
			InterestIncomeFromFederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,,,,,,,,,,,,,,,,,"389,133,576.8",,,,,,"72,646,632","625,544,829","669,852,939","671,736,483","331,892,220","535,664,717",,,,
			OtherInterestIncome,,"1,348,000,000","1,665,000,000","1,972,000,000","1,526,000,000","1,391,000,000","1,420,000,000","1,337,000,000","1,278,000,000","1,261,000,000","1,411,000,000","1,429,000,000",,"552,125,350","1,013,220,194.81","860,131,525.09","737.68","42,699,757.28","27,214,917.26","114,485,968.24",,,,"90,909","80,347","-77,991","81,546","205,052,848","290,304,540","1,753,990,147",,
