name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996
		NetIncomeIncludingNoncontrollingInterests,"5,354,000,000","1,638,000,000","1,756,000,000","704,000,000","1,256,000,000","3,028,000,000","941,000,000","1,664,000,000","1,855,000,000","2,083,000,000","992,000,000","958,000,000","518,000,000","97,000,000","2,021,000,000","584,000,000","636,000,000","1,187,000,000","845,000,000","1,199,000,000","1,438,000,000","1,699,000,000","1,109,000,000","1,558,000,000","843,000,000","850,000,000","1,495,000,000","802,000,000","697,000,000","776,000,000","872,000,000","379,000,000","720,000,000","960,000,000","716,000,000","1,428,000,000","570,000,000","2,071,000,000","342,000,000","373,000,000","409,000,000","3,704,000,000","-572,000,000","201,000,000","-603,000,000","1,235,000,000","231,000,000","198,000,000","232,864,349.558","334,479,559.831","81,076,646.857","184,687,047.44","283,885,900.659","632,000,000","283,000,000","194,000,000","225,000,000","468,486,968.563","673,298,658.238","659,292,154.542","219,907,220.799","249,700,826.997","241,756,671.08","257,204,883.885","178,058,023.825","280,397,437.452","145,832,778.423","105,298,068.271","96,084,761.34","-69,146,788.139","107,016,961.658","122,909,250.247","133,871,585.052","33,824,675.662","64,041,953.71","92,960,631.648","79,027,122.462","78,933,998.977","129,039,104.1","80,934,196.401","261,524,851.639","168,758,106.199","82,932,823.076","72,630,376.415","54,016,245.411","46,358,167.136","57,138,976.089","59,033,724.049","203,847,624.516","267,562,718.966","92,974,735.051",,"54,587,575.187","42,081,239.671","51,272,523.124","45,139,907.74","48,366,551.724"
			NetIncomeContinuousOperations,"5,354,000,000","1,638,000,000","1,756,000,000","704,000,000","1,256,000,000","3,028,000,000","941,000,000","1,664,000,000","1,855,000,000","2,083,000,000","992,000,000","958,000,000","518,000,000","97,000,000","2,021,000,000","584,000,000","636,000,000","1,187,000,000","845,000,000","1,199,000,000","1,438,000,000","1,699,000,000","1,109,000,000","1,558,000,000","843,000,000","850,000,000","1,495,000,000","802,000,000","697,000,000","776,000,000","872,000,000","1,698,000,000","720,000,000","960,000,000","716,000,000","1,428,000,000","570,000,000","2,071,000,000","342,000,000","373,000,000","409,000,000","3,704,000,000","-572,000,000","201,000,000","-603,000,000","1,421,000,000","161,000,000","110,000,000","196,885,308.462","345,582,701.45","93,088,001.612","152,741,179.897","194,921,657.42","468,000,000","283,000,000","194,000,000","225,000,000","362,353,776.287","633,340,281.254","611,197,893.946","164,930,415.806","160,530,899.389","191,806,945.821","189,150,673.588","147,047,918.732","189,250,832.366","99,885,464.845","63,178,840.814","56,049,444.058","-109,056,704.355","57,009,035.632","73,945,402.572","63,938,667.628","25,873,258.74","44,028,843.373","70,969,944.5","56,019,225.888","-112,077,906.542","71,021,522.231","69,943,132.701","238,566,563.399","141,804,723.68","60,950,629.196","48,751,896.321","38,011,432.226","26,025,174.351","33,080,459.876","41,023,435.437","184,861,816.132","266,618,515.916","57,984,243.521",,"54,587,575.187","42,081,239.671","51,272,523.124","45,139,907.74","48,366,551.724"
		MinorityInterests,"-2,547,000,000","-792,000,000","-809,000,000","-305,000,000","-641,000,000","-1,144,000,000","-778,000,000","-984,000,000","-998,000,000","-1,037,000,000","-764,000,000","-733,000,000","-555,000,000","76,000,000","-985,000,000","-399,000,000","-379,000,000","-509,000,000","-556,000,000","-554,000,000","-709,000,000","-649,000,000","-375,000,000","-773,000,000","-302,000,000","-133,000,000","-682,000,000","-572,000,000","-337,000,000","-284,000,000","-538,000,000","-241,000,000","-304,000,000","-372,000,000","-463,000,000","-590,000,000","-292,000,000","-982,000,000","-230,000,000","-284,000,000","-245,000,000","-2,199,000,000","155,000,000","-54,000,000","311,000,000","-1,035,000,000","-70,000,000","-88,000,000","-35,979,041.096","11,103,141.62","12,011,354.754","-31,945,867.543","-88,964,243.239","-21,000,000","-38,000,000","-59,000,000","-46,000,000","-106,133,192.276","-39,958,376.984","-48,094,260.596","-54,976,804.993","-89,169,927.608","-49,949,725.259","-68,054,210.297","-31,010,105.093","-91,146,605.087","-45,947,313.577","-42,119,227.457","-40,035,317.282","-39,909,916.216","-50,007,926.026","-48,963,847.676","-69,932,917.424","-7,951,416.922","-20,013,110.336","-21,990,687.149","-23,007,896.574","-17,988,824.493","-58,017,581.869","-10,991,063.701","-22,958,288.24","-26,953,382.519","-21,982,193.88","-23,878,480.094","-16,004,813.185","-20,332,992.785","-24,058,516.214","-18,010,288.612","-18,985,808.383","-944,203.05","-34,990,491.53",,,,,,
	PreferredStockDividends,"152,000,000","39,000,000","38,000,000","38,000,000","37,000,000","37,000,000","38,000,000","38,000,000","38,000,000","39,000,000","35,000,000","35,000,000","36,000,000","33,000,000","33,000,000","34,000,000","33,000,000","34,000,000","32,000,000","34,000,000","34,000,000","37,000,000","41,000,000","38,000,000","36,000,000","34,000,000","35,000,000","36,000,000","32,000,000","10,000,000","32,000,000","33,000,000","29,000,000","29,000,000","26,000,000","26,000,000","25,000,000",,,,,,,,,,,,,,,,,,"7,000,000","10,000,000","10,000,000",,,,,,,,,,,,,,,,,"12,988,613.249",,"6,997,036.67","7,002,402.919","6,998,557.724",,"6,994,313.203","6,987,304.997","7,985,820.127","6,994,334.509","6,964,556.327","7,002,106.058","7,107,012.787","6,014,628.89","6,003,429.31","5,995,518.14","2,984,947.643","6,998,098.306",,,,,,
	OtherunderPreferredStockDividend,"74,000,000","39,000,000","17,000,000","5,000,000","13,000,000","18,000,000","20,000,000","34,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-11,000,000",,,,,,,,,,,,,,,,,,,,"0.661","0.635",,,"0.675","0.688",,,,,,,,"0.704",,,,,,,,
DilutedNIAvailtoComStockholders,"2,581,000,000","768,000,000","892,000,000","356,000,000","565,000,000","1,829,000,000","105,000,000","608,000,000","819,000,000","1,007,000,000","193,000,000","190,000,000","-73,000,000","140,000,000","1,003,000,000","151,000,000","224,000,000","644,000,000","257,000,000","611,000,000","695,000,000","1,013,000,000","693,000,000","747,000,000","505,000,000","683,000,000","778,000,000","194,000,000","328,000,000","482,000,000","302,000,000","105,000,000","387,000,000","559,000,000","227,000,000","812,000,000","253,000,000","1,089,000,000","112,000,000","89,000,000","164,000,000","1,505,000,000","-417,000,000","147,000,000","-292,000,000","200,000,000","161,000,000","110,000,000","196,885,308.462","345,582,701.45","93,088,001.612","152,741,179.897","194,921,657.42","638,000,000","238,000,000","136,000,000","169,000,000","362,353,776.287","633,340,281.254","611,197,893.946","164,930,415.806","160,530,899.389","191,806,945.821","189,150,673.588","147,047,918.732","189,250,832.366","99,885,464.845","63,178,840.814","56,049,444.058","-109,056,704.355","57,009,035.632","73,945,402.572","63,938,667.628","12,884,646.12","44,028,843.373","63,972,907.169","49,016,822.335","53,946,616.761","71,021,522.231","62,948,818.823","231,579,257.714","133,818,902.863","53,956,294.687","41,787,339.995","31,009,326.167","18,918,161.564","27,065,830.986","35,020,006.126","178,866,297.288","263,633,567.574","50,986,145.215",,"54,587,575.187","42,081,239.671","51,272,523.124","45,139,907.74","48,366,551.724"
BasicEPS,,"0.507","0.62","0.247","0.393","1.273","0.073","0.427","0.567","0.7","0.133","0.133","-0.053","0.1","0.7","0.107","0.153","0.447","0.18","0.427","0.5","0.729","0.498","0.538","0.364","0.493","0.56","0.138","0.231","0.329","0.218","0.076","0.28",,"0.16","0.587","0.187",,"0.071","0.053","0.116",,"-0.333","0.107","-0.231",,"0.12","0.076","0.138",,"0.058","0.111","0.142",,"0.276","0.142","0.13",,"0.476","0.457","0.121",,"0.135","0.133","0.1",,"0.064","0.036","0.032",,"0.033","0.048","0.043",,"0.03","0.049","0.037",,"0.048","0.047","0.171",,"0.04","0.032","0.024",,"0.019","0.026","0.132",,"0.038","0","0.037",,"0.042","0.037","0.045"
DilutedEPS,,"0.493","0.607","0.24","0.387","1.247","0.073","0.413","0.56","0.68","0.133","0.127","-0.053","0.093","0.687","0.1","0.153","0.44","0.173","0.413","0.487","0.707","0.484","0.529","0.356","0.48","0.547","0.138","0.227","0.32","0.213","0.076","0.267",,"0.16","0.56","0.182",,"0.071","0.053","0.111",,"-0.333","0.107","-0.231",,"0.12","0.076","0.134",,"0.058","0.107","0.136",,"0.267","0.138","0.127",,"0.464","0.447","0.117",,"0.135","0.133","0.099",,"0.063","0.036","0.03",,"0.032","0.047","0.042",,"0.029","0.049","0.037",,"0.048","0.047","0.171",,"0.04","0.032","0.024",,"0.019","0.026","0.132",,"0.038","0","0.037",,"0.042","0.037","0.045"
BasicAverageShares,,"1,510,650,000","1,434,150,000","1,433,250,000","1,432,950,000","1,436,400,000","1,436,850,000","1,435,650,000","1,436,850,000","1,438,800,000","1,438,350,000","1,437,900,000","1,437,750,000","1,730,000,000","1,438,650,000","1,438,200,000","1,438,800,000","1,517,910,448","1,438,050,000","1,428,000,000","1,392,000,000","1,440,548,780","1,388,250,000","1,386,000,000","1,384,650,000","1,453,378,378","1,382,400,000","1,386,000,000","1,392,300,000","1,495,945,946","1,392,075,000","1,390,950,000","1,393,200,000",,"1,384,650,000","1,379,700,000","1,366,200,000",,"1,292,175,000","1,291,050,000","1,289,925,000",,"1,287,450,000","1,287,000,000","1,288,125,000",,"1,314,000,000","1,311,750,000","1,308,875,292",,"1,309,500,000","1,313,100,000","1,308,845,576",,"870,750,000","870,750,000","1,302,750,000",,"1,314,934,735","1,315,946,227","1,312,406,014",,"1,305,054,843","1,374,136,971","1,302,173,599",,"1,296,911,886","1,295,935,735","1,297,738,494",,"1,334,570,467","1,351,557,735","1,263,226,873",,"1,307,490,720","1,307,490,720","1,308,968,950",,"1,288,002,156","1,955,439,011","1,318,884,561",,"1,333,157,842","1,322,554,358","1,311,121,037",,"1,427,752,722","1,344,613,251","1,352,229,970",,"1,333,495,349","1,476,582,495","1,476,582,495",,"1,214,809,213","1,222,411,536","1,079,063,891"
DilutedAverageShares,,"1,550,700,000","1,470,300,000","1,467,450,000","1,462,500,000","1,463,700,000","1,467,000,000","1,462,800,000","1,465,500,000","1,475,100,000","1,470,750,000","1,467,900,000","1,437,750,000","1,853,571,429","1,466,850,000","1,465,500,000","1,462,200,000","1,540,909,091","1,475,550,000","1,470,300,000","1,435,500,000","1,485,849,057","1,424,925,000","1,419,525,000","1,424,025,000","1,493,750,000","1,420,425,000","1,412,550,000","1,444,500,000","1,537,500,000","1,451,700,000","1,415,025,000","1,393,200,000",,"1,464,975,000","1,459,350,000","1,394,775,000",,"1,314,450,000","1,312,875,000","1,310,850,000",,"1,302,750,000","1,302,750,000","1,302,525,000",,"1,338,750,000","1,338,750,000","1,378,092,055",,"1,352,250,000","1,313,100,000","1,352,698,650",,"895,500,000","895,500,000","1,339,875,000",,"1,345,279,385","1,387,256,148","1,381,692,960",,"1,374,547,054","1,374,136,971","1,302,173,599",,"1,296,911,886","1,378,209,156","1,381,489,877",,"1,411,254,789","2,159,998,815","1,263,226,873",,"1,307,490,720","1,307,490,720","1,332,526,216",,"1,288,002,156","1,990,454,716","1,318,884,561",,"1,333,157,842","1,322,554,358","1,311,121,037",,"1,427,752,722","1,344,613,251","1,352,229,970",,"1,333,495,349","1,476,582,495","1,476,582,495",,"1,214,809,213","1,222,411,536","1,079,063,891"
TotalExpenses,"57,604,000,000","15,157,000,000","15,209,000,000","14,619,000,000","12,619,000,000","13,607,000,000","12,800,000,000","11,453,000,000","10,761,000,000","11,225,000,000","10,677,000,000","7,945,000,000","4,886,000,000","5,632,000,000","5,131,000,000","4,846,000,000","4,129,000,000","4,522,000,000","4,176,000,000","4,023,000,000","3,407,000,000","3,802,000,000","3,820,000,000","3,600,000,000","3,366,000,000","4,032,000,000","3,587,000,000","3,979,000,000","3,785,000,000","5,430,000,000","3,576,000,000","1,893,000,000","2,787,000,000","2,978,000,000","3,934,000,000","3,353,000,000","3,114,000,000","4,590,000,000","2,919,000,000","2,660,000,000","2,050,000,000","3,471,000,000","2,339,000,000","2,318,000,000","1,606,000,000","2,336,000,000","2,508,000,000","476,000,000","478,721,130.866","2,553,617,895.85","1,917,813,023.771","371,370,712.071","332,866,214.459","-1,922,000,000","1,000,000,000","1,064,000,000","847,000,000","1,871,811,625.167","736,233,102.825","1,223,397,752.726","613,741,063.073","1,176,490,137.886","617,378,606.713","548,436,874.044","401,130,717.195","925,429,402.368","474,455,956.721","414,172,400.481","360,317,855.537","709,153,055.425","368,058,337.797","446,670,201.121","394,621,463.415","-5,463,889,618.856","1,909,250,750.159","2,126,099,596.961","1,936,664,663.071","2,317,238,536.266","1,936,586,863.685","2,241,177,799.008","98,820,459.333","121,794,495.06","75,938,489.248","85,564,552.935","102,030,685.629","128,167,291.475","98,238,941.369","150,085,739.568","159,880,489.609","173,487,882.149","116,968,214.854",,,,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"2,807,000,000","846,000,000","947,000,000","399,000,000","615,000,000","1,884,000,000","163,000,000","680,000,000","857,000,000","1,046,000,000","228,000,000","225,000,000","-37,000,000","173,000,000","1,036,000,000","185,000,000","257,000,000","678,000,000","289,000,000","645,000,000","729,000,000","1,050,000,000","734,000,000","785,000,000","541,000,000","717,000,000","813,000,000","230,000,000","360,000,000","492,000,000","334,000,000","138,000,000","416,000,000","588,000,000","253,000,000","838,000,000","278,000,000","1,089,000,000","112,000,000","89,000,000","164,000,000","1,505,000,000","-417,000,000","147,000,000","-292,000,000","200,000,000","161,000,000","110,000,000","196,885,308.462","345,582,701.45","93,088,001.612","152,741,179.897","194,921,657.42","611,000,000","245,000,000","135,000,000","179,000,000","362,353,776.287","633,340,281.254","611,197,893.946","164,930,415.806","160,530,899.389","191,806,945.821","189,150,673.588","147,047,918.732","189,250,832.366","99,885,464.845","63,178,840.814","56,049,444.058","-109,056,704.355","57,009,035.632","73,945,402.572","63,938,667.628","25,873,258.74","44,028,843.373","70,969,944.5","56,019,225.888","60,945,174.485","71,021,522.231","69,943,132.701","238,566,563.399","141,804,723.68","60,950,629.196","48,751,896.321","38,011,432.226","26,025,174.351","33,080,459.876","41,023,435.437","184,861,816.132","266,618,515.916","57,984,243.521",,"54,587,575.187","42,081,239.671","51,272,523.124","45,139,907.74","48,366,551.724"
NormalizedIncome,"3,571,520,000","842,435,255.713","657,410,000","1,442,681,866.384","472,731,903.485","1,695,105,000","48,518,894.009","-12,017,973.04","328,583,665.339","780,044,687.642","123,328,537.17","35,430,000","128,240,000","531,680,000","1,079,365,000","138,850,000","-10,520,000","176,165,124.555","-43,025,252.525","593,550,000","-250,440,000","-780,783.582","118,103,748.91","-30,004,201.681","90,550,000","687,902,489.627","724,608,868.675","-88,199,658.703","306,452,141.058","492,000,000","-85,410,731.707","217,500,000","174,260,000","596,571,428.571","-168,960,297.767","-229,319,587.629","13,189,456.343","1,089,000,000","156,394,230.769","-35,560,000","40,528,301.887","-530,750,568.038","247,921,438.083","198,830,000","421,625,563.91","937,053,227.633","-38,713,740.458","149,531,250","241,274,450.243","195,837,800.342","-40,338,134.166","-615,891.707","9,746,082.599","274,368,421.053","48,270,655.271","14,829,959.514","23,827,586.207","30,653,081.225","66,995,404.923","129,811,942.005","164,930,415.806","160,530,899.389","122,058,965.575","189,150,673.588","128,026,794.985","189,250,832.366","80,050,053.461","47,553,966.112","36,031,785.726","-109,056,704.355","57,009,035.632","73,945,402.572","63,938,667.628","25,873,258.74","44,028,843.373","23,656,648.353","24,224,530.036","-34,028,703.313","-38,811,761.715","52,673,223.723","71,083,098.871","141,804,723.68","60,950,629.196","48,751,896.321","38,011,432.226","26,025,174.351","33,080,459.876","41,023,435.437","49,807,329.07","266,618,515.916","57,984,243.521",,"54,587,575.187","42,081,239.671","51,272,523.124","45,139,907.74","48,366,551.724"
InterestExpense,"7,227,000,000","1,852,000,000","1,926,000,000","1,833,000,000","1,616,000,000","1,477,000,000","1,274,000,000","1,066,000,000","1,037,000,000","968,000,000","932,000,000","865,000,000","843,000,000","826,000,000","825,000,000","815,000,000","767,000,000","703,000,000","691,000,000","725,000,000","701,000,000","669,000,000","645,000,000","639,000,000","626,000,000","613,000,000","617,000,000","668,000,000","655,000,000","637,000,000","593,000,000","613,000,000","654,000,000","620,000,000","622,000,000","564,000,000","546,000,000","517,000,000","452,000,000","433,000,000","427,000,000","699,000,000","383,000,000","452,000,000","335,000,000",,,,,,,,,,"291,000,000","250,000,000","224,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-7,325,000,000","-1,878,000,000","-1,949,000,000","-1,856,000,000","-1,642,000,000","-1,505,000,000","-1,299,000,000","-1,090,000,000","-1,064,000,000","-994,000,000","-956,000,000","-885,000,000","-868,000,000","-850,000,000","-845,000,000","-840,000,000","-790,000,000","-726,000,000","-716,000,000","-754,000,000","-730,000,000","-699,000,000","-672,000,000","-672,000,000","-659,000,000","-649,000,000","-653,000,000","-704,000,000","-699,000,000","-795,000,000","-593,000,000","-613,000,000","-654,000,000","-620,000,000","-622,000,000","-564,000,000","-546,000,000","-517,000,000","-452,000,000","-433,000,000","-427,000,000","-699,000,000","-383,000,000","-452,000,000","-335,000,000",,,,,,,,,,"-291,000,000","-250,000,000","-224,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"13,076,000,000","3,690,000,000","3,502,000,000","2,776,000,000","3,108,000,000","3,621,000,000","2,359,000,000","3,069,000,000","3,045,000,000","3,161,000,000","2,183,000,000","1,942,000,000","1,486,000,000","1,134,000,000","1,854,000,000","1,633,000,000","1,605,000,000","2,108,000,000","1,681,000,000","1,556,000,000","2,340,000,000","2,813,000,000","1,792,000,000","2,543,000,000","1,963,000,000","1,577,000,000","2,376,000,000","1,840,000,000","1,449,000,000","1,604,000,000","1,618,000,000","2,294,000,000","1,563,000,000","1,740,000,000","1,428,000,000","2,116,000,000","1,153,000,000","2,611,000,000","868,000,000","792,000,000","851,000,000","4,660,000,000","-368,000,000","587,000,000","-330,000,000","2,737,000,000","513,000,000","752,000,000","834,513,870.592","598,529,519.541","303,286,715.351","720,778,640.676","800,678,191.748","4,311,000,000","642,000,000","497,000,000","514,000,000","360,338,167.978","440,541,110.394","549,076,140.371","377,840,588.576","125,252,841.364","443,553,562.112","350,279,025.023","364,118,655.908","255,081,215.38","330,620,887.167","306,868,655.065","307,271,060.377","247,547,215.259","312,049,459.059","298,779,395.978","314,698,129.036","59,780,518.869","101,066,208.624","91,961,054.509","101,034,675.127","104,965,470.769","114,034,556.709","88,927,697.397","139,746,104.066","219,658,494.584","122,900,449.426","135,311,386.068","111,033,393.418","208,380,334.26","105,256,009.171","107,061,160.575","116,912,607.256","88,609,922.941","130,964,412.191","71,982.471","95,227,221.538","1,195,157,208.518","1,124,597,328.586","1,098,937,051.329","1,078,225,068.966"
EBITDA,"17,952,000,000"
ReconciledCostOfRevenue,"52,728,000,000","13,848,000,000","13,910,000,000","13,385,000,000","11,585,000,000","12,680,000,000","11,967,000,000","10,781,000,000","10,091,000,000","10,635,000,000","10,034,000,000","7,332,000,000","4,387,000,000","5,150,000,000","4,590,000,000","4,330,000,000","3,648,000,000","4,092,000,000","3,740,000,000","3,595,000,000","3,006,000,000","3,432,000,000","3,467,000,000","3,229,000,000","2,990,000,000","3,672,000,000","3,230,000,000","3,606,000,000","3,420,000,000","5,446,000,000","3,121,000,000","1,487,000,000","2,369,000,000","2,524,000,000","3,591,000,000","3,004,000,000","2,778,000,000","4,254,000,000","2,632,000,000","2,343,000,000","1,778,000,000","2,564,000,000","2,398,000,000","1,852,000,000","1,325,000,000","1,740,000,000","2,077,000,000",,,"2,119,623,764.102","1,558,181,698.423",,,,"794,000,000","853,000,000","672,000,000","1,090,936,493.356","791,069,733.798","1,301,731,591.621","509,784,921.881","634,699,280.045","713,282,079.623","463,369,110.234","447,145,712.39","607,522,176.206","502,423,886.789","437,237,691.725","390,344,343.839","660,228,412.584","367,058,179.011","461,659,134.191","407,609,004.953","-5,207,698,945.423","1,815,189,130.628","2,034,138,542.451","1,831,628,614.848","2,197,270,894.693","1,655,501,683.307","2,239,179,424.096","98,820,459.333",,,,,,,,,,,,,,,,
ReconciledDepreciation,"4,876,000,000","1,309,000,000","1,299,000,000","1,234,000,000","1,034,000,000","927,000,000","833,000,000","672,000,000","670,000,000","590,000,000","643,000,000","613,000,000","499,000,000","482,000,000","541,000,000","516,000,000","481,000,000","430,000,000","436,000,000","428,000,000","401,000,000","370,000,000","353,000,000","371,000,000","376,000,000","360,000,000","357,000,000","373,000,000","365,000,000","352,000,000","327,000,000","287,000,000","297,000,000","228,000,000","224,000,000","231,000,000","221,000,000","215,000,000","193,000,000","208,000,000","179,000,000","792,000,000","-146,000,000","300,000,000","185,000,000","414,000,000","274,000,000","328,000,000","313,817,192.267","293,299,771.354","251,529,129.539","266,260,691.687","222,910,407.42","233,000,000","136,000,000","127,000,000","104,000,000","141,242,452.157","102,000,000","92,000,000","76,967,527.486","79,172,944.6","59,939,670.47","56,044,644.304","56,018,254.755","40,124,843.77","37,956,476.626","36,102,194.539","35,030,902.451","30,948,389.281","30,004,755.994","31,976,390.373","27,973,166.97",,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeFromContinuingOperationNetMinorityInterest,"2,807,000,000","846,000,000","947,000,000","399,000,000","615,000,000","1,884,000,000","163,000,000","680,000,000","857,000,000","1,046,000,000","228,000,000","225,000,000","-37,000,000","173,000,000","1,036,000,000","185,000,000","257,000,000","678,000,000","289,000,000","645,000,000","729,000,000","1,050,000,000","734,000,000","785,000,000","541,000,000","717,000,000","813,000,000","230,000,000","360,000,000","492,000,000","334,000,000","138,000,000","416,000,000","588,000,000","253,000,000","838,000,000","278,000,000","1,089,000,000","112,000,000","89,000,000","164,000,000","1,505,000,000","-417,000,000","147,000,000","-292,000,000","200,000,000","161,000,000","110,000,000","196,885,308.462","345,582,701.45","93,088,001.612","152,741,179.897","194,921,657.42","611,000,000","245,000,000","135,000,000","179,000,000","362,353,776.287","633,340,281.254","611,197,893.946","164,930,415.806","160,530,899.389","191,806,945.821","189,150,673.588","147,047,918.732","189,250,832.366","99,885,464.845","63,178,840.814","56,049,444.058","-109,056,704.355","57,009,035.632","73,945,402.572","63,938,667.628","25,873,258.74","44,028,843.373","70,969,944.5","56,019,225.888","-112,077,906.542","71,021,522.231","69,943,132.701","238,566,563.399","141,804,723.68","60,950,629.196","48,751,896.321","38,011,432.226","26,025,174.351","33,080,459.876","41,023,435.437","184,861,816.132","266,618,515.916","57,984,243.521",,"54,587,575.187","42,081,239.671","51,272,523.124","45,139,907.74","48,366,551.724"
TotalUnusualItemsExcludingGoodwill,"-831,000,000","4,000,000","394,000,000","-1,398,000,000","169,000,000","257,000,000","132,000,000","833,000,000","572,000,000","280,000,000","132,000,000","213,000,000","-204,000,000","-488,000,000","-59,000,000","65,000,000","352,000,000","594,000,000","389,000,000","70,000,000","1,113,000,000","1,326,000,000","637,000,000","996,000,000","715,000,000","33,000,000","104,000,000","465,000,000","61,000,000","401,000,000","493,000,000","-106,000,000","306,000,000","-10,000,000","475,000,000","1,160,000,000","282,000,000",,"-54,000,000","173,000,000","128,000,000","2,177,000,000","-873,000,000","-73,000,000","-787,000,000","-916,000,000","325,000,000","-46,000,000","-62,963,321.675","241,524,034.045","215,203,444.803","248,578,782.527","265,893,132.802","451,000,000","244,000,000","153,000,000","200,000,000","459,272,612.566","726,243,508.365","624,223,422.909",,,"95,903,472.911",,"26,008,475.313",,"27,967,930.068","23,065,291.244","30,026,487.621",,,,,,,"55,976,294.02","42,014,419.416","-130,082,005.382","183,055,473.243","19,983,751.814","171,688,070.552",,,,,,,,"140,894,681.226",,,,,,,,
TotalUnusualItems,"-831,000,000","4,000,000","394,000,000","-1,398,000,000","169,000,000","257,000,000","132,000,000","833,000,000","572,000,000","280,000,000","132,000,000","213,000,000","-204,000,000","-488,000,000","-59,000,000","65,000,000","352,000,000","594,000,000","389,000,000","70,000,000","1,113,000,000","1,326,000,000","637,000,000","996,000,000","715,000,000","33,000,000","104,000,000","465,000,000","61,000,000","401,000,000","493,000,000","-106,000,000","306,000,000","-10,000,000","475,000,000","1,160,000,000","282,000,000",,"-54,000,000","173,000,000","128,000,000","2,177,000,000","-873,000,000","-73,000,000","-787,000,000","-916,000,000","325,000,000","-46,000,000","-62,963,321.675","241,524,034.045","215,203,444.803","248,578,782.527","265,893,132.802","451,000,000","244,000,000","153,000,000","200,000,000","459,272,612.566","726,243,508.365","624,223,422.909",,,"95,903,472.911",,"26,008,475.313",,"27,967,930.068","23,065,291.244","30,026,487.621",,,,,,,"55,976,294.02","42,014,419.416","-130,082,005.382","183,055,473.243","19,983,751.814","171,688,070.552",,,,,,,,"140,894,681.226",,,,,,,,
NormalizedEBITDA,"18,783,000,000","4,995,000,000","4,407,000,000","5,408,000,000","3,973,000,000","4,291,000,000","3,060,000,000","2,908,000,000","3,143,000,000","3,471,000,000","2,694,000,000","2,342,000,000","2,189,000,000","2,104,000,000","2,454,000,000","2,084,000,000","1,734,000,000","1,944,000,000","1,728,000,000","1,914,000,000","1,628,000,000","1,857,000,000","1,508,000,000","1,918,000,000","1,624,000,000","1,904,000,000","2,629,000,000","1,748,000,000","1,753,000,000","1,956,000,000","1,452,000,000","2,687,000,000","1,554,000,000","1,978,000,000","1,177,000,000","1,187,000,000","1,092,000,000","2,826,000,000","1,115,000,000","827,000,000","902,000,000","3,275,000,000","666,000,000","960,000,000","642,000,000","4,067,000,000","501,000,000","1,126,000,000","1,211,294,384.533","650,305,256.849","339,612,400.087","738,748,191.639","757,695,466.366","4,093,000,000","534,000,000","471,000,000","418,000,000","42,308,007.569","-183,702,397.97","17,033,383.4","454,808,116.062","204,425,785.964","407,589,759.671","406,323,669.327","394,128,435.35","295,206,059.149","340,609,433.725","319,905,558.36","312,275,475.207","278,495,604.54","342,054,215.053","330,755,786.35","342,671,296.006","59,780,518.869","101,066,208.624","35,984,760.489","59,020,255.711","235,047,476.151","-69,020,916.534","68,943,945.583","-31,941,966.486","219,658,494.584","122,900,449.426","135,311,386.068","111,033,393.418","208,380,334.26","105,256,009.171","107,061,160.575","-23,982,073.97","88,609,922.941","130,964,412.191","71,982.471","95,227,221.538","1,195,157,208.518","1,124,597,328.586","1,098,937,051.329","1,078,225,068.966"
