name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,06/30/2006,06/30/2005,06/30/2004,06/30/2003,06/30/2002,06/30/2001
TotalAssets,"7,353,986,000","7,255,958,000","6,894,775,000","6,907,734,000","5,619,040,000","5,221,781,000","4,090,048,000","3,631,700,000","4,034,669,000","3,790,002,000","3,326,564,000","3,534,049,000","3,439,483,000","3,435,620,000","4,891,075,000","4,237,154,000","4,402,758,000","3,915,573,000","4,064,730,000","4,093,700,000"
	CurrentAssets,"3,224,565,000","3,517,589,000","3,386,370,000","3,298,420,000","2,917,867,000","2,765,232,000","2,243,666,000","2,027,525,000","2,330,791,000","2,147,671,000","1,822,557,000","2,110,325,000","2,094,334,000","2,071,180,000","3,755,812,000","3,125,740,000","3,214,674,000","2,602,863,000",,
		CashCashEquivalentsAndShortTermInvestments,"328,876,000","433,022,000","421,566,000","460,245,000","319,169,000","239,855,000","115,863,000","42,796,000","35,345,000","43,671,000","38,943,000","67,342,000","174,236,000","155,973,000","298,252,000","1,080,799,000","674,154,000","289,816,000","106,250,000","222,768,000"
			CashAndCashEquivalents,"328,876,000","433,022,000","421,566,000","460,245,000","319,169,000","239,855,000","115,863,000","42,796,000","35,345,000","43,671,000","38,943,000","67,342,000","174,236,000","155,973,000","298,252,000","1,080,799,000","674,154,000","289,816,000","106,250,000","222,768,000"
		Receivables,"815,210,000","870,878,000","903,318,000","814,178,000","680,417,000","672,048,000","578,558,000","506,278,000","470,713,000","503,243,000","450,541,000","404,930,000","575,069,000","488,629,000","1,908,025,000","691,839,000","1,087,278,000","984,944,000",,
			AccountsReceivable,"815,210,000","870,878,000","903,318,000","814,178,000","680,417,000","672,048,000","578,558,000","506,278,000","470,713,000","503,243,000","450,541,000","404,930,000","575,069,000","488,629,000","523,430,000","575,094,000","525,721,000","526,996,000",,
				GrossAccountsReceivable,,"903,482,000",,,,,,,"488,131,000",,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-32,604,000",,,,,,,"-17,418,000",,,,,,,,,,,
			LoansReceivable,,,,,,,,,,,,,,,"1,111,167,000",,,,,
			NotesReceivable,,,,,,,,,,,,,,,,"90,551,000","432,748,000","305,499,000",,
			OtherReceivables,,,,,,,,,,,,,,,"273,428,000","26,194,000","128,809,000","152,449,000",,
		Inventory,"1,905,845,000","2,054,458,000","1,874,990,000","1,840,565,000","1,814,602,000","1,537,200,000","1,283,331,000","1,253,136,000","1,607,555,000","1,322,719,000","1,049,204,000","1,290,530,000","1,117,052,000","1,216,501,000","1,236,586,000","1,262,557,000","1,312,860,000","1,237,238,000",,
			RawMaterials,"83,545,000","107,300,000","129,287,000","131,228,000","173,336,000","207,647,000","170,524,000","167,883,000","231,781,000","155,744,000","106,138,000","172,494,000","143,430,000","111,503,000","104,728,000",,,,,
			WorkInProcess,"136,592,000","182,966,000","226,659,000","185,066,000","200,836,000","164,686,000","142,713,000","143,713,000","129,827,000","109,304,000","100,686,000","116,800,000","156,052,000","197,645,000","196,170,000",,,,,
			FinishedGoods,"1,685,708,000","1,764,192,000","1,519,044,000","1,524,271,000","1,440,430,000","1,164,867,000","970,094,000","941,540,000","1,245,947,000","1,057,671,000","842,380,000","1,001,236,000","817,570,000","907,353,000","935,688,000",,,,,
		CurrentDeferredAssets,,,,,,"215,065,000","197,260,000","166,189,000","154,667,000","149,431,000","139,836,000","181,850,000","172,909,000","136,178,000","102,498,000","30,745,000","35,710,000","42,166,000",,
			CurrentDeferredTaxesAssets,,,,,,"215,065,000","197,260,000","166,189,000","154,667,000","149,431,000","139,836,000","181,850,000","172,909,000","136,178,000","102,498,000","30,745,000","35,710,000","42,166,000",,
		AssetsHeldForSaleCurrent,,,"0","45,897,000",,,,,,,,,,,,,,,,
		OtherCurrentAssets,"174,634,000","159,231,000","186,496,000","137,535,000","103,679,000","101,064,000","68,654,000","59,126,000","62,511,000","128,607,000","144,033,000","165,673,000","55,068,000","73,899,000","210,451,000","59,800,000","104,672,000","48,699,000",,
	TotalNonCurrentAssets,"4,129,421,000","3,738,369,000","3,508,405,000","3,609,314,000","2,701,173,000","2,456,549,000","1,846,382,000","1,604,175,000","1,703,878,000","1,642,331,000","1,504,007,000","1,423,724,000","1,345,149,000","1,364,440,000","1,135,263,000","1,111,414,000","1,188,084,000","1,312,710,000",,
		NetPPE,"1,075,683,000","607,688,000","623,991,000","692,464,000","650,462,000","674,379,000","579,883,000","596,158,000","635,406,000","631,254,000","598,808,000","588,189,000","534,286,000","556,866,000","617,021,000","558,657,000","601,224,000","653,803,000",,
