name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994
	NetIncome,"865,836,000","878,539,000","797,197,000","537,521,000","425,262,000","382,927,000","281,630,000","266,477,000","180,588,000","129,420,000","206,005,000","192,180,000","100,892,000","333,955,000","587,412,000","697,559,000","523,204,000","419,791,000","331,470,000","236,794,000","158,246,000","108,900,000","56,700,000","28,900,000","25,800,000","17,300,000","10,400,000"
		NetIncomeIncludingNoncontrollingInterests,"865,836,000","878,539,000","797,197,000","537,521,000","425,262,000","382,927,000","281,630,000","266,477,000","180,588,000","129,420,000","206,005,000","192,180,000","100,892,000","333,955,000","587,412,000","697,559,000","523,204,000","419,791,000","331,470,000","236,794,000","158,246,000","108,900,000","56,700,000","28,900,000","25,800,000","17,300,000","10,400,000"
			NetIncomeContinuousOperations,"865,836,000","878,539,000","797,197,000","537,521,000","425,262,000","382,927,000","281,630,000","266,477,000","180,588,000","129,420,000","206,005,000","192,180,000","100,892,000","333,955,000","587,412,000","697,559,000","523,204,000","419,791,000","331,470,000","236,794,000","158,246,000","108,900,000","66,100,000","28,900,000","25,800,000","16,400,000","9,000,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,,,,,,,,"600,000"
			NetIncomeFromTaxLossCarryforward,,,,,,,,,,,,,,,,,,,,,,,"-9,400,000",,,"900,000","800,000"
DilutedNIAvailtoComStockholders,"865,836,000","878,539,000","797,197,000","537,521,000","425,262,000","382,927,000","281,630,000","266,477,000","180,588,000","129,420,000","206,005,000","192,180,000","100,892,000","333,955,000","587,412,000","697,559,000","523,204,000","419,791,000","331,470,000","236,794,000","158,246,000","108,900,000","56,700,000","28,900,000","25,800,000","17,300,000","10,400,000"
BasicEPS,,"241.31","219.58","144","110.53","95.21","65.83","56.25","36.04","23.66","34.96","33.1","18.76","61.61","104.08","110.36","80.83","59.28","45.54","29.87","17.42","10.69","5.1","2.44","1.72","1.13","0.62"
DilutedEPS,,"221.13","194.8","126.77","103.61","89.99","63.5","54.81","35.12","23.01","33.42","31.26","17.04","54.14","88.05","89.61","66.42","48.39","36.05","24.86","14.98","9.01","4.26","2.18","1.72","1.12","0.62"
BasicAverageShares,,"3,641,000","3,631,000","3,733,000","3,847,000","4,022,000","4,278,000","4,737,000","5,011,000","5,469,000","5,893,000","5,807,000","5,379,000","5,420,000","5,644,000","6,321,000","6,473,000","7,082,000","7,278,656","7,927,486","9,084,156","10,187,091","11,117,647","11,844,262","15,000,000","15,309,735","16,774,194"
DilutedAverageShares,,"3,973,000","4,092,000","4,240,000","4,104,000","4,255,000","4,435,000","4,862,000","5,142,000","5,624,000","6,165,000","6,149,000","5,920,000","6,168,000","6,672,000","7,784,000","7,877,000","8,674,000","9,297,607","9,525,101","10,563,818","12,086,570","13,309,859","13,256,881","15,182,482","15,446,429","16,774,194"
TotalOperatingIncomeAsReported,,,,,,,,,,"185,605,000","328,422,000","309,794,000","181,111,000","498,726,000","916,261,000","1,100,489,000","833,077,000","660,475,000","502,402,000","375,638,000","288,210,000","206,200,000","134,100,000","39,600,000","60,800,000","28,200,000","36,200,000"
TotalExpenses,"6,302,840,000","6,350,676,000","6,191,499,000","5,443,742,000","5,147,795,000","4,539,363,000","3,973,371,000","3,775,714,000","2,907,094,000","2,460,140,000","2,728,947,000","2,446,359,000","3,521,328,000","4,630,616,000","5,217,863,000","4,174,608,000","3,417,081,000","3,017,089,000","2,623,723,000","2,248,114,000","2,029,010,000","1,800,400,000","1,425,700,000","1,114,400,000","1,009,100,000","840,900,000","809,800,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"865,836,000","878,539,000","797,197,000","537,521,000","425,262,000","382,927,000","281,630,000","266,477,000","180,588,000","129,420,000","206,005,000","192,180,000","100,892,000","333,955,000","587,412,000","697,559,000","523,204,000","419,791,000","331,470,000","236,794,000","158,246,000","108,900,000","66,100,000","28,900,000","25,800,000","16,400,000","9,600,000"
NormalizedIncome,"865,836,000","878,539,000","797,197,000","537,521,000","425,262,000","382,927,000","281,630,000","266,477,000","180,588,000","129,420,000","206,005,000","192,180,000","107,932,840.297","320,226,760.243","578,296,774.81","645,115,551.577","479,227,515.948","422,259,074.79","329,018,092.992","236,794,000","161,681,600","108,900,000","66,100,000","8,320,000","21,780,000","-3,220,000","-4,740,000"
InterestIncome,,,,,,,,,,"5,702,000","5,411,000","2,979,000","3,955,000",,,,,,,,,,,,,,
InterestExpense,"24,556,000","24,335,000","24,036,000","23,037,000","20,621,000","22,918,000","22,591,000","21,840,000","6,983,000","1,892,000","6,029,000","11,380,000","13,656,000",,,,,,,,,,,,,,
NetInterestIncome,"-24,556,000","-24,335,000","-24,036,000","-23,037,000","-20,621,000","-22,918,000","-22,591,000","-21,840,000","-6,983,000","3,810,000","-618,000","-8,401,000","-9,701,000",,,,,,,,,,,,,,
EBIT,"993,119,000","1,050,130,000","983,768,000","869,948,000","682,318,000","626,130,000","476,137,000","440,536,000","282,060,000","209,468,000","328,422,000","309,794,000","181,111,000","498,726,000","916,261,000","1,100,489,000","833,077,000","660,475,000","502,402,000","375,638,000","288,210,000","206,200,000","134,100,000","39,600,000","60,800,000","28,200,000","36,200,000"
EBITDA,"993,119,000"
ReconciledCostOfRevenue,"5,806,894,000","5,850,907,000","5,693,172,000","4,991,526,000","4,708,947,000","4,119,423,000","3,569,135,000","3,424,749,000","2,576,185,000","2,165,625,000","2,438,292,000","2,185,733,000","3,181,010,000","4,227,059,000","4,701,265,000","3,738,030,000","3,156,286,000","2,711,861,000","2,335,369,000","1,995,470,000","1,828,725,000","1,604,900,000","1,269,000,000","990,300,000","899,000,000","736,200,000","710,800,000"
ReconciledDepreciation,,"20,818,000","20,168,000","22,667,000","22,269,000","21,534,000","17,614,000","13,391,000","8,100,000","6,672,000","7,263,000","9,713,000","13,641,000","17,036,000","14,158,000","10,690,000","8,858,000","8,427,000","7,657,000","15,162,000","13,840,000","14,700,000","13,400,000","13,300,000","15,400,000","14,800,000","13,800,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"865,836,000","878,539,000","797,197,000","537,521,000","425,262,000","382,927,000","281,630,000","266,477,000","180,588,000","129,420,000","206,005,000","192,180,000","100,892,000","333,955,000","587,412,000","697,559,000","523,204,000","419,791,000","331,470,000","236,794,000","158,246,000","108,900,000","66,100,000","28,900,000","25,800,000","16,400,000","9,000,000"
TotalUnusualItemsExcludingGoodwill,,,,,,,,,,,,"0","-11,686,000","22,178,000","14,943,000","86,039,000","73,294,000","-4,093,000","3,965,000",,"-5,726,000",,,"34,300,000","6,700,000","32,700,000","22,900,000"
TotalUnusualItems,,,,,,,,,,,,"0","-11,686,000","22,178,000","14,943,000","86,039,000","73,294,000","-4,093,000","3,965,000",,"-5,726,000",,,"34,300,000","6,700,000","32,700,000","22,900,000"
NormalizedEBITDA,"993,119,000","1,070,948,000","1,003,936,000","892,615,000","704,587,000","647,664,000","493,751,000","453,927,000","290,160,000","216,140,000","335,685,000","319,507,000","206,438,000","493,584,000","915,476,000","1,025,140,000","768,641,000","672,995,000","506,094,000","390,800,000","307,776,000","220,900,000","147,500,000","18,600,000","69,500,000","10,300,000","27,100,000"
TaxRateForCalcs,"0.106","0.144","0.169","0.365","0.357","0.365","0.379","0.364","0.344","0.377","0.361","0.356","0.397","0.381","0.39","0.39","0.4","0.397","0.382","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4"
TaxEffectOfUnusualItems,"0","0","0","0","0","0","0","0","0","0","0","0","-4,645,159.703","8,449,760.243","5,827,774.81","33,595,551.577","29,317,515.948","-1,624,925.21","1,513,092.992","0","-2,290,400","0","0","13,720,000","2,680,000","13,080,000","9,160,000"
