name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999
		InvestmentsAndAdvances,"2,947,488,000","2,950,917,000","2,729,807,000","2,767,350,000","2,863,472,000","3,213,666,000","3,182,825,000","2,942,520,000","2,977,939,000","3,350,458,000","3,197,459,000","3,086,667,000","2,938,343,000","2,939,913,000","2,771,080,000","2,492,011,000","2,450,730,000","3,407,902,000","2,106,281,000","3,037,408,000","2,224,206,000","1,767,154,000","1,509,589,000","1,355,383,000","1,308,463,000","1,043,178,000","962,682,000","825,522,000","671,551,000","762,979,000","745,587,000","686,418,000","649,300,000","554,837,000","529,326,000","527,913,000","490,601,000","446,960,000","439,522,000","431,982,000","435,668,000","442,176,000","413,682,000","404,689,000","521,518,000","463,436,000","449,928,000","445,863,000","256,809,000",,,,"305,968,000",,,,"414,320,000",,,,"456,707,000",,,,"455,702,000",,,,"497,579,000",,,,,,,,,,,,,,,
			LongTermEquityInvestment,"2,522,366,000",,,"2,387,058,000","2,366,750,000","2,495,838,000",,"2,596,276,000","2,569,281,000","2,499,623,000","2,502,779,000","2,394,369,000","2,333,588,000","2,729,629,000","2,571,841,000","2,300,734,000","2,204,237,000",,"1,836,403,000",,"1,639,672,000","1,389,017,000",,,"923,268,000",,,,"472,801,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				InvestmentsinAssociatesatCost,"50,999,000",,,"53,738,000","48,928,000","61,069,000",,"57,793,000","54,918,000","45,390,000","46,774,000","48,793,000","49,187,000","378,367,000","370,417,000","373,862,000","361,618,000",,"345,203,000",,"353,693,000","343,695,000",,,"76,273,000",,,,"472,801,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				InvestmentsinJointVenturesatCost,"2,471,367,000",,,"2,333,320,000","2,317,822,000","2,434,769,000",,"2,538,483,000","2,514,363,000","2,454,233,000","2,456,005,000","2,345,576,000","2,284,401,000","2,351,262,000","2,201,424,000","1,926,872,000","1,842,619,000",,"1,491,200,000",,"1,285,979,000","1,045,322,000",,,"846,995,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			InvestmentinFinancialAssets,"397,388,000","502,692,000","331,492,000","351,793,000","477,069,000","699,285,000","533,792,000","326,174,000","389,931,000","360,139,000","206,335,000","200,075,000","195,096,000","189,241,000","178,596,000","171,133,000","226,020,000","1,357,496,000","249,357,000","1,311,509,000","564,056,000","135,075,000","115,646,000","112,486,000","120,536,000","106,943,000","148,127,000","149,869,000","128,515,000",,,,"100,142,000",,,"7,340,000",,,,,,"30,393,000","5,289,000",,"452,455,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AvailableForSaleSecurities,"397,388,000","502,692,000","331,492,000","351,793,000","477,069,000","699,285,000","533,792,000","326,174,000","389,931,000","360,139,000","206,335,000","200,075,000","195,096,000","189,241,000","178,596,000","171,133,000","226,020,000","1,357,496,000","249,357,000","1,311,509,000","564,056,000","135,075,000","115,646,000","112,486,000","120,536,000","106,943,000","148,127,000","149,869,000","128,515,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherInvestments,"27,734,000","2,448,225,000","2,398,315,000","28,499,000","19,653,000","18,543,000","2,649,033,000","20,070,000","18,727,000","490,696,000","488,345,000","492,223,000","409,659,000","21,043,000","20,643,000","20,144,000","20,473,000","2,050,406,000","20,521,000","1,725,899,000","20,478,000","243,062,000","1,393,943,000","1,242,897,000","264,659,000","936,235,000","814,555,000","675,653,000","70,235,000",,,,"549,158,000",,,"520,573,000","490,601,000",,,,"435,668,000","411,783,000","408,393,000",,"69,063,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentAccountsReceivable,"7,691,438,000","7,221,218,000","6,982,772,000","6,837,788,000","6,635,318,000","5,749,645,000","5,321,467,000","5,205,899,000","5,263,345,000","4,924,818,000","4,854,068,000","4,887,100,000","4,616,289,000","4,188,396,000","4,247,826,000","2,747,236,000","2,085,074,000","6,418,368,000","5,754,689,000","5,496,641,000","5,128,457,000","4,840,307,000","4,662,059,000","4,461,167,000","4,334,191,000","3,758,464,000","3,642,262,000","3,507,590,000","3,591,680,000","3,720,596,000","3,363,547,000","34,466,000","3,304,863,000","3,048,018,000","2,884,446,000","4,060,667,000","2,537,347,000","2,249,242,000",,,"16,949,000","1,295,973,000","1,322,943,000","1,334,722,000","97,355,000",,,,"134,907,000",,,,"153,031,000",,,,"187,461,000",,,,"348,341,000",,,,"272,672,000",,,,"263,163,000",,,,,,,,,,,,,,,
		NonCurrentNoteReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,172,885,000","1,944,594,000",,,,,,"2,065,109,000",,"2,002,157,000",,,,,,,,,,,,,,,,,,,,,"6,046,000",,,,,,,,,,,,,,,
		DuefromRelatedPartiesNonCurrent,,"0","0","0","0","14,266,000","14,266,000","14,266,000","130,156,000","142,648,000","142,648,000","155,141,000","155,141,000","167,566,000","167,566,000","167,566,000","192,803,000","177,529,000","184,320,000","160,287,000","137,137,000","128,867,000","115,696,000",,,,,,,,,,"0",,,"1,575,000",,,,,,,,,,,,,,,,,"0",,,,"35,357,000",,,,"250,402,000",,,,"61,263,000",,,,"36,624,000",,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"1,011,866,000","920,051,000","1,008,577,000","1,045,268,000","1,007,061,000","1,044,565,000","986,286,000","951,839,000","915,492,000","994,010,000","810,828,000","798,643,000","803,477,000","723,125,000","847,484,000","835,252,000","537,562,000","667,853,000","588,458,000","577,113,000","526,046,000","889,713,000","887,087,000","766,016,000","753,413,000","733,065,000","717,531,000","705,820,000","647,804,000","567,422,000","800,651,000","770,074,000","745,180,000","672,503,000",,"605,264,000","507,710,000",,,,"355,021,000",,,,,"4,946,000",,,"405,819,000",,"12,863,754",,"373,131,000",,"33,654,087.5",,"484,260,000",,,,"487,796,000",,"622,431,963","638,055,605","514,121,000",,,,"453,332,000","580,696,930","417,532,688.5",,,"309,129,068.5","239,959,359.5","224,069,967",,,,,,,,
			NonCurrentDeferredTaxesAssets,"1,011,866,000","920,051,000","1,008,577,000","1,045,268,000","1,007,061,000","1,044,565,000","986,286,000","951,839,000","915,492,000","994,010,000","810,828,000","798,643,000","803,477,000","723,125,000","847,484,000","835,252,000","537,562,000","667,853,000","588,458,000","577,113,000","526,046,000","889,713,000","887,087,000","766,016,000","753,413,000","733,065,000","717,531,000","705,820,000","647,804,000","567,422,000","800,651,000","770,074,000","745,180,000","672,503,000",,"605,264,000","507,710,000",,,,"355,021,000",,,,,,,,"400,592,000",,"12,863,754",,"337,654,000",,"33,654,087.5",,"478,885,000",,,,"487,667,000",,"622,431,963","638,055,605","514,121,000",,,,"415,230,000","580,696,930","417,532,688.5",,,"309,129,068.5","239,959,359.5","224,069,967",,,,,,,,
		NonCurrentPrepaidAssets,"504,322,000","509,366,000","509,128,000","517,250,000","531,580,000","579,504,000","585,002,000","585,046,000","595,213,000","591,023,000","609,435,000","637,421,000","683,186,000","621,826,000","633,005,000","785,527,000","745,420,000","217,583,000","702,998,000","423,214,000","736,428,000","726,451,000","704,873,000","689,053,000","675,624,000","600,079,000","588,679,000","583,015,000","583,305,000","10,737,000",,"14,478,000",,,"633,376,000",,,,,,"83,957,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"1,229,882,000","1,253,469,000","1,301,383,000","1,327,072,000","1,343,721,000","1,415,012,000","1,421,986,000","1,400,402,000","1,424,918,000","1,442,236,000","1,478,751,000","1,554,455,000","1,595,809,000","834,952,000","1,530,666,000","1,358,710,000","1,357,716,000","798,836,000","1,320,402,000","767,444,000","1,306,485,000","1,295,489,000","1,322,834,000","1,351,761,000","1,340,477,000","1,340,549,000","1,336,018,000","1,341,690,000","1,351,600,000","1,877,824,000","1,973,339,000","5,215,195,000","1,789,327,000","1,692,570,000","1,700,853,000","394,149,000","1,753,085,000",,,,"1,355,044,000","584,223,000","586,636,000","604,936,000","1,940,238,000","2,065,109,000","2,055,364,000","5,148,000","1,455,108,000","2,314,053,920","2,137,357,314","2,116,699,530","1,336,391,000","2,490,864,285","2,421,549,025.5","2,481,247,589.6","1,343,922,000","2,682,875,648.25","1,998,251,708.5","2,110,625,686","1,442,949,000","1,971,620,721","1,324,035,634","1,236,373,930","1,097,438,000","2,473,207,622.5","2,407,395,114","2,362,008,096","328,222,000","1,748,854,250","1,708,381,613.5","1,834,063,616","1,818,717,006.5","1,229,239,161.5","1,153,636,821","1,135,358,477","1,402,750,050","1,282,266,560","1,237,960,360","1,226,858,500","1,288,772,490","1,194,432,000","1,164,483,000","1,132,276,000"
TotalLiabilitiesNetMinorityInterest,"20,714,338,000","18,931,561,000","19,037,013,000","19,424,448,000","19,593,886,000","18,418,371,000","18,299,150,000","17,884,520,000","17,651,874,000","17,838,942,000","16,551,662,000","15,512,599,000","15,278,763,000","14,888,385,000","14,086,232,000","14,473,788,000","14,363,179,000","14,152,015,000","13,790,058,000","13,266,935,000","11,935,362,000","11,741,335,000","11,545,885,000","10,931,342,000","10,182,693,000","9,049,638,000","8,900,971,000","8,681,392,000","8,714,056,000","7,108,648,000","7,055,357,000","6,965,221,000","7,052,135,000","6,907,067,000","6,717,613,000","6,536,252,000","6,563,606,000","4,903,473,000","4,560,486,000","4,487,966,000","4,749,898,000","4,775,476,000","4,450,994,000","4,623,445,000","4,960,972,000","4,862,102,000","4,647,192,000","4,832,650,000","4,892,313,000","4,757,947,440","4,460,683,410","4,533,968,736","5,287,331,000","4,884,040,083","4,682,716,304.75","5,187,143,596.8","5,315,130,000","4,816,428,339.15","4,719,417,604.5","4,799,690,460.5","4,698,220,000","4,506,432,993","4,391,295,143","4,290,162,910","4,364,343,000","4,065,966,692.5","3,803,286,981","4,045,013,424","3,821,103,000","4,720,723,260","4,328,142,190","3,772,535,256","3,667,643,800.5","3,795,258,519.5","3,273,127,327.5","3,199,391,305","3,874,378,950","3,012,479,280","3,035,846,030","3,093,079,500","3,696,134,030","3,064,320,000","2,949,528,000","2,929,676,000"
	CurrentLiabilities,"5,345,621,000","4,868,679,000","5,720,457,000","6,886,528,000","6,695,114,000","7,288,336,000","7,724,505,000","5,911,286,000","6,109,914,000","7,666,236,000","6,535,088,000","5,807,153,000","5,656,036,000","4,632,126,000","4,455,957,000","4,848,541,000","4,789,118,000","4,046,369,000","4,184,007,000","5,129,417,000","4,055,393,000","3,837,284,000","3,373,761,000","3,803,815,000","3,347,885,000","3,194,842,000","3,120,206,000","2,957,105,000","2,847,818,000","2,281,889,000","1,905,625,000","1,857,567,000","2,058,821,000","2,015,197,000","2,481,891,000","2,497,463,000","2,536,801,000","2,313,537,000","1,706,597,000","1,672,557,000","1,841,162,000","1,759,410,000","1,504,939,000","1,684,825,000","1,963,494,000","1,820,237,000","1,631,408,000","1,821,922,000","1,814,627,000","1,799,291,840","1,747,860,408","1,764,873,462","2,581,370,000","2,405,459,316","2,151,619,437","2,895,146,280","2,352,347,000","2,016,811,648.35","1,903,716,140.5","2,331,140,285.5","2,247,937,000","2,005,262,574","1,891,672,376","1,307,768,110","1,269,143,000","1,170,751,162.5","954,283,911","1,054,186,008","794,749,000","903,007,820","808,427,454.5","989,982,168","939,687,281.5","855,508,027.5","660,595,523","708,834,368","651,966,900","639,263,840","672,449,390","715,991,500","707,085,550","655,488,000","595,605,000","661,684,000"
		PayablesAndAccruedExpenses,"3,390,317,000","2,697,420,000","2,556,025,000","2,887,600,000","2,953,048,000","3,310,374,000","3,210,280,000","2,533,365,000","2,831,023,000","3,541,698,000","2,727,356,000","2,310,169,000","2,416,614,000","2,060,696,000","2,216,571,000","2,965,860,000","3,035,707,000","2,827,054,000","2,788,354,000","2,912,527,000","2,487,259,000","2,360,599,000","2,225,429,000","2,829,320,000","2,103,553,000","2,121,043,000","2,357,575,000","2,198,004,000","2,138,946,000","1,588,304,000","1,545,047,000","1,312,511,000","1,302,867,000","1,696,750,000","1,526,283,000","1,392,626,000","823,167,000","821,343,000","1,031,163,000","1,334,554,000","418,919,000","1,463,750,000","1,188,774,000","1,377,110,000","518,937,000","1,118,529,000","97,829,000","396,819,000","708,742,000","460,918,160","344,682,738","360,497,016","1,180,668,000","572,149,682","480,911,499.75","1,394,673,447.4","1,734,303,000","1,108,945,484.1","1,053,143,986","949,129,694.5","1,112,139,000","714,169,623","646,591,660","525,376,280","774,559,000","489,706,345","415,875,895","548,378,352","448,489,000","407,842,105","321,744,486.5","277,304,328","269,462,062.5","123,003,230","112,177,034","93,378,197","84,979,050","90,274,080","83,947,800","93,289,000","86,630,220","85,248,000","78,411,000","78,776,000"
			Payables,"3,132,297,000","2,396,245,000","2,212,448,000","2,664,016,000","2,758,881,000","3,104,878,000","2,781,045,000","2,332,069,000","2,638,132,000","3,349,203,000","2,549,994,000","2,114,397,000","2,239,935,000","1,883,991,000","2,068,223,000","2,773,057,000","2,853,183,000","2,599,210,000","2,656,294,000","2,658,847,000","2,303,024,000","2,211,243,000","2,039,844,000","2,595,581,000","1,936,910,000","1,796,869,000","2,020,439,000","1,869,279,000","2,009,206,000","1,588,304,000","1,332,411,000","1,312,511,000","1,302,867,000","1,418,323,000","1,139,485,000","1,391,140,000","823,167,000","821,343,000","667,290,000","764,836,000","418,919,000","795,062,000","642,185,000","896,887,000","518,937,000","591,049,000",,"260,540,000","477,158,000","460,918,160","344,682,738","360,497,016","947,054,000","572,149,682","480,911,499.75","1,394,673,447.4","1,603,932,000","1,108,945,484.1","1,053,143,986","949,129,694.5","1,087,658,000","714,169,623","646,591,660","525,376,280","706,831,000","489,706,345","415,875,895","548,378,352","394,493,000","407,842,105","321,744,486.5","277,304,328","269,462,062.5","123,003,230","112,177,034","93,378,197","84,979,050","90,274,080","83,947,800","93,289,000","86,630,220","85,248,000","78,411,000","78,776,000"
				AccountsPayable,"1,685,280,000","1,664,925,000","1,452,607,000","1,529,944,000","1,419,243,000","2,143,297,000","1,672,888,000","1,389,284,000","1,683,577,000","2,175,030,000","1,527,821,000","1,143,603,000","1,255,639,000","1,206,386,000","1,229,617,000","1,536,069,000","1,613,126,000","1,811,769,000","1,787,999,000","1,913,652,000","1,587,205,000","1,335,890,000","1,235,215,000","1,916,136,000","1,092,239,000","958,615,000","1,169,123,000","1,219,199,000","1,136,359,000","1,011,417,000","105,298,000","799,952,000","747,453,000","684,614,000","638,825,000","652,328,000","71,308,000","120,833,000","659,625,000","116,193,000","121,156,000","636,073,000","624,690,000","648,201,000","114,383,000","448,217,000",,,,"460,918,160","344,682,738","360,497,016","392,219,000","572,149,682","480,911,499.75","1,394,673,447.4","1,162,416,000","1,108,945,484.1","1,053,143,986","949,129,694.5","767,501,000","714,169,623","646,591,660","525,376,280","400,984,000","489,706,345","415,875,895","548,378,352","248,882,000","407,842,105","321,744,486.5","277,304,328","269,462,062.5","123,003,230","112,177,034","93,378,197","84,979,050","90,274,080","83,947,800","93,289,000","86,630,220","85,248,000","78,411,000","78,776,000"
				TotalTaxPayable,"608,222,000","495,924,000","534,735,000","514,287,000","704,035,000","710,384,000","577,358,000","454,921,000","481,545,000","655,401,000","491,196,000","400,988,000","386,464,000","341,195,000","411,974,000","487,228,000","696,555,000","570,592,000","548,080,000","415,102,000","483,185,000","655,063,000","584,635,000","437,725,000","637,466,000","559,354,000","482,529,000","385,228,000","522,494,000","199,389,000","370,371,000","332,155,000","151,790,000","468,942,000","315,647,000","478,198,000","532,120,000","139,471,000",,,,,,,,,,,"224,796,000",,,,"277,414,000",,,,"327,049,000",,,,"228,805,000",,,,"305,847,000",,,,"144,968,000",,,,,,,,,,,,,,,
					IncomeTaxPayable,"60,132,000","133,209,000","152,232,000","94,219,000","197,949,000","237,799,000","182,462,000","134,025,000","86,310,000","245,134,000","181,582,000","102,803,000","41,454,000","97,773,000","161,919,000","214,542,000","311,916,000","326,468,000","322,115,000","249,077,000","309,881,000","368,522,000","373,817,000","200,688,000","297,620,000","325,082,000","297,983,000","199,415,000","170,189,000","199,389,000",,,,,,,"153,249,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"641,000",,,,,,,,,,,,,,,
				DividendsPayable,"616,356,000","10,051,000","10,056,000","369,949,000","375,675,000","18,244,000","278,742,000","287,015,000","288,981,000","313,304,000","303,270,000","274,549,000","266,831,000","19,133,000","24,834,000","333,848,000","346,007,000","18,495,000","23,928,000","41,178,000","19,691,000","4,580,000","4,579,000","15,522,000","18,713,000","83,433,000","84,642,000","110,673,000","204,780,000","87,283,000","87,325,000","135,744,000",,"128,129,000","65,235,000","163,630,000","163,634,000","1,646,000","7,665,000","91,233,000","90,806,000","158,989,000","17,495,000","248,686,000","245,166,000","142,832,000",,"260,540,000","252,362,000",,,,"277,421,000",,,,"114,467,000",,,,"91,352,000",,,,,,,,"643,000",,,,,,,,,,,,,,,
				DuetoRelatedPartiesCurrent,,,,,,"86,000",,"0","0",,,,,,,,,,,,,,,,,,,,,"245,446,000","769,417,000",,"403,624,000","45,056,000",,"41,186,000","56,105,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherPayable,"222,439,000","225,345,000","215,050,000","249,836,000","259,928,000","232,867,000","252,057,000","200,849,000","184,029,000","205,468,000","227,707,000","295,257,000","331,001,000","317,277,000","401,798,000","415,912,000","197,495,000","198,354,000","296,287,000","288,915,000","212,943,000","215,710,000","215,415,000","226,198,000","188,492,000","195,467,000","284,145,000","154,179,000","145,573,000","44,769,000",,"44,660,000",,"91,582,000","119,778,000","55,798,000",,"559,393,000",,"557,410,000","206,957,000",,,,"159,388,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,"258,020,000","301,175,000","343,577,000","223,584,000","194,167,000","205,496,000","429,235,000","201,296,000","192,891,000","192,495,000","177,362,000","195,772,000","176,679,000","176,705,000","148,348,000","192,803,000","182,524,000","227,844,000","132,060,000","253,680,000","184,235,000","149,356,000","185,585,000","233,739,000","166,643,000","324,174,000","337,136,000","328,725,000","129,740,000",,"212,636,000",,,"278,427,000","386,798,000","1,486,000",,,"363,873,000","569,718,000",,"668,688,000","546,589,000","480,223,000",,"527,480,000","97,829,000","136,279,000","231,584,000",,,,"233,614,000",,,,"130,371,000",,,,"24,481,000",,,,"67,728,000",,,,"53,996,000",,,,,,,,,,,,,,,
				InterestPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43,219,000",,,,"19,382,000",,,,,,,,,,,,,,,
		CurrentProvisions,,,,,,"115,166,000","113,260,000","116,958,000","112,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PensionandOtherPostRetirementBenefitPlansCurrent,"98,006,000","60,808,000","61,109,000","94,478,000","93,837,000","207,214,000","54,349,000","205,911,000","124,553,000","140,778,000","127,411,000","113,169,000","108,996,000","95,730,000","83,562,000","76,611,000","75,509,000","36,814,000","72,453,000","37,047,000","69,812,000","72,730,000","31,041,000","31,682,000","63,910,000","25,996,000","26,348,000","25,803,000","218,766,000","290,839,000","22,180,000","247,476,000","260,132,000","24,541,000","24,621,000","212,156,000","199,839,000","202,816,000","178,525,000",,"22,505,000","20,764,000","21,194,000","20,919,000","22,066,000",,,,"42,286,000",,,,"267,853,000",,,,"241,228,000",,,,"209,210,000",,,,"163,930,000",,,,"112,574,000",,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"1,453,395,000","1,694,951,000","2,756,498,000","3,585,542,000","3,297,928,000","3,305,895,000","3,963,877,000","2,571,575,000","2,416,728,000","3,277,407,000","2,947,899,000","2,747,699,000","2,601,940,000","1,978,389,000","1,644,759,000","1,405,090,000","1,232,563,000","629,521,000","941,509,000","1,836,222,000","1,299,117,000","1,255,555,000","965,857,000","777,959,000","1,014,568,000","855,521,000","535,470,000","538,015,000","274,009,000","230,576,000","105,944,000","73,374,000","116,487,000","87,021,000","704,594,000","673,738,000","704,252,000","679,091,000","107,145,000","82,278,000","135,893,000","113,415,000","143,297,000","119,238,000","293,461,000","242,340,000","251,430,000","224,599,000","264,511,000","231,810,560","272,157,282","235,787,178","928,507,000","873,282,579","862,109,509.25","816,436,460.4","214,956,000","145,913,528.7","160,955,117","528,557,653","671,016,000","680,296,191","700,095,432","224,332,570","266,358,000","149,156,125","143,765,590","146,073,432","178,757,000","199,057,375","175,539,491","300,114,388","270,806,773.5","330,666,651","296,313,469","310,580,941","275,663,700","286,813,680","267,458,270","304,526,250","303,448,310","317,760,000","287,802,000","238,220,000"
			CurrentDebt,"1,419,822,000","1,661,706,000","2,724,105,000","3,556,216,000","3,297,928,000","3,305,895,000","3,963,877,000","2,571,575,000","2,416,728,000","3,277,407,000","2,947,899,000","2,747,699,000","2,601,940,000","1,978,389,000","1,644,759,000","1,405,090,000","1,232,563,000","629,521,000","941,509,000","1,836,222,000","1,299,117,000","1,255,555,000","965,857,000","777,959,000","1,014,568,000","855,521,000","535,470,000","538,015,000","274,009,000","230,576,000","105,944,000","73,374,000","116,487,000","87,021,000","704,594,000","673,738,000","704,252,000","679,091,000","107,145,000","82,278,000","135,893,000","113,415,000","143,297,000","119,238,000","293,461,000","242,340,000","251,430,000","224,599,000","264,511,000","231,810,560","272,157,282","235,787,178","928,507,000","873,282,579","862,109,509.25","816,436,460.4","214,956,000","145,913,528.7","160,955,117","528,557,653","671,016,000","680,296,191","700,095,432","224,332,570","266,358,000","149,156,125","143,765,590","146,073,432","178,757,000","199,057,375","175,539,491","300,114,388","270,806,773.5","330,666,651","296,313,469","310,580,941","275,663,700","286,813,680","267,458,270","304,526,250","303,448,310","317,760,000","287,802,000","238,220,000"
				OtherCurrentBorrowings,"1,419,822,000","1,661,706,000","2,724,105,000","3,556,216,000","3,297,928,000","3,305,895,000","3,963,877,000","2,571,575,000","2,416,728,000","3,277,407,000","2,947,899,000","2,747,699,000","2,601,940,000","1,978,389,000","1,644,759,000","1,405,090,000","1,232,563,000","629,521,000","941,509,000","1,836,222,000","1,299,117,000","1,255,555,000","965,857,000","777,959,000","1,014,568,000","855,521,000","535,470,000","538,015,000","274,009,000",,,"73,374,000","116,487,000","87,021,000","704,594,000","673,738,000","704,252,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"33,573,000","33,245,000","32,393,000","29,326,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"28,508,000","89,790,000","71,827,000","56,611,000","79,872,000","116,911,000","115,062,000","106,570,000","150,025,000","143,468,000","143,939,000","131,660,000","141,712,000","144,357,000","144,290,000","199,360,000","277,458,000","394,930,000","218,006,000","172,121,000","23,233,000","23,986,000","24,897,000","34,129,000","37,994,000","47,227,000","53,825,000","40,383,000","56,498,000","59,857,000",,"67,201,000",,,,"57,296,000",,"407,412,000","183,751,000","71,001,000",,"7,776,000",,"12,977,000","28,327,000",,,,"168,100,000",,,,"144,169,000",,,,"54,916,000",,,,"66,808,000",,,,"14,190,000",,,,"15,650,000",,,,,,,,,,,,,,,
			CurrentDeferredTaxesLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"299,469,000","62,006,000",,,,,,,,,,"24,664,000",,,,"33,671,000",,,,"54,916,000",,,,"66,808,000",,,,"14,190,000",,,,"15,650,000",,,,,,,,,,,,,,,
			CurrentDeferredRevenue,"28,508,000","89,790,000","71,827,000","56,611,000","79,872,000","116,911,000","115,062,000","106,570,000","150,025,000","143,468,000","143,939,000","131,660,000","141,712,000","144,357,000","144,290,000","199,360,000","277,458,000","394,930,000","218,006,000","172,121,000","23,233,000","23,986,000","24,897,000","34,129,000","37,994,000","47,227,000","53,825,000","40,383,000","56,498,000","59,857,000",,"67,201,000",,,,"57,296,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,"375,395,000","325,710,000","274,998,000","262,297,000","270,429,000","232,776,000","267,677,000","376,907,000","475,585,000","562,885,000","588,483,000","504,456,000","386,774,000","352,954,000","366,775,000","201,620,000","167,881,000","158,050,000","163,685,000","171,500,000","175,972,000","124,414,000","126,537,000","130,725,000","127,860,000","145,055,000","146,988,000","154,900,000","159,599,000","112,313,000","232,454,000","157,005,000","379,335,000","206,885,000","226,393,000","161,647,000","809,543,000","202,875,000","206,013,000","184,724,000","1,263,845,000","153,705,000","151,674,000","154,581,000","1,100,703,000","459,368,000","1,282,149,000","1,200,504,000","630,988,000","1,106,563,120","1,131,020,388","1,168,589,268","60,173,000","960,027,055","808,598,428","684,036,372.2","106,944,000","761,952,635.55","689,617,037.5","853,452,938","188,764,000","610,796,760","544,985,284","558,059,260","50,106,000","531,888,692.5","394,642,426","359,734,224","39,279,000","296,108,340","311,143,477","412,563,452","399,418,445.5","401,838,146.5","252,105,020","304,875,230","291,324,150","262,176,080","321,043,320","318,176,250","317,007,020","252,480,000","229,392,000","344,688,000"
