name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
MarketCap,"4,845,676,957","7,927,144,850","6,197,005,530","6,702,206,734","4,837,568,386","5,673,441,960","6,843,451,226"
PeRatio,"7.019","8.592","4.522","10.011","7.143","5.722","10.807"
ForwardPeRatio,"9.97","7.663","6.173","8.368","5.711","5.54","8.554"
PegRatio,"4.293","1.533",,,,,
PsRatio,"0.773","1.265","1.093","1.166","0.823","0.838","1.295"
PbRatio,"0.942","1.079","0.868","1.141","0.947","1.301","2.072"
