name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000
TotalAssets,"91,713,000,000","88,190,000,000","99,184,000,000","99,014,000,000","88,492,000,000","116,489,000,000","124,597,000,000","131,478,000,000","128,728,000,000","129,139,000,000","102,279,000,000","79,931,000,000","76,717,000,000","60,954,000,000","22,938,000,000","16,372,000,000","11,434,000,000","7,955,000,000","9,522,000,000","9,795,000,000"
	CurrentAssets,"17,042,000,000","15,292,000,000","18,954,000,000","22,567,000,000","15,473,000,000","20,234,000,000","24,377,000,000","22,897,000,000","21,736,000,000","31,791,000,000","21,294,000,000","23,238,000,000","11,380,000,000","12,940,000,000","5,380,000,000","4,493,000,000","2,474,000,000","2,589,000,000","2,638,000,000","2,502,000,000"
		CashCashEquivalentsAndShortTermInvestments,"8,176,000,000","5,816,000,000","4,346,000,000","4,280,000,000","3,619,000,000","4,122,000,000","5,324,000,000","6,078,000,000","3,531,000,000","9,377,000,000","11,040,000,000","12,639,000,000","1,046,000,000","4,448,000,000","1,157,000,000","1,475,000,000","585,000,000","1,091,000,000","1,117,000,000","1,211,000,000"
			CashAndCashEquivalents,"7,350,000,000","5,784,000,000","4,328,000,000","4,262,000,000","3,591,000,000","3,974,000,000","5,321,000,000","5,832,000,000","3,531,000,000","7,584,000,000","7,293,000,000","10,331,000,000","1,046,000,000","4,448,000,000","1,157,000,000","1,475,000,000","585,000,000","1,091,000,000","1,117,000,000","1,211,000,000"
				CashFinancial,,,,,"2,018,000,000","2,109,000,000","1,558,000,000","1,194,000,000","945,000,000","560,000,000","728,000,000","767,000,000","424,000,000","1,542,000,000",,,,,,
				CashEquivalents,,,,,"1,573,000,000","1,865,000,000","3,763,000,000","4,638,000,000","2,586,000,000","7,024,000,000","6,565,000,000","9,564,000,000","622,000,000","2,906,000,000",,,,,,
			OtherShortTermInvestments,"826,000,000","32,000,000","18,000,000","18,000,000","28,000,000","148,000,000","3,000,000","246,000,000","0","1,793,000,000","3,747,000,000","2,308,000,000",,,,,,,,
		Receivables,"3,400,000,000","3,895,000,000","5,670,000,000","5,359,000,000","2,950,000,000","5,554,000,000","7,543,000,000","9,439,000,000","10,817,000,000","9,910,000,000","4,738,000,000","5,250,000,000","5,175,000,000","4,172,000,000","1,790,000,000","1,158,000,000","818,000,000","660,000,000","549,000,000","490,000,000"
			AccountsReceivable,"2,529,000,000","2,648,000,000","2,600,000,000","3,663,000,000","1,476,000,000","3,275,000,000","5,703,000,000","6,795,000,000","8,505,000,000","8,211,000,000","3,120,000,000","3,204,000,000","3,671,000,000","2,929,000,000","1,790,000,000","1,158,000,000","818,000,000","660,000,000","549,000,000","490,000,000"
				GrossAccountsReceivable,"2,592,000,000","2,710,000,000","2,660,000,000","3,723,000,000","1,534,000,000","3,362,000,000","5,792,000,000","6,909,000,000","8,610,000,000","8,329,000,000","3,247,000,000","3,289,000,000",,,,,,,,
