name,ttm,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999
NetIncomeCommonStockholders,"6,875,000","-887,798,000",,"1,027,572,000","-78,000,000","1,344,270,000","547,253,000","1,053,591,000","168,670,000","799,370,000","1,089,848,000","1,807,552,000","-2,531,000,000","818,022,000","412,983,000","774,734,000","158,000,000","1,573,177,000","1,096,182,000","251,403,000","230,000,000","268,999,000","128,477,000","405,306,000","0","392,915,000","-117,226,000","209,912,000","275,000,000","-134,605,000","-1,030,417,000","153,558,000","-197,001,000","-1,050,811,000","414,444,000","308,226,000","1,419,597,000","553,654,000","45,457,000","-123,399,000","-1,042,200,000","645,000,000","1,156,000,000","9,735,000","-2,103,452,000","-860,028,000","383,035,200","82,605,148","28,858,798.46","131,939,835.3","269,672,280.8","106,679,148.9","77,710,745","-45,329,652","-54,437,250","122,191,440","-61,474,645.92","51,470,842.5","424,890,018","205,873,675.7","488,052,125.72","497,568,660","-300,326,861.49","8,573,901.21","-193,152,274.43","-57,179,605.56","331,961,760","131,515,497.81","230,379,728.6","-1,541,284,946.04","-269,577,356.6","-43,849,773.6","-95,159,831","27,365,622","33,418,422.3","2,639,098.43","138,008,471.41","24,507,356.06","93,501,925.44","110,802,094.4","116,671,969","7,353,000","55,515,200","33,982,272"
	NetIncome,"6,875,000","-887,798,000",,"1,027,572,000","-78,000,000","1,344,270,000","547,253,000","1,053,591,000","168,670,000","799,370,000","1,089,848,000","1,807,552,000","-2,531,000,000","818,022,000","412,983,000","774,734,000","158,000,000","1,573,177,000","1,096,182,000","251,403,000","230,000,000","268,999,000","128,477,000","405,306,000","0","392,915,000","-117,226,000","209,912,000","275,000,000","-134,605,000","-1,030,417,000","153,558,000","-197,001,000","-1,050,811,000","414,444,000","308,226,000","1,419,597,000","553,654,000","45,457,000","-123,399,000","-1,042,200,000","645,000,000","1,156,000,000","9,735,000","-2,103,452,000","-860,028,000","383,035,200","82,605,148","28,858,798.46","131,939,835.3","269,672,280.8","106,679,148.9","77,710,745","-45,329,652","-54,437,250","122,191,440","-61,474,645.92","51,470,842.5","424,890,018","205,873,675.7","488,052,125.72","497,568,660","-300,326,861.49","8,573,901.21","-193,152,274.43","-57,179,605.56","331,961,760","131,515,497.81","230,379,728.6","-1,541,284,946.04","-269,577,356.6","-43,849,773.6","-95,159,831","27,365,622","33,418,422.3","2,639,098.43","138,008,471.41","24,507,356.06","93,501,925.44","110,802,094.4","116,671,969","7,353,000","55,515,200","33,982,272"
		NetIncomeIncludingNoncontrollingInterests,"-229,377,000","-986,363,000",,"1,016,492,000","-179,000,000","1,442,112,000","492,646,000","1,151,022,000","95,323,000","763,777,000","1,142,421,000","1,914,250,000","-2,617,000,000","818,022,000","280,710,000","746,897,000","158,000,000","1,481,594,000","1,054,787,000","203,992,000","230,000,000","229,740,000","124,403,000","396,343,000","0","393,818,000","-128,224,000","226,803,000","275,000,000","-124,248,000","-1,033,177,000","152,197,000","-200,884,000","-1,045,925,000","420,088,000","304,979,000","1,415,113,000","563,297,000","34,474,000","-123,399,000","-1,042,200,000","645,000,000","1,156,000,000","9,735,000","-2,065,292,000","-854,256,000","381,439,220","119,706,187","27,408,897.28","236,297,849.9","269,672,280.8","106,681,206","78,656,805","-45,429,173","-52,259,760","122,191,440","-115,824,231.87","51,114,442.5","422,300,277","209,122,907.49","495,500,140.28","503,287,840","-292,876,610.64","8,573,901.21","-172,821,716.19","-38,047,420.04","431,266,560","218,802,252.63","206,472.92","-1,541,284,946.04","-269,577,356.6","-43,849,773.6","-92,222,121.5","27,365,622","33,418,422.3","2,639,098.43","137,979,223.06","24,507,356.06","93,501,925.44","110,802,094.4","118,427,695.4","7,353,000","55,515,200","33,982,272"
			NetIncomeContinuousOperations,"-229,377,000","-986,363,000",,"1,016,492,000","-178,000,000","1,442,112,000","492,646,000","1,151,022,000","95,323,000","763,777,000","1,142,421,000","1,905,374,000","-2,621,000,000","818,022,000","280,710,000","746,897,000","158,000,000","1,481,594,000","1,054,787,000","203,992,000","230,000,000","229,740,000","124,403,000","396,343,000","0","393,818,000","-128,224,000","226,803,000","-153,000,000","-124,248,000","-1,033,177,000","152,197,000","-200,884,000","-1,045,925,000","420,088,000","304,979,000","1,415,113,000","563,297,000","34,474,000","-123,399,000","-1,042,200,000","645,000,000","1,156,000,000","9,735,000","-2,046,052,000","-860,028,000","383,035,200","82,605,148","28,858,798.46","131,939,835.3","269,672,280.8","106,679,148.9","77,710,745","-45,329,652","-54,437,250","122,191,440","-61,474,645.92","51,470,842.5","424,890,018","205,873,675.7","488,052,125.72","497,568,660","-300,326,861.49","8,573,901.21","-193,152,274.43","-57,179,605.56","331,961,760","131,515,497.81","230,379,728.6","-1,541,284,946.04","-269,577,356.6","-43,849,773.6","-99,263,335.1","27,365,622","33,418,422.3","2,639,098.43","138,008,471.41","24,507,356.06","93,501,925.44","110,802,094.4","89,855,766.7","7,353,000","55,515,200","33,982,272"
			NetIncomeDiscontinuousOperations,,,,,"0",,,"0","0",,,"8,876,000","4,000,000",,,,,,,,,,,,"0",,,,"428,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		MinorityInterests,"236,252,000","98,565,000",,"11,080,000","100,000,000","-97,842,000","54,607,000","-97,431,000","73,347,000","35,593,000","-52,573,000","-106,698,000","86,000,000",,"132,273,000","27,837,000",,"91,583,000","41,395,000","47,411,000",,"39,259,000","4,074,000","8,963,000",,"-903,000","10,998,000","-16,891,000",,"-10,357,000","2,760,000","1,361,000","3,883,000","-4,886,000","-5,644,000","3,247,000","4,484,000","-9,643,000","10,983,000",,"0","0","0",,"-38,160,000","-5,772,000","1,595,980","-37,101,039","1,449,901.18","-104,358,014.6",,"-2,057.1","-946,060","99,521","-2,177,490",,"54,349,585.95","356,400","2,589,741","-3,249,231.79","-7,448,014.56","-5,719,180","-7,450,250.85",,"-20,330,558.24","-19,132,185.52","-99,304,800","-87,286,754.82",,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"6,875,000","-887,798,000",,"1,027,572,000","-78,000,000","1,344,270,000","547,253,000","1,053,591,000","168,670,000","799,370,000","1,089,848,000","1,807,552,000","-2,531,000,000","818,022,000","412,983,000","774,734,000","158,000,000","1,573,177,000","1,096,182,000","251,403,000","230,000,000","268,999,000","128,477,000","405,306,000","0","392,915,000","-117,226,000","209,912,000","275,000,000","-134,605,000","-1,030,417,000","153,558,000","-197,001,000","-1,050,811,000","414,444,000","308,226,000","1,419,597,000","553,654,000","45,457,000","-123,399,000","-1,042,200,000","645,000,000","1,156,000,000","9,735,000","-2,103,452,000","-860,028,000","383,035,200","82,605,148","28,858,798.46","131,939,835.3","269,672,280.8","106,679,148.9","77,710,745","-45,329,652","-54,437,250","122,191,440","-61,474,645.92","51,470,842.5","424,890,018","205,873,675.7","488,052,125.72","497,568,660","-300,326,861.49","8,573,901.21","-193,152,274.43","-57,179,605.56","331,961,760","131,515,497.81","230,379,728.6","-1,541,284,946.04","-269,577,356.6","-43,849,773.6","-95,159,831","27,365,622","33,418,422.3","2,639,098.43","138,008,471.41","24,507,356.06","93,501,925.44","110,802,094.4","116,671,969","7,353,000","55,515,200","33,982,272"
BasicEPS,,"-2.231","0.324","2.583","-0.2","3.379","1.375","2.648",,"2.009","2.739","4.543","-6.414","2.056","1.038","1.947","0.56","3.954","2.755","0.632","0.16","0.676","0.323","0.87","0.06",,"-0.295","0.005","0.7","-0.338","-2.58","0.383",,"-2.623","1.034","0.862",,"1.385","0.114","-0.474",,"2.48","4.44","0.038",,"-3.232","1.452","0.382",,"0.609","1.518","0.599",,"-0.526","-0.3","0.674",,"0.315","3.23","3.03",,"818.379","-487.775","13.935",,"-105.149","621.258","245.669",,"-2,880.965","-964.761","-157.355",,"119.103","115.445","15.019",,"115.218","11.294","8.732",,"2.419","11.05","6.637"
DilutedEPS,,"-2.231","0.324","2.583","-0.2","3.379","1.375","2.648",,"2.009","2.739","4.543","-6.414","2.056","1.038","1.947","0.56","3.954","2.755","0.632","0.16","0.676","0.323","0.87","0.06",,"-0.295","0.005","0.7","-0.338","-2.58","0.383",,"-2.623","1.034","0.862",,"1.385","0.114","-0.474",,"2.48","4.44","0.038",,"-3.232","1.452","0.382",,"0.609","1.518","0.599",,"-0.526","-0.3","0.674",,"0.315","3.23","3.03",,"818.379","-487.775","13.935",,"-105.149","621.258","245.669",,"-2,880.965","-964.761","-157.355",,"119.103","115.445","15.019",,"115.218","11.294","8.732",,"2.419","11.05","6.637"
BasicAverageShares,,"397,870,920","397,870,920","397,991,898","390,000,000","397,866,815","397,866,840","397,866,840",,"397,866,840","397,866,840","397,866,840","397,866,840","397,866,840","397,866,840","397,866,840","282,142,857","397,866,840","397,866,840","397,866,840","397,916,840","397,906,840","397,906,840","398,055,295","397,916,840",,"397,906,840","397,758,386","392,857,143","397,906,840","399,335,640","400,684,354",,"400,684,354","400,684,354","357,575,324",,"399,880,500","398,663,000","260,464,000",,"260,080,645","260,360,360","253,622,044",,"266,123,703","216,419,000","216,419,000",,"216,419,000","177,671,000","172,786,000",,"185,201,173","181,261,500","181,261,500",,"181,261,761","181,261,836","181,261,836",,"608,000","615,688","615,688",,"543,952","535,256","533,160",,"534,990","276,216","276,216",,"276,216","276,216","276,216",,"286,784","5,173,544","5,173,544",,"3,040,000","5,024,000","5,120,000"
DilutedAverageShares,,"397,870,920","397,870,920","397,991,898","390,000,000","397,866,815","397,866,840","397,866,840",,"397,866,840","397,866,840","397,866,840","397,866,840","397,866,840","397,866,840","397,866,840","282,142,857","397,866,840","397,866,840","397,866,840","397,916,840","397,906,840","397,906,840","398,055,295","397,916,840",,"397,906,840","397,906,840","392,857,143","397,906,840","399,335,640","400,684,354",,"400,684,354","400,684,354","357,723,778",,"399,880,500","398,663,000","260,464,000",,"260,080,645","260,360,360","253,622,044",,"266,123,703","216,419,000","216,419,000",,"216,419,000","177,671,000","172,786,000",,"185,201,173","181,261,500","181,261,500",,"181,261,761","181,261,836","181,261,836",,"608,000","615,688","615,688",,"543,952","535,256","533,160",,"534,990","276,216","276,216",,"276,216","276,216","276,216",,"286,784","5,173,544","5,173,544",,"3,040,000","5,024,000","5,120,000"
TotalOperatingIncomeAsReported,,"558,638,000",,"2,008,224,000","1,163,000,000","2,790,334,000","2,436,549,000",,,"1,931,626,000","2,311,443,000","2,908,268,000","-1,240,000,000","2,304,005,000","2,370,555,000","2,473,230,000","1,499,000,000","2,466,033,000","2,119,456,000","968,104,000","970,000,000","969,802,000","634,647,000","1,129,278,000","625,000,000","1,108,080,000","538,402,000","438,357,000","332,000,000","387,363,000","400,705,000","314,811,000","265,680,000","416,432,000","779,254,000","505,872,000","1,421,093,000","635,503,000","673,948,000","484,417,000","-1,015,900,000","868,000,000","-1,535,000,000","33,425,000","1,850,084,000","-1,289,080,000","156,406,040","60,643,611","637,273,628.26","339,142,528.9","-248,280,249.6","299,071,483.5","1,085,325,338","-55,145,451.5","-176,376,690","148,375,320","-198,681,856.5","85,380,075","554,570,541","326,383,597.89","507,102,663.24","574,777,590","-261,616,406.97","13,510,916.26","-183,381,288.49","-71,090,503.68","272,378,880","280,279,095.21","3,716,691,599.4","-1,541,292,426.88","43,425,061.2","80,517,314.4","88,959,187.1","18,582,841.5","91,780,047.3","78,374,078.97","91,922,128.84","69,392,650.58","141,264,813.76","136,861,875.2","188,351,127.9","94,621,500","75,140,000","67,787,553"
TotalExpenses,"49,613,663,000","12,550,683,000",,"11,074,077,000","13,866,000,000","13,558,880,000","11,348,166,000","11,060,090,000","9,835,289,000","10,236,896,000","9,569,629,000","9,673,473,000","13,292,000,000","9,868,223,000","9,527,309,000","9,700,398,000","10,834,000,000","10,689,549,000","9,480,054,000","9,229,221,000","10,753,000,000","10,753,891,000","10,219,054,000","10,713,342,000","10,156,000,000","9,593,681,000","8,990,750,000","8,852,672,000","8,821,000,000","9,038,750,000","8,831,888,000","8,108,253,000","8,508,235,000","8,260,069,000","7,609,617,000","6,887,681,000","6,401,840,000","6,635,197,000","5,773,215,000","3,917,659,000","5,801,200,000","2,927,000,000","2,016,000,000","2,912,788,000","2,081,532,000","6,387,680,000","4,245,306,800","4,341,771,931","4,198,969,114.12","4,269,390,227.2","3,346,842,296.4","2,986,053,446.4","1,932,546,819","3,771,566,808.5","3,024,533,610","2,511,470,490","3,521,046,830.07","3,033,425,092.5","2,646,682,668","3,060,063,490.89","3,426,768,079.04","2,793,819,430","3,304,326,619.02","2,064,387,506.57","2,896,024,309.31","2,583,984,761.12","1,849,906,560","2,195,982,152.52","2,580,229,291.72","2,513,801,626.88","493,393,997.4","482,162,320","1,759,357,868.6","462,148,201.5","648,983,493.3","692,805,554.79","874,700,986.77","633,305,180.64","585,639,291.93","500,373,288.8","447,546,352.9","377,518,500","316,118,400","261,769,689"
NetIncomeFromContinuingAndDiscontinuedOperation,"6,875,000","-887,798,000",,"1,027,572,000","-78,000,000","1,344,270,000","547,253,000","1,053,591,000","168,670,000","799,370,000","1,089,848,000","1,807,552,000","-2,531,000,000","818,022,000","412,983,000","774,734,000","158,000,000","1,573,177,000","1,096,182,000","251,403,000","230,000,000","268,999,000","128,477,000","405,306,000","0","392,915,000","-117,226,000","209,912,000","275,000,000","-134,605,000","-1,030,417,000","153,558,000","-197,001,000","-1,050,811,000","414,444,000","308,226,000","1,419,597,000","553,654,000","45,457,000","-123,399,000","-1,042,200,000","645,000,000","1,156,000,000","9,735,000","-2,103,452,000","-860,028,000","383,035,200","82,605,148","28,858,798.46","131,939,835.3","269,672,280.8","106,679,148.9","77,710,745","-45,329,652","-54,437,250","122,191,440","-61,474,645.92","51,470,842.5","424,890,018","205,873,675.7","488,052,125.72","497,568,660","-300,326,861.49","8,573,901.21","-193,152,274.43","-57,179,605.56","331,961,760","131,515,497.81","230,379,728.6","-1,541,284,946.04","-269,577,356.6","-43,849,773.6","-99,263,335.1","27,365,622","33,418,422.3","2,639,098.43","138,008,471.41","24,507,356.06","93,501,925.44","110,802,094.4","116,671,969","7,353,000","55,515,200","33,982,272"
NormalizedIncome,"1,443,653,973.524","32,292,416.271",,"1,149,725,470.957","100,200,000","1,606,897,416.857","1,561,263,140","952,466,974.058","681,936,915.928","1,020,994,641.149","1,095,742,642.451","1,606,203,901.91","-2,535,000,000","818,022,000","412,983,000","1,415,983,427.052","382,400,000","1,573,177,000","1,096,182,000","283,809,000","247,011,834.32","268,999,000","128,477,000","410,204,462.507","-33,000,000","381,988,222.018","-117,226,000","-14,222,133.188","-153,000,000","-115,187,387.763","-1,087,976,774.085","15,833,831.664","-238,977,000","-1,044,819,359.901","401,261,516.85","304,513,247.619","1,495,227,720","557,041,563.469","91,147,480","-74,490,789.542","-1,502,814,000","656,342,321.219","1,156,000,000","10,285,440","1,541,535,847.597","-866,072,907.801","101,004,639.554","-26,439,691.687","59,252,023.494","134,193,217.032","216,276,405.476","109,229,018.252","570,021,341.507","-64,652,203.035","82,744,620","44,923,323.529","113,418,659.598","33,742,170","400,117,936.371","209,842,361.555","503,949,109.136","495,066,518.75","-310,485,116.562","-6,119,003.052","-230,739,789.974","-63,825,029.298","327,169,909.333","133,945,997.541","283,643,256.393","-1,482,560,352.04","-262,332,178.717","-56,906,956.613","-91,964,294.937","30,745,167.6","32,540,177.692","496,934.513","125,415,962.296","39,899,817.904","90,525,830.724","107,134,032.153","117,523,232.44","6,470,640","33,528,982.178","33,582,480.565"
InterestIncome,"730,240,000","214,084,000",,"185,071,000","109,000,000","210,002,000","151,822,000","90,337,000","192,935,000","155,935,000","151,550,000","146,556,000",,"208,587,000","-368,919,000","112,850,000","82,000,000","966,877,000","47,334,000","152,115,000","85,000,000","455,482,000","44,861,000","52,124,000","82,000,000","82,121,000","329,967,000","34,387,000",,"0","284,829,000","89,836,000","165,703,000","467,275,000","55,802,000","78,297,000","-61,317,000","192,923,000","195,794,000","117,426,000","33,300,000","40,000,000","47,000,000","34,664,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"2,527,620,000","878,080,000",,"571,349,000","515,000,000","802,711,000","757,130,000","507,233,000","1,950,618,000","808,402,000","820,578,000","607,868,000","1,569,000,000","1,351,444,000","1,515,007,000","446,320,000","549,000,000","1,140,832,000","663,438,000","470,250,000","395,000,000","1,087,418,000","522,589,000","338,152,000","324,000,000","328,192,000","995,764,000","250,820,000","596,000,000","568,319,000","2,389,834,000","193,979,000","772,845,000","2,531,068,000","134,582,000","135,254,000","-461,522,000","0","770,716,000","762,588,000","-43,600,000","292,000,000","184,000,000","243,206,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-2,661,106,000","-663,996,000",,"-581,627,000","-630,000,000","-592,709,000","-605,308,000","-566,980,000","-1,151,563,000","-652,467,000","-669,028,000","-670,529,000","-1,569,000,000","-1,142,857,000","-1,883,926,000","-618,721,000","-773,000,000","-173,955,000","-616,104,000","-539,679,000","-608,000,000","-631,936,000","-477,728,000","-553,111,000","-509,000,000","-551,445,000","-665,797,000","-434,460,000","-596,000,000","-568,319,000","-2,105,005,000","-104,143,000","-607,142,000","-2,063,793,000","-78,780,000","-56,957,000","400,205,000","192,923,000","-574,922,000","-645,162,000","76,900,000","-252,000,000","-137,000,000","-208,542,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"2,193,881,000","-595,766,000",,"1,748,732,000","587,000,000","2,661,776,000","1,051,992,000","1,934,275,000","2,066,971,000","1,799,868,000","2,454,562,000","3,130,642,000","-1,240,000,000","2,512,592,000","2,001,636,000","1,444,145,000","934,000,000","3,432,910,000","2,166,790,000","849,575,000","733,000,000","1,425,284,000","679,508,000","907,285,000","489,000,000","900,712,000","868,369,000","581,991,000","332,000,000","387,363,000","685,534,000","404,647,000","431,383,000","883,707,000","793,690,000","584,169,000","659,209,000","828,426,000","869,742,000","601,843,000","-822,100,000","1,145,000,000","1,719,000,000","275,797,000","-1,496,716,000","-1,289,080,000","156,406,040","60,641,864","637,273,628.26","339,140,701.2","-248,278,321","299,071,483.5","1,085,325,338","-55,145,451.5","-176,376,690","148,375,320","-198,681,856.5","85,377,847.5","554,572,872","326,383,597.89","507,102,663.24","574,777,590","-261,616,406.97","13,510,916.26","-183,378,395.81","-71,090,503.68","272,378,880","280,279,095.21","3,716,691,599.4","-1,541,296,167.3","43,425,061.2","80,517,314.4","88,959,187.1","18,580,253","91,782,270.6","78,374,078.97","91,922,128.84","69,392,650.58","141,264,813.76","136,861,875.2","188,351,127.9","94,621,500","75,140,000","67,787,553"
EBITDA,"5,543,305,000"
ReconciledCostOfRevenue,"47,389,700,000","11,651,152,000",,"11,216,343,000","12,863,000,000","12,714,281,000","10,503,537,000","10,327,132,000","9,160,129,000","9,126,289,000","8,979,357,000","8,911,633,000","8,938,000,000","8,929,357,000","8,632,099,000","8,924,605,000","9,524,000,000","9,960,382,000","8,827,607,000","8,590,489,000","10,051,000,000","10,051,035,000","9,599,795,000","10,324,626,000","9,467,000,000","9,006,096,000","8,470,621,000","8,315,675,000","8,309,000,000","8,497,552,000","8,278,007,000","7,599,568,000","8,015,774,000","7,764,969,000","7,137,221,000","6,390,213,000","6,237,101,000","5,782,959,000","5,033,666,000","3,454,538,000","3,307,100,000","2,891,000,000","2,858,704,000","2,583,266,000","3,020,000,000","4,075,728,300","3,634,013,589","3,575,745,624","3,859,531,038.36","3,570,313,172.8","2,367,122,397.4","2,466,656,267.4","2,093,943,411.5","2,908,708,070","2,371,691,610","2,216,901,840","2,700,882,991.92","2,642,053,342.5","2,478,473,046","2,504,543,639.99","2,772,447,743.52","2,602,226,900","2,326,847,537.52","1,535,976,324.5","2,171,480,725.82","1,981,182,068.6","1,708,042,560","1,960,880,496.24","4,883,247,051.5","802,697,872.42","463,719,382.2","487,048,648","817,827,912.6","436,069,064","614,326,692.9","659,746,462.89","737,783,390.11","597,403,212.89","550,086,370.18","468,711,056.8","329,605,736.7","345,784,500","285,708,800","232,035,201"
ReconciledDepreciation,"3,349,424,000","876,860,000",,"861,707,000","742,000,000","788,155,000","721,000,000","739,952,000","759,714,000","744,939,000","722,080,000","702,122,000","728,000,000","711,066,000","673,000,000","582,819,000","541,000,000","561,000,000","494,000,000","518,805,000","524,000,000","530,000,000","497,000,000","505,535,000","539,000,000","545,000,000","486,000,000","483,446,000","488,000,000","509,000,000","483,307,000","444,443,000","441,057,000","452,591,000","409,122,000","418,658,000","602,635,000","396,918,000","360,116,000","246,685,000","418,400,000","214,000,000","215,296,000","213,704,000","241,132,000","409,115,700","284,117,311","330,334,989","350,236,002.22","344,958,351.7","344,824,779","269,673,467.4","254,346,813.5","317,003,361.5","250,006,350","196,379,100","117,895,035.33","114,869,947.5","136,510,353","98,937,372.59","157,646,746.28","122,962,370","86,145,260.76","145,938,744","311,547,867.23","58,056,087.6","39,721,920","42,233,790.18",,,"8,848,590.4","54,927,681.6","-15,806,017.7","5,580,806","7,101,220.2","7,893,480.62","73,885,136.89","8,920,648.11","8,912,173.32","8,903,147.2","84,609,570.7","8,901,000","8,840,000","8,849,550"
NetIncomeFromContinuingOperationNetMinorityInterest,"6,875,000","-887,798,000",,"1,027,572,000","-78,000,000","1,344,270,000","547,253,000","1,053,591,000","168,670,000","799,370,000","1,089,848,000","1,798,676,000","-2,535,000,000","818,022,000","412,983,000","774,734,000","158,000,000","1,573,177,000","1,096,182,000","251,403,000","230,000,000","268,999,000","128,477,000","405,306,000","0","392,915,000","-117,226,000","209,912,000","-153,000,000","-134,605,000","-1,030,417,000","153,558,000","-197,001,000","-1,050,811,000","414,444,000","308,226,000","1,419,597,000","553,654,000","45,457,000","-123,399,000","-1,042,200,000","645,000,000","1,156,000,000","9,735,000","-2,103,452,000","-860,028,000","383,035,200","82,605,148","28,858,798.46","131,939,835.3","269,672,280.8","106,679,148.9","77,710,745","-45,329,652","-54,437,250","122,191,440","-61,474,645.92","51,470,842.5","424,890,018","205,873,675.7","488,052,125.72","497,568,660","-300,326,861.49","8,573,901.21","-193,152,274.43","-57,179,605.56","331,961,760","131,515,497.81","230,379,728.6","-1,541,284,946.04","-269,577,356.6","-43,849,773.6","-99,263,335.1","27,365,622","33,418,422.3","2,639,098.43","138,008,471.41","24,507,356.06","93,501,925.44","110,802,094.4","89,855,766.7","7,353,000","55,515,200","33,982,272"
TotalUnusualItemsExcludingGoodwill,"-2,090,485,000","-1,374,820,000",,"-141,488,000","-270,000,000","-338,560,000","-1,536,379,000","125,374,000","-626,503,000","-287,693,000","-8,431,000","254,839,000",,,,"-856,684,000","-340,000,000",,,"-49,100,000","-25,000,000",,,"-7,034,000","50,000,000","15,885,000",,"327,274,000","0","-28,280,000","94,949,000","190,635,000","63,600,000","-9,437,000","20,683,000","5,465,000","-114,592,000","-4,982,000","-69,228,000","-63,710,000","697,900,000","-15,000,000","0","-834,000","-3,660,304,000","9,620,000","414,954,800","150,027,119","-46,050,340.96","-3,118,056.2","80,902,841.4","-3,820,034.7","-790,817,354.5","23,588,640.5","-228,636,450","93,825,570","-291,488,842.53","29,547,787.5","32,305,329","-5,961,819.71","-26,494,972.36","2,859,590","16,930,425.12","24,488,173.77","62,645,859.24","11,018,218.12","5,674,560","-3,532,378.5","-82,513,666.84","-58,724,594","-8,200,864.8","17,822,825.6","-12,081,995.4","-5,632,576","1,124,989.8","2,342,497.54","20,987,515.19","-20,331,851.21","3,950,123.86","4,861,977.6","-46,112,442.9","1,161,000","28,288,000","530,973"
TotalUnusualItems,"-2,090,485,000","-1,374,820,000",,"-141,488,000","-270,000,000","-338,560,000","-1,536,379,000","125,374,000","-626,503,000","-287,693,000","-8,431,000","254,839,000",,,,"-856,684,000","-340,000,000",,,"-49,100,000","-25,000,000",,,"-7,034,000","50,000,000","15,885,000",,"327,274,000","0","-28,280,000","94,949,000","190,635,000","63,600,000","-9,437,000","20,683,000","5,465,000","-114,592,000","-4,982,000","-69,228,000","-63,710,000","697,900,000","-15,000,000","0","-834,000","-3,660,304,000","9,620,000","414,954,800","150,027,119","-46,050,340.96","-3,118,056.2","80,902,841.4","-3,820,034.7","-790,817,354.5","23,588,640.5","-228,636,450","93,825,570","-291,488,842.53","29,547,787.5","32,305,329","-5,961,819.71","-26,494,972.36","2,859,590","16,930,425.12","24,488,173.77","62,645,859.24","11,018,218.12","5,674,560","-3,532,378.5","-82,513,666.84","-58,724,594","-8,200,864.8","17,822,825.6","-12,081,995.4","-5,632,576","1,124,989.8","2,342,497.54","20,987,515.19","-20,331,851.21","3,950,123.86","4,861,977.6","-46,112,442.9","1,161,000","28,288,000","530,973"
NormalizedEBITDA,"7,633,790,000","1,655,914,000",,"2,751,927,000","1,599,000,000","3,788,491,000","3,309,371,000","2,548,853,000","3,453,188,000","2,832,500,000","3,185,073,000","3,577,925,000","-512,000,000","3,223,658,000","2,674,636,000","2,883,648,000","1,815,000,000","3,993,910,000","2,660,790,000","1,417,480,000","1,282,000,000","1,955,284,000","1,176,508,000","1,419,854,000","978,000,000","1,429,827,000","1,354,369,000","738,163,000","820,000,000","924,643,000","1,073,892,000","658,455,000","808,840,000","1,345,735,000","1,182,129,000","997,362,000","1,376,436,000","1,230,326,000","1,299,086,000","912,238,000","-1,101,600,000","1,374,000,000","1,934,296,000","490,335,000","2,404,720,000","-889,584,300","25,568,551","240,949,734","1,033,559,971.44","687,217,109.1","15,643,616.6","572,564,985.6","2,130,489,506","238,269,269.5","302,266,110","250,928,850","210,702,021.36","170,700,007.5","658,777,896","431,282,790.19","691,244,381.88","694,880,370","-192,401,571.33","134,961,486.49","65,523,612.18","-24,052,634.2","306,426,240","326,045,263.89","3,799,205,266.24","-1,482,571,573.3","60,474,516.4","117,622,170.4","101,041,182.5","29,793,635","97,758,501","83,925,062.05","144,819,750.54","98,645,149.9","146,226,863.22","140,903,044.8","319,073,141.5","102,361,500","55,692,000","76,106,130"
TaxRateForCalcs,"0.313","0.331",,"0.137","0.34","0.224","0.34","0.193","0.181","0.23","0.301","0.245","0.067","0.296","0.34","0.251","0.34","0.354","0.298","0.34","0.32","0.32","0.207","0.304","0.34","0.312","0.34","0.315","0.34","0.313","0.394","0.278","0.34","0.365","0.363","0.321","0.34","0.32","0.34","0.232","0.34","0.244","0.247","0.34","0.004","0.372","0.32","0.273","0.34","0.277","0.34","0.333","0.377","0.181","0.4","0.176","0.4","0.4","0.233","0.334","0.4","0.125","0.4","0.4","0.4","0.397","0.156","0.312","0.354","0","0.117","0.267","0.396","0.4","0.219","0.086","0.4","0.243","0.247","0.246","0.4","0.24","0.223","0.247"
