name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005
MarketCap,"16,311,309,644","13,072,403,275","19,267,396,312","22,011,584,633","20,415,504,807","20,294,502,526","17,471,816,299","19,098,822,423","17,399,912,271","14,084,490,879","14,345,808,104","13,948,840,256","6,237,000,000","6,219,675,000","5,547,509,318","5,632,550,000","5,771,150,000","5,551,700,000","5,018,475,000","5,070,450,000","5,938,625,000","5,767,300,000","6,160,000,000","6,298,600,000","6,360,200,000","5,775,000,000","5,515,125,000","5,074,300,000","5,752,709,474","4,786,255,370","3,717,785,501","3,816,369,934","3,768,000,701","3,544,042,780","2,998,293,469","2,254,543,646","2,916,797,926","3,090,954,562","3,447,962,005","3,022,427,511","2,760,311,206","2,650,287,078","2,088,840,426","1,577,551,832","1,192,467,385","970,801,128","600,278,697","1,124,511,306","1,470,763,708","2,414,058,804","2,598,511,019","2,981,977,464","3,155,103,666","3,454,434,013","1,846,140,145","1,825,106,120","1,778,184,066","1,731,262,011","1,651,979,919"
EnterpriseValue,"32,255,309,644","28,963,403,275","35,221,396,312","37,807,584,633","36,580,504,807","36,360,502,526","33,530,816,299","35,144,822,423","33,451,912,271","30,130,490,879","30,385,808,104","29,973,840,256","22,257,000,000","20,652,404,000","19,493,487,318","18,826,069,000","18,280,722,000","17,260,357,000","16,092,044,000","15,868,655,000","16,759,390,000","14,509,803,000","14,897,112,000","14,978,963,000","12,613,208,000","12,000,241,000","10,749,425,000","10,291,004,000","8,964,143,474","6,534,076,370","5,465,606,501","5,840,183,934","5,902,148,701","5,655,045,780","5,095,039,469","4,351,289,646","5,051,541,926","5,232,959,562","5,582,337,005","5,151,949,511","4,885,609,206","4,716,085,078","4,154,327,426","3,637,793,832","3,244,382,385","2,980,366,128","2,780,977,697","3,303,778,306","3,504,241,708","4,447,148,804","4,631,143,019","5,014,037,464","5,187,091,666","5,486,427,013","1,846,135,145","1,825,101,120","1,778,179,066","1,731,257,011","1,651,979,919"
PeRatio,"14.591","12.004","19.232","18.339","16.286","16.705","7.814","8.968","239.667","28.744","18.677","47.636","201.242",,,,"299.8",,,,,,,,,,,"329.5","213.5","101.37","78.741",,,,"94.842","71.316","78.13","26.887","32.785","18.136","11.373","11.617","11.425","16.25","73.7",,,,,,,,,,,,,,
ForwardPeRatio,"10.627","8.741","15.723","16.367","13.928","14.124","13.624","32.468","32.787","23.585","11.274","14.925","27.248","26.596","14.706","15.314","32.895","8.953","15.432","10.537",,,,,,,,,,,,,,"88.496","625",,,,,,,,,,,"4.583",,,,"15.015",,,,,,,,,
PegRatio,"1.299","1.069","2.489","2.582","2.198","2.227","1.645","8.285","8.375","6.011",,,"5.445","5.319",,,,"0.597","1.028","0.702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"2.507","2.063","2.822","3.199","3.102","2.275","3.398","3.963","3.387","3.272","3.427","3.521","5.688","9.92","15.781","27.998","37.572","36.078","32.699","33.031","38.739","37.664","52.549","41.097","41.097","36.927","22.86","28.542","28.521","21.968","17.064","14.265","13.342","12.256","10.248","7.706","10.143","9.008","8.635","6.611","5.318","5.464","5.012","5.228","6.883","64.72","40.019",,,,,,,,,,,,
PbRatio,"22.224","18.284","32.547","27.481","23.173","25.368","23.359","26.235","24","22.041","29.579","28.701","23.537","24.634","25.468","20.237","16.514","13.665","11.095","10.561","11.238","8.95","8.815","8.54","7.223","6.18","5.608","4.817","5.951","6.543","4.808",,,,,,,,,,,,,,,,,,,,,,,,"12.17","12.031","11.722","11.413",
EnterprisesValueRevenueRatio,"4.739","16.859","18.46","25.615","21.455","20.789","17.676","22.985","23.775","18.914","20.017","33.194","22.436","23.179","35.403","56.806","120.927","257.437","239.209","234.962","247.594","214.865","223.818","221.615","187.34","178.519","160.442","152.581","132.533","98.89","81.211","88.077","96.132","81.575","71.939","67.039","68.627","70.288","77.399","77.337","37.65","36.062","31.953","28.302","33.903","47.649",,,,,,,,,,,,,
EnterprisesValueEBITDARatio,"11.911","35.89","42.848","78.93","60.968","53.004","52.556","58.869","58.585","48.209","46.747","113.537","77.822","84.989","70.352","246.909","315,184.862","-1,430.495","3,695.922","378.591","1,400.467","3,372.02","800.834","1,177.129","1,802.917","618.442","543.889","-1,160.858","-3,705.723","255.577","180.645","511.221","204.29","159.207","111.521","108.002","105.958","100.779","107.077","109.822","43.413","41.995","36.472","31.558","39.838","59.554","478.16","-474.408","-1,967.57","-1,419.907","-1,240.263","-2,329.943","-2,751.773","-5,989.549",,,,,
