name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993
TotalAssets,"47,528,000,000","44,876,000,000","46,521,000,000","47,806,000,000","49,128,000,000","37,073,000,000","36,188,000,000","38,657,000,000","37,908,000,000","35,067,000,000","35,111,000,000","33,439,000,000","28,926,000,000","28,231,000,000","27,744,000,000","25,554,000,000","26,175,000,000","25,758,000,000","27,654,000,000","30,349,000,000","30,012,000,000","28,744,000,000","28,361,000,000","29,257,000,000","17,648,000,000","18,049,000,000","17,108,000,000"
	CurrentAssets,"17,095,000,000","16,103,000,000","17,461,000,000","15,108,000,000","16,198,000,000","12,329,000,000","13,329,000,000","13,855,000,000","14,094,000,000","12,851,000,000","12,477,000,000","10,683,000,000","10,940,000,000","10,164,000,000","10,529,000,000","8,953,000,000","9,401,000,000","10,626,000,000","10,778,000,000","11,259,000,000","10,696,000,000","10,611,000,000","10,105,000,000","9,940,000,000","8,177,000,000","8,143,000,000","6,961,000,000"
		CashCashEquivalentsAndShortTermInvestments,"1,514,000,000","772,000,000","2,861,000,000","1,837,000,000","1,090,000,000","1,446,000,000","2,617,000,000","1,898,000,000","3,585,000,000","2,777,000,000","2,391,000,000","2,229,000,000","2,981,000,000","2,293,000,000","2,673,000,000","1,456,000,000","1,250,000,000","2,738,000,000","912,000,000","1,505,000,000","455,000,000","285,000,000",,"0","653,000,000","639,000,000","366,000,000"
			CashAndCashEquivalents,"1,514,000,000","772,000,000","2,861,000,000","1,837,000,000","1,090,000,000","1,446,000,000","2,617,000,000","1,898,000,000","3,582,000,000","2,261,000,000","2,391,000,000","2,168,000,000","2,648,000,000","1,912,000,000","2,244,000,000","1,060,000,000","1,010,000,000","2,738,000,000","912,000,000","1,505,000,000","455,000,000","285,000,000",,"0","653,000,000","639,000,000","366,000,000"
			OtherShortTermInvestments,,,,,,,,,"3,000,000","516,000,000",,"61,000,000","333,000,000","381,000,000","429,000,000","396,000,000","240,000,000",,,,,,,,,,
		Receivables,"11,431,000,000","11,916,000,000","8,603,000,000","8,202,000,000","8,061,000,000","5,884,000,000","5,834,000,000","6,563,000,000","6,064,000,000","5,757,000,000","6,061,000,000","5,296,000,000","4,925,000,000","4,595,000,000","4,579,000,000","4,094,000,000","4,039,000,000","3,655,000,000","4,049,000,000","4,195,000,000","4,348,000,000","4,178,000,000","5,009,000,000","4,999,000,000","3,876,000,000","3,473,000,000","3,277,000,000"
			AccountsReceivable,"2,337,000,000","2,444,000,000","8,603,000,000","8,202,000,000","8,061,000,000","5,884,000,000","5,834,000,000","6,563,000,000","6,064,000,000","5,757,000,000","6,061,000,000","5,296,000,000","4,925,000,000","4,595,000,000","4,579,000,000","4,094,000,000","4,039,000,000","3,655,000,000","4,049,000,000","4,195,000,000","4,348,000,000","4,178,000,000","5,009,000,000","4,999,000,000","3,876,000,000","3,473,000,000","3,277,000,000"
			OtherReceivables,"9,094,000,000","9,472,000,000",,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"3,619,000,000","2,997,000,000","4,487,000,000","4,670,000,000","4,962,000,000","2,882,000,000","2,977,000,000","2,937,000,000","2,481,000,000","2,378,000,000","2,183,000,000","1,902,000,000","1,718,000,000","1,657,000,000","1,921,000,000","1,864,000,000","2,348,000,000","2,250,000,000","3,140,000,000","3,825,000,000","4,051,000,000","4,293,000,000","3,144,000,000","3,053,000,000","2,804,000,000","3,159,000,000","2,614,000,000"
			RawMaterials,"532,000,000","446,000,000","811,000,000","833,000,000",,,,,,,,,,,,,,,,,,,,,,,
