name,ttm,08/31/2019,08/31/2018,08/31/2017,08/31/2016,08/31/2015,08/31/2014,08/31/2013,08/31/2012,08/31/2011,08/31/2010,08/31/2009,08/31/2008,08/31/2007,08/31/2006,08/31/2005,08/31/2004,08/31/2003,08/31/2002,08/31/2001,08/31/2000,08/31/1999,08/31/1998,08/31/1997,08/31/1996,08/31/1995,08/31/1994,08/31/1993,08/31/1992,08/31/1991
TotalRevenue,"26,339,836,000","25,282,320,000","22,095,416,000","19,063,121,000","18,353,086,000","17,899,196,000","15,762,146,000","18,336,894,000","17,151,941,000","16,518,827,000","13,409,411,000","11,684,538,000","12,779,703,000","12,290,592,000","10,265,447,000","7,524,386,000","6,252,897,000","4,729,482,000","3,545,466,000","4,330,655,000","3,558,321,000","2,000,300,000","1,277,400,000","978,100,000","863,300,000","559,500,000","375,800,000","334,700,000","173,100,000","232,600,000"
	OperatingRevenue,"26,339,836,000","25,282,320,000","22,095,416,000","19,063,121,000","18,353,086,000","17,899,196,000","15,762,146,000","18,336,894,000","17,151,941,000","16,518,827,000","13,409,411,000","11,684,538,000","12,779,703,000","12,290,592,000","10,265,447,000","7,524,386,000","6,252,897,000","4,729,482,000","3,545,466,000","4,330,655,000","3,558,321,000","2,000,300,000","1,277,400,000","978,100,000","863,300,000","559,500,000","375,800,000","334,700,000","173,100,000","232,600,000"
CostOfRevenue,"24,416,995,000","23,368,919,000","20,388,624,000","17,517,478,000","16,825,382,000","16,395,978,000","14,736,543,000","16,977,032,000","15,842,896,000","15,264,257,000","12,405,267,000","10,965,723,000","11,911,902,000","11,478,562,000","9,500,547,000","6,895,880,000","5,714,517,000","4,294,016,000","3,210,875,000","3,936,589,000","3,199,972,000","1,772,700,000","1,115,600,000","857,200,000","790,300,000","511,300,000","342,100,000","297,700,000","151,600,000","199,600,000"
GrossProfit,"1,922,841,000","1,913,401,000","1,706,792,000","1,545,643,000","1,527,704,000","1,503,218,000","1,025,603,000","1,359,862,000","1,309,045,000","1,254,570,000","1,004,144,000","718,815,000","867,801,000","812,030,000","764,900,000","628,506,000","538,380,000","435,466,000","334,591,000","394,066,000","358,349,000","227,600,000","161,800,000","120,900,000","73,000,000","48,200,000","33,700,000","37,000,000","21,500,000","33,000,000"
OperatingExpense,"1,254,842,000","1,186,131,000","1,127,737,000","972,906,000","993,502,000","914,741,000","728,198,000","733,374,000","687,114,000","651,264,000","668,361,000","554,301,000","561,596,000","557,695,000","441,508,000","341,135,000","321,026,000","290,439,000","226,822,000","196,380,000","140,280,000","86,400,000","55,800,000","39,000,000","27,600,000","31,700,000","25,300,000","20,300,000","14,800,000","13,400,000"
	SellingGeneralAndAdministration,"1,165,002,000","1,111,347,000","1,050,716,000","907,702,000","924,427,000","862,647,000","675,730,000","688,752,000","644,452,000","604,179,000","589,738,000","495,941,000","491,324,000","491,967,000","382,210,000","278,866,000","263,504,000","243,663,000","203,845,000","184,112,000","132,717,000","81,000,000","52,000,000","35,900,000","25,500,000","17,900,000","15,800,000","13,500,000","10,100,000","9,200,000"
	ResearchAndDevelopment,"43,623,000","42,861,000","38,531,000","29,680,000","31,954,000","27,645,000","28,611,000","28,468,000","25,837,000","25,034,000","28,085,000","27,321,000","32,984,000","36,381,000","34,975,000","22,507,000","13,813,000","9,906,000","7,864,000","6,448,000","4,839,000","4,100,000","3,800,000","3,100,000","2,100,000","1,800,000",,,,
	DepreciationAmortizationDepletionIncomeStatement,"46,217,000","31,923,000","38,490,000","35,524,000","37,121,000","24,449,000","23,857,000","16,154,000","16,825,000","22,051,000","25,934,000","31,039,000","37,288,000","29,347,000","24,323,000","39,762,000","43,709,000","36,870,000","15,113,000","5,820,000","2,724,000","1,200,000",,,,"12,000,000","9,500,000","6,800,000","4,700,000","4,200,000"
		DepreciationAndAmortizationInIncomeStatement,"46,217,000","31,923,000","38,490,000","35,524,000","37,121,000","24,449,000","23,857,000","16,154,000","16,825,000","22,051,000","25,934,000","31,039,000","37,288,000","29,347,000","24,323,000","39,762,000","43,709,000","36,870,000","15,113,000","5,820,000","2,724,000","1,200,000",,,,"12,000,000","9,500,000","6,800,000","4,700,000","4,200,000"
			Amortization,"46,217,000","31,923,000","38,490,000","35,524,000","37,121,000","24,449,000","23,857,000","16,154,000","16,825,000","22,051,000","25,934,000","31,039,000","37,288,000","29,347,000","24,323,000","39,762,000","43,709,000","36,870,000","15,113,000","5,820,000","2,724,000","1,200,000",,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,"46,217,000","31,923,000","38,490,000","35,524,000","37,121,000","24,449,000","23,857,000","16,154,000","16,825,000","22,051,000","25,934,000","31,039,000","37,288,000","29,347,000","24,323,000","39,762,000","43,709,000","36,870,000","15,113,000","5,820,000","2,724,000","1,200,000",,,,,,,,
	OtherOperatingExpenses,,,,,,,,,,,"24,604,000",,,,,,,,,,,"100,000",,,,,,,,
