name,ttm,08/31/2019,08/31/2018,08/31/2017,08/31/2016,08/31/2015,08/31/2014,08/31/2013,08/31/2012,08/31/2011,08/31/2010,08/31/2009,08/31/2008,08/31/2007,08/31/2006,08/31/2005,08/31/2004,08/31/2003,08/31/2002,08/31/2001,08/31/2000,08/31/1999,08/31/1998,08/31/1997,08/31/1996,08/31/1995,08/31/1994,08/31/1993,08/31/1992,08/31/1991
OperatingIncome,"667,999,000","727,270,000","579,055,000","572,737,000","534,202,000","588,477,000","297,405,000","626,488,000","621,931,000","603,306,000","335,783,000","164,514,000","306,205,000","254,335,000","323,392,000","287,371,000","217,354,000","145,027,000","107,769,000","197,686,000","218,069,000","141,200,000","106,000,000","81,900,000","45,400,000","16,500,000","8,400,000","16,700,000","6,700,000","19,600,000"
NetNonOperatingInterestIncomeExpense,"-167,411,000","-167,270,000","-131,189,000","-125,549,000","-127,408,000","-118,138,000","-124,314,000","-119,161,000","-104,088,000","-94,561,000","-76,212,000","-74,821,000",,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,"23,601,000","21,460,000","17,813,000","12,525,000","9,128,000","9,953,000","3,741,000","1,901,000","2,041,000","3,132,000","2,956,000","7,426,000",,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"191,012,000","188,730,000","149,002,000","138,074,000","136,536,000","128,091,000","128,055,000","121,062,000","106,129,000","97,693,000","79,168,000","82,247,000",,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,"221,020,000","168,752,000","153,997,000","135,788,000","123,765,000","131,951,000","125,374,000","113,031,000",,,"-94,932,000",,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-183,880,000","-109,296,000","-74,465,000","-190,955,000","-19,749,000","-38,693,000","-100,968,000","-121,263,000","-8,943,000","-27,558,000","-12,304,000","-1,094,826,000","-66,710,000","-88,284,000","-93,503,000",,"-7,709,000","-97,974,000","-59,719,000","-33,924,000","-5,153,000",,"-20,800,000",,,,,,,
	GainOnSaleOfSecurity,,"-29,632,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-106,132,000","-25,914,000","-36,902,000","-162,507,000","-11,369,000","-33,066,000","-93,331,000","-115,050,000","0","-27,558,000","-12,304,000","-1,094,826,000","-66,710,000","-88,284,000","-93,503,000",,"-7,709,000","-97,974,000","-59,719,000","-33,924,000","-5,153,000",,"-20,800,000",,,,,,,
		RestructuringAndMergernAcquisition,"93,927,000","25,914,000","36,902,000","160,395,000","11,369,000","33,066,000","85,369,000","89,453,000","0","628,000","8,217,000","51,894,000","54,808,000","72,396,000","81,585,000",,"1,339,000","100,574,000","59,719,000","33,924,000","5,153,000",,"20,800,000",,,,,,,
		ImpairmentOfCapitalAssets,,,,,,,,,,"0","0","1,022,821,000",,,,,,,,,,,,,,,,,,
		WriteOff,,,,,,"0","0","25,597,000",,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,"26,930,000","4,087,000","20,111,000","11,902,000","15,888,000","11,918,000",,"6,370,000","-2,600,000",,,,,,,,,,,,
		GainOnSaleOfBusiness,,"0","0","-2,112,000","0","0","-7,962,000","0","0",,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"-48,116,000","-53,750,000","-37,563,000","-28,448,000","-8,380,000","-5,627,000","-7,637,000","-6,213,000","-8,943,000",,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"316,708,000","450,704,000","373,401,000","256,233,000","387,045,000","431,646,000","72,123,000","386,064,000","508,900,000","481,187,000","247,267,000","-1,005,133,000","157,193,000","94,513,000","225,116,000","276,372,000","197,513,000","36,954,000","44,756,000","166,148,000","212,696,000","139,500,000","82,000,000","80,200,000","38,100,000","10,100,000","5,000,000","13,400,000","5,000,000","16,000,000"
TaxProvision,"180,782,000","161,230,000","285,860,000","129,066,000","132,149,000","137,461,000","73,711,000","15,973,000","112,811,000","98,229,000","76,501,000","160,898,000","25,119,000","21,401,000","60,598,000","44,525,000","30,613,000","-6,053,000","10,041,000","47,631,000","67,048,000","48,100,000","25,000,000","27,700,000","13,700,000","2,800,000","2,400,000","5,300,000","1,800,000","5,700,000"
NetIncomeCommonStockholders,"133,296,000","287,111,000","86,330,000","129,090,000","254,095,000","284,019,000","241,313,000","371,482,000","394,687,000","381,063,000","168,840,000","-1,165,212,000","133,892,000","73,236,000","164,518,000","231,847,000","166,900,000","43,007,000","34,715,000","118,517,000","145,648,000","91,500,000","56,900,000","52,500,000","24,300,000","7,300,000","2,600,000","8,100,000","3,200,000","10,300,000"
	NetIncome,"133,296,000","287,111,000","86,330,000","129,090,000","254,095,000","284,019,000","241,313,000","371,482,000","394,687,000","381,063,000","168,840,000","-1,165,212,000","133,892,000","73,236,000","164,518,000","231,847,000","166,900,000","43,007,000","34,715,000","118,517,000","145,648,000","91,500,000","56,900,000","52,500,000","24,300,000","7,300,000","2,600,000","8,100,000","3,200,000","10,300,000"
		NetIncomeIncludingNoncontrollingInterests,"135,926,000","289,474,000","87,541,000","127,167,000","254,896,000","285,612,000","242,265,000","370,091,000","396,089,000","382,958,000","170,766,000","-1,166,031,000","132,074,000","73,112,000","164,518,000","231,847,000","166,900,000","43,007,000","34,715,000","118,517,000","145,648,000","91,500,000","56,900,000","52,500,000","24,300,000","7,300,000","2,600,000","8,100,000","3,200,000","10,300,000"
			NetIncomeContinuousOperations,"135,926,000","289,474,000","87,541,000","127,167,000","254,896,000","294,185,000","-1,588,000","370,091,000","396,089,000","382,958,000","170,766,000","-1,166,031,000","133,892,000","73,236,000","164,518,000","231,847,000","166,900,000","43,007,000","34,715,000","118,517,000","145,648,000","91,500,000","56,900,000","52,500,000","24,300,000","7,300,000","2,600,000","8,100,000","3,200,000","10,300,000"
			NetIncomeDiscontinuousOperations,,,,"0","0","-8,573,000","243,853,000",,,,,,,,,,,,,,,,,,,,,,,
		MinorityInterests,"-2,630,000","-2,363,000","-1,211,000","1,923,000","-801,000","-1,593,000","-952,000","1,391,000","-1,402,000","-1,895,000","-1,926,000","819,000","1,818,000","124,000",,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"133,296,000","287,111,000","86,330,000","129,090,000","254,095,000","284,019,000","241,313,000","371,482,000","394,687,000","381,063,000","168,840,000","-1,165,212,000","133,892,000","73,236,000","164,518,000","231,847,000","166,900,000","43,007,000","34,715,000","118,517,000","145,648,000","91,500,000","56,900,000","52,500,000","24,300,000","7,300,000","2,600,000","8,100,000","3,200,000","10,300,000"
BasicEPS,,"1.85","0.5","0.71","1.33","1.47","1.19","1.83","1.91","1.78","0.79","-5.63","0.65","0.36","0.79","1.14","0.83","0.22","0.18","0.62","0.81","0.585","0.383","0.343","0.168","0.07","0.03","0.08","0.04","0.11"
DilutedEPS,,"1.81","0.49","0.69","1.32","1.45","1.19","1.79","1.87","1.73","0.78","-5.63","0.65","0.35","0.77","1.12","0.81","0.21","0.17","0.59","0.78","0.56","0.37","0.343","0.168","0.06","0.02","0.08","0.04","0.11"
BasicAverageShares,,"155,613,000","172,237,000","181,902,000","190,413,000","193,689,000","202,497,000","203,096,000","206,160,000","214,502,000","214,332,000","207,002,000","205,275,000","203,779,000","207,413,000","202,501,000","200,430,000","198,495,000","197,396,000","191,862,000","179,032,000","156,506,000","148,500,000","153,360,000","145,336,000","104,285,714","86,666,667","101,250,000","80,000,000","93,636,364"
DilutedAverageShares,,"158,647,000","175,044,000","185,838,000","192,750,000","196,005,000","202,497,000","207,815,000","211,181,000","220,719,000","217,597,000","207,002,000","206,158,000","206,972,000","212,540,000","207,526,000","205,849,000","202,103,000","200,782,000","202,223,000","187,448,000","163,656,000","154,300,000","153,360,000","145,808,000","121,666,667","130,000,000","101,250,000","80,000,000","93,636,364"
TotalOperatingIncomeAsReported,"574,072,000","701,356,000","542,153,000","410,230,000","522,833,000","555,411,000","204,074,000","511,438,000","621,931,000","578,734,000","327,566,000","-910,201,000","251,397,000","181,939,000","241,807,000","287,371,000","216,015,000","44,453,000","48,050,000","163,762,000","212,916,000","141,200,000","85,100,000","81,900,000","45,400,000","16,500,000","8,400,000","16,700,000","6,700,000","19,600,000"
TotalExpenses,"25,671,837,000","24,555,050,000","21,516,361,000","18,490,384,000","17,818,884,000","17,310,719,000","15,464,741,000","17,710,406,000","16,530,010,000","15,915,521,000","13,073,628,000","11,520,024,000","12,473,498,000","12,036,257,000","9,942,055,000","7,237,015,000","6,035,543,000","4,584,455,000","3,437,697,000","4,132,969,000","3,340,252,000","1,859,100,000","1,171,400,000","896,200,000","817,900,000","543,000,000","367,400,000","318,000,000","166,400,000","213,000,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"133,296,000","287,111,000","86,330,000","129,090,000","254,095,000","284,019,000","241,313,000","371,482,000","394,687,000","381,063,000","168,840,000","-1,165,212,000","133,892,000","73,236,000","164,518,000","231,847,000","166,900,000","43,007,000","34,715,000","118,517,000","145,648,000","91,500,000","56,900,000","52,500,000","24,300,000","7,300,000","2,600,000","8,100,000","3,200,000","10,300,000"
NormalizedIncome,"196,975,200","322,771,532","113,268,460","226,594,200","261,587,171","315,143,012","58,125,150","481,814,950","394,687,000","402,995,339.328","177,337,312.072","-453,575,100","189,941,929.323","141,529,460.244","232,851,332.833","231,847,000","173,414,164.131","101,791,400","81,036,053.825","142,715,730.698","149,176,623.688","91,500,000","71,358,536.585","52,500,000","24,300,000","7,300,000","2,600,000","8,100,000","3,200,000","10,300,000"
InterestIncome,"23,601,000","21,460,000","17,813,000","12,525,000","9,128,000","9,953,000","3,741,000","1,901,000","2,041,000","3,132,000","2,956,000","7,426,000",,,,,,,,,,,,,,,,,,
InterestExpense,"191,012,000","188,730,000","149,002,000","138,074,000","136,536,000","128,091,000","128,055,000","121,062,000","106,129,000","97,693,000","79,168,000","82,247,000",,,,,,,,,,,,,,,,,,
NetInterestIncome,"-167,411,000","-167,270,000","-131,189,000","-125,549,000","-127,408,000","-118,138,000","-124,314,000","-119,161,000","-104,088,000","-94,561,000","-76,212,000","-74,821,000",,,,,,,,,,,,,,,,,,
EBIT,"507,720,000","639,434,000","522,403,000","394,307,000","523,581,000","559,737,000","200,178,000","507,126,000","615,029,000","578,880,000","326,435,000","-922,886,000","306,205,000","254,335,000","323,392,000","287,371,000","217,354,000","145,027,000","107,769,000","197,686,000","218,069,000","141,200,000","106,000,000","81,900,000","45,400,000","16,500,000","8,400,000","16,700,000","6,700,000","19,600,000"
EBITDA,"1,300,390,000"
ReconciledCostOfRevenue,"23,670,542,000","22,629,009,000","19,653,410,000","16,792,597,000","16,165,751,000","15,891,251,000","14,273,122,000","16,575,069,000","15,506,229,000","14,967,129,000","12,147,917,000","10,704,765,000","11,672,879,000","11,268,207,000","9,327,596,000","6,716,521,000","5,536,558,000","4,106,447,000","3,037,680,000","3,787,021,000","3,103,359,000","1,717,900,000","1,115,600,000","857,200,000","790,300,000","511,300,000","342,100,000","297,700,000","151,600,000","199,600,000"
ReconciledDepreciation,"792,670,000","771,833,000","773,704,000","760,405,000","696,752,000","529,176,000","487,278,000","418,117,000","353,492,000","319,179,000","283,284,000","291,997,000","276,311,000","239,702,000","197,274,000","219,121,000","221,668,000","224,439,000","188,308,000","155,388,000","99,337,000","56,000,000","35,700,000","24,900,000","18,200,000","12,000,000","9,500,000","6,800,000","4,700,000","4,200,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"133,296,000","287,111,000","86,330,000","129,090,000","254,095,000","292,592,000","-2,540,000","371,482,000","394,687,000","381,063,000","168,840,000","-1,165,212,000","133,892,000","73,236,000","164,518,000","231,847,000","166,900,000","43,007,000","34,715,000","118,517,000","145,648,000","91,500,000","56,900,000","52,500,000","24,300,000","7,300,000","2,600,000","8,100,000","3,200,000","10,300,000"
TotalUnusualItemsExcludingGoodwill,"-106,132,000","-55,546,000","-36,902,000","-162,507,000","-11,369,000","-33,066,000","-93,331,000","-115,050,000","0","-27,558,000","-12,304,000","-1,094,826,000","-66,710,000","-88,284,000","-93,503,000",,"-7,709,000","-97,974,000","-59,719,000","-33,924,000","-5,153,000",,"-20,800,000",,,,,,,
TotalUnusualItems,"-106,132,000","-55,546,000","-36,902,000","-162,507,000","-11,369,000","-33,066,000","-93,331,000","-115,050,000","0","-27,558,000","-12,304,000","-1,094,826,000","-66,710,000","-88,284,000","-93,503,000",,"-7,709,000","-97,974,000","-59,719,000","-33,924,000","-5,153,000",,"-20,800,000",,,,,,,
NormalizedEBITDA,"1,406,522,000","1,466,813,000","1,333,009,000","1,317,219,000","1,231,702,000","1,121,979,000","780,787,000","1,040,293,000","968,521,000","925,617,000","622,023,000","463,937,000","649,226,000","582,321,000","614,169,000","506,492,000","446,731,000","467,440,000","355,796,000","386,998,000","322,559,000","197,200,000","162,500,000","106,800,000","63,600,000","28,500,000","17,900,000","23,500,000","11,400,000","23,800,000"
TaxRateForCalcs,"0.4","0.358","0.27","0.4","0.341","0.318","0.35","0.041","0.222","0.204","0.309","0.35","0.16","0.226","0.269","0.161","0.155","0.4","0.224","0.287","0.315","0.345","0.305","0.345","0.36","0.277","0.4","0.396","0.36","0.356"
TaxEffectOfUnusualItems,"-42,452,800","-19,885,468","-9,963,540","-65,002,800","-3,876,829","-10,514,988","-32,665,850","-4,717,050","0","-5,625,660.672","-3,806,687.928","-383,189,100","-10,660,070.677","-19,990,539.756","-25,169,667.167","0","-1,194,835.869","-39,189,600","-13,397,946.175","-9,725,269.302","-1,624,376.312","0","-6,341,463.415","0","0","0","0","0","0","0"
