name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995
TotalAssets,"37,885,361,000","32,218,329,000","32,051,658,000","29,372,109,000","23,177,270,000","22,009,543,000","19,566,094,000","17,816,762,000","17,141,769,000","15,770,792,000","15,375,790,000","14,616,545,000","15,624,267,000","14,312,467,000","11,488,436,000","8,218,754,000","5,585,321,000","2,991,328,000","1,313,701,000","298,926,000","864,359,000","757,830,000","581,247,000","432,486,000","351,000,000"
	TotalInvestments,"24,013,870,000","21,471,151,000","21,363,397,000","18,957,086,000","15,453,605,000","15,377,374,000","13,616,006,000","12,755,993,000","12,001,049,000","11,617,905,000","11,087,575,000","9,840,970,000","9,340,757,000","8,725,622,000","6,856,253,000","5,680,274,000","3,627,772,000","1,862,645,000","945,324,000","187,184,000","492,483,000","438,027,000","401,378,000","362,627,000",
		EquityInvestments,"21,396,928,000","19,021,480,000","18,853,033,000","17,533,808,000","14,272,728,000","14,140,708,000","11,788,444,000","11,619,483,000","9,913,299,000","9,446,083,000","9,391,926,000","8,122,221,000","5,674,953,000","6,015,745,000","5,280,987,000","5,545,121,000","3,398,424,000","1,382,104,000","468,504,000","89,797,000","419,698,000","329,218,000","312,211,000","257,741,000",
		SecurityAgreeToBeResell,,,,,,,,,"0",,"206,999,000",,"1,463,045,000","860,803,000",,,,,,,,,,,
		LongTermEquityInvestment,"1,660,396,000","1,493,791,000","1,041,322,000","811,273,000","592,973,000","439,440,000","349,195,000","414,389,000","380,507,000",,"494,724,000","399,368,000",,,,,,,,,,,,,
			InvestmentsInOtherVenturesUnderEquityMethod,"1,660,396,000","1,493,791,000","1,041,322,000","811,273,000","592,973,000","439,440,000","349,195,000","414,389,000","380,507,000",,"494,724,000","399,368,000",,,,,,,,,,,,,
		OtherShortTermInvestments,"956,546,000","955,880,000","1,469,042,000","612,005,000","587,904,000","797,226,000","1,478,367,000","722,121,000","904,219,000","985,501,000","571,489,000","1,209,780,000","2,202,759,000","1,849,074,000","1,575,266,000","135,153,000","229,348,000","480,541,000","476,820,000","97,387,000","72,785,000","108,809,000","89,167,000","104,886,000",
			ShortTermInvestmentsAvailableForSale,"956,546,000","955,880,000","1,469,042,000","612,005,000","587,904,000","797,226,000","1,478,367,000","722,121,000","904,219,000","985,501,000","571,489,000","1,209,780,000",,,,,,,,,,,,,
		OtherInvestedAssets,,,,,,,,,"1,183,531,000","1,186,321,000","422,437,000","109,601,000",,,,,,,,,,,,,
	CashAndCashEquivalents,"726,230,000","646,556,000","606,199,000","842,942,000","553,326,000","485,702,000","434,057,000","371,041,000","351,699,000","362,740,000","334,571,000","251,739,000","239,915,000","317,017,000","222,477,000","113,052,000","56,899,000","91,717,000","9,970,000","11,481,000","9,457,000","12,037,000","9,014,000","1,466,000",
	ReinsuranceRecoverable,,,,,,,,,"1,851,584,000","1,763,985,000","1,720,270,000","1,792,429,000",,,,,,,,,,,,,
	Receivables,"8,269,126,000","6,333,879,000","5,859,342,000","4,962,293,000","4,382,617,000","4,148,902,000","3,673,055,000","3,443,886,000","1,712,685,000","559,579,000","782,201,000","734,024,000","2,488,895,000","2,614,435,000","2,143,618,000","1,243,237,000","905,032,000","569,278,000","164,323,000","993,000","201,200,000","119,697,000","47,507,000","24,767,000",
		AccountsReceivable,"8,244,993,000","6,297,633,000","5,653,806,000","4,904,009,000","4,337,112,000","4,070,732,000","3,622,500,000","3,424,638,000","501,563,000","503,434,000","595,030,000","628,951,000","729,628,000","749,961,000","672,902,000","520,781,000","477,032,000","343,716,000","164,323,000","993,000","119,300,000","88,600,000","47,500,000","23,700,000",
