name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011
TotalRevenue,"2,123,343,000","2,045,456,000","1,709,848,000","1,384,767,000","1,050,759,000","784,012,000","584,588,000","441,394,000","335,088,000","276,358,000"
	OperatingRevenue,"2,123,343,000","2,045,456,000","1,709,848,000","1,384,767,000","1,050,759,000","784,012,000","584,588,000","441,394,000","335,088,000","276,358,000"
CostOfRevenue,"1,225,671,000","1,182,442,000","1,007,580,000","812,203,000","621,497,000","471,390,000","355,051,000","270,103,000","199,900,000","163,395,000"
GrossProfit,"897,672,000","863,014,000","702,268,000","572,564,000","429,262,000","312,622,000","229,537,000","171,291,000","135,188,000","112,963,000"
OperatingExpense,"731,579,000","703,833,000","570,967,000","454,793,000","349,633,000","259,934,000","192,881,000","144,029,000","109,141,000","91,942,000"
	SellingGeneralAndAdministration,"705,578,000","679,239,000","544,822,000","438,308,000","335,901,000","252,554,000","185,469,000","138,833,000","107,597,000","89,692,000"
		GeneralAndAdministrativeExpense,"133,042,000","132,386,000","105,327,000","84,661,000","64,025,000","49,917,000","38,984,000","31,736,000","21,572,000","16,352,000"
			OtherGandA,"133,042,000","132,386,000","105,327,000","84,661,000","64,025,000","49,917,000","38,984,000","31,736,000","21,572,000","16,352,000"
		SellingAndMarketingExpense,"572,536,000","546,853,000","439,495,000","353,647,000","271,876,000","202,637,000","146,485,000","107,097,000","86,025,000","73,340,000"
	OtherOperatingExpenses,"26,001,000","24,594,000","26,145,000","16,485,000","13,732,000","7,380,000","7,412,000","5,196,000","1,544,000","2,250,000"
OperatingIncome,"166,093,000","159,181,000","131,301,000","117,771,000","79,629,000","52,688,000","36,656,000","27,262,000","26,047,000","21,021,000"
NetNonOperatingInterestIncomeExpense,"-7,687,000","-8,801,000","-8,917,000","-13,777,000","-12,803,000","-9,386,000","-8,949,000","-7,684,000","-6,528,000","-7,031,000"
	InterestExpenseNonOperating,"7,687,000","8,801,000","8,917,000","13,777,000","12,803,000","9,386,000","8,949,000","7,684,000","6,528,000","7,031,000"
	TotalOtherFinanceCost,,"8,801,000",,,,,,,,
OtherIncomeExpense,,,,"-5,442,000","-12,313,000","-296,000","-2,975,000","-1,638,000","1,421,000","-1,801,000"
	SpecialIncomeCharges,,"0","0","-5,442,000","-12,313,000","-296,000","-2,975,000","-1,638,000","1,421,000","-1,801,000"
		RestructuringAndMergernAcquisition,,,,"0","0","296,000","2,975,000",,,
		OtherSpecialCharges,,,,"5,442,000","12,313,000",,,"1,638,000","-1,421,000","1,801,000"
PretaxIncome,"158,406,000","150,380,000","122,384,000","98,552,000","54,513,000","43,006,000","24,732,000","17,940,000","20,940,000","12,189,000"
TaxProvision,"1,432,000","-251,000","6,197,000","-4,236,000","11,474,000","16,199,000","9,634,000","6,857,000","8,102,000","4,702,000"
NetIncomeCommonStockholders,"156,974,000","150,631,000","116,187,000","102,788,000","43,883,000","26,807,000","15,098,000","11,083,000","12,838,000","7,487,000"
	NetIncome,"156,974,000","150,631,000","116,187,000","102,788,000","43,039,000","26,807,000","15,098,000","11,083,000","12,838,000","7,487,000"
		NetIncomeIncludingNoncontrollingInterests,"156,974,000","150,631,000","116,187,000","102,788,000","43,039,000","26,807,000","15,098,000","11,083,000","12,838,000","7,487,000"
			NetIncomeContinuousOperations,"156,974,000","150,631,000","116,187,000","102,788,000","43,039,000","26,807,000","15,098,000","11,083,000","12,838,000","7,487,000"
	OtherunderPreferredStockDividend,,,,,"-844,000",,,,,
DilutedNIAvailtoComStockholders,"156,974,000","150,631,000","116,187,000","102,788,000","43,883,000","26,807,000","15,098,000","11,083,000","12,838,000","7,487,000"
BasicEPS,,,"1.2","1.13","0.48","0.291","0.164","0.12","0.139","0.081"
DilutedEPS,,,"1.11","1.03","0.45","0.276","0.155","0.114","0.132","0.077"
BasicAverageShares,,,"96,770,000","90,951,000","92,255,657","92,255,657","92,255,657","92,255,657","92,255,657","92,255,657"
DilutedAverageShares,,,"104,561,000","99,660,000","97,254,487","97,254,487","97,254,487","97,254,487","97,254,487","97,254,487"
TotalOperatingIncomeAsReported,"166,093,000","159,181,000","131,301,000","117,771,000","69,129,000","52,392,000","33,681,000","27,262,000","27,468,000","21,021,000"
TotalExpenses,"1,957,250,000","1,886,275,000","1,578,547,000","1,266,996,000","971,130,000","731,324,000","547,932,000","414,132,000","309,041,000","255,337,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"156,974,000","150,631,000","116,187,000","102,788,000","43,039,000","26,807,000","15,098,000","11,083,000","12,838,000","7,487,000"
NormalizedIncome,"156,974,000","150,631,000","116,187,000","106,053,200","52,766,270","26,991,408","16,912,750","12,095,284","11,966,927","8,592,814"
InterestExpense,"7,687,000","8,801,000","8,917,000","13,777,000","12,803,000","9,386,000","8,949,000","7,684,000","6,528,000","7,031,000"
NetInterestIncome,"-7,687,000","-8,801,000","-8,917,000","-13,777,000","-12,803,000","-9,386,000","-8,949,000","-7,684,000","-6,528,000","-7,031,000"
EBIT,"166,093,000","159,181,000","131,301,000","112,329,000","67,316,000","52,392,000","33,681,000","25,624,000","27,468,000","19,220,000"
EBITDA,"244,998,000"
ReconciledCostOfRevenue,"1,225,671,000","1,182,442,000","1,007,580,000","812,203,000","621,497,000","471,390,000","355,051,000","270,103,000","199,900,000","163,395,000"
ReconciledDepreciation,"78,905,000","74,001,000","51,992,000","38,062,000","28,604,000","19,684,000","13,704,000","8,007,000","5,705,000","4,817,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"156,974,000","150,631,000","116,187,000","102,788,000","43,039,000","26,807,000","15,098,000","11,083,000","12,838,000","7,487,000"
TotalUnusualItemsExcludingGoodwill,,"0","0","-5,442,000","-12,313,000","-296,000","-2,975,000","-1,638,000","1,421,000","-1,801,000"
TotalUnusualItems,,"0","0","-5,442,000","-12,313,000","-296,000","-2,975,000","-1,638,000","1,421,000","-1,801,000"
NormalizedEBITDA,"244,998,000","233,182,000","183,293,000","155,833,000","108,233,000","72,372,000","50,360,000","35,269,000","31,752,000","25,838,000"
TaxRateForCalcs,"0.009","0.27","0.051","0.4","0.21","0.377","0.39","0.382","0.387","0.386"
TaxEffectOfUnusualItems,"0","0","0","-2,176,800","-2,585,730","-111,592","-1,160,250","-625,716","549,927","-695,186"
