name,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,04/30/1994,01/31/1994,10/31/1993,07/31/1993,04/30/1993,01/31/1993,10/31/1992,07/31/1992,04/30/1992,01/31/1992,10/31/1991,07/31/1991,04/30/1991,01/31/1991,10/31/1990,07/31/1990,04/30/1990,01/31/1990,10/31/1989,07/31/1989,04/30/1989,01/31/1989,01/31/1988,01/31/1987,01/31/1986
		PrepaidAssets,"362,182,000","341,075,000","360,027,000","367,858,000","354,601,000","342,328,000","383,191,000","418,179,000","288,178,000","237,873,000","247,504,000","253,453,000","119,906,000","129,227,000","116,454,000","135,917,000","178,394,000","178,271,000","194,549,000","191,992,000","161,832,000","190,704,000","185,524,000","242,764,000","232,423,000","212,189,000","180,866,000","187,594,000","334,431,000","206,095,000","199,185,000","184,928,000","202,505,000","213,952,000","198,006,000","210,514,000","181,147,000","191,249,000","155,714,000","169,116,000","173,875,000","176,928,000","172,644,000","178,093,000","168,673,000","177,452,000","186,383,000","174,196,000","173,879,000","177,041,000","158,301,000","173,796,000","122,103,000","136,821,000","173,355,000","184,018,000","138,927,000","153,581,000","168,455,000","147,297,000","151,480,000","132,861,000","128,104,000","128,225,000","130,038,000","109,095,000","146,728,000","132,261,000","108,150,000","147,922,000",,"133,490,000","99,823,000","146,547,000",,"107,360,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetsHeldForSaleCurrent,,,,,,,,,,,,,,,,,,"0","0","0","101,706,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"124,709,000",,,,"133,457,000",,"114,977,000","105,613,000","93,640,000","92,954,000","109,674,000","163,700,000","125,000,000","104,700,000","114,000,000","84,400,000","60,900,000","57,500,000","65,900,000","68,100,000","43,900,000","45,000,000","55,700,000","56,100,000","36,400,000","34,400,000","39,000,000","26,000,000","17,900,000","37,000,000","21,900,000","21,000,000","25,700,000","30,500,000","18,000,000","18,300,000","17,900,000","16,300,000","11,200,000","2,600,000","3,500,000","3,700,000","4,400,000","5,100,000","5,700,000","6,200,000","5,500,000","5,800,000","5,600,000","5,400,000","5,700,000","2,800,000","2,200,000","5,300,000","1,900,000","2,900,000","1,000,000","500,000"
	TotalNonCurrentAssets,"2,830,317,000","2,475,194,000","2,450,762,000","2,462,181,000","2,293,703,000","2,374,336,000","2,434,554,000","2,488,401,000","2,559,946,000","2,480,173,000","2,407,525,000","2,301,060,000","519,540,000","521,882,000","538,808,000","555,704,000","536,227,000","562,633,000","571,360,000","552,064,000","560,123,000","623,158,000","672,115,000","702,102,000","700,631,000","654,611,000","649,922,000","661,090,000","685,535,000","393,520,000","382,201,000","406,908,000","403,516,000","407,675,000","381,287,000","391,333,000","365,146,000","374,377,000","260,720,000","262,625,000","258,515,000","266,131,000","263,746,000","252,019,000","251,957,000","262,984,000","317,579,000","297,560,000","297,953,000","301,418,000","289,223,000","301,433,000","296,012,000","276,972,000","286,079,000","420,780,000","421,175,000","407,951,000","423,308,000","506,320,000","501,247,000","475,203,000","456,649,000","470,908,000","487,582,000","432,487,000","417,557,000","417,096,000","269,900,000","553,106,000","537,702,000","505,756,000","486,800,000","500,355,000","493,299,000","526,742,000","549,277,000","522,992,000","556,155,000","543,780,000","536,013,000","557,200,000","534,400,000","510,400,000","557,000,000","535,900,000","599,400,000","190,900,000","179,000,000","153,700,000","202,800,000","95,200,000","95,300,000","93,100,000","91,400,000","91,000,000","93,100,000","95,900,000","91,200,000","89,800,000","87,700,000","83,200,000","75,000,000","64,700,000","57,500,000","44,500,000","41,100,000","39,500,000","35,400,000","31,700,000","30,200,000","28,200,000","26,000,000","25,800,000","25,500,000","25,300,000","25,200,000","24,100,000","24,700,000","24,800,000","24,800,000","21,800,000","21,300,000","19,200,000","17,500,000","6,700,000","2,600,000","1,800,000"
		NetPPE,"287,150,000","275,013,000","273,128,000","271,906,000","274,917,000","268,304,000","268,137,000","270,738,000","279,091,000","273,568,000","136,577,000","133,761,000","74,239,000","72,700,000","72,138,000","71,179,000","66,028,000","63,964,000","63,070,000","63,099,000","63,104,000","66,103,000","69,582,000","75,856,000","77,631,000","78,358,000","79,295,000","81,081,000","84,395,000","83,049,000","81,953,000","88,246,000","88,595,000","88,092,000","91,242,000","95,955,000","94,315,000","92,060,000","83,535,000","85,449,000","90,634,000","93,203,000","93,488,000","98,939,000","102,937,000","107,980,000","127,527,000","129,467,000","129,139,000","130,221,000","133,819,000","141,411,000","140,762,000","139,931,000","139,707,000","137,160,000","141,275,000","133,630,000","144,134,000","148,358,000","146,144,000","142,122,000","139,418,000","146,779,000","157,054,000","154,499,000","154,378,000","155,816,000","136,689,000","136,962,000","137,662,000","133,820,000","136,044,000","140,664,000","137,101,000","146,024,000","153,196,000","148,655,000","151,766,000","155,287,000","154,008,000","146,100,000","136,700,000","131,900,000","126,500,000","130,800,000","117,600,000","110,800,000","100,600,000","82,900,000","70,000,000","66,300,000","65,600,000","63,000,000","60,300,000","60,400,000","61,600,000","63,100,000","57,100,000","53,000,000","51,000,000","70,600,000","62,000,000","52,000,000","45,900,000","42,100,000","38,700,000","37,000,000","32,800,000","29,000,000","27,400,000","25,500,000","23,100,000","24,500,000","24,200,000","23,900,000","23,900,000","22,800,000","23,300,000","23,500,000","23,400,000","20,500,000","20,100,000","19,000,000","16,900,000","6,600,000","2,600,000","1,800,000"
			GrossPPE,"619,376,000",,,,"592,237,000",,,,"580,387,000",,,,"342,054,000",,,,"356,196,000",,,,"371,181,000",,,,"413,406,000",,,,"437,105,000",,,,"425,334,000",,,,"422,841,000",,,,"395,209,000",,,,"376,413,000","420,796,000","440,343,000","442,283,000","441,955,000","427,811,000","431,409,000","439,001,000","438,352,000","416,272,000","416,048,000","413,501,000","417,616,000","417,900,000","428,404,000","432,628,000","430,414,000","411,068,000","408,364,000","415,725,000","426,000,000","388,749,000","388,628,000","390,066,000","370,939,000","328,216,000","328,916,000","325,074,000","327,298,000","307,322,000","303,759,000","146,024,000","319,854,000","290,893,000","294,004,000","297,525,000","296,246,000","222,200,000","212,800,000","208,000,000","202,600,000","199,800,000","186,600,000","179,800,000","169,600,000","127,000,000","114,100,000","110,400,000","109,700,000","93,600,000","90,900,000","91,000,000","92,200,000","83,400,000","77,400,000","73,300,000","71,300,000","519,900,000","511,300,000","501,300,000","61,200,000","52,500,000","49,100,000","47,400,000","43,200,000","36,700,000","35,100,000","33,200,000","30,800,000","31,100,000","30,800,000","30,500,000","30,500,000","26,500,000","27,000,000","27,200,000","27,100,000","21,900,000","21,500,000","20,400,000","18,300,000","7,500,000","3,000,000","2,000,000"
				Properties,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				LandAndImprovements,"43,627,000",,,,"43,775,000",,,,"44,515,000",,,,"3,957,000",,,,"3,977,000",,,,"4,126,000",,,,"5,778,000",,,,"5,804,000",,,,"4,727,000",,,,"4,938,000",,,,"5,002,000",,,,"6,594,000",,,,"7,352,000",,,,"6,584,000",,,,"6,276,000",,,,"8,075,000",,,,"8,512,000",,,,"8,875,000",,,,"8,134,000",,,"146,024,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				BuildingsAndImprovements,"236,258,000",,,,"220,253,000",,,,"216,344,000",,,,"69,065,000",,,,"68,377,000",,,,"71,808,000",,,,"84,362,000",,,,"82,607,000",,,,"81,818,000",,,,"77,794,000",,,,"73,562,000",,,,"76,607,000",,,,"85,875,000",,,,"91,370,000",,,,"88,996,000",,,,"100,669,000",,,,"97,045,000",,,,"83,128,000",,,,"71,378,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,"339,491,000",,,,"328,209,000",,,,"319,528,000",,,,"269,032,000",,,,"283,842,000",,,,"295,247,000",,,,"323,266,000",,,,"348,694,000",,,,"338,789,000",,,,"340,109,000",,,,"316,645,000",,,,"293,212,000",,,,"348,728,000",,,,"340,398,000",,,,"322,344,000",,,,"321,670,000",,,,"320,443,000",,,,"278,936,000",,,,"246,484,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ConstructionInProgress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,302,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-332,226,000",,,,"-317,320,000",,,,"-301,296,000",,,,"-267,815,000",,,,"-290,168,000",,,,"-308,077,000",,,,"-335,775,000",,,,"-352,710,000",,,,"-336,739,000",,,,"-328,526,000",,,,"-304,575,000",,,,"-273,476,000","-312,816,000","-312,816,000","-312,816,000","-312,816,000","-297,590,000","-297,590,000","-297,590,000","-297,590,000","-276,341,000","-276,341,000","-276,341,000","-276,341,000","-284,270,000","-284,270,000","-284,270,000","-284,270,000","-268,946,000","-268,946,000","-268,946,000","-268,946,000","-234,250,000","-234,250,000","-234,250,000","-234,250,000","-191,254,000","-191,254,000","-191,254,000","-191,254,000","-166,658,000","-166,658,000",,"-166,658,000","-142,238,000","-142,238,000","-142,238,000","-142,238,000","-76,100,000","-76,100,000","-76,100,000","-76,100,000","-69,000,000","-69,000,000","-69,000,000","-69,000,000","-44,100,000","-44,100,000","-44,100,000","-44,100,000","-30,600,000","-30,600,000","-30,600,000","-30,600,000","-20,300,000","-20,300,000","-20,300,000","-20,300,000","-449,300,000","-449,300,000","-449,300,000","-15,300,000","-10,400,000","-10,400,000","-10,400,000","-10,400,000","-7,700,000","-7,700,000","-7,700,000","-7,700,000","-6,600,000","-6,600,000","-6,600,000","-6,600,000","-3,700,000","-3,700,000","-3,700,000","-3,700,000","-1,400,000","-1,400,000","-1,400,000","-1,400,000","-900,000","-400,000","-200,000"
