name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998
	DepreciationAmortizationDepletionIncomeStatement,"1,413,000,000","402,000,000","347,000,000","336,000,000","329,000,000","215,000,000","206,000,000","209,000,000","210,000,000",,"194,000,000","190,000,000","190,000,000","24,000,000","182,000,000","251,000,000","250,000,000","245,000,000","245,000,000","240,000,000","231,000,000","231,612,000","206,807,000","191,295,000","191,000,000","196,402,000","200,968,000","195,124,000","196,988,000","207,354,000","216,000,000","206,274,000","186,445,000","214,347,000","158,100,000","149,997,000","158,151,000","59,064,000","128,439,000","127,493,000","125,144,000","125,165,000","122,931,000","104,205,000","109,310,000","153,378,372","152,929,140","148,462,847.54","112,975,000","148,790,253.1","144,762,978.5","102,524,000","98,719,000","262,342,000","99,621,000","97,534,000","88,446,000","336,857,000","100,905,000","95,843,000","91,676,000","205,776,000","107,205,000","90,616,000","103,515,000","15,444,582.74","115,027,420.2","103,126,616.16","99,612,000","113,002,380.68","95,967,955.94","91,938,610.8","83,658,844","110,259,568.4","85,291,075","74,896,307.1","70,435,133.98","115,029,809.36","56,152,705.4","48,276,079.16","44,601,309.6","44,867,818.6","40,609,845","37,219,936","35,258,377.11","31,278,464.6","30,323,342","23,314,742.8","18,683,184"
		DepreciationAndAmortizationInIncomeStatement,"1,413,000,000","402,000,000","347,000,000","336,000,000","329,000,000","215,000,000","206,000,000","209,000,000","210,000,000",,"194,000,000","190,000,000","190,000,000","24,000,000","182,000,000","251,000,000","250,000,000","245,000,000","245,000,000","240,000,000","231,000,000","231,612,000","206,807,000","191,295,000","191,000,000","196,402,000","200,968,000","195,124,000","196,988,000","207,354,000","216,000,000","206,274,000","186,445,000","214,347,000","158,100,000","149,997,000","158,151,000","59,064,000","128,439,000","127,493,000","125,144,000","125,165,000","122,931,000","104,205,000","109,310,000","153,378,372","152,929,140","148,462,847.54","112,975,000","148,790,253.1","144,762,978.5","102,524,000","98,719,000","262,342,000","99,621,000","97,534,000","88,446,000","336,857,000","100,905,000","95,843,000","91,676,000","205,776,000","107,205,000","90,616,000","103,515,000","15,444,582.74","115,027,420.2","103,126,616.16","99,612,000","113,002,380.68","95,967,955.94","91,938,610.8","83,658,844","110,259,568.4","85,291,075","74,896,307.1","70,435,133.98","115,029,809.36","56,152,705.4","48,276,079.16","44,601,309.6","44,867,818.6","40,609,845","37,219,936","35,258,377.11","31,278,464.6","30,323,342","23,314,742.8","18,683,184"
			DepreciationIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"127,493,000","125,144,000",,,,,,,,,,,,,,,,,,,,,,,,,,"83,106,696.4","79,531,795.68","78,768,676.38",,"59,828,017.9","63,573,169.8","57,477,943.2",,,,,,,,,,,,,,,,
			Amortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31,920,723.8","23,594,820.48","21,530,688",,"36,139,938.04","28,365,441","26,180,900.8",,,,,,,,,,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31,920,723.8","23,594,820.48","21,530,688",,"36,139,938.04","28,365,441","26,180,900.8",,,,,,,,,,,,,,,,
	ProvisionForDoubtfulAccounts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"79,995,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherTaxes,"211,000,000",,,,"20,000,000","143,000,000",,,"21,000,000",,,,"-38,000,000",,,,,"16,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,980,000",,,"16,484,000","14,603,000","46,138,000","17,069,000","11,496,000","10,220,000","36,570,000","8,797,000","9,296,000","8,487,000",,"9,174,000","8,087,000","14,011,000",,,,"10,552,000",,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,,,"121,000,000","70,000,000",,"23,000,000","59,000,000","90,000,000","43,000,000",,"130,000,000","307,000,000","1,000,000","-551,000,000","863,000,000","7,000,000","10,000,000","-280,000,000","232,000,000","85,000,000","7,000,000","41,629,000","17,873,000","64,914,000","28,000,000","57,592,000","16,065,000","349,671,000","-11,088,000","32,014,000",,"-4,097,000","-9,802,000",,,"60,488,000","1,484,000",,"3,383,000","-1,000",,,,"-2,962,000","-3,547,000","624,534,192","111,136,012","98,476,753.94","90,725,204",,"86,048,116","84,463,037","86,342,658.3",,"120,247,330","89,714,765.49","98,174,276.07",,"85,458,037.5","86,419,494","85,812,291.67",,"80,912,099.05","82,693,156.95","98,418,888.29",,"-2,892.68","2,837.28",,,"-3,740.42","2,744.6",,,"-2,588.5",,"-2,164.97",,"9,053,379.39","11,418,496.19","12,326,091.2",,"6,716,385","7,056,088","6,153,977.07","6,276,141.4","6,294,597.2","4,609,051","4,439,985"
OperatingIncome,"2,206,000,000","884,000,000","438,000,000","423,000,000","506,000,000","549,000,000","401,000,000","762,000,000","336,000,000",,"214,000,000","471,000,000","324,000,000","823,000,000","-291,000,000","301,000,000","161,000,000","1,018,000,000","144,000,000","354,000,000","719,000,000","1,642,980,000","907,606,000","846,590,000","810,000,000","1,311,436,000","799,201,000","391,454,000","659,701,000","1,103,388,000","585,000,000","602,726,000","581,603,000","853,480,000","563,900,000","430,729,000","423,181,000","691,670,000","361,640,000","267,420,000","285,235,000","78,847,000","227,066,000","243,877,000","206,545,000","-487,460,620","126,114,352","75,510,601.74","77,889,000","372,084,848.6","29,407,693","84,921,000","99,062,000","104,670,000","15,797,000","102,192,000","115,839,000","135,655,000","116,487,000","121,035,000","107,984,000","201,130,000","96,763,000","110,396,000","98,971,000","-1,044,838,838.38","89,357,777.88","114,870,118.08","99,418,000","266,531,014.9","85,419,971.54","74,307,300.4","86,412,144.8","61,626,529.9","59,336,185.5","72,041,589.9","84,202,178.21","60,777,137.42","92,760,729.82","70,514,951.23","61,555,360.8","125,082,345.1","65,074,050","41,443,688","44,587,572.72","30,948,273.2","46,679,102","43,409,511.2","24,461,418"
NetNonOperatingInterestIncomeExpense,"-1,206,000,000","-497,000,000","-147,000,000","-280,000,000","-289,000,000","-60,000,000","-135,000,000","-146,000,000","-132,000,000",,"-154,000,000","-188,000,000","-182,000,000","428,000,000","-424,000,000","-590,000,000","-317,000,000","-614,000,000","-345,000,000","-413,000,000","-281,000,000","-430,337,000","-377,504,000","-361,139,000","-339,000,000","-327,873,000","-311,563,000","-299,658,000","-254,355,000","-299,936,000","-272,000,000","-284,728,000","-335,750,000","-343,008,000","-328,000,000","-336,012,000","-325,725,000","-357,816,000","-191,725,000","-168,989,000","-104,471,000","-102,768,000","-64,711,000","-61,084,000","-71,190,000",,,,"-49,452,000",,,"-36,898,000","-46,574,000","-66,336,000","-66,975,000","-39,571,000","-47,745,000","-116,262,000","-44,591,000","-36,184,000","-39,812,000","-150,391,000","-42,188,000","-31,116,000","-83,940,000",,,,"-65,325,000",,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,,,"241,000,000","68,000,000",,"104,000,000","-15,000,000","39,000,000","40,000,000",,"37,000,000",,,"63,000,000",,,,"141,000,000","185,000,000","236,000,000",,"132,254,000","158,515,000",,"179,000,000",,,,"86,998,000","-101,073,000","163,000,000","151,013,000","145,624,000","-93,182,000","171,400,000","138,801,000","133,372,000","-69,585,000","77,434,000","69,970,000","74,370,000","-45,666,000","72,442,000","54,984,000","66,012,000",,,,"54,019,000",,,"37,443,000","42,288,000","96,130,000","49,346,000","62,170,000","65,868,000","118,729,000","87,861,000","95,440,000","81,031,000","68,805,000","61,013,000","81,413,000","74,914,000",,,,"149,744,000",,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"1,250,000,000","196,000,000","388,000,000","281,000,000","243,000,000","102,000,000","104,000,000","86,000,000","98,000,000",,"191,000,000",,"174,000,000","-169,000,000","266,000,000","328,000,000","280,000,000","257,000,000","530,000,000","649,000,000","287,000,000","210,280,000","536,019,000",,"518,000,000",,,,"199,902,000","-427,502,000","435,000,000","435,741,000","481,374,000","-1,022,052,000","499,400,000","474,813,000","459,097,000","-575,606,000","269,159,000","238,959,000","178,841,000","-269,752,000","137,153,000","116,068,000","137,202,000",,,,"103,471,000",,,"74,341,000","88,862,000",,"116,321,000","101,741,000","113,613,000","237,680,000","132,452,000","131,624,000","120,843,000","236,175,000","103,201,000","112,529,000","158,854,000",,,,"215,069,000",,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,"-44,000,000",,,"67,000,000","46,000,000","-42,000,000","16,000,000","99,000,000","34,000,000",,,"188,000,000","8,000,000","-175,000,000","158,000,000","262,000,000","37,000,000","357,000,000",,,"-6,000,000","352,311,000",,"361,139,000","214,234,000","-164,381,000","311,563,000","299,658,000","141,451,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-258,000,000","-249,000,000","18,000,000","-9,000,000","-48,000,000","205,000,000","-8,000,000","-11,000,000","-55,000,000",,"-11,000,000","-15,000,000","-11,000,000","259,000,000","-110,000,000","-261,000,000","-26,000,000","-150,000,000","22,000,000","34,000,000","-33,000,000","-280,167,000","27,015,000","27,470,000","22,000,000","-222,107,000","15,573,000","3,922,000","-10,944,000","12,819,000","-16,000,000",,,"-76,117,000","-57,900,000",,,"44,882,000","1,900,000","-16,553,000","208,000","306,864,000","-25,187,000",,,"28,420,816","-4,494,464","-574,552.8","17,955,000","6,700,369.7","-15,561,037.8","-7,045,000","-1,394,000","-381,121,000","-5,518,000","-4,486,000","14,699,000","-21,022,000","18,269,000","9,867,000","6,669,000","-29,097,000","112,423,000","-2,065,000","-608,000","7,441,551.86","3,124,094.4","737,692.8","304,000","20,811,551.96","-8,513,195.92","-1,987,090.4","-4,868,478.4","14,327,691.4","1,659,228.5","-10,940,859.3","-3,336,218.77","19,862,435.65","-5,672,418.73","-3,082,759.06","-3,361,820","146,698,006.4","-3,695,850","588,744","-1,709,733.06","243,085.4","3,868,492.8","222,067.2","-1,623,636"
	EarningsFromEquityInterest,"-10,000,000","-1,000,000","18,000,000","-9,000,000","-17,000,000","85,000,000","-8,000,000","-11,000,000","-33,000,000",,"-11,000,000","-15,000,000","-8,000,000","-21,000,000","20,000,000","29,000,000","32,000,000","28,000,000","22,000,000","34,000,000","28,000,000","31,833,000","27,015,000","27,470,000","22,000,000","18,960,000","15,573,000","3,922,000","8,855,000","-1,181,000","10,000,000",,,"10,325,000","11,300,000",,,,,"14,621,000","9,628,000","-1,868,000","1,588,000",,,,"-202,020","1,362,966.92","18,243,000",,"-9,834,853.7","-3,082,000","2,268,000",,"7,115,000","-5,310,000","7,413,000",,"16,517,000","5,038,000","8,827,000",,"20,915,000","-1,742,000","-740,000",,"-1,353,774.24","-1,594,551.36","-969,000",,"-5,247,809.26","1,325,641.8","-1,055,357.6",,"5,371,137.5",,,,,,,,,,,,,,
	SpecialIncomeCharges,"-248,000,000",,,,"-31,000,000","120,000,000",,,"-22,000,000",,,,"-3,000,000","280,000,000","-130,000,000","-290,000,000","-58,000,000","-178,000,000",,,"-61,000,000",,,,,,,,"-19,799,000",,"-26,000,000",,,"-86,442,000","-69,200,000",,,"10,383,000","1,900,000","-31,174,000","-9,420,000","308,732,000","-26,775,000",,,"30,843,132","-4,292,444","-1,937,519.72","-3,034,539","-19,819,557.3","-5,726,184.1","-2,364,463.6","-2,933,424.6","-21,198,835","-15,752,443.5","-20,542,440.66","7,346,760.33","-4,366,430","-750,667.5","-4,186,476","-6,832,197.33","-81,350,015.36","87,228,933.36","-700,292.73","130,302.45","3,521,970.46","4,477,868.64","2,332,244.16","-3,226,239.03",,"-3,265,386.66","-3,312,732.2","-3,813,120.8",,"-3,711,909","-10,940,859.3","-3,336,218.77",,"-5,672,418.73","-3,082,759.06","-3,361,820",,"-3,695,850","588,744","-1,709,733.06","243,085.4","3,868,492.8","222,067.2","-1,623,636"
		RestructuringAndMergernAcquisition,"292,000,000",,,,"13,000,000","47,000,000",,,"16,000,000",,,,"14,000,000","-80,000,000","48,000,000","76,000,000","55,000,000","48,000,000",,,"24,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,772,171.8",,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,"9,000,000","157,000,000","51,000,000","59,000,000",,,"22,000,000",,,,,,,,"19,799,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,168,687.5",,,,,,,,,,,,,
		GainOnSaleOfBusiness,,,,,,,,,,,,,,,,,"94,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfPPE,"44,000,000",,,,"-18,000,000","167,000,000",,,"-6,000,000",,,,"11,000,000","-17,000,000","-73,000,000","37,000,000","-46,000,000","-71,000,000",,,"-15,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-288,000",,,"-3,963,000","-3,662,000","-318,706,000","-12,633,000","824,000","7,286,000","25,550,000","1,752,000","4,829,000","-2,158,000","-11,036,000","91,508,000","-323,000","132,000",,,,"1,273,000",,,,,,,,,,,,,,,,,,,,
