name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998
TotalRevenue,"56,635,000,000","17,321,000,000","13,524,000,000","13,081,000,000","12,709,000,000","14,011,000,000","12,258,000,000","11,775,000,000","11,343,000,000",,"10,909,000,000","10,663,000,000","10,552,000,000","-4,526,000,000","11,522,000,000","16,704,000,000","17,754,000,000","19,815,000,000","16,061,000,000","16,108,000,000","17,237,000,000","19,664,788,000","15,648,672,000","15,202,900,000","14,972,000,000","16,887,393,000","14,077,085,000","13,382,920,000","13,382,864,000","14,584,461,000","12,155,000,000","12,037,419,000","12,147,451,000","13,370,886,000","11,085,100,000","11,269,779,000","10,868,794,000","11,039,921,000","7,100,355,000","6,977,883,000","6,973,515,000","7,441,229,000","6,151,015,000","5,006,852,000","4,641,444,000","4,975,285,636","4,464,236,036","4,236,123,531.08","2,905,971,000","4,362,314,465.2","3,485,427,555.4","2,586,959,000","2,564,718,000","6,792,774,000","2,379,785,000","2,374,651,000","2,333,193,000","6,704,154,000","2,216,283,000","2,201,795,000","2,291,164,000","6,241,762,000","2,147,605,000","2,095,343,000","2,809,413,000","2,445,389,100.19","2,502,266,551.12","2,621,113,311.36","2,630,846,000","5,311,503,468.26","2,186,215,643.28","2,034,333,199.8","2,065,798,912.8","2,595,269,750.4","1,790,918,437.5","1,839,765,186.9","1,975,623,888.77","2,833,043,870.48","1,937,006,560.72","1,768,011,110.18","1,634,780,590.4","1,762,408,976.6","1,429,618,635","1,312,145,952","1,294,336,952.91","1,423,324,244.2","1,151,309,206","1,000,659,091.8","877,508,175"
	OperatingRevenue,"61,817,000,000","22,503,000,000","13,524,000,000","13,081,000,000","13,889,000,000","15,322,000,000","12,258,000,000","11,775,000,000","12,405,000,000",,"10,909,000,000","10,663,000,000","11,576,000,000","-6,727,000,000","12,828,000,000","19,047,000,000","20,413,000,000","22,568,000,000","16,061,000,000","16,108,000,000","19,786,000,000","22,500,828,000","15,648,672,000","15,202,900,000","14,972,000,000","25,447,222,000","14,077,085,000","13,382,920,000","15,479,225,000","22,676,648,000","12,155,000,000","12,037,419,000","12,147,451,000","13,370,886,000","11,085,100,000","11,269,779,000","10,868,794,000","15,092,615,000","7,100,355,000","6,977,883,000","6,973,515,000","10,410,068,000","6,151,015,000","5,006,852,000","4,641,444,000","7,798,944,636","4,464,236,036","4,236,123,531.08","3,440,092,000","7,101,990,465.2","3,485,427,555.4","3,087,882,000","3,049,608,000","7,960,214,000","2,843,612,000","2,861,920,000","2,794,550,000","7,978,686,000","2,686,891,000","2,666,917,000","2,788,469,000","7,524,171,000","2,633,184,000","2,594,831,000","3,414,307,000","4,317,235,463.13","2,502,266,551.12","2,621,113,311.36","3,104,824,000","7,386,262,766.66","2,186,215,643.28","2,034,333,199.8","2,065,798,912.8","4,076,899,472.7","1,790,918,437.5","1,839,765,186.9","1,975,623,888.77","4,344,690,243.31","1,937,006,560.72","1,768,011,110.18","1,634,780,590.4","2,807,395,383.3","1,429,618,635","1,312,145,952","1,294,336,952.91","1,423,324,244.2","1,151,309,206","1,000,659,091.8","877,508,175"
	ExciseTaxes,"4,909,000,000",,,,"1,119,000,000","1,226,000,000",,,"957,000,000",,,,"878,000,000","-1,848,000,000","1,008,000,000","2,069,000,000","2,286,000,000","2,296,000,000",,,"1,963,000,000","2,276,014,000",,,"1,625,646,000",,,,"1,601,476,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CostOfRevenue,"44,451,000,000","13,635,000,000","10,643,000,000","10,262,000,000","9,913,000,000","10,816,000,000","9,545,000,000","8,677,000,000","8,796,000,000",,"8,544,000,000","7,791,000,000","8,191,000,000","-2,449,000,000","8,081,000,000","12,420,000,000","13,881,000,000","15,263,000,000","12,303,000,000","12,263,000,000","13,105,000,000","14,454,837,000","11,621,474,000","11,253,868,000","11,250,000,000","12,666,142,000","10,355,955,000","9,832,445,000","9,847,460,000","10,480,732,000","8,952,000,000","8,779,217,000","8,891,241,000","9,629,964,000","8,000,400,000","8,282,281,000","8,020,396,000","8,241,079,000","5,356,121,000","5,342,539,000","5,301,738,000","5,663,406,000","4,625,769,000","3,739,381,000","3,465,250,000","3,674,327,192","3,259,019,348","3,130,897,805.2","2,129,021,000","3,155,635,070.8","2,485,631,790.6","1,854,832,000","1,842,099,000","4,903,672,000","1,759,475,000","1,667,935,000","1,631,883,000","4,719,354,000","1,534,937,000","1,539,896,000","1,643,939,000","4,410,755,000","1,519,630,000","1,473,450,000","2,001,820,000","1,782,832,255.7","1,782,703,723.08","1,870,201,623.84","1,888,568,000","3,852,549,229.68","1,552,423,916.8","1,454,978,330.4","1,489,638,368","1,803,759,756.3","1,277,538,644","1,338,099,774.9","1,429,388,967.95","1,998,249,586.86","1,410,551,903.97","1,286,636,295.25","1,186,904,085.6","1,273,774,983.1","1,028,255,130","957,806,928","941,172,651.33","1,027,667,844.4","842,027,710.4","729,437,548.4","644,634,657"
GrossProfit,"12,184,000,000","3,686,000,000","2,882,000,000","2,820,000,000","2,796,000,000","3,195,000,000","2,714,000,000","3,098,000,000","2,547,000,000",,"2,366,000,000","2,872,000,000","2,361,000,000","-2,078,000,000","3,442,000,000","4,284,000,000","3,873,000,000","4,552,000,000","3,758,000,000","3,845,000,000","4,132,000,000","5,209,951,000","4,027,198,000","3,949,032,000","3,722,000,000","4,221,251,000","3,721,130,000","3,550,475,000","3,535,401,000","4,103,729,000","3,203,000,000","3,258,202,000","3,256,210,000","3,740,922,000","3,084,700,000","2,987,498,000","2,848,398,000","2,798,842,000","1,744,234,000","1,635,344,000","1,671,777,000","1,777,823,000","1,525,246,000","1,267,471,000","1,176,194,000","1,300,958,444","1,205,216,688","1,105,225,725.88","776,950,000","1,206,679,394.4","999,795,764.8","732,127,000","722,619,000","1,889,102,000","620,310,000","706,716,000","701,310,000","1,984,800,000","681,346,000","661,899,000","647,225,000","1,831,007,000","627,975,000","621,893,000","807,593,000","662,556,844.49","719,562,828.04","750,911,687.52","742,278,000","1,458,954,238.58","633,791,726.48","579,354,869.4","576,160,544.8","791,509,994.1","513,379,793.5","501,665,412","546,234,920.82","834,794,283.62","526,454,656.75","481,374,814.93","447,876,504.8","488,633,993.5","401,363,505","354,339,024","353,164,301.58","395,656,399.8","309,281,495.6","271,221,543.4","232,873,518"
OperatingExpense,"9,978,000,000","2,802,000,000","2,444,000,000","2,397,000,000","2,290,000,000","2,646,000,000","2,313,000,000","2,336,000,000","2,211,000,000",,"2,152,000,000","2,401,000,000","2,037,000,000","-2,901,000,000","3,733,000,000","3,983,000,000","3,712,000,000","3,534,000,000","3,614,000,000","3,491,000,000","3,413,000,000","3,566,971,000","3,119,592,000","3,102,442,000","2,912,000,000","2,909,815,000","2,921,929,000","3,159,021,000","2,875,700,000","3,000,341,000","2,618,000,000","2,655,476,000","2,674,607,000","2,887,442,000","2,520,800,000","2,556,769,000","2,425,217,000","2,107,172,000","1,382,594,000","1,367,924,000","1,386,542,000","1,698,976,000","1,298,180,000","1,023,594,000","969,649,000","1,788,419,064","1,079,102,336","1,029,715,124.14","699,061,000","834,594,545.8","970,388,071.8","647,206,000","623,557,000","1,784,432,000","604,513,000","604,524,000","585,471,000","1,849,145,000","564,859,000","540,864,000","539,241,000","1,629,877,000","531,212,000","511,497,000","708,622,000","1,707,395,682.87","630,205,050.16","636,041,569.44","642,860,000","1,192,423,223.68","548,371,754.94","505,047,569","489,748,400","729,883,464.2","454,043,608","429,623,822.1","462,032,742.61","774,017,146.2","433,693,926.93","410,859,863.7","386,321,144","363,551,648.4","336,289,455","312,895,336","308,576,728.86","364,708,126.6","262,602,393.6","227,812,032.2","208,412,100"
	SellingGeneralAndAdministration,"8,354,000,000","2,432,000,000","1,976,000,000","1,991,000,000","1,941,000,000","2,288,000,000","2,048,000,000","2,037,000,000","1,980,000,000",,"1,828,000,000","1,904,000,000","1,884,000,000","-2,414,000,000","2,872,000,000","3,541,000,000","3,452,000,000","3,553,000,000","3,137,000,000","3,166,000,000","3,175,000,000","3,316,730,000","2,894,912,000","2,846,233,000","2,693,000,000","2,655,821,000","2,704,896,000","2,614,226,000","2,689,800,000","2,760,973,000","2,402,000,000","2,373,304,000","2,497,964,000","2,645,144,000","2,362,700,000","2,346,284,000","2,265,582,000","2,029,536,000","1,250,772,000","1,240,432,000","1,261,398,000","1,214,838,000","1,175,249,000","922,351,000","863,886,000","1,010,506,500","815,037,184","782,775,522.66","568,106,000","849,864,051.5","739,576,977.3","528,198,000","510,235,000","1,475,952,000","487,823,000","495,494,000","486,805,000","1,475,718,000","455,157,000","435,725,000","439,078,000","1,449,794,000","414,833,000","412,794,000","591,096,000","425,660,181.37","515,180,522.64","532,912,116","532,696,000","1,079,424,583.42","452,407,539.42","413,106,213.6","406,089,556","619,623,895.8","368,755,121.5","354,727,515","391,599,773.6","691,768,276.02","368,487,842.14","351,165,288.35","329,393,743.2","338,475,009.8","288,963,225","268,619,312","267,164,374.68","327,153,520.6","225,984,454.4","199,888,238.4","185,288,931"
		GeneralAndAdministrativeExpense,"923,000,000","120,000,000","279,000,000","255,000,000","269,000,000","315,000,000","250,000,000","250,000,000","241,000,000",,"235,000,000","232,000,000","227,000,000","-346,000,000","284,000,000","458,000,000","488,000,000","420,000,000","442,000,000","397,000,000","459,000,000","445,054,000","369,694,000","323,737,000","346,000,000","342,424,000","374,533,000","365,039,000","402,738,000","530,859,000","370,000,000","416,296,000","437,336,000","450,397,000","423,500,000","431,119,000","378,078,000","340,907,000","187,267,000","160,412,000","224,090,000","206,648,000","197,269,000","99,943,000","151,351,000",,,,"105,514,000",,,"68,981,000","74,946,000","305,736,000","75,349,000","74,597,000","71,463,000","287,098,000","71,927,000","71,400,000","75,227,000",,"74,196,000","84,075,000","112,947,000",,,,"106,590,000",,,,,,,,,,,,,,,,,,,,
			OtherGandA,"923,000,000","120,000,000","279,000,000","255,000,000","269,000,000","315,000,000","250,000,000","250,000,000","241,000,000",,"235,000,000","232,000,000","227,000,000","-346,000,000","284,000,000","458,000,000","488,000,000","420,000,000","442,000,000","397,000,000","459,000,000","445,054,000","369,694,000","323,737,000","346,000,000","342,424,000","374,533,000","365,039,000","402,738,000","530,859,000","370,000,000","416,296,000","437,336,000","450,397,000","423,500,000","431,119,000","378,078,000","340,907,000","187,267,000","160,412,000","224,090,000","206,648,000","197,269,000","99,943,000","151,351,000",,,,"105,514,000",,,"68,981,000","74,946,000","305,736,000","75,349,000","74,597,000","71,463,000","287,098,000","71,927,000","71,400,000","75,227,000",,"74,196,000","84,075,000","112,947,000",,,,"106,590,000",,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,"7,431,000,000","2,312,000,000","1,697,000,000","1,736,000,000","1,672,000,000","1,973,000,000","1,798,000,000","1,787,000,000","1,739,000,000",,"1,593,000,000","1,672,000,000","1,657,000,000","-2,068,000,000","2,588,000,000","3,083,000,000","2,964,000,000","3,133,000,000","2,695,000,000","2,769,000,000","2,716,000,000","2,871,676,000","2,525,218,000","2,522,496,000","2,347,000,000","2,313,397,000","2,330,363,000","2,249,187,000","2,287,062,000","2,230,114,000","2,032,000,000","1,957,008,000","2,060,628,000","2,194,747,000","1,939,200,000","1,915,165,000","1,887,504,000","1,688,629,000","1,063,505,000","1,080,020,000","1,037,308,000","1,008,190,000","977,980,000","822,408,000","712,535,000",,,,"462,592,000",,,"459,217,000","435,289,000","1,170,216,000","412,474,000","420,897,000","415,342,000","1,188,620,000","383,230,000","364,325,000","363,851,000",,"340,637,000","328,719,000","478,149,000",,,,"426,106,000",,,,,,,,,,,,,,,,,,,,
