name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002
MarketCap,"40,680,193,865","42,526,961,709","67,693,328,432","58,975,248,393","68,924,126,288","66,975,368,888","67,615,348,427","76,583,220,346","66,631,079,432","66,111,336,222","63,564,594,497","52,541,758,741","45,092,030,602","48,957,061,797","39,268,716,844","28,343,562,093","26,076,077,125","21,695,708,438","16,954,603,506","21,644,174,689","30,353,378,314","29,116,568,331","42,154,615,074","56,738,657,935","68,179,150,270","71,271,175,226","78,588,967,621","80,444,182,594","67,766,880,276","89,101,852,470","108,014,738,448","92,245,411,175","102,294,492,281","118,919,854,228","115,085,772,945","118,976,764,483","166,724,018,650","177,319,689,236","185,478,562,737","164,386,531,809","128,766,684,677","167,797,595,120","151,325,386,341","120,570,565,152","91,899,744,604","69,328,650,610","63,135,629,072","92,540,288,875","173,096,247,912","170,405,040,978","160,713,992,169","163,962,820,742","107,641,504,802","89,375,067,624","71,857,595,344","52,093,132,334","58,418,691,008","58,996,540,855","47,373,540,904","50,505,654,217","33,716,496,933","36,399,537,843","33,405,586,613","25,874,634,311","18,251,577,830","21,072,799,639","22,454,622,567","15,668,708,351","11,385,060,591","10,344,088,125","11,085,665,855"
EnterpriseValue,"49,030,193,865","48,438,961,709","74,825,328,432","70,155,248,393","84,760,126,288","76,222,368,888","79,781,348,427","89,610,220,346","83,356,079,432","82,250,336,222","86,121,594,497","76,171,758,741","69,863,030,602","74,798,061,797","65,928,716,844","79,684,562,093","77,681,077,125","70,706,708,438","64,473,603,506","71,530,174,689","78,601,378,314","77,305,568,331","86,439,615,074","103,020,657,935","114,250,150,270","118,509,175,226","123,988,967,621","126,959,182,594","114,254,880,276","136,479,852,470","155,392,738,448","92,245,411,175","140,511,492,281","140,457,854,228","149,576,875,318","153,467,866,856","196,096,018,650","201,009,689,236","211,033,562,737","190,515,531,809","157,498,684,677","190,779,595,120","164,126,262,241","138,443,565,152","109,927,744,604","85,255,650,610","78,468,629,072","97,736,288,875","191,314,247,912","188,664,040,978","183,650,992,169","181,262,820,742","127,166,504,802","112,211,067,624","74,836,595,344","56,082,132,334","62,407,691,008","63,376,540,855","52,230,540,904","55,362,654,217","39,078,496,933","40,584,537,843","36,481,586,613","32,690,634,311","22,882,577,830","25,370,799,639","26,952,622,567","19,580,708,351","12,289,060,591","13,278,088,125","14,229,665,855"
PeRatio,"198.25",,"18.592","17.424","19.2","9.763","17.355","15.787","13.638","10.468","9.336","10.276","7.479","9.406",,,,,,,,"43.462",,"59.931",,"121.623","17.704","30.645","13.998","17.465","21.172","7.276","5.251","5.388","5.325","5.66","6.741","7.884","10.703","13.029","15.51","31.871","25.707","11.862","11.301","5.496","4.694","7.972","14.243","14.678","13.556","16.756","14.371","13.751","11.64","9.214","10.274","10.527","10.853","11.57","8.46","12.71","13.009","12.188","11.085","13.166","14.516","8.492","9.273","13.681","16.317"
ForwardPeRatio,"5.008","4.799","7.628","6.623","6.57","6.614",,"10.65","8.969","8.897","10.593","12.516","8.137","6.124","10.204","23.202","49.505","12.136","11.312","12.121","11.99","8.651","7.955","6.131","6.566","6.734","8","7.435","6.341","7.452","7.386","6.031","5.219","6.333","5.2","4.613","6.146","6.897","8.726",,"6.498",,,,"12.315",,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,"14.582",,,,"0.429","1.739","6.846","36.21","8.864","0.149","0.129","0.105","0.071","0.044","0.034","0.029","673.55","800.105","8.449",,,,,,"4.009",,"0.05","0.067","3.066","3.879",,"0.071",,,,"0.77",,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"1.116","1.132","1.825","1.619","1.924","1.856","1.906","2.177","1.957","1.946","1.85","1.635","1.47","1.781","1.536","1.145","1.039","0.847","0.589","0.691","0.886","0.776","1.014","1.265","1.494","1.524","1.644","1.723","1.408","1.851","2.244","1.717","1.799","2.122","2.114","2.248","2.965","3.416","4.095","4.605","4.486","7.023","5.443","3.801","3.164","1.927","1.638","2.725","5.098","5.16","4.897","5.793","4.594","4.567","4.028","3.134","3.494","3.565","4.128","4.401","3.332","4.249","4.192","3.536","2.749","3.606","4.201","3.3","2.581","2.424","2.696"
PbRatio,"1.182","1.091","1.611","1.385","1.626","1.494","1.658","1.826","1.491","1.477","1.412","1.298","1.073","1.254","0.989","1.741","1.91","2.066","0.884","0.842","1.261","0.909","1.081","1.289","1.568","1.763","1.532","1.699","1.276","1.725","2.091","1.149","1.557","1.53","1.886","1.95","2.441","2.661","3.169","2.789","2.617","3.46","2.757","2.575","2.289","2.033","1.923","1.839","4.15","4.866","5.674","5.637","4.861","5.97","3.806","3.027","3.395","3.564","4.711","5.023","4.163","5.266","4.882","4.878","4.559","5.211","5.864","4.369","3.112","3.781","4.652"
EnterprisesValueRevenueRatio,"1.349","6.951","7.51","6.867","9.227","9.292","8.13","9.39","9.675","9.561","9.395","8.417","9.656","8.784","8.432","10.88","11.724","12.363","10.93","10.996","11.285","12.389","9.528","11.368","11.538","12.471","9.447","10.294","10.357","12.481","10.304","8.601","11.815","12.707","8.597","10.02","13.083","15.213","14.136","13.51","16.308","28.888","9.884","8.154","22.217","16.013","8.314","8.969","18.049","24.089","22.498","22.95","14.63","14.983","10.233","11.559","15.053","18.975","9.754","15.657","11.052","18.339","15.745","15.044","11.918","15.758","16.455","13.674","10.503","11.962","13.565"
EnterprisesValueEBITDARatio,"9.889","80.732","-41.732","16.311","45.816","-87.411","18.87","28.963","98.763","21.969","36.616","16.48","47.078","14.867","21.461","34.615","21.035","17.964","-8.313","-12.881","26.781","-26.52","-85.584","-234.138","28.873","24.965","-1,097.248","21.931","63.901","24.662","-1,653.114","25.904","50.489","24.44","14.917","26.465","19.832","21.361","23.762","20.329","29.161","73.575","21.156","14.866","33.669","35.479","27.796","12.926","31.912","51.253","26.046","45.75","25.931","36.267","18.302","22.614","30.033","41.778","18.64","28.508","20.492","43.923","26.17","36.897","25.008","40.658","57.346","34.718","27.803","31.918","31.692"
