name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001
TotalAssets,"9,476,000,000","9,313,000,000","9,538,000,000","8,357,000,000","8,586,000,000","8,818,000,000","9,018,000,000","9,000,000,000","8,518,000,000","8,281,000,000","8,410,000,000","7,166,000,000","8,058,000,000","7,895,000,000","7,445,000,000","7,410,000,000","6,814,000,000","6,417,000,000","6,232,000,000"
	CurrentAssets,"2,765,000,000","2,874,000,000","2,792,000,000","2,472,000,000","2,787,000,000","2,698,000,000","3,182,000,000","2,839,000,000","2,703,000,000","2,668,000,000","2,856,000,000","2,284,000,000","3,063,000,000","3,111,000,000","2,579,000,000","3,151,000,000","2,251,000,000",,
		CashCashEquivalentsAndShortTermInvestments,"503,000,000","470,000,000","608,000,000","668,000,000","997,000,000","812,000,000","1,025,000,000","1,012,000,000","746,000,000","818,000,000","1,257,000,000","682,000,000","825,000,000","791,000,000","390,000,000","838,000,000","148,000,000",,
			CashAndCashEquivalents,"463,000,000","439,000,000","576,000,000","638,000,000","967,000,000","780,000,000","984,000,000","959,000,000","682,000,000","740,000,000","1,254,000,000","676,000,000","825,000,000","791,000,000","390,000,000","838,000,000","148,000,000",,
			OtherShortTermInvestments,"40,000,000","31,000,000","32,000,000","30,000,000","30,000,000","32,000,000","41,000,000","53,000,000","64,000,000","78,000,000","3,000,000","6,000,000",,,,,,,
		Receivables,"1,181,000,000","1,318,000,000","1,230,000,000","1,024,000,000","991,000,000","1,042,000,000","1,210,000,000","1,036,000,000","1,106,000,000","1,080,000,000","976,000,000","959,000,000","1,446,000,000","1,476,000,000","1,398,000,000","1,536,000,000","1,311,000,000",,
			AccountsReceivable,"850,000,000","1,017,000,000","986,000,000","801,000,000","706,000,000","801,000,000","867,000,000","827,000,000","871,000,000","827,000,000","721,000,000","631,000,000","1,009,000,000","1,001,000,000","918,000,000","866,000,000","722,000,000",,
				GrossAccountsReceivable,"859,000,000","1,027,000,000","995,000,000","807,000,000","712,000,000","810,000,000","876,000,000","836,000,000",,"839,000,000",,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-9,000,000","-10,000,000","-9,000,000","-6,000,000","-6,000,000","-9,000,000","-9,000,000","-9,000,000",,"-12,000,000",,,,,,,,,
			TaxesReceivable,"230,000,000","202,000,000","145,000,000","126,000,000","200,000,000","149,000,000","156,000,000","133,000,000",,"60,000,000",,,,,,,,,
			OtherReceivables,"101,000,000","99,000,000","99,000,000","97,000,000","85,000,000","92,000,000","187,000,000","77,000,000","235,000,000","194,000,000","255,000,000","328,000,000","437,000,000","475,000,000","480,000,000","670,000,000","589,000,000",,
			ReceivablesAdjustmentsAllowances,,,,,,,"0","-1,000,000",,"-1,000,000",,,,,,,,,
		Inventory,"1,038,000,000","1,046,000,000","900,000,000","720,000,000","682,000,000","782,000,000","804,000,000","711,000,000","712,000,000","610,000,000","522,000,000","577,000,000","636,000,000","653,000,000","661,000,000","618,000,000","509,000,000",,
			RawMaterials,"244,000,000","279,000,000","252,000,000","169,000,000","141,000,000","150,000,000","174,000,000","155,000,000","163,000,000","137,000,000","127,000,000","119,000,000","107,000,000","120,000,000","131,000,000","122,000,000",,,
			WorkInProcess,"76,000,000","70,000,000","57,000,000","45,000,000","43,000,000","53,000,000","59,000,000","42,000,000","38,000,000","31,000,000","28,000,000","24,000,000","29,000,000","33,000,000","26,000,000","26,000,000",,,
			FinishedGoods,"718,000,000","697,000,000","591,000,000","506,000,000","498,000,000","579,000,000","571,000,000","514,000,000","511,000,000","442,000,000","367,000,000","434,000,000","500,000,000","500,000,000","504,000,000","470,000,000",,,
		RestrictedCash,,,,,,,,,,,,,,"46,000,000",,,,,
		CurrentDeferredAssets,,,,"0","68,000,000","29,000,000","115,000,000","49,000,000","104,000,000","92,000,000","42,000,000","24,000,000","70,000,000","76,000,000","37,000,000","71,000,000","67,000,000",,
			CurrentDeferredTaxesAssets,,,,"0","68,000,000","29,000,000","115,000,000","49,000,000","104,000,000","92,000,000","42,000,000","24,000,000","70,000,000","76,000,000","37,000,000","71,000,000","67,000,000",,
		AssetsHeldForSaleCurrent,,,,,,,,,"0","9,000,000",,,,,,,,,
		OtherCurrentAssets,"43,000,000","40,000,000","54,000,000","60,000,000","49,000,000","33,000,000","28,000,000","31,000,000","35,000,000","59,000,000","59,000,000","42,000,000","86,000,000","69,000,000","93,000,000","88,000,000","216,000,000",,
