name,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,06/30/1989,06/30/1988,06/30/1987,06/30/1986
			InventoriesAdjustmentsAllowances,,,,"-151,654,000",,,,"-139,163,000",,,,"-137,573,000",,,,"-147,244,000",,,,,,,,"-151,413,000",,,,"-145,708,000",,,,"-144,756,000",,,,"-137,646,000",,,,"-143,171,000",,,,"-166,888,000",,,,"-150,095,000",,,,"-141,344,000",,,,"-137,629,000",,,,,,,,,,,,"-114,577,000",,,,,,,,"-108,895,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"51,773,000","47,903,000","52,224,000","51,462,000","49,380,000","44,041,000","35,555,000","32,990,000","41,735,000","37,538,000","28,559,000","41,409,000","33,181,000","33,839,000","30,009,000","35,687,000","39,377,000","36,177,000","42,527,000","51,111,000","55,359,000","57,773,000","51,915,000","53,480,000","41,284,000","54,702,000","34,174,000","52,819,000","42,355,000","46,820,000","35,709,000","51,771,000","31,897,000","36,113,000","27,532,000","33,005,000","26,791,000","29,392,000","24,822,000","23,428,000","21,179,000","28,859,000","33,495,000","44,470,000","33,835,000","40,867,000","35,953,000","48,525,000","34,407,000","28,504,000","28,187,000","32,284,000","27,334,000","31,402,000","19,720,000","29,955,000","28,404,000","32,210,000","23,928,000","22,606,000","29,933,000","22,684,000","23,020,000","22,957,000","15,751,000","13,536,000","12,643,000","11,702,000","10,374,000","11,452,000","10,857,000","11,011,000","10,667,000","10,692,000","10,835,000","9,974,000","9,211,000","6,904,000","7,071,000","8,286,000","7,399,000","6,300,000","6,000,000","4,600,000","7,900,000","8,900,000","8,900,000","7,300,000","5,600,000","15,200,000","18,600,000","6,900,000","7,300,000","4,300,000","2,600,000","2,500,000","2,700,000","2,400,000","2,600,000","2,300,000","3,300,000","2,000,000","2,000,000","2,300,000","2,100,000","2,200,000","2,400,000","8,600,000","12,400,000","11,800,000","12,500,000","12,900,000","10,900,000","10,300,000","8,900,000","11,400,000","9,700,000","9,800,000","9,900,000","10,500,000","4,700,000","3,400,000","4,500,000","2,100,000","2,300,000","12,600,000"
	TotalNonCurrentAssets,"1,127,010,000","1,276,442,000","1,284,809,000","1,183,559,000","1,197,040,000","1,208,205,000","1,216,605,000","1,227,721,000","1,221,083,000","502,371,000","508,028,000","505,053,000","510,580,000","512,084,000","522,078,000","530,903,000","530,498,000","569,571,000","562,354,000","575,663,000","580,131,000","602,693,000","594,159,000","498,021,000","322,140,000","323,680,000","316,353,000","321,426,000","333,056,000","339,682,000","314,672,000","296,421,000","305,336,000","288,062,000","295,014,000","296,017,000","299,375,000","300,661,000","301,494,000","272,660,000","276,219,000","279,286,000","282,104,000","283,734,000","307,386,000","312,855,000","316,570,000","192,574,000","183,552,000","185,066,000","177,126,000","176,836,000","171,323,000","172,892,000","172,645,000","172,227,000","171,128,000","163,398,000","164,000,000","162,669,000","149,792,000","149,385,000","152,380,000","153,808,000","155,082,000","157,240,000","157,525,000","152,910,000","151,677,000","151,715,000","149,346,000","153,508,000","155,820,000","158,961,000","171,049,000","172,394,000","173,451,000","176,407,000","179,986,000","179,676,000","172,472,000","177,800,000","179,000,000","185,100,000","186,100,000","188,900,000","187,600,000","191,200,000","182,600,000","173,000,000","167,200,000","108,600,000","104,500,000","103,200,000","106,900,000","109,000,000","103,700,000","99,900,000","95,900,000","93,800,000","91,900,000","91,400,000","93,500,000","94,300,000","95,500,000","93,500,000","94,600,000","94,700,000","94,800,000","93,600,000","94,500,000","96,700,000","96,100,000","93,600,000","92,800,000","92,700,000","85,200,000","83,000,000","80,500,000","79,800,000","67,900,000","65,100,000","64,000,000","55,700,000","54,600,000","54,400,000"
		NetPPE,"210,387,000","211,666,000","211,651,000","124,303,000","123,240,000","122,005,000","119,781,000","121,343,000","121,858,000","111,962,000","111,313,000","108,068,000","106,773,000","105,279,000","106,283,000","107,765,000","108,132,000","106,470,000","104,760,000","104,447,000","104,680,000","107,352,000","106,683,000","103,596,000","78,834,000","80,056,000","81,149,000","83,243,000","84,355,000","85,596,000","84,357,000","83,103,000","78,464,000","76,659,000","73,079,000","69,014,000","67,949,000","67,357,000","67,044,000","58,471,000","58,200,000","59,845,000","60,994,000","62,735,000","63,594,000","66,295,000","68,087,000","64,997,000","65,158,000","65,857,000","66,197,000","67,788,000","67,620,000","69,121,000","69,755,000","70,794,000","69,560,000","70,340,000","71,219,000","71,441,000","72,240,000","73,561,000","75,354,000","77,025,000","78,662,000","81,207,000","82,953,000","77,942,000","79,136,000","79,101,000","80,664,000","83,095,000","85,275,000","87,439,000","89,571,000","90,263,000","90,698,000","92,080,000","94,941,000","97,200,000","97,258,000","100,200,000","103,800,000","107,200,000","109,000,000","110,300,000","112,200,000","113,100,000","110,500,000","102,900,000","103,600,000","90,800,000","84,200,000","84,500,000","85,400,000","86,300,000","80,200,000","79,600,000","78,900,000","79,300,000","76,600,000","76,500,000","78,600,000","80,100,000","81,800,000","79,000,000","80,400,000","80,100,000","80,200,000","79,500,000","80,300,000","82,600,000","81,400,000","78,900,000","78,500,000","78,100,000","75,100,000","73,200,000","70,100,000","70,400,000","61,400,000","58,900,000","58,400,000","50,000,000","51,500,000","52,200,000"
			GrossPPE,"397,679,000","400,636,000","396,640,000","305,369,000","300,623,000","304,817,000","299,753,000","296,643,000","294,121,000","283,566,000","281,476,000","274,211,000","272,729,000","270,021,000","269,528,000","269,231,000","270,557,000","274,814,000","270,820,000","268,790,000","265,299,000","270,359,000","266,746,000","260,468,000","236,288,000","243,235,000","241,741,000","240,749,000","239,888,000","241,051,000","236,541,000","231,726,000","226,408,000","222,791,000","217,611,000","212,944,000","210,394,000","207,635,000","208,092,000","197,261,000","195,448,000","196,718,000","194,828,000","194,009,000","190,529,000","192,488,000","195,076,000","189,943,000","189,959,000","189,475,000","186,959,000","186,794,000","189,353,000","190,203,000","188,485,000","186,282,000","182,376,000","183,541,000","181,111,000","178,060,000","177,405,000","176,265,000","176,595,000","175,146,000","174,031,000","173,953,000","171,754,000","163,778,000","163,085,000","161,484,000","161,815,000","164,324,000","164,714,000","166,000,000","167,439,000","165,439,000","164,047,000","170,587,000","173,153,000","172,500,000","172,710,000","175,400,000","176,100,000","177,600,000","177,600,000","178,700,000","177,700,000","176,200,000","173,800,000","165,800,000","174,400,000","159,600,000","153,200,000","152,300,000","151,200,000","149,900,000","141,900,000","141,500,000","139,200,000","138,100,000","136,600,000","134,600,000","134,200,000","133,400,000","133,900,000","130,500,000","130,100,000","129,800,000","129,600,000","126,400,000","134,800,000","137,100,000","132,500,000","130,000,000","129,600,000","129,200,000","125,300,000","119,400,000","116,300,000","116,600,000","106,800,000","103,700,000","101,500,000","87,100,000","84,200,000","80,000,000"
				Properties,,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				LandAndImprovements,,,,"14,452,000",,,,"14,411,000",,,,"14,250,000",,,,"14,214,000",,,,"12,950,000",,,,"13,212,000",,,,"10,125,000",,,,"10,245,000",,,,"10,428,000",,,,"10,569,000",,,,"10,577,000",,,,"10,639,000",,,,"10,850,000",,,,"10,916,000",,,,"10,939,000",,,,"10,458,000",,,,"10,632,000",,,,"11,779,000",,,,"12,121,000","164,047,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				BuildingsAndImprovements,,,,"101,338,000",,,,"104,419,000",,,,"97,529,000",,,,"97,521,000",,,,"89,325,000",,,,"89,886,000",,,,"75,463,000",,,,"74,477,000",,,,"73,399,000",,,,"73,099,000",,,,"72,481,000",,,,"71,142,000",,,,"69,938,000",,,,"68,136,000",,,,"66,834,000",,,,"69,637,000",,,,"62,179,000",,,,"69,131,000",,,,"68,840,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,,,,"189,579,000",,,,"177,813,000",,,,"162,432,000",,,,"157,496,000",,,,"166,515,000",,,,"157,370,000",,,,"155,161,000",,,,"147,004,000",,,,"129,117,000",,,,"113,593,000",,,,"110,951,000",,,,"108,162,000",,,,"106,006,000",,,,"107,230,000","182,376,000",,,"100,287,000",,,,"95,051,000",,,,"90,967,000",,,,"83,414,000",,,,"84,478,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherProperties,"397,679,000","400,636,000","396,640,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-187,292,000","-188,970,000","-184,989,000","-181,066,000","-177,383,000","-182,812,000","-179,972,000","-175,300,000","-172,263,000","-171,604,000","-170,163,000","-166,143,000","-165,956,000","-164,742,000","-163,245,000","-161,466,000","-162,425,000","-168,344,000","-166,060,000","-164,343,000","-160,619,000","-163,007,000","-160,063,000","-156,872,000","-157,454,000","-163,179,000","-160,592,000","-157,506,000","-155,533,000","-155,455,000","-152,184,000","-148,623,000","-147,944,000","-146,132,000","-144,532,000","-143,930,000","-142,445,000","-140,278,000","-141,048,000","-138,790,000","-137,248,000","-136,873,000","-133,834,000","-131,274,000","-126,935,000","-126,193,000","-126,989,000","-124,946,000","-124,801,000","-123,618,000","-120,762,000","-119,006,000","-121,733,000","-121,082,000","-118,730,000","-115,488,000","-112,816,000","-113,201,000","-109,892,000","-106,619,000","-105,165,000","-102,704,000","-101,241,000","-98,121,000","-95,369,000","-92,746,000","-88,801,000","-85,836,000","-83,949,000","-82,383,000","-81,151,000","-81,229,000","-79,439,000","-78,561,000","-77,868,000","-75,176,000","-73,349,000","-78,507,000","-78,212,000","-75,300,000","-75,452,000","-75,200,000","-72,300,000","-70,400,000","-68,600,000","-68,400,000","-65,500,000","-63,100,000","-63,300,000","-62,900,000","-70,800,000","-68,800,000","-69,000,000","-67,800,000","-65,800,000","-63,600,000","-61,700,000","-61,900,000","-60,300,000","-58,800,000","-60,000,000","-58,100,000","-55,600,000","-53,300,000","-52,100,000","-51,500,000","-49,700,000","-49,700,000","-49,400,000","-46,900,000","-54,500,000","-54,500,000","-51,100,000","-51,100,000","-51,100,000","-51,100,000","-50,200,000","-46,200,000","-46,200,000","-46,200,000","-45,400,000","-44,800,000","-43,100,000","-37,100,000","-32,700,000","-27,800,000"
		GoodwillAndOtherIntangibleAssets,"892,359,000","1,037,694,000","1,046,347,000","1,030,857,000","1,040,039,000","1,064,299,000","1,073,330,000","1,082,590,000","1,077,872,000","362,433,000","369,682,000","369,697,000","373,745,000","377,423,000","387,002,000","393,940,000","394,962,000","434,276,000","440,288,000","453,234,000","456,690,000","476,561,000","467,653,000","353,002,000","199,569,000","203,025,000","194,934,000","198,116,000","203,275,000","205,940,000","184,713,000","167,920,000","173,458,000","158,485,000","163,444,000","166,532,000","165,929,000","167,976,000","169,414,000","149,321,000","151,735,000","154,124,000","155,903,000","158,940,000","193,880,000","200,287,000","204,012,000","83,849,000","61,760,000","60,458,000","57,663,000","57,550,000","56,676,000","56,966,000","57,248,000","57,222,000","55,507,000","52,231,000","51,971,000","51,083,000","51,044,000","50,846,000","50,119,000","49,852,000","49,934,000","50,433,000","49,609,000","49,687,000","50,587,000","49,938,000","46,344,000","46,410,000","48,221,000","48,474,000","64,701,000","65,113,000","67,062,000","68,242,000","69,676,000","67,089,000","60,507,000","60,300,000","61,300,000","62,400,000","62,900,000","59,400,000","60,300,000","53,200,000","54,900,000","52,200,000","46,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
